N	2gram	Losev_Vesc_1	Formalny
125	же и	1	4
126	конечно не	1	4
127	уже в	1	4
128	только на	3	4
129	социальной жизни	1	4
130	для того	2	4
131	со стороны	5	4
132	прежде всего	9	4
133	смысла и	5	4
134	мы видели	1	4
135	как это	2	4
136	да и	3	4
137	слова и	5	4
138	между собой	1	4
139	от всех	4	4
140	из этого	1	4
141	жизни и	2	4
142	формы и	1	3
143	же как	1	3
144	того же	5	3
145	должна быть	4	3
146	мы уже	3	3
147	той же	2	3
148	мы и	1	3
149	в виду	2	3
150	во всех	2	3
151	как таковая	2	3
152	то мы	2	3
153	то он	1	3
154	а и	9	3
155	нет и	1	3
156	от реального	1	3
157	бы и	5	3
158	что это	13	3
159	в себе	14	3
160	сливаются в	1	3
161	и с	8	3
162	это не	5	3
163	действительности в	2	3
164	и тем	3	3
165	ее в	1	3
166	он и	1	3
167	раз и	1	3
168	в этих	1	3
169	от его	2	3
170	и более	1	3
171	как от	1	3
172	тому что	2	3
173	в основе	3	3
174	для нас	2	3
175	ничто не	2	3
176	исторического процесса	1	3
177	этом отношении	1	3
178	же самое	1	3
179	а что	1	3
180	они и	1	3
181	оно не	3	3
182	только то	2	3
183	ясно что	8	3
184	жизнь и	1	3
185	никак не	3	3
186	и что	15	3
187	можно сказать	6	3
188	их в	3	3
189	и следовательно	7	3
190	в него	1	3
191	уже не	9	3
192	его и	2	3
193	нуждается в	1	3
194	в конце	2	3
195	не о	1	3
196	души и	1	3
197	у нас	7	3
198	не на	1	3
199	одно а	1	3
200	к его	1	3
201	может стать	1	3
202	она есть	8	3
203	в той	3	3
204	того что	8	3
205	к проблеме	1	3
206	о нем	1	3
207	мы мыслим	1	3
208	жизни в	1	3
209	может и	1	3
210	сказать что	17	3
211	равно как	2	3
212	и эта	3	3
213	ту же	2	2
214	чтобы не	1	2
215	человека и	1	2
216	это и	6	2
217	исторический материал	1	2
218	к другому	1	2
219	в котором	3	2
220	с таким	1	2
221	обойтись без	2	2
222	из своих	1	2
223	в сущности	4	2
224	так чтобы	2	2
225	говорить о	6	2
226	в полной	1	2
227	неотделимо от	2	2
228	с его	1	2
229	видели что	1	2
230	в общем	1	2
231	очевидно что	1	2
232	отличие от	1	2
233	чем же	3	2
234	данный момент	1	2
235	в своем	6	2
236	стороны и	2	2
237	от этого	2	2
238	то в	4	2
239	это можно	2	2
240	из этих	1	2
241	в этой	3	2
242	только один	2	2
243	смыслом и	3	2
244	вообще не	2	2
245	что она	15	2
246	главным образом	1	2
247	перестает быть	3	2
248	всех этих	1	2
249	не значит	7	2
250	ведь не	3	2
251	в россии	2	2
252	его от	1	2
253	на этом	2	2
254	форма в	1	2
255	именно это	1	2
256	в основу	1	2
257	человека в	1	2
258	этим самым	1	2
259	это значит	24	2
260	в чисто	1	2
261	людей между	1	2
262	же а	1	2
263	входя в	1	2
264	этих вопросов	1	2
265	между смыслом	3	2
266	даже что	1	2
267	и вне	2	2
268	ни с	6	2
269	и тогда	1	2
270	нисколько не	4	2
271	что собственно	1	2
272	том как	1	2
273	таким же	1	2
274	какие бы	1	2
275	бы к	1	2
276	то его	1	2
277	в отличие	1	2
278	где она	2	2
279	в философии	5	2
280	оказалось бы	1	2
281	однако в	1	2
282	необходимо чтобы	3	2
283	сам он	1	2
284	в отношении	4	2
285	дело не	2	2
286	дело в	4	2
287	одна из	5	2
288	и притом	3	2
289	смысла но	1	2
290	только не	2	2
291	находятся в	1	2
292	ровно ничего	1	2
293	тем не	3	2
294	общения и	2	2
295	отличается от	7	2
296	и это	14	2
297	с ее	6	2
298	как не	1	2
299	то или	2	2
300	и конкретной	2	2
301	так в	1	2
302	в окружающей	1	2
303	можно только	4	2
304	это только	1	2
305	является в	2	2
306	поэтому в	1	2
307	для этого	4	2
308	ничего не	3	2
309	в самой	2	2
310	совершенно неверно	1	2
311	что каждый	1	2
312	и во	3	2
313	между а	1	2
314	в языке	1	2
315	что и	3	2
316	и только	3	2
317	от этих	1	2
318	предмета и	1	2
319	но так	1	2
320	должен быть	2	2
321	поэтому и	1	2
322	самый смысл	4	2
323	не можем	1	2
324	языка как	2	2
325	является не	1	2
326	от других	1	2
327	в данной	1	2
328	из них	4	2
329	ту или	2	2
330	совсем другое	1	2
331	он становится	1	2
332	говорить об	1	2
333	допустим что	1	2
334	сами по	3	2
335	содержание и	1	2
336	свое выражение	3	2
337	от того	3	2
338	же деле	1	2
339	и даже	6	2
340	или иной	1	2
341	к которому	1	2
342	мы еще	2	2
343	превращается в	1	2
344	самом же	1	2
345	была бы	2	2
346	новые формы	1	2
347	но оно	1	2
348	но уже	3	2
349	существуют в	1	2
350	и действительность	6	2
351	мыслим и	1	2
352	быть только	3	2
353	но это	10	2
354	но для	2	2
355	она должна	2	2
356	сознания и	1	2
357	у них	1	2
358	конце концов	2	2
359	мы должны	2	2
360	именно для	1	2
361	к самому	1	2
362	слово в	2	2
363	но если	8	2
364	является и	1	2
365	к этому	1	2
366	это понятие	1	2
367	я и	6	1
368	нем нет	1	1
369	также что	1	1
370	же нам	1	1
371	сам по	3	1
372	и то	10	1
373	переход от	1	1
374	что смысл	3	1
375	между двумя	1	1
376	в первом	2	1
377	вещь не	9	1
378	не вещь	2	1
379	ведь и	5	1
380	собственном смысле	3	1
381	собою в	1	1
382	и этот	2	1
383	с в	2	1
384	есть не	14	1
385	в наш	1	1
386	бы уже	1	1
387	мы имеем	7	1
388	своего внутреннего	1	1
389	без реального	1	1
390	среды и	1	1
391	происходило в	1	1
392	оно есть	9	1
393	социальной действительности	4	1
394	и становление	1	1
395	из того	2	1
396	ему в	1	1
397	то это	3	1
398	одного слова	1	1
399	учение об	1	1
400	так или	4	1
401	себе а	1	1
402	оно может	2	1
403	это действительно	1	1
404	или от	1	1
405	и понимает	2	1
406	а следовательно	2	1
407	тот или	1	1
408	внутренняя форма	1	1
409	коем случае	1	1
410	а только	3	1
411	смысле мы	1	1
412	явлений и	1	1
413	только тогда	3	1
414	данного человека	2	1
415	ее выражения	1	1
416	нужно быть	1	1
417	себе и	1	1
418	не просто	19	1
419	и чем	3	1
420	из таких	1	1
421	сама по	3	1
422	не действительность	7	1
423	его на	1	1
424	с чисто	1	1
425	с этим	3	1
426	что как	1	1
427	части в	1	1
428	мы отвлекаемся	1	1
429	противоречие в	1	1
430	и нет	1	1
431	е она	1	1
432	оказывается вовсе	1	1
433	кроме того	4	1
434	хотя и	4	1
435	она так	1	1
436	что действительность	2	1
437	него самого	1	1
438	это определение	1	1
439	или иную	2	1
440	которых идет	1	1
441	та же	1	1
442	исчезает и	1	1
443	можно не	1	1
444	жизни так	1	1
445	остановиться на	1	1
446	идет речь	1	1
447	на то	4	1
448	не могла	1	1
449	и если	2	1
450	они совершенно	1	1
451	о принципиальной	1	1
452	действительность как	1	1
453	в принципе	1	1
454	к одному	3	1
455	не к	1	1
456	понимания и	3	1
457	по существу	2	1
458	чем она	1	1
459	смысле как	1	1
460	и по	1	1
461	или иных	1	1
462	действительности на	1	1
463	одно и	5	1
464	на этих	1	1
465	что является	1	1
466	не будет	12	1
467	факт что	1	1
468	же не	1	1
469	в определенное	1	1
470	в определенном	1	1
471	значение в	1	1
472	а его	1	1
473	знает что	2	1
474	того или	1	1
475	с другими	8	1
476	только вещь	1	1
477	не одна	1	1
478	в существенном	1	1
479	форму и	1	1
480	быть не	4	1
481	вещи а	2	1
482	может стремиться	1	1
483	психологизма и	1	1
484	общение и	2	1
485	о которых	1	1
486	сущность ее	1	1
487	с этой	4	1
488	переходим к	1	1
489	значит не	4	1
490	форма и	1	1
491	должно быть	6	1
492	как действительность	1	1
493	выражение в	3	1
494	и того	2	1
495	не больше	1	1
496	но почему	1	1
497	восприятия и	1	1
498	одного и	1	1
499	нужно было	2	1
500	вещи в	9	1
501	что между	2	1
502	это ощущение	1	1
503	возможности в	1	1
504	вообще нельзя	1	1
505	мы говорили	2	1
506	могло бы	1	1
507	для всякого	2	1
508	единство и	1	1
509	к новой	1	1
510	нас все	1	1
511	но он	2	1
512	к реальному	1	1
513	в понятии	4	1
514	и эти	2	1
515	бы о	1	1
516	мере в	1	1
517	есть всегда	4	1
518	же мы	1	1
519	же такое	3	1
520	то с	3	1
521	и понимается	1	1
522	нет никакого	2	1
523	чистом виде	1	1
524	нечто вроде	1	1
525	еще один	1	1
526	с ним	8	1
527	тем самым	1	1
528	что эта	1	1
529	она могла	2	1
530	меня не	2	1
531	и вместо	1	1
532	или другие	4	1
533	и отдельных	1	1
534	чтобы стать	1	1
535	из их	1	1
536	но только	3	1
537	для всего	1	1
538	остро и	1	1
539	и каково	1	1
540	слово и	4	1
541	в разных	4	1
542	его должно	1	1
543	они вообще	1	1
544	есть она	2	1
545	как она	4	1
546	не состоит	1	1
547	такой случай	1	1
548	правда это	1	1
549	е от	1	1
550	е не	2	1
551	нелепо это	1	1
552	этот образ	1	1
553	ее понимает	2	1
554	и делает	2	1
555	действительность есть	6	1
556	и самой	1	1
557	больше того	4	1
558	ему не	1	1
559	не потому	6	1
560	с другом	1	1
561	если ее	1	1
562	идею и	2	1
563	если он	1	1
564	во все	1	1
565	с полной	4	1
566	образом между	1	1
567	для умных	1	1
568	той или	2	1
569	всегда есть	3	1
570	понять эту	1	1
571	утверждать что	1	1
572	значит понять	1	1
573	и самое	2	1
574	можно и	2	1
575	эпохи не	1	1
576	всего этого	1	1
577	на основе	1	1
578	в в	2	1
579	только при	1	1
580	совершенно ясно	2	1
581	определенным образом	6	1
582	в собственном	2	1
583	современной философии	1	1
584	чтобы быть	3	1
585	в себя	13	1
586	и может	2	1
587	ее наиболее	1	1
588	и совершенно	1	1
589	можно было	2	1
590	только тот	1	1
591	вещи и	20	1
592	не с	7	1
593	возможностями и	1	1
594	действительностью почему	1	1
595	именно этот	1	1
596	для него	4	1
597	строго говоря	1	1
598	совершенно невозможно	1	1
599	это внутреннее	1	1
600	в коем	1	1
601	этого общения	1	1
602	об этом	3	1
603	это понимание	1	1
604	все дело	1	1
605	и здесь	4	1
606	искусства и	1	1
607	и возможно	2	1
608	и ничем	1	1
609	сознанию а	1	1
610	с чем-то	1	1
611	язык и	1	1
612	и внутреннее	1	1
613	но мы	1	1
614	одного из	1	1
615	к действительности	2	1
616	и объяснить	1	1
617	и который	1	1
618	общение в	1	1
619	нас в	3	1
620	действительности а	1	1
621	те или	4	1
622	возможности и	1	1
623	том или	1	1
624	организма и	1	1
625	но внутренняя	1	1
626	не уничтожается	2	1
627	найти такой	1	1
628	отвлекаясь от	1	1
629	ними в	2	1
630	нужно только	1	1
631	не так	1	1
632	существует не	1	1
633	один момент	1	1
634	в современной	1	1
635	и самая	1	1
636	быть и	1	1
637	понята как	1	1
638	но с	2	1
639	было это	1	1
640	в двух	1	1
641	что только	3	1
642	мы видим	2	1
643	тот же	3	1
644	в поэтическом	1	1
645	не видеть	1	1
646	сознание в	1	1
647	реагирует на	1	1
648	и так	1	1
649	есть чистая	1	1
650	же типа	1	1
651	с одной	3	1
652	восприятия т	2	1
653	в эти	1	1
654	в качестве	1	1
655	себя в	10	1
656	так что	5	1
657	для всех	1	1
658	есть в	1	1
659	можно выразить	1	1
660	и у	3	1
661	так можно	1	1
662	вопроса о	1	1
663	то и	4	1
664	а понимать	1	1
665	в нашей	1	1
666	же в	1	1
667	и чисто	1	1
668	не из	2	1
669	внутри самого	1	1
670	как объективную	1	1
671	как факта	1	1
672	одно из	1	1
673	говорит о	1	1
674	себе в	3	1
675	невозможно было	2	1
676	если такой	1	1
677	слова в	2	1
678	в одном	2	1
679	чтобы она	2	1
680	и должна	1	1
681	для меня	2	1
682	без этого	2	1
683	это значило	3	1
684	него это	1	1
685	случае не	1	1
686	должен был	1	1
687	и изменяются	1	1
688	даже и	4	1
689	труднейшая проблема	1	1
690	быть совершенно	2	1
691	момент в	6	1
692	где в	1	1
693	только смысл	2	1
694	даже не	7	1
695	в данный	1	1
696	менее ярко	2	1
697	до сих	1	1
698	или иначе	4	1
699	что человек	1	1
700	однако это	2	1
701	именно в	1	1
702	оно будет	2	1
703	и быть	1	1
704	еще и	8	1
705	только к	2	1
706	не было	1	1
707	одной стороны	3	1
708	зависит от	1	1
709	а наоборот	1	1
710	и составляет	1	1
711	она является	3	1
712	ничем не	3	1
713	действительности как	2	1
714	о чем	1	1
715	совершенно одинаково	1	1
716	нужно иметь	1	1
717	что мы	14	1
718	отлично от	2	1
719	самого различения	1	1
720	если это	2	1
721	все вообще	1	1
722	между собою	6	1
723	стороны в	1	1
724	действительность если	1	1
725	процесса но	1	1
726	в частности	1	1
727	социальная действительность	2	1
728	нами как	1	1
729	границы между	1	1
730	интересен и	1	1
731	в течение	1	1
732	а потом	2	1
733	образ и	3	1
734	в отдельности	4	1
735	если эти	1	1
736	отдельности и	2	1
737	друг с	1	1
738	смысл в	1	1
739	в это	1	1
740	понимание в	2	1
741	случайной и	1	1
742	но даже	3	1
743	несколько литературных	1	1
744	и о	3	1
745	сих пор	1	1
746	и стать	1	1
747	является как	1	1
748	один из	3	1
749	говорят и	1	1
750	и новой	2	1
751	тех или	5	1
752	каждой из	2	1
753	к пониманию	3	1
754	никаких указаний	1	1
755	она может	4	1
756	его с	1	1
757	о котором	1	1
758	есть система	1	1
759	это так	3	1
760	внутреннее содержание	3	1
761	еще более	2	1
762	вообще в	1	1
763	от всего	12	1
764	или не	2	1
765	есть уже	1	1
766	они находятся	1	1
767	ту которая	1	1
768	лежит в	1	1
769	все то	1	1
770	а в	4	1
771	же собственно	1	1
772	е в	7	1
773	границу между	1	1
774	всякий смысл	1	1
775	этом вполне	1	1
776	данном месте	1	1
777	состоит из	1	1
778	но этот	1	1
779	от целого	1	1
780	бы его	1	1
781	в каком-то	2	1
782	то внутреннее	1	1
783	общения оно	1	1
784	особая и	1	1
785	можно назвать	1	1
786	сущности в	1	1
787	значило бы	4	1
788	о характере	1	1
789	это в	1	1
790	доступ к	1	1
791	этой точки	1	1
