N	2gram	Propp_Morf_1	Myshleni
410	то ни	3	1
411	могла бы	4	1
412	как они	1	1
413	а затем	4	1
414	и может	1	1
415	в ход	1	1
416	к другу	2	1
417	а по	3	1
418	материала и	1	1
419	его в	2	1
420	входит в	2	1
421	того или	1	1
422	мы постараемся	2	1
423	с самого	1	1
424	за ней	2	1
425	нет в	1	1
426	это положение	2	1
427	на основании	1	1
428	что не	1	1
429	с тем	2	1
430	не всегда	9	1
431	такой же	1	1
432	кольцо с	1	1
433	не выдерживает	1	1
434	в ходе	4	1
435	и при	1	1
436	чтобы облегчить	1	1
437	эта черта	1	1
438	что такое	3	1
439	мы приходим	2	1
440	показал в	1	1
441	именно и	1	1
442	как там	1	1
443	другой вопрос	2	1
444	этому же	1	1
445	мы говорили	1	1
446	установить что	1	1
447	не от	2	1
448	сама собой	1	1
449	а есть	1	1
450	совершенно различные	1	1
451	которые в	1	1
452	свет на	1	1
453	то это	3	1
454	тесно связаны	1	1
455	не играют	1	1
456	ни было	2	1
457	однако в	2	1
458	и наоборот	4	1
459	реакция может	1	1
460	бы быть	1	1
461	если идти	1	1
462	тому что	4	1
463	то с	2	1
464	вообще невозможно	1	1
465	останавливаясь на	1	1
466	а от	1	1
467	таких случаях	2	1
468	идет на	1	1
469	в таких	2	1
470	и начинает	1	1
471	в обоих	2	1
472	самого начала	1	1
473	дело не	2	1
474	эти формы	2	1
475	и притом	1	1
476	на него	3	1
477	не по	2	1
478	функцию в	1	1
479	в самых	2	1
480	такая простая	1	1
481	но здесь	1	1
482	иметь в	1	1
483	значение этого	1	1
484	в коем	1	1
485	круг этих	1	1
486	только и	1	1
487	вывод который	1	1
488	действительно в	1	1
489	в другую	2	1
490	видим не	1	1
491	у кого	1	1
492	значением которое	1	1
493	деле он	1	1
494	весь этот	1	1
495	все огромное	1	1
496	в области	1	1
497	перед ним	1	1
498	у нас	2	1
499	к таким	1	1
500	один раз	1	1
501	в момент	1	1
502	исходить из	1	1
503	которое в	1	1
504	когда мы	1	1
505	из заслуг	1	1
506	не есть	1	1
507	кстати что	1	1
508	оно не	2	1
509	здесь мы	3	1
510	ничего общего	1	1
511	мы привели	1	1
512	приходит к	1	1
513	этом нет	1	1
514	первом месте	1	1
515	вывод что	2	1
516	законы и	1	1
517	нами выше	1	1
518	который может	2	1
519	постараемся показать	1	1
520	с величайшей	1	1
521	и говорит	1	1
522	всей своей	1	1
523	в пределах	3	1
524	с если	1	1
525	мы далее	1	1
526	том случае	1	1
527	все остальные	1	1
528	после того	1	1
529	слова а	1	1
530	которого можно	1	1
531	и здесь	5	1
532	одной формы	1	1
533	до сих	1	1
534	или на	3	1
535	в животных	3	1
536	может не	1	1
537	там же	1	1
538	она не	2	1
539	образом мы	5	1
540	к нему	3	1
541	большое количество	1	1
542	же формы	1	1
543	и хорошо	1	1
544	а потому	1	1
545	другие формы	3	1
546	вслед за	5	1
547	которой все	1	1
548	в настоящей	1	1
549	в плоскости	1	1
550	на других	1	1
551	ряд других	1	1
552	по количеству	1	1
553	у которого	1	1
554	делает это	1	1
555	выразил эту	1	1
556	но так	1	1
557	один из	5	1
558	том как	1	1
559	идет по	2	1
560	постановке и	1	1
561	на другие	2	1
562	что даже	1	1
563	верно и	1	1
564	между тем	5	1
565	типом и	1	1
566	он действует	2	1
567	не происходит	3	1
568	так что	1	1
569	это остается	1	1
570	влияет на	1	1
571	вопроса о	1	1
572	с этот	1	1
573	только на	1	1
574	в итоге	2	1
575	в нашей	1	1
576	в виде	2	1
577	этот момент	3	1
578	здесь же	3	1
579	эту функцию	1	1
580	в данной	1	1
581	лишь постольку	1	1
582	постановка вопроса	1	1
583	за ним	1	1
584	одно из	1	1
585	никто не	3	1
586	ложится в	1	1
587	могло бы	1	1
588	ли этот	2	1
589	который можно	1	1
590	от тех	1	1
591	с применением	1	1
592	как его	1	1
593	их по	3	1
594	другой и	1	1
595	в очень	1	1
596	с человеческой	1	1
597	в особенности	1	1
598	для исследователя	1	1
599	существенным для	1	1
600	точек зрения	1	1
601	однако что	1	1
602	на ряд	1	1
603	тем мы	1	1
604	а именно	1	1
605	развитие как	1	1
606	дело в	1	1
607	о котором	1	1
608	вплотную к	1	1
609	еще и	1	1
610	такое же	1	1
611	вообще не	1	1
612	могут иметь	1	1
613	здесь действительно	1	1
614	на друга	2	1
615	при определении	1	1
616	функции по	1	1
617	могут считаться	2	1
618	здесь этот	1	1
619	во внимание	1	1
620	говоря что	1	1
621	по известным	1	1
622	то она	1	1
623	для этой	3	1
624	и отношение	1	1
625	которыми в	1	1
626	близкая к	1	1
627	все более	1	1
628	вступает в	1	1
629	действительности без	1	1
630	материал и	1	1
631	как эти	2	1
632	играют в	2	1
633	этого момента	3	1
634	о возможности	1	1
635	какого бы	1	1
636	предположить что	1	1
637	другу и	2	1
638	к следующему	1	1
639	не дают	1	1
640	не влияет	1	1
641	образом и	1	1
642	для сравнения	1	1
643	одновременно с	1	1
644	в тех	6	1
645	и там	1	1
646	что действительно	2	1
647	этих типов	1	1
648	самого себя	2	1
649	эту мысль	1	1
650	в тот	1	1
651	многих других	1	1
652	указанием на	1	1
653	дело идет	1	1
654	сомневаться в	1	1
655	не необходимо	1	1
656	как б	1	1
657	сих пор	1	1
658	должны быть	1	1
659	можно сравнить	2	1
660	вопрос в	2	1
661	затем уже	2	1
662	одна из	4	1
663	сравнить с	1	1
664	формы с	1	1
665	форм и	1	1
666	отвечает на	1	1
667	от него	1	1
668	частности мы	1	1
669	иное чем	3	1
670	или нет	2	1
671	возникает вопрос	2	1
672	на действия	2	1
673	но это	6	1
674	уже неоднократно	1	1
675	функции не	2	1
676	или не	3	1
677	сверх того	1	1
678	в количестве	2	1
679	развития которые	1	1
680	деле идет	1	1
681	и материал	1	1
682	поскольку это	1	1
683	между ними	1	1
684	не знает	1	1
685	другой стороны	4	1
686	же относится	1	1
687	которым он	1	1
688	остается на	1	1
689	и применение	1	1
690	всех других	1	1
691	что под	1	1
692	из этого	1	1
693	в свое	2	1
694	которые имеют	1	1
695	также не	1	1
696	это было	3	1
697	как на	1	1
698	точно так	1	1
