N	2gram	Tiupa_Hudo_2	Komedia
258	уже в	1	2
259	о любви	2	2
260	этой связи	2	2
261	что ему	1	2
262	и любовь	1	2
263	по мнению	1	2
264	в конечном	4	2
265	а о	2	2
266	состоит в	7	2
267	его присутствии	2	2
268	другой стороны	1	2
269	в котором	6	2
270	все к	1	2
271	от того	1	2
272	не мешает	1	2
273	как в	5	2
274	тому что	4	2
275	этом отношении	1	2
276	и на	3	2
277	за пределы	1	2
278	в мире	7	2
279	себя и	2	2
280	в одном	3	2
281	не совсем	1	2
282	с отцом	1	2
283	роль в	2	2
284	не как	2	2
285	нет ничего	2	2
286	в своих	1	2
287	видит себя	1	2
288	от своей	1	2
289	за ним	1	2
290	и ее	3	2
291	только для	2	2
292	на своей	1	2
293	а также	2	2
294	по существу	1	2
295	о его	2	2
296	в области	1	2
297	собственного дома	1	2
298	лет назад	1	2
299	так или	1	2
300	именно потому	1	2
301	такое же	1	2
302	что с	1	2
303	в г	2	2
304	и это	3	2
305	чувствует себя	1	2
306	в пределах	1	2
307	или иначе	1	2
308	могло быть	1	2
309	перед лицом	1	2
310	умер и	1	2
311	можно было	3	2
312	человека в	4	2
313	мы знаем	2	2
314	он и	1	2
315	за ней	1	2
316	в отношениях	1	2
317	все эти	1	1
318	обо всех	1	1
319	из ее	1	1
320	он увидел	1	1
321	что между	1	1
322	ни одного	2	1
323	следующая за	1	1
324	и всякого	1	1
325	они были	2	1
326	ибо в	2	1
327	со своим	3	1
328	был в	1	1
329	из этих	2	1
330	она на	1	1
331	а вот	2	1
332	образом и	1	1
333	и видит	2	1
334	в город	1	1
335	отношении к	1	1
336	в ситуации	1	1
337	следующем за	1	1
338	к реальной	1	1
339	для нас	3	1
340	во времени	1	1
341	и только	2	1
342	за него	2	1
343	от смерти	1	1
344	начнем с	2	1
345	взгляда на	1	1
346	когда же	2	1
347	взгляде на	1	1
348	этот рассказ	1	1
349	то не	1	1
350	первом случае	1	1
351	имя и	1	1
352	отцов и	1	1
353	можно сказать	6	1
354	было ясно	1	1
355	свой дом	1	1
356	или в	3	1
357	сообщения о	1	1
358	жизни и	6	1
359	на жизнь	1	1
360	от этого	1	1
361	порядочного человека	1	1
362	этого персонажа	1	1
363	на человека	1	1
364	и тем	1	1
365	о прошлом	1	1
366	на кого	2	1
367	для которого	1	1
368	ее на	2	1
369	ушел в	1	1
370	далека от	1	1
371	может служить	1	1
372	человеком и	1	1
373	в с	1	1
374	у меня	1	1
375	нет я	2	1
376	уже говорилось	1	1
377	такой и	1	1
378	это время	1	1
379	с тобой	1	1
380	который и	2	1
381	драматический характер	1	1
382	жизни а	1	1
383	после того	1	1
384	я тебя	1	1
385	это я	1	1
386	но еще	2	1
387	при необходимости	1	1
388	приобретает в	1	1
389	себя с	2	1
390	к числу	2	1
391	человека а	1	1
392	ли ее	1	1
393	теперь с	1	1
394	числе и	1	1
395	вслед за	4	1
396	вполне счастливым	1	1
397	в ответ	3	1
398	утра до	1	1
399	молодые люди	1	1
400	с ней	1	1
401	отрекается от	1	1
402	быть вполне	1	1
403	что после	1	1
404	когда бы	1	1
405	настоящее время	1	1
406	свое время	1	1
407	я и	6	1
408	и дедов	1	1
409	видит в	2	1
410	действующих лиц	1	1
411	каким был	1	1
412	всех кто	1	1
413	с сыном	1	1
414	ней и	1	1
415	и теперь	1	1
416	быть только	1	1
417	независимо от	1	1
418	его и	2	1
419	называет его	2	1
420	к другому	1	1
421	друг от	1	1
422	что угодно	1	1
423	человек не	1	1
424	отцу и	1	1
425	в голову	2	1
426	что я	2	1
427	это кстати	1	1
428	в другой	1	1
429	что на	3	1
430	от друга	1	1
431	не наделен	2	1
432	на одном	1	1
433	любовь в	1	1
434	не выдать	1	1
435	жизнь в	2	1
436	системы персонажей	1	1
437	на душе	2	1
438	и сердится	1	1
439	тем как	2	1
440	то в	4	1
441	в это	3	1
442	в нашем	2	1
443	на себе	1	1
444	одно из	5	1
445	со всеми	1	1
446	свою жену	1	1
447	город где	1	1
448	любовного чувства	2	1
449	эти слова	1	1
450	вспомнить что	1	1
451	ответ на	2	1
452	никаких следов	1	1
453	он сам	2	1
454	еще из	1	1
455	стоит у	1	1
456	которого не	1	1
457	в кругу	1	1
458	принадлежит к	1	1
459	по своей	1	1
460	над ними	1	1
461	на земле	1	1
462	сводится к	6	1
463	но не	4	1
464	же не	2	1
465	отношения между	1	1
466	чем я	1	1
467	на пороге	2	1
468	самом начале	1	1
469	на что	1	1
470	общей для	1	1
471	этого не	1	1
472	ты меня	1	1
473	все его	3	1
474	путь к	1	1
475	в главном	1	1
476	не любил	1	1
477	а именно	1	1
478	к жизни	1	1
479	превращается в	4	1
480	как сам	1	1
481	меня и	1	1
482	здесь мы	1	1
483	из жизни	1	1
484	а для	2	1
485	себе самом	1	1
486	прибегать к	1	1
487	что человек	1	1
488	со словами	1	1
489	например в	1	1
490	похож на	1	1
491	противоречия между	1	1
492	о своей	1	1
493	в такое	1	1
494	я теперь	1	1
495	знаем что	1	1
496	я во	1	1
497	и притом	1	1
498	в себя	1	1
499	особенно в	1	1
500	возникает между	1	1
501	представляется нам	2	1
502	разговор с	2	1
503	важный для	1	1
504	постольку поскольку	1	1
505	это только	1	1
506	жизни это	1	1
507	но как	1	1
508	как теперь	1	1
509	говорить с	1	1
510	времени и	1	1
511	жизнь и	1	1
512	этом и	3	1
513	и других	1	1
514	в этих	3	1
515	необходимости в	1	1
516	стало быть	1	1
517	соответствии с	3	1
518	не видно	1	1
519	всех окружающих	1	1
520	главное в	1	1
521	да и	5	1
522	и ему	3	1
523	приходит к	2	1
524	виду что	1	1
525	с изображением	1	1
526	но он	1	1
527	образе и	1	1
528	после стольких	1	1
529	становится источником	1	1
530	вернувшись из	1	1
531	лица не	1	1
532	а так	1	1
533	иначе в	1	1
534	с которым	1	1
535	место в	2	1
536	в душе	8	1
537	же его	1	1
538	семейных отношений	1	1
539	и лишь	1	1
540	нет никакой	1	1
541	на смену	1	1
542	поскольку он	1	1
543	сам не	2	1
544	если в	2	1
545	что у	3	1
546	в косвенной	1	1
547	человек и	1	1
548	которая была	2	1
549	в городе	4	1
550	реальной жизни	1	1
551	сказать что	2	1
552	на собственное	1	1
553	в детстве	5	1
554	говорил он	1	1
555	и от	2	1
556	можно назвать	1	1
557	она уже	1	1
558	в поисках	1	1
559	чувства в	2	1
560	человека от	1	1
561	к источнику	1	1
562	картины мира	1	1
563	найти в	1	1
564	говорит о	4	1
565	мы в	1	1
566	весь в	1	1
567	всю свою	1	1
568	такого рода	1	1
569	и потому	1	1
570	о них	3	1
571	со слезами	1	1
572	теми же	1	1
573	а с	3	1
574	как только	3	1
575	казалось что	7	1
576	в первом	2	1
577	и таким	1	1
578	не обманывает	1	1
579	этот момент	1	1
580	это же	1	1
581	по самой	1	1
582	в слове	1	1
583	перед нами	11	1
584	выходил из	1	1
585	той же	2	1
586	но сама	1	1
587	не могло	1	1
588	больше не	1	1
589	еще раньше	1	1
590	я на	1	1
591	это было	2	1
592	что хорошо	1	1
593	а позднее	1	1
594	в каждом	1	1
595	ему в	2	1
596	тому как	4	1
597	не удается	1	1
598	по поводу	3	1
599	он ей	1	1
600	в состоянии	3	1
601	однако и	2	1
602	в людях	1	1
603	котором он	1	1
604	от своего	2	1
605	не всегда	1	1
606	своего мужа	3	1
607	того в	1	1
608	ненависти и	1	1
609	называла себя	1	1
610	в ноги	1	1
611	дочери но	1	1
612	в настоящее	1	1
613	том же	1	1
614	на которых	1	1
615	того как	2	1
616	же из	1	1
617	его жизни	5	1
618	дом на	1	1
619	к которой	1	1
620	чтобы не	3	1
621	в сторону	1	1
622	от ее	1	1
623	он к	1	1
624	как уже	2	1
625	т д	2	1
626	в новой	1	1
627	целого ряда	1	1
628	которых в	1	1
629	знаю его	1	1
630	как на	2	1
631	сообщением о	1	1
632	с собой	2	1
633	случае с	1	1
634	как к	1	1
635	не столько	2	1
636	характером и	1	1
637	мы узнаём	1	1
638	и когда	1	1
639	и она	1	1
640	еще раз	1	1
641	на этом	2	1
642	в действительности	1	1
643	с утра	1	1
644	в атмосфере	1	1
645	впрочем и	2	1
646	ли он	2	1
647	во сне	3	1
648	отношениях с	2	1
649	стольких лет	1	1
650	не случайно	10	1
651	те же	2	1
652	только об	1	1
653	том числе	1	1
654	я не	7	1
655	когда в	3	1
656	обращение к	1	1
657	без того	1	1
658	эта мысль	1	1
659	одном из	1	1
660	и никогда	1	1
661	этого человека	1	1
662	почему он	1	1
663	подобно тому	4	1
664	признать что	1	1
665	все они	3	1
666	была бы	3	1
667	и у	2	1
668	же ты	1	1
669	не нуждается	1	1
670	всего в	1	1
671	в следующем	1	1
672	не лучше	1	1
673	не видит	1	1
674	вторая половина	1	1
675	то чего	1	1
676	таким же	1	1
677	ей не	2	1
678	о будущем	1	1
679	самое главное	1	1
680	нас в	1	1
681	бы его	1	1
682	выдать своего	1	1
683	к своим	1	1
684	в финале	2	1
685	временем в	1	1
686	где в	1	1
687	сравнивает себя	1	1
688	еще одна	2	1
689	сказать в	1	1
690	человек в	3	1
691	несомненно она	1	1
692	самое что	2	1
693	жизни в	7	1
694	в нашей	1	1
695	никак не	1	1
696	только в	4	1
697	теперь он	1	1
698	стороны других	1	1
699	до вечера	2	1
700	что все	3	1
701	сказать не	1	1
702	только на	5	1
703	действующего лица	1	1
704	нее и	1	1
705	уходит в	1	1
706	на фоне	3	1
707	а потом	1	1
708	себе и	1	1
709	на свете	1	1
710	противоречие между	2	1
711	течение всей	1	1
712	после слов	1	1
713	свою жизнь	1	1
714	в соответствии	3	1
715	на своего	1	1
716	мы имеем	1	1
717	не думал	2	1
718	и эта	2	1
719	участие в	1	1
720	в одной	1	1
721	от которого	2	1
722	и остается	1	1
723	это был	2	1
724	он уже	2	1
725	том чтобы	1	1
726	в восприятии	1	1
727	коренится в	1	1
728	своего жизненного	1	1
729	эта новая	1	1
730	во втором	2	1
