N	2gram	Vinokur_St_2	Problema
161	но это	3	3
162	все это	11	3
163	не является	3	3
164	за его	1	3
165	от него	1	3
166	и все	1	3
167	ни было	2	3
168	в таком	1	3
169	все что	1	3
170	они не	2	3
171	смысле слова	1	2
172	произведения но	1	2
173	в котором	7	2
174	др в	1	2
175	значение но	1	2
176	его не	3	2
177	их и	1	2
178	со всех	1	2
179	и значение	1	2
180	совпадает с	1	2
181	не вполне	1	2
182	я не	7	2
183	и он	3	2
184	оценок и	1	2
185	столь же	1	2
186	со словами	1	2
187	в чем	1	2
188	с его	2	2
189	но как	1	2
190	при решении	1	2
191	в истории	2	2
192	я должен	1	2
193	что это	3	2
194	и те	2	2
195	на то	2	2
196	а к	2	2
197	не имеют	1	2
198	не следует	1	2
199	но нельзя	1	2
200	на этом	1	2
201	в каждом	1	2
202	опираются на	1	2
203	входя в	1	2
204	только там	1	2
205	действительности в	1	2
206	не совпадает	1	2
207	форму и	1	2
208	о которых	2	2
209	совершенно независимо	1	2
210	и более	2	2
211	не могли	2	2
212	том же	2	2
213	и вообще	2	2
214	и вся	2	2
215	в таких	1	2
216	что эта	3	2
217	она не	1	2
218	дело в	4	2
219	одна из	1	2
220	и именно	3	2
221	того чтобы	6	2
222	чем не	1	2
223	в форму	1	2
224	положение вещей	1	2
225	связи с	4	2
226	этом отношении	9	2
227	у нас	3	2
228	не могут	1	2
229	отличается от	1	2
230	что оно	1	2
231	слова с	1	2
232	для того	7	2
233	быть конечно	1	2
234	что все	1	2
235	только при	1	2
236	материала для	3	2
237	особенно в	2	2
238	и которые	1	2
239	с самим	1	2
240	здесь нет	1	2
241	поэтому в	1	2
242	и здесь	3	2
243	в другом	4	2
244	и что	6	2
245	в значительной	2	2
246	от них	1	2
247	и во	1	2
248	язык в	1	2
249	в каких	1	2
250	того что	5	2
251	в двух	1	2
252	нуждается в	1	2
253	что он	13	2
254	в какой	2	2
255	языка как	1	2
256	в начале	3	2
257	не дает	2	2
258	но совершенно	1	2
259	ни с	2	2
260	что и	2	2
261	вовсе не	6	2
262	в некоторых	2	2
263	случае не	2	2
264	тем что	3	2
265	в особенности	2	2
266	не входя	1	2
267	и пр	8	2
268	не было	3	2
269	в россии	3	2
270	в связи	1	2
271	именно поэтому	1	2
272	в частности	4	2
273	как это	2	2
274	характера и	1	2
275	к своему	2	2
276	по существу	2	2
277	для понимания	1	2
278	можно сказать	1	2
279	или в	1	2
280	ни к	1	2
281	в этих	3	2
282	в свою	1	2
283	лишь что	1	2
284	была бы	5	2
285	к его	1	2
286	и другие	2	2
287	в своих	1	2
288	по поводу	8	2
289	к этому	4	2
290	а между	1	1
291	не иначе	1	1
292	зависимость от	1	1
293	это и	1	1
294	мере в	2	1
295	и принципиально	1	1
296	процессе работы	1	1
297	в чисто	2	1
298	в первом	1	1
299	к другому	1	1
300	из его	2	1
301	решении вопроса	1	1
302	из всех	1	1
303	который в	1	1
304	им самим	1	1
305	бы уже	1	1
306	нуждаются в	1	1
307	которую я	1	1
308	связан с	3	1
309	бы что	1	1
310	вопрос о	6	1
311	почти все	2	1
312	который был	1	1
313	на себя	3	1
314	бы ни	2	1
315	которое в	1	1
316	такое же	2	1
317	о роли	1	1
318	подчеркнуть что	3	1
319	в каждой	1	1
320	вообще должно	1	1
321	этим не	1	1
322	на своих	1	1
323	по своему	2	1
324	и всего	1	1
325	в общем	3	1
326	себе и	1	1
327	политических оценок	1	1
328	которые не	3	1
329	смысл совершающегося	1	1
330	идет о	3	1
331	работа в	1	1
332	им в	1	1
333	в полном	3	1
334	по внешним	1	1
335	целый ряд	1	1
336	в материал	1	1
337	именно эта	1	1
338	не приходится	4	1
339	в литературном	1	1
340	и я	2	1
341	формы в	1	1
342	то время	1	1
343	в этой	2	1
344	бы только	1	1
345	но он	3	1
346	только один	1	1
347	как он	2	1
348	и если	1	1
349	к выводу	1	1
350	т д	6	1
351	всем что	1	1
352	которой не	1	1
353	формы но	1	1
354	эта последняя	1	1
355	в понимании	1	1
356	в принципе	1	1
357	этого вопроса	1	1
358	не как	1	1
359	свое время	1	1
360	теперь еще	1	1
361	его от	1	1
362	так например	7	1
363	что является	1	1
364	критики и	1	1
365	они должны	1	1
366	в совершенно	1	1
367	значение в	1	1
368	зрения на	1	1
369	от степени	2	1
370	это было	2	1
371	исходным пунктом	1	1
372	истории и	2	1
373	борьбе за	2	1
374	для них	1	1
375	в один	2	1
376	нет в	1	1
377	это положение	1	1
378	с тем	7	1
379	и уже	1	1
380	которому относится	1	1
381	неотделим от	1	1
382	никакого смысла	1	1
383	выйти за	1	1
384	действительно не	2	1
385	нисколько не	1	1
386	но я	1	1
387	которую он	2	1
388	места в	1	1
389	произведение для	1	1
390	можно найти	1	1
391	отношениями между	1	1
392	по сравнению	1	1
393	что вся	1	1
394	к одному	1	1
395	том смысле	2	1
396	характера в	1	1
397	силу и	1	1
398	и эти	1	1
399	их борьбе	1	1
400	по себе	3	1
401	тому что	7	1
402	время был	1	1
403	на один	1	1
404	что есть	1	1
405	какие бы	1	1
406	можно ли	1	1
407	вплоть до	1	1
408	не раз	2	1
409	что с	2	1
410	иной раз	1	1
411	виду что	1	1
412	но для	1	1
413	на слова	1	1
414	и снова	1	1
415	иметь в	3	1
416	все свои	1	1
417	что язык	1	1
418	найти в	1	1
419	и всегда	2	1
420	и без	1	1
421	вследствие того	1	1
422	всего и	1	1
423	этих двух	1	1
424	и лишь	1	1
425	очень мало	2	1
426	к концу	1	1
427	в процессе	2	1
428	до того	4	1
429	ему не	2	1
430	и социального	1	1
431	именно то	1	1
432	в момент	1	1
433	уже о	1	1
434	сравнительно с	1	1
435	все не	1	1
436	значительной степени	2	1
437	служить и	1	1
438	в наши	1	1
439	я чувствую	1	1
440	поэтического языка	2	1
441	как не	1	1
442	свою очередь	1	1
443	говоря уже	1	1
444	без всякого	1	1
445	в в	1	1
446	характер и	1	1
447	на том	1	1
448	что у	4	1
449	на нее	3	1
450	воспоминания и	1	1
451	было в	1	1
452	на которую	1	1
453	в одном	6	1
454	не были	1	1
455	даны в	2	1
456	два направления	1	1
457	к языку	1	1
458	в содержании	2	1
459	выводу что	1	1
460	образом в	1	1
461	поэтому она	1	1
462	настоящее время	1	1
463	этом произведении	1	1
464	его тело	1	1
465	для нас	1	1
466	а также	2	1
467	в которую	2	1
468	всем в	1	1
469	это имеет	1	1
470	борьба с	2	1
471	во втором	1	1
472	таким путем	1	1
473	и отдельные	1	1
474	следует однако	1	1
475	сюда относится	1	1
476	сомнению что	1	1
477	этот вопрос	2	1
478	и быть	1	1
479	и действительно	1	1
480	драматический характер	1	1
481	в контексте	1	1
482	психологически и	1	1
483	или же	1	1
484	конца как	1	1
485	и теперь	2	1
486	только на	1	1
487	чем обычно	1	1
488	речь в	1	1
489	из них	3	1
490	средства для	1	1
491	этом в	1	1
492	для него	4	1
493	чувствует свою	1	1
494	сами по	2	1
495	не для	1	1
496	относится не	1	1
497	было этого	1	1
498	не о	1	1
499	может служить	1	1
500	если оно	1	1
501	но что	1	1
502	только с	2	1
503	образом не	2	1
504	не просто	1	1
505	именно как	1	1
506	до сих	6	1
507	или иначе	1	1
508	именно в	4	1
509	уходит в	1	1
510	несколько примеров	1	1
511	или о	1	1
512	только что	2	1
513	связано с	1	1
514	нужно сказать	1	1
515	не создает	1	1
516	а на	1	1
517	на этот	2	1
518	пушкина как	3	1
519	до конца	3	1
520	не совсем	1	1
521	с которым	1	1
522	все время	1	1
523	одну из	1	1
524	о чем	5	1
525	на эту	1	1
526	этом основании	1	1
527	и ему	1	1
528	нигде не	2	1
529	входить в	1	1
530	но оно	1	1
531	вместе с	7	1
532	так же	3	1
533	но этот	1	1
534	со всею	1	1
535	сравнению с	1	1
536	в той	5	1
537	тесно связан	1	1
538	и исторической	1	1
539	и всей	1	1
540	и первое	1	1
541	слов в	1	1
542	составу и	1	1
543	быть не	1	1
544	эти два	1	1
545	как например	2	1
546	и положений	2	1
547	есть первый	1	1
548	впрочем не	1	1
549	сих пор	5	1
550	о мире	2	1
551	сам же	1	1
552	как материал	1	1
553	не существует	1	1
554	к тому	10	1
555	не подлежит	1	1
556	в поэме	3	1
557	этом его	1	1
558	в результате	2	1
559	в настоящее	1	1
560	пр в	1	1
561	эти попытки	1	1
562	бы в	1	1
563	еще более	4	1
564	и смысл	1	1
565	поэзии но	1	1
566	могли быть	1	1
567	оценки на	1	1
568	отношении к	3	1
569	жизни в	1	1
570	в творчестве	1	1
571	но если	1	1
572	не говоря	1	1
573	но критика	1	1
574	слова правда	1	1
575	в характере	1	1
576	из этого	1	1
577	в свое	1	1
578	но именно	1	1
579	занимает в	1	1
580	в которой	11	1
581	жизни и	1	1
582	но эти	1	1
583	к этой	1	1
584	при оценке	1	1
585	как слово	1	1
586	того времени	4	1
587	политики в	1	1
588	нет что	1	1
589	только таким	1	1
590	смысле что	1	1
591	которая не	1	1
