N	2gram	Berdyaev_N_1	Myslijsy
121	есть в	2	3
122	к содержанию	2	3
123	прежде всего	4	3
124	друг друга	1	3
125	и вместе	1	3
126	до сих	1	3
127	нельзя сказать	1	3
128	одной стороны	2	3
129	человеческой жизни	1	3
130	так же	2	3
131	том смысле	1	3
132	сих пор	1	3
133	и оно	1	3
134	не существует	3	3
135	а к	1	3
136	и все	4	3
137	в свою	1	3
138	не знает	6	3
139	в которой	1	3
140	это и	2	2
141	и до	1	2
142	мы уже	1	2
143	не столько	1	2
144	все в	1	2
145	есть вместе	1	2
146	вопрос об	1	2
147	то он	1	2
148	в новом	2	2
149	за пределы	3	2
150	на человека	1	2
151	в этой	1	2
152	человеке и	1	2
153	не могла	2	2
154	человек не	1	2
155	подобно тому	3	2
156	людей и	1	2
157	но все	1	2
158	смысле в	1	2
159	ни в	6	2
160	не всегда	1	2
161	во время	1	2
162	в своей	3	2
163	что такое	3	2
164	во времена	1	2
165	возможны только	1	2
166	мысли и	2	2
167	их в	1	2
168	она не	3	2
169	суждения не	1	2
170	ему не	1	2
171	когда мы	2	2
172	от этого	1	2
173	от нее	1	2
174	в области	1	2
175	отказаться от	1	2
176	в ее	3	2
177	во многом	1	2
178	к тем	1	2
179	и с	2	2
180	о том	4	2
181	должно было	2	2
182	я думаю	1	2
183	и мы	4	2
184	в природе	2	2
185	том чтобы	2	2
186	у него	2	2
187	не были	1	2
188	и даже	2	2
189	эти слова	1	2
190	перейти от	3	2
191	нет ни	1	2
192	по своему	4	2
193	быть не	1	2
194	что вообще	1	2
195	жизни и	8	2
196	что образ	1	1
197	должно стать	2	1
198	не имел	1	1
199	думаю и	1	1
200	он требует	1	1
201	по преимуществу	1	1
202	в нашу	2	1
203	должна быть	3	1
204	вопрос о	3	1
205	и совсем	1	1
206	в сущности	1	1
207	время как	2	1
208	но она	2	1
209	системы которая	1	1
210	как я	1	1
211	того же	1	1
212	с большим	1	1
213	всех сторон	4	1
214	нужно будет	1	1
215	на них	1	1
216	содержанию а	1	1
217	с его	6	1
218	моей мысли	1	1
219	создает себе	1	1
220	он может	1	1
221	совсем не	12	1
222	себя все	1	1
223	есть по	1	1
224	при нем	1	1
225	себе и	1	1
226	отличие от	1	1
227	жизни все	2	1
228	нет и	2	1
229	в истории	3	1
230	время когда	1	1
231	к новому	7	1
232	помнить что	2	1
233	хотя и	2	1
234	стихии и	1	1
235	но в	2	1
236	духа в	2	1
237	к чему	1	1
238	все эти	2	1
239	тоже не	1	1
240	все слова	1	1
241	о человеке	1	1
242	мира но	1	1
243	сами эти	1	1
244	переходит от	1	1
245	что единство	1	1
246	своему строению	1	1
247	в нее	1	1
248	в мире	3	1
249	том случае	1	1
250	них не	1	1
251	необходимой для	1	1
252	лишь в	6	1
253	знает что	1	1
254	со всех	4	1
255	к природе	1	1
256	это не	4	1
257	в жизни	5	1
258	люди не	2	1
259	для чего	2	1
260	была уже	1	1
261	и было	2	1
262	в этих	1	1
263	но если	1	1
264	в такой	1	1
265	резкие очертания	1	1
266	к самосознанию	1	1
267	и трудно	1	1
268	жизни с	1	1
269	но он	1	1
270	и более	1	1
271	не должно	1	1
272	что этот	1	1
273	если нет	2	1
274	сам этот	1	1
275	был уже	1	1
276	к такой	1	1
277	и развивается	1	1
278	того и	1	1
279	все свои	1	1
280	внутреннего единства	1	1
281	под этим	1	1
282	своей природе	1	1
283	и другая	1	1
284	во всем	1	1
285	в более	1	1
286	века не	1	1
287	быть в	2	1
288	из глубины	2	1
289	про себя	1	1
290	всего что	1	1
291	с образованием	1	1
292	должен быть	5	1
293	в виду	1	1
294	что само	1	1
295	не сознается	1	1
296	то нужно	1	1
297	и когда	1	1
298	жизни это	1	1
299	на нее	1	1
300	времени и	2	1
301	не с	1	1
302	совершенно невозможно	1	1
303	для этого	2	1
304	нас и	1	1
305	мы всегда	1	1
306	и т.п	2	1
307	теперь и	1	1
308	принадлежит уже	1	1
309	вопросу о	1	1
310	в которую	1	1
311	во всех	3	1
312	с миром	1	1
313	но нет	1	1
314	мне представляется	1	1
315	он легко	1	1
316	значит что	4	1
317	есть такой	1	1
318	который в	2	1
319	виду эту	1	1
320	и мысли	1	1
321	по небу	1	1
322	себя в	2	1
323	конечно не	3	1
324	а это	1	1
325	мир не	1	1
326	что будет	1	1
327	сами по	1	1
328	в прошлом	3	1
329	к ним	3	1
330	более сложной	1	1
331	не хотим	2	1
332	лишь для	1	1
333	жизни в	3	1
334	и человека	1	1
335	преобладание над	1	1
336	на ее	1	1
337	и быть	1	1
338	труд и	1	1
339	к более	2	1
340	превращается в	1	1
341	стремится к	3	1
342	не на	1	1
343	не означает	3	1
344	от мира	1	1
345	но можно	1	1
346	природу и	1	1
347	и а	1	1
348	в обществе	2	1
349	власть над	1	1
350	многое зависит	1	1
351	оно существует	1	1
352	есть результат	1	1
353	ни одно	1	1
354	это значит	1	1
355	как например	1	1
356	только для	1	1
357	истории но	1	1
358	к вопросу	1	1
359	формы и	2	1
360	или не	1	1
361	которая в	1	1
362	в силах	1	1
363	перестать быть	1	1
364	в эту	1	1
365	или нет	1	1
366	которое можно	1	1
367	как того	1	1
368	имея в	1	1
369	давно уже	1	1
370	к ее	3	1
371	и начинается	2	1
372	в какие	1	1
373	равно как	2	1
374	я могу	1	1
375	есть и	1	1
376	мысли но	1	1
377	было быть	1	1
378	него как	1	1
379	случае если	1	1
380	можно назвать	2	1
381	во всяком	1	1
