N	2gram	Bakhtin_sl_1	Istorich
215	одного из	2	2
216	связанных с	4	2
217	образом в	3	2
218	связанное с	1	2
219	и что	1	2
220	а также	2	2
221	между тем	2	2
222	все время	3	2
223	в него	3	2
224	же в	1	2
225	дней и	1	2
226	дело с	1	2
227	и так	1	2
228	они могут	7	2
229	два типа	1	2
230	с одной	4	2
231	где они	2	2
232	из которого	1	2
233	в жизни	1	2
234	что не	1	2
235	всяком случае	5	2
236	в одном	2	2
237	с девушкой	1	2
238	у нее	1	2
239	только на	2	2
240	в особенности	8	2
241	и даже	6	2
242	есть только	1	2
243	и др	14	2
244	не было	3	2
245	одной стороны	4	2
246	и потому	4	2
247	да и	1	2
248	можно сказать	2	2
249	на одной	1	2
250	мы найдем	3	2
251	лицо и	1	2
252	он по	1	2
253	от него	1	2
254	еще более	5	2
255	не дает	1	2
256	нет ничего	1	2
257	совершенно не	2	2
258	жизни и	1	2
259	только не	1	2
260	во всяком	7	2
261	к людям	1	1
262	также и	3	1
263	рассматривается как	1	1
264	и через	1	1
265	бы для	1	1
266	и до	1	1
267	почти всегда	3	1
268	действительности и	1	1
269	целого но	1	1
270	из всех	1	1
271	в несколько	1	1
272	есть не	1	1
273	мы не	2	1
274	и иной	1	1
275	приводят к	1	1
276	эта форма	3	1
277	это отношение	2	1
278	в некотором	1	1
279	и заставляет	2	1
280	вводимые в	2	1
281	которые он	1	1
282	между собой	2	1
283	мы читаем	1	1
284	столь же	2	1
285	в различных	1	1
286	но как	1	1
287	со всеми	1	1
288	к ним	1	1
289	в новом	1	1
290	иногда и	1	1
291	не просто	1	1
292	друга и	1	1
293	или чаще	1	1
294	нет и	1	1
295	по которому	1	1
296	что как	1	1
297	перед нами	4	1
298	кроме того	4	1
299	в теснейшем	1	1
300	его к	1	1
301	еще на	1	1
302	он в	5	1
303	бы не	1	1
304	как основной	1	1
305	говорит не	1	1
306	и те	2	1
307	на то	1	1
308	вообще не	3	1
309	пределами своего	1	1
310	в определенном	1	1
311	одному из	2	1
312	перестает быть	2	1
313	не как	4	1
314	по всем	1	1
315	из него	2	1
316	и по	2	1
317	человека в	1	1
318	по своему	2	1
319	встречаются и	1	1
320	могла бы	1	1
321	в состоянии	1	1
322	ним в	1	1
323	бы быть	1	1
324	на ту	2	1
325	перехода из	1	1
326	а как	2	1
327	входит в	4	1
328	заключается в	1	1
329	с другими	5	1
330	со всех	1	1
331	подходит к	1	1
332	но их	1	1
333	и тем	2	1
334	одной из	3	1
335	только одно	1	1
336	но уже	1	1
337	ни одной	1	1
338	меняются и	1	1
339	и вне	1	1
340	чем в	1	1
341	мы до	1	1
342	этим в	1	1
343	и становится	1	1
344	в эту	2	1
345	но если	1	1
346	в своей	7	1
347	с точки	8	1
348	однако этот	2	1
349	не исчерпывается	2	1
350	быта и	1	1
351	и той	2	1
352	для данного	1	1
353	которые в	3	1
354	каждое из	1	1
355	свет на	1	1
356	только те	1	1
357	на всю	3	1
358	же мы	1	1
359	сам он	1	1
360	полное описание	1	1
361	как из	1	1
362	самого начала	1	1
363	эти формы	1	1
364	ее с	1	1
365	в плане	6	1
366	были формы	1	1
367	одной и	1	1
368	для всего	1	1
369	правда в	1	1
370	в разных	3	1
371	находятся в	1	1
372	такая же	2	1
373	на себе	1	1
374	во всем	1	1
375	только с	1	1
376	мы и	2	1
377	в каком	1	1
378	живущего в	1	1
379	иногда даже	1	1
380	героев и	1	1
381	лежит в	4	1
382	характерных и	1	1
383	его за	1	1
384	отличается от	1	1
385	с полной	1	1
386	и другим	2	1
387	диалог между	1	1
388	не есть	2	1
389	и тот	1	1
390	живет на	1	1
391	тем и	2	1
392	с ее	4	1
393	свою очередь	2	1
394	жизнью в	1	1
395	в ее	2	1
396	можно дать	1	1
397	вместе со	2	1
398	и этим	3	1
399	в себя	1	1
400	с самого	1	1
401	и сам	3	1
402	людям и	1	1
403	можно было	2	1
404	каждого из	1	1
405	часто в	1	1
406	является в	1	1
407	и делают	1	1
408	для этого	1	1
409	с ним	7	1
410	смысле и	1	1
411	но здесь	3	1
412	там в	1	1
413	в индивидуальный	1	1
414	за пределами	2	1
415	она всегда	1	1
416	можно встретить	1	1
417	по их	1	1
418	которых они	1	1
419	те моменты	1	1
420	явление в	2	1
421	именно такое	1	1
422	и только	1	1
423	здесь в	4	1
424	вернуться к	1	1
425	где не	1	1
426	всегда в	2	1
427	оно и	4	1
428	и дает	1	1
429	тот же	1	1
430	возможно однако	1	1
431	но этим	1	1
432	хотя бы	3	1
433	исключают друг	1	1
434	с живыми	1	1
435	именно на	1	1
436	в указанном	1	1
437	он их	2	1
438	конечно не	3	1
439	не входит	1	1
440	не пытается	2	1
441	в большинстве	10	1
442	здесь у	1	1
443	в начале	1	1
444	или даже	2	1
445	к своим	1	1
446	характерно что	2	1
447	и их	1	1
448	он весь	2	1
449	себя от	2	1
450	случае не	1	1
451	от того	1	1
452	эти явления	1	1
453	же деле	1	1
454	как у	1	1
455	или иначе	1	1
456	нас в	2	1
457	и вступает	1	1
458	и прежде	1	1
459	с другом	2	1
460	себя и	1	1
461	предмет и	1	1
462	однако в	1	1
463	них и	1	1
464	самом же	1	1
465	а на	2	1
466	поставить в	1	1
467	которые не	1	1
468	на этот	1	1
469	которых мы	1	1
470	ничем не	1	1
471	в англии	1	1
472	языка не	1	1
473	жизнь в	2	1
474	мужа и	1	1
475	долгое время	1	1
476	о чем	1	1
477	мы остановимся	1	1
478	на эту	1	1
479	что мы	1	1
480	хотя он	1	1
481	случаев не	1	1
482	в руках	1	1
483	сколько бы	1	1
484	других случаях	2	1
485	играют в	1	1
486	этой работы	1	1
487	и столь	1	1
488	к своему	6	1
489	так или	1	1
490	не существенно	1	1
491	границ между	1	1
492	в особый	2	1
493	можно обнаружить	1	1
494	не видят	2	1
495	как бы	12	1
496	за этой	1	1
497	образом на	1	1
498	друг с	2	1
499	по выбору	1	1
500	возможность такого	1	1
501	у героя	1	1
502	слово со	1	1
503	этого слова	1	1
504	с этой	3	1
505	в основном	3	1
506	все это	5	1
507	характерные для	2	1
508	в один	1	1
509	быту в	1	1
510	свою связь	1	1
511	войти в	2	1
512	и другими	1	1
513	своем пути	1	1
514	которая в	1	1
515	это может	1	1
516	разве только	1	1
517	сын и	1	1
518	дана в	1	1
519	мы ничего	1	1
520	все они	7	1
521	встречается на	1	1
522	обстоит дело	2	1
523	на фоне	7	1
524	героя и	1	1
525	не знает	1	1
526	состоит из	1	1
527	от всех	1	1
528	речи и	1	1
529	принадлежит одному	1	1
530	бы его	2	1
531	из этого	3	1
532	на своем	5	1
533	но эти	3	1
534	и эта	2	1
535	им и	1	1
536	как на	1	1
537	в таком	1	1
538	этой точки	1	1
539	которая не	3	1
