N	2gram	Berdyaev_M_1	Otkroven
344	разных сторон	1	2
345	не есть	9	2
346	жизни в	2	2
347	глубине не	2	2
348	в глубину	5	2
349	самую глубь	1	2
350	человеческой судьбе	3	2
351	иван карамазов	8	2
352	в своей	15	2
353	нет кроме	1	2
354	достоевский весь	1	2
355	свободы и	10	2
356	мертвого дома	1	2
357	в страдании	2	2
358	всего в	2	2
359	к этой	2	2
360	достоевском и	2	2
361	все еще	1	2
362	его интересовали	1	2
363	но в	7	2
364	кажется и	2	2
365	человеческого благополучия	1	2
366	слишком известны	1	1
367	всегда в	1	1
368	о судьбе	1	1
369	твердого древнего	1	1
370	поминутно доказывал	1	1
371	перенести я	1	1
372	бог и	7	1
373	человеческий мир	1	1
374	трагическая проблема	1	1
375	мадонны а	1	1
376	своей глупой	2	1
377	смысле слова	4	1
378	и это	12	1
379	отвечаю за	1	1
380	человеку выгодно?	1	1
381	если вы	1	1
382	вихревое движение	1	1
383	творений достоевского	1	1
384	и самое	1	1
385	существо проблематическое	1	1
386	человеческой природой	1	1
387	кто бы	1	1
388	отношения к	4	1
389	глубину эту	1	1
390	также и	2	1
391	таблички и	1	1
392	и открывает	1	1
393	можно и	1	1
394	и хаоса	1	1
395	нельзя потому	1	1
396	над собственной	1	1
397	ни произведения	1	1
398	частности может	1	1
399	чтобы не	2	1
400	от самой	1	1
401	руководстве твой	1	1
402	воистину горит	1	1
403	и действительно	1	1
404	и через	1	1
405	достоевского у	2	1
406	не отрицает	1	1
407	их душевным	1	1
408	сердце его	1	1
409	иногда хотя	1	1
410	связана с	2	1
411	нет изображения	1	1
412	в виду	2	1
413	фантастические мечты	1	1
414	все тянется	1	1
415	он равно	1	1
416	дело доходит	1	1
417	на нем	1	1
418	людей в	1	1
419	тайн человеческой	1	1
420	устремлено на	1	1
421	совершенно новый	1	1
422	он более	1	1
423	не могу	1	1
424	л толстого	3	1
425	подтвердить что	1	1
426	от существа	1	1
427	на самом	1	1
428	онтологического совершенства	1	1
429	божественной жизни	2	1
430	свои силы	1	1
431	и плененный	1	1
432	хотение свой	1	1
433	руки в	1	1
434	человеческой индивидуальности	2	1
435	достоевский писал	1	1
436	страшнее кто	1	1
437	раздраженная иногда	1	1
438	людей достоевского	1	1
439	твердо так	1	1
440	оси образуется	1	1
441	приносит нам	1	1
442	охлажденные и	1	1
443	здравым заключениям	1	1
444	остановит и	1	1
445	человека лик	1	1
446	между двумя	1	1
447	его странной	1	1
448	с сего	1	1
449	если вдруг	1	1
450	уже с	1	1
451	своего духа	2	1
452	из самых	8	1
453	к другому	1	1
454	духовные дали	2	1
455	когда человек	3	1
456	лучше сказать	1	1
457	говорит герой	1	1
458	насмешливой физиономией	3	1
459	горит как	1	1
460	человеческой и	1	1
461	беспрерывности процесса	1	1
462	и до	1	1
463	откровение и	1	1
464	темы о	2	1
465	покой красоты	1	1
466	жизни ее	1	1
467	рассудка и	2	1
468	человеческое кажется	1	1
469	должна быть	6	1
470	стремиться к	1	1
471	разлетаются к	1	1
472	человеческих сил	1	1
473	и когда	2	1
474	только умного	1	1
475	именно чтобы	1	1
476	тайну версилова	2	1
477	природе своей	1	1
478	во тьме	3	1
479	и рассудок	1	1
480	свободное хотение	1	1
481	человека он	4	1
482	выгоды а	1	1
483	производит свои	1	1
484	легенды о	2	1
485	свое так	1	1
486	скрыта в	1	1
487	можно было	1	1
488	с записок	1	1
489	выгодная выгода	1	1
490	и настоять	2	1
491	к чему	2	1
492	дела никакого	1	1
493	из всех	1	1
494	всей ее	1	1
495	этому положительному	1	1
496	свободной веры	1	1
497	есть не	4	1
498	по природе	1	1
499	собой в	1	1
500	европейский гуманизм	1	1
501	особый мир	1	1
502	и каждый	1	1
503	ошибается ли	1	1
504	зло имея	1	1
505	есть единственное	2	1
506	что уж	1	1
507	характер его	1	1
508	теории постоянно	1	1
509	он до	3	1
510	он знает	2	1
511	свободы которую	1	1
512	мы не	1	1
513	глубину человеческой	1	1
514	насыщено страстным	1	1
515	мудрецы что	1	1
516	преступления и	3	1
517	можно рассчитать	1	1
518	существа одаренного	1	1
519	страшная потому	1	1
520	ту же	1	1
521	уверен что	1	1
522	ничего статического	3	1
523	слишком даже	1	1
524	бы признать	1	1
525	знает противоположности	1	1
526	вершины своего	1	1
527	ее огненное	1	1
528	не собственно	1	1
529	по сравнению	2	1
530	связан с	1	1
531	динамично все	2	1
532	в первый	1	1
533	свою пошлейшую	1	1
534	кончает идеалом	1	1
535	и ужасная	1	1
536	божественной природы	1	1
537	сделается чтобы	2	1
538	их чувств	1	1
539	и принуждения	1	1
540	если бы	2	1
541	в эпоху	1	1
542	и проклятие	1	1
543	всякого дела	1	1
544	своего ума	1	1
545	разумеется должна	1	1
546	с утра	1	1
547	все и	1	1
548	именно свои	1	1
549	идеала мадонны	3	1
550	совершенно исключительное	1	1
551	все есть	1	1
552	в бытийственной	1	1
553	горит от	1	1
554	нам явный	1	1
555	свои антропологические	1	1
556	потому ли	2	1
557	находится в	1	1
558	собственно в	1	1
559	не вполне	1	1
560	открывает новую	1	1
561	его пути	1	1
562	же любит	1	1
563	найти нельзя	1	1
564	одной этой	1	1
565	бы даже	1	1
566	самый дикий	1	1
567	единственно с	1	1
568	жизни как	1	1
569	всего выгоднее	1	1
570	и гармонии	1	1
571	о нем	2	1
572	в безмерности	1	1
573	хаос что	1	1
574	глупейшего и	1	1
575	ведь дважды	1	1
576	к преступлению	4	1
577	глупейшего а	1	1
578	созерцает божественный	1	1
579	все ли	1	1
580	душе не	1	1
581	достоевскому и	2	1
582	тут все	2	1
583	героев он	1	1
584	себе что	1	1
585	проклятие так	1	1
586	люди с	1	1
587	ретроградной и	3	1
588	даже глупейшего	1	1
589	это я	1	1
590	физиономией упрет	1	1
591	земле к	1	1
592	центральная человеческая	1	1
593	но к	1	1
594	разрушения и	1	1
595	образом их	1	1
596	судьба человека	9	1
597	и был	1	1
598	непременно вообразили	1	1
599	человеческой множественности	1	1
600	ведь непременно	1	1
601	в ней	15	1
602	высшая математика	1	1
603	вражда к	1	1
604	боится достигнуть	1	1
605	была для	1	1
606	любит страдание	1	1
607	не иметь	2	1
608	нем все	2	1
609	и что	2	1
610	высший даже	1	1
611	и вся-то	1	1
612	ожидать от	1	1
613	красоты в	1	1
614	в глаза	1	1
615	четыре т	1	1
616	столкнуть ли	1	1
617	это потому	1	1
618	рассудок возьмет	1	1
619	глубины человека	2	1
620	не стоит	1	1
621	в руководстве	1	1
622	вместо твердого	1	1
623	одаренного такими	1	1
624	с того	2	1
625	человеческие отношения	1	1
626	бы еще	1	1
627	все его	3	1
628	до сумасшествия	1	1
629	пагубный фантастический	1	1
630	его ума	1	1
631	раскольникова и	2	1
632	строем жизни	1	1
633	таинственная вещь	1	1
634	иное что	1	1
635	любви к	7	1
636	обратный свет	1	1
637	необыкновенного человека	1	1
638	ужасной он	1	1
639	своих героев	2	1
640	положительное одним	1	1
641	сохраняет нам	1	1
642	иррациональной человеческой	1	1
643	нет у	3	1
644	пожить курсив	1	1
645	их природу	1	1
646	устроен и	1	1
647	что господа	1	1
648	в духовном	1	1
649	самому себе	2	1
650	под какую	1	1
651	его глубине	1	1
652	одним словом	1	1
653	глупость пожелает	1	1
654	вовлечены в	2	1
655	судьбы человека	4	1
656	утра до	1	1
657	гениальной диалектике	2	1
658	самом деле	1	1
659	заключениям нашего	1	1
660	и рогожиным	1	1
661	двух женщин	1	1
662	иной высший	1	1
663	иных случаях	1	1
664	своя фантазия	1	1
665	что люди	1	1
666	доходит до	1	1
667	самостоятельного хотения	1	1
668	художник и	1	1
669	но не	8	1
670	бытовые уклады	1	1
671	произвол и	1	1
672	формула а	1	1
673	из сторон	1	1
674	надо непременно	1	1
675	как повелевали	1	1
676	хотел а	1	1
677	то он	1	1
678	положительно должно	1	1
679	дано было	1	1
680	исследует человеческую	1	1
681	духа как	2	1
682	и нашу	1	1
683	удержать за	1	1
684	чувство личности	1	1
685	и положительное	1	1
686	и всякий	1	1
687	когда будет	1	1
688	идет до	1	1
689	как хотел	1	1
690	к богу	3	1
691	трагическое противоречие	1	1
692	сравнению с	1	1
693	всех выгод	1	1
694	торжественно уверены	1	1
695	что добро	1	1
696	божеским и	1	1
697	ничего эпического	1	1
698	классификацию не	1	1
699	мучит но	1	1
700	христа в	5	1
701	цели которая	1	1
702	но нет	1	1
703	когда дело	1	1
704	униженным и	1	1
705	все можно	1	1
706	темой о	1	1
707	иногда и	1	1
708	себе и	2	1
709	и дьявола	3	1
710	древнего закона	1	1
711	и остроте	1	1
712	нам опять	1	1
713	я отвечаю	1	1
714	одно благоденствие	2	1
715	самой божественной	1	1
716	дело-то человеческое	1	1
717	сердцем должен	1	1
718	человек человек	1	1
719	и достоевский	12	1
720	„записок из	1	1
721	единого человеческого	2	1
722	господа может	1	1
723	до таблички	1	1
724	лик человека	1	1
725	это лишь	1	1
726	и можно	1	1
727	он художник	1	1
728	глубине человеческой	1	1
729	оцененных творений	1	1
730	вообще и	1	1
731	которой все	2	1
732	пределы и	2	1
733	и свободное	1	1
734	человек может	2	1
735	почему вы	1	1
736	бы достоевский	1	1
737	странными качествами?	1	1
738	явный вред	1	1
739	нет природы	1	1
740	а начало	1	1
741	все время	1	1
742	и я	5	1
743	было устремлено	1	1
744	брата из	1	1
745	постоянно разлетаются	1	1
746	толстого и	1	1
747	не покой	1	1
748	быть он	1	1
749	человека как	2	1
750	он хотел	2	1
751	отношение человека	1	1
752	уголовные романы	1	1
753	в центре	2	1
754	что во	1	1
755	в одной	1	1
756	даже сердцем	1	1
757	есть откровение	1	1
758	случаях а	1	1
759	с умом	1	1
760	ногой прахом	1	1
761	должно свое	1	1
762	дикий каприз	1	1
763	как в	2	1
764	быть всего	1	1
765	и мир	2	1
766	границу достоевского	1	1
767	всем а	1	1
768	умного ведь	1	1
769	судьбу его	1	1
770	друг к	1	1
771	иметь право	1	1
772	ивана иван	1	1
773	сходятся тут	1	1
774	так твердо	1	1
775	что как	1	1
776	кто уже	1	1
777	человек от	2	1
778	бросается в	1	1
779	человеческая личность	1	1
780	в частности	1	1
781	русской души	3	1
782	конца признает	1	1
783	достоевский же	2	1
784	пожелает удержать	1	1
785	ли нам	1	1
786	человека вообще	1	1
787	человека чтобы	1	1
788	и упоминать	1	1
789	один из	4	1
790	нам самое	1	1
791	и оскорбленным	1	1
792	на человека	2	1
793	остается до	1	1
794	вдруг ни	1	1
795	мысли не	1	1
796	будет когда	1	1
797	свободе у	2	1
798	юные беспорочные	1	1
799	вольное и	1	1
800	исступлении и	1	1
801	огне он	1	1
802	над человеческой	2	1
803	поле битвы	2	1
804	свободы человеческого	3	1
805	что только	1	1
806	сознания в	1	1
807	и как	2	1
808	свободным сердцем	1	1
809	эти логарифмы	1	1
810	его характере	1	1
811	православия и	1	1
812	скажете что	1	1
813	все остановит	1	1
814	себе одного	1	1
815	духа и	4	1
816	ли он	1	1
817	проникнуть в	1	1
818	остается у	1	1
819	ни природа	1	1
820	силе и	1	1
821	вот где	1	1
822	в юные	1	1
823	и ницше	4	1
824	когда достоевский	1	1
825	от настоящего	1	1
826	раскрыть в	1	1
827	от этого	2	1
828	последователей найдет	1	1
829	причина сознания	1	1
830	два и	1	1
831	чего же	2	1
832	и свобода	7	1
833	трагедии и	1	1
834	такая ли	1	1
835	сам инстинктивно	1	1
836	него до	1	1
837	человеком в	1	1
838	за собой	2	1
839	я верю	1	1
840	и после	1	1
841	духа в	3	1
842	прахом единственно	1	1
843	их жизни	1	1
844	этот случай	2	1
845	миром все	1	1
846	светом и	1	1
847	имя счастья	1	1
848	начало в	2	1
849	по достоевскому	2	1
850	строй жизни	1	1
851	не хочет	2	1
852	всем бросается	1	1
853	выгода хотеть	1	1
854	бы и	3	1
855	стремится только	1	1
856	огненной атмосфере	1	1
857	своих стремлений	1	1
858	между этими	1	1
859	начало смерти	1	1
860	существует лишь	1	1
861	от бога	1	1
862	до записок	1	1
863	богом борется	1	1
864	он схватывал	1	1
865	все заняты	1	1
866	великий мыслитель	1	1
867	и загадочное	1	1
868	есть для	1	1
869	за это	1	1
870	ты возжелал	2	1
871	бы сузил	1	1
872	была дороже	1	1
873	гениальные мысли	1	1
874	путь человека	3	1
875	в эти	1	1
876	первый период	1	1
877	к которой	1	1
878	это единственная	1	1
879	человек пожелает	1	1
880	человека с	2	1
881	с одного	1	1
882	бытийственной бездне	1	1
883	с какой	1	1
884	и недостаточно	1	1
885	тебе была	1	1
886	же и	1	1
887	природы человеческой	1	1
888	с их	2	1
889	это страшная	1	1
890	нашего рассудка	1	1
891	различием между	1	1
892	не таков	1	1
893	что зло	2	1
894	возможны лишь	1	1
895	страстных человеческих	1	1
896	есть уже	4	1
897	обидно то	1	1
898	только один	2	1
899	чувств и	1	1
900	формы все	1	1
901	уже не	4	1
902	которой бы	1	1
903	н страхов	1	1
904	говорят о	1	1
905	системы и	1	1
906	собой единственно	1	1
907	душевной стихией	1	1
908	в противоречиях	1	1
909	и выгода	1	1
910	достоинства человека	1	1
911	романы и	1	1
912	ее как	1	1
913	и вечной	1	1
914	вы так	1	1
915	благодати в	1	1
916	в братьях	3	1
917	люди а	1	1
918	вообразили они	1	1
919	неблагородной или	1	1
920	самой мысли	1	1
921	антропологические исследования	1	1
922	а вовсе	1	1
923	сгорают все	1	1
924	передышки и	1	1
925	среди всеобщего	1	1
926	для человеческой	2	1
927	и везде	1	1
928	все дело-то	1	1
929	ней нужно	1	1
930	не штифтик	1	1
931	бы ни	1	1
932	что она	1	1
933	свободу и	4	1
934	творчестве в	1	1
935	умом высоким	1	1
936	сказать в	1	1
937	с обычным	1	1
938	исступленном движении	1	1
939	страдание до	1	1
940	он открывает	1	1
941	бытия но	2	1
942	да и	1	1
943	у самого	2	1
944	вред и	1	1
945	собственное вольное	1	1
946	после этого	1	1
947	нам все	1	1
948	противоречия вместе	1	1
949	из бесконечной	1	1
950	великий ум	1	1
951	его и	1	1
952	примешать свой	1	1
953	он производит	1	1
954	к злу	3	1
955	чего бы	1	1
956	между достоевским	1	1
957	веры тебе	1	1
958	видел в	1	1
959	все системы	1	1
960	есть дело	1	1
961	таков достоевский	1	1
962	исключительно люди	1	1
963	ключ к	1	1
964	мир в	3	1
965	только их	1	1
966	уверены что	1	1
967	свой собственный	1	1
968	страшная и	1	1
969	чтобы ко	1	1
970	был бы	10	1
971	природа ни	1	1
972	нашего брата	1	1
973	самом последнем	2	1
974	нашу личность	1	1
975	любит разрушение	1	1
976	зло было	1	1
977	в судьбе	5	1
978	он должен	3	1
979	есть та	1	1
980	самой пустейшей	1	1
981	чем у	4	1
982	к одному	1	1
983	цели и	1	1
984	сознательно пожелать	1	1
985	человека не	4	1
986	в силу	1	1
987	есть один	1	1
988	памятники ни	1	1
989	непременно благоразумно-выгодного	1	1
990	в одном	1	1
991	человеческом царстве	1	1
992	ничего но	1	1
993	все охлажденные	1	1
994	все устойчивые	1	1
995	процесса достижения	1	1
996	вовсе не	1	1
997	подполья достоевский	2	1
998	и сам	1	1
999	на свободу	3	1
1000	человек так	1	1
1001	у нее	1	1
1002	себе подтвердить	1	1
1003	против собственной	1	1
1004	вещь тут	1	1
1005	поток раскаленной	1	1
1006	до арифметики	1	1
1007	жорж занд	2	1
1008	достоевскому он	1	1
1009	надо какого-то	1	1
1010	братьях карамазовых	3	1
1011	сего среди	1	1
1012	экстатически-огненной атмосфере	1	1
1013	его судьба	2	1
1014	достоевскому дано	1	1
1015	уж тут	1	1
1016	выгоднее всех	1	1
1017	из него	1	1
1018	состоит чтобы	1	1
1019	стоит именно	1	1
1020	возникнет какой-нибудь	1	1
1021	бывает не	1	1
1022	него человека	1	1
1023	решать впредь	1	1
1024	свободу в	2	1
1025	самую глубину	2	1
1026	каприз своя	1	1
1027	только дважды	1	1
1028	людей и	2	1
1029	случай только	1	1
1030	лишь с	1	1
1031	слова мити	1	1
1032	достоевский делает	3	1
1033	не удивлюсь	1	1
1034	такими странными	1	1
1035	всего двух	1	1
1036	что красота	1	1
1037	нее не	1	1
1038	обычным различием	1	1
1039	от того	1	1
1040	имя свободы	1	1
1041	вот оказывается	1	1
1042	ли своя	1	1
1043	верю в	1	1
1044	нарочно сознательно	1	1
1045	я бы	2	1
1046	лишь один	1	1
1047	сказать с	1	1
1048	настоящего страдания	1	1
1049	страстным к	1	1
1050	свобода человека	2	1
1051	в каждом	1	1
1052	вращается вокруг	3	1
1053	лишь для	1	1
1054	фортепианные клавиши	1	1
1055	герой „записок	1	1
1056	в выгодах?	1	1
1057	ни был	1	1
1058	открыл что	1	1
1059	трагического пути	1	1
1060	ужасная вещь	1	1
1061	же не	1	1
1062	человек а	1	1
1063	подпольного человека	7	1
1064	прельщенный и	1	1
1065	человеку но	1	1
1066	в благодати	1	1
1067	указывали на	1	1
1068	ему разум	1	1
1069	от свободы	2	1
1070	ни под	1	1
1071	своем я	1	1
1072	нормальное и	1	1
1073	и характер	1	1
1074	к солнцу	1	1
1075	этой оси	1	1
1076	человека через	4	1
1077	том случае	1	1
1078	человек устроен	1	1
1079	достижения иначе	1	1
1080	о выгодах	1	1
1081	творчестве шекспира	1	1
1082	по табличке	1	1
1083	сохраняется образ	1	1
1084	и даже	1	1
1085	к другу	1	1
1086	для художника	1	1
1087	воля бывает	1	1
1088	по силе	1	1
1089	достоевского о	2	1
1090	и человека	5	1
1091	интерес к	3	1
1092	достоевский завлекает	1	1
1093	один шекспир	1	1
1094	есть момент	1	1
1095	сам что	1	1
1096	широк человек	1	1
1097	вредного глупого	1	1
1098	как у	1	1
1099	заключается в	1	1
1100	целью чтобы	1	1
1101	хотеть же	1	1
1102	которым все	2	1
1103	между божеским	1	1
1104	определить нельзя	1	1
1105	главное и	1	1
1106	а кончает	1	1
1107	жизни нет	1	1
1108	чтобы все	1	1
1109	а самая	1	1
1110	человек слишком	1	1
1111	новый трагический	1	1
1112	сердцем человек	1	1
1113	расплавляются и	1	1
1114	нам всем	1	1
1115	высшее достижение	1	1
1116	а именно	1	1
1117	пагубного вздора	1	1
1118	духа достоевский	2	1
1119	уж одна	1	1
1120	и отдыха?	1	1
1121	он ни	2	1
1122	не совпадает	1	1
1123	самой неэкономической	1	1
1124	с той	1	1
1125	всего творчества	1	1
1126	клавиши если	1	1
1127	он писатель	1	1
1128	в свой	2	1
1129	действующих лиц	1	1
1130	истории и	2	1
1131	это непременно	1	1
1132	и кто	1	1
1133	мечты свою	1	1
1134	через раздвоение	1	1
1135	он во	1	1
1136	связанным с	1	1
1137	гуманизма и	1	1
1138	бог в	1	1
1139	на людей	2	1
1140	расчета все	1	1
1141	самостоятельного существования	1	1
1142	только страшная	1	1
1143	в экстатически-огненной	1	1
1144	сумасшедшим на	2	1
1145	с идеалом	1	1
1146	моей воли	1	1
1147	доказывал себе	1	1
1148	самая глубина	1	1
1149	и наказания	1	1
1150	как дважды	1	1
1151	человек любит	1	1
1152	этим именем	1	1
1153	диалектика достоевского	1	1
1154	в жизни	3	1
1155	кажется что	1	1
1156	в это	1	1
1157	ли разум-то	1	1
1158	самая выгодная	1	1
1159	из великих	3	1
1160	погибает и	1	1
1161	на поверхности	5	1
1162	достоинство человека	2	1
1163	катастрофе за	1	1
1164	в цели	1	1
1165	мрак и	1	1
1166	говорит о	1	1
1167	все исходит	1	1
1168	оторвавшегося от	2	1
1169	люди исключительно	1	1
1170	во внутренней	1	1
1171	и аглаю	1	1
1172	и довершить	1	1
1173	берега сходятся	1	1
1174	божественный покой	1	1
1175	жизненная загадка	1	1
1176	притом не	1	1
1177	которой нет	1	1
1178	в них	4	1
1179	все насыщено	1	1
1180	рассчитать по	1	1
1181	они что	1	1
1182	достоевский и	3	1
1183	жизни их	1	1
1184	пропущенная самая	1	1
1185	поставлена жизненная	1	1
1186	вл соловьева	1	1
1187	ли может	2	1
1188	человеке после	1	1
1189	схватывал только	1	1
1190	попал в	1	1
1191	кто знает	1	1
1192	может ли	1	1
1193	и теории	1	1
1194	был в	4	1
1195	на этот	2	1
1196	полярности и	1	1
1197	фантастический элемент	2	1
1198	годы нет	1	1
1199	возьмет свое	1	1
1200	значительность версилова	1	1
1201	и самый	2	1
1202	еще под	1	1
1203	знает может	1	1
1204	вихревая антропология	1	1
1205	твой образ	1	1
1206	его было	1	1
1207	всю жизнь	4	1
1208	открывается у	1	1
1209	буйном исступленном	1	1
