N	2gram	Medvedev_V_1	Problema
118	в конечном	7	4
119	от всех	1	4
120	с ними	4	4
121	всех его	2	4
122	познания не	1	4
123	в форме	3	4
124	что не	3	4
125	в романе	4	4
126	материал в	1	4
127	художественную форму	2	4
128	и потому	2	4
129	в более	1	4
130	хотя бы	19	4
131	вне себя	1	4
132	между ними	3	4
133	сказать что	5	4
134	другой стороны	8	4
135	также и	2	3
136	например в	3	3
137	противном случае	2	3
138	действительности и	7	3
139	особенно часто	1	3
140	говорить о	2	3
141	эстетики и	1	3
142	нет и	3	3
143	значение для	1	3
144	его своеобразии	1	3
145	кроме того	1	3
146	и к	3	3
147	и художественного	3	3
148	в целом	4	3
149	напряжения и	1	3
150	творчество и	1	3
151	он не	2	3
152	творца и	1	3
153	а как	2	3
154	с другими	2	3
155	в слове	3	3
156	несмотря на	1	3
157	том что	8	3
158	моментом в	1	3
159	искусства не	2	3
160	есть его	1	3
161	на него	1	3
162	в противном	2	3
163	имеем дело	1	3
164	же время	5	3
165	или как	1	3
166	все то	1	3
167	данного искусства	1	3
168	в применении	1	3
169	и это	1	3
170	хотя и	2	3
171	и от	3	3
172	приводит к	5	3
173	в дальнейшем	1	3
174	мы в	1	3
175	если бы	3	3
176	искусства и	1	3
177	к действительности	1	3
178	творчества в	7	3
179	на почве	1	3
180	этом смысле	1	3
181	но с	2	3
182	одной из	1	3
183	как нечто	1	3
184	с одной	2	3
185	слова не	1	3
186	в известной	1	3
187	и даже	2	3
188	бытия в	1	3
189	себя и	1	3
190	одной стороны	2	3
191	применении к	1	3
192	да и	1	3
193	от общей	1	3
194	слова и	1	3
195	но это	1	3
196	все это	10	3
197	природу и	1	3
198	не является	5	3
199	за его	1	3
200	об искусстве	1	3
201	от него	1	3
202	и все	1	3
203	в таком	1	3
204	они не	2	3
205	смысле слова	2	2
206	произведения но	1	2
207	можно говорить	1	2
208	он может	2	2
209	и есть	5	2
210	определить как	2	2
211	в котором	3	2
212	др в	3	2
213	его не	3	2
214	их и	4	2
215	со всех	1	2
216	можно и	1	2
217	мы имеем	3	2
218	правильного понимания	1	2
219	единство и	1	2
220	себя свою	1	2
221	но она	1	2
222	не вполне	2	2
223	и он	2	2
224	всех сторон	1	2
225	оно может	1	2
226	в чем	2	2
227	с его	3	2
228	художник и	1	2
229	но как	3	2
230	а только	1	2
231	художественных произведений	1	2
232	не все	1	2
233	в едином	1	2
234	или иное	1	2
235	в истории	1	2
236	и напряжения	1	2
237	целого произведения	1	2
238	творческая личность	1	2
239	и у	2	2
240	бы не	2	2
241	ни одна	2	2
242	лица и	2	2
243	на то	1	2
244	андрея болконского	1	2
245	а к	1	2
246	не следует	8	2
247	момента в	1	2
248	понятий и	1	2
249	на этом	1	2
250	человека в	2	2
251	в каждом	2	2
252	материала и	1	2
253	лишь в	2	2
254	и других	1	2
255	и при	5	2
256	или точнее	1	2
257	не его	1	2
258	том же	6	2
259	задачи и	1	2
260	этой области	3	2
261	в таких	1	2
262	а иногда	1	2
263	что эта	1	2
264	она не	3	2
265	одна из	4	2
266	и отдельных	3	2
267	того чтобы	3	2
268	или форма	1	2
269	в самой	1	2
270	и весь	2	2
271	связи с	4	2
272	следует что	1	2
273	этом отношении	13	2
274	у нас	2	2
275	освобождается от	1	2
276	не могут	7	2
277	отличается от	2	2
278	же самое	2	2
279	анализа и	1	2
280	что оно	3	2
281	слова с	1	2
282	для того	3	2
283	должен быть	4	2
284	и художественное	3	2
285	что все	3	2
286	том как	3	2
287	поэтому в	1	2
288	в другом	2	2
289	и что	1	2
290	в значительной	3	2
291	и познания	2	2
292	всякой специальной	1	2
293	от них	2	2
294	и во	1	2
295	творчестве и	1	2
296	в него	1	2
297	и мир	3	2
298	того что	3	2
299	что он	4	2
300	в какой	1	2
301	и ее	4	2
302	события и	1	2
303	можно определить	2	2
304	не обходится	3	2
305	в нашей	4	2
306	в виде	1	2
307	в начале	1	2
308	не дает	1	2
309	теории познания	1	2
310	что и	3	2
311	вовсе не	3	2
312	произведения и	7	2
313	то или	1	2
314	тем что	1	2
315	в особенности	2	2
316	без всякой	1	2
317	или иной	2	2
318	связаны с	1	2
319	и определяет	1	2
320	не было	7	2
321	в связи	3	2
322	в частности	11	2
323	как это	12	2
324	из которых	2	2
325	какой мере	1	2
326	по существу	3	2
327	можно сказать	4	2
328	того или	2	2
329	и внешнего	1	2
330	форм и	1	2
331	или в	3	2
332	о котором	1	2
333	при посредстве	1	2
334	той или	1	2
335	находит свое	1	2
336	ни к	1	2
337	в этих	1	2
338	в словесном	2	2
339	всего человека	1	2
340	в свою	1	2
341	к его	2	2
342	словесного художественного	1	2
343	или иного	1	2
344	и другие	1	2
345	в своих	2	2
346	по поводу	2	2
347	к этому	9	2
348	он совершенно	1	1
349	бы все	1	1
350	а между	1	1
351	лежат в	1	1
352	в сфере	2	1
353	человека и	3	1
354	выражения в	1	1
355	и истолкования	1	1
356	дело обстоит	1	1
357	это и	6	1
358	этого положения	2	1
359	часто приводит	1	1
360	и закон	1	1
361	процессе работы	4	1
362	из его	3	1
363	все те	1	1
364	ницше и	1	1
365	обойтись без	1	1
366	который в	1	1
367	им самим	1	1
368	бы уже	1	1
369	предмета в	1	1
370	обходится без	1	1
371	вопрос о	1	1
372	в основных	3	1
373	почти все	1	1
374	смысла в	1	1
375	время как	1	1
376	на себя	1	1
377	всего сказанного	2	1
378	с ее	1	1
379	так называемые	1	1
380	о роли	1	1
381	подчеркнуть что	2	1
382	в каждой	1	1
383	и субъективно	1	1
384	основе этого	1	1
385	собою и	2	1
386	меньшей степени	2	1
387	становится в	1	1
388	есть для	1	1
389	основных чертах	4	1
390	является таким	1	1
391	ними в	1	1
392	по своему	1	1
393	быть независимыми	1	1
394	одна творческая	1	1
395	одном и	2	1
396	значение и	1	1
397	в общем	2	1
398	себе и	2	1
399	в свои	1	1
400	ли эта	1	1
401	вмешивается в	1	1
402	которые не	1	1
403	это самое	1	1
404	своем творчестве	3	1
405	стороны и	2	1
406	в процесс	1	1
407	а чисто	1	1
408	понять и	1	1
409	в понятиях	1	1
410	целый ряд	1	1
411	что по	1	1
412	эту проблему	1	1
413	это определение	1	1
414	творчестве мы	1	1
415	в противоположность	3	1
416	вот несколько	1	1
417	то в	1	1
418	не приходится	2	1
419	очень многих	1	1
420	бы и	6	1
421	ни один	7	1
422	формы в	1	1
423	то время	1	1
424	которые в	2	1
425	в этой	4	1
426	но он	1	1
427	в философии	4	1
428	но ведь	1	1
429	не достигая	1	1
430	как он	2	1
431	если он	1	1
432	художником и	1	1
433	и если	1	1
434	данного содержания	1	1
435	к искусству	1	1
436	как оно	1	1
437	деятельность и	1	1
438	было сделано	1	1
439	т д	14	1
440	всем что	1	1
441	только материал	1	1
442	они в	1	1
443	всех этих	2	1
444	и социальной	2	1
445	в понимании	1	1
446	не как	1	1
447	почти то	1	1
448	словесного материала	1	1
449	необходимо для	1	1
450	его от	2	1
451	подобно тому	2	1
452	его можно	1	1
453	и взаимообусловленности	1	1
454	так например	2	1
455	именно это	1	1
456	и ей	1	1
457	чувственное восприятие	1	1
458	они должны	2	1
459	и дальше	2	1
460	бы быть	1	1
461	в последовательном	1	1
462	творчества на	3	1
463	зрения на	1	1
464	творчества к	1	1
465	художественный образ	5	1
466	или наконец	2	1
467	это было	1	1
468	художника как	2	1
469	эти высказывания	1	1
470	его пока	1	1
471	без нее	1	1
472	моменты в	1	1
473	своей активности	1	1
474	война и	2	1
475	не чем	1	1
476	для них	1	1
477	это положение	1	1
478	точнее и	1	1
479	ни одной	1	1
480	произведения или	1	1
481	этого не	1	1
482	с тем	3	1
483	и художнику	1	1
484	отражается в	1	1
485	нравственный подвиг	1	1
486	необходимо учитывать	1	1
487	выйти за	1	1
488	задача эта	2	1
489	представление а	1	1
490	потому и	1	1
491	обогащает и	1	1
492	обратимся к	1	1
493	художник как	2	1
494	восприятия и	2	1
495	то своеобразное	1	1
496	по сравнению	1	1
497	плоть и	1	1
498	стремится найти	1	1
499	том смысле	1	1
500	как совокупность	1	1
501	в которых	3	1
502	творчества все	1	1
503	действительность в	2	1
504	акте и	1	1
505	является только	1	1
506	бытие как	1	1
507	определяется как	1	1
508	может обойтись	1	1
509	художественная деятельность	1	1
510	искусства на	2	1
511	иным как	1	1
512	имели бы	1	1
513	творчества это	1	1
514	и эти	1	1
515	они отнюдь	1	1
516	эстетике в	1	1
517	так называемое	1	1
518	мере и	1	1
519	формы как	1	1
520	по себе	2	1
521	обходятся без	1	1
522	тому что	6	1
523	что есть	1	1
524	можно ли	2	1
525	вплоть до	2	1
526	как можно	1	1
527	в художественное	1	1
528	виду что	1	1
529	но для	2	1
530	как о	2	1
531	мышления и	1	1
532	уже из	1	1
533	что их	1	1
534	и творчески	1	1
535	утверждает и	1	1
536	голой и	1	1
537	в самых	2	1
538	идет в	1	1
539	иметь в	2	1
540	доходят до	1	1
541	та или	1	1
542	содержанием художественного	1	1
543	отдельных актов	1	1
544	может только	1	1
545	художников что	2	1
546	не имели	1	1
547	и без	1	1
548	или иная	1	1
549	во всей	2	1
550	с достаточной	1	1
551	в сознании	4	1
552	следует отметить	1	1
553	в процессе	16	1
554	не столь	3	1
555	так то	1	1
556	ли это	2	1
557	личности в	1	1
558	очень часто	1	1
559	уже о	1	1
560	данного произведения	3	1
561	случайно и	1	1
562	созерцания и	1	1
563	произведения которое	1	1
564	для его	4	1
565	даже и	3	1
566	к утверждению	1	1
567	его значение	1	1
568	а белый	3	1
569	творчества не	1	1
570	опыта и	3	1
571	эти явления	2	1
572	приходит к	1	1
573	как не	1	1
574	свою очередь	1	1
575	связи со	1	1
576	говоря уже	1	1
577	всего этого	1	1
578	в в	1	1
579	если в	2	1
580	произведения между	1	1
581	мы наблюдаем	2	1
582	однако эта	1	1
583	всего следует	1	1
584	что у	2	1
585	по аналогии	1	1
586	воспоминания и	1	1
587	было в	2	1
588	произведения не	2	1
589	в одном	4	1
590	это только	4	1
591	и социальные	1	1
592	строго говоря	1	1
593	это как	1	1
594	остановимся на	2	1
595	особый вид	1	1
596	образом в	3	1
597	этой проблемы	3	1
598	и значительное	1	1
599	ли она	1	1
600	его художественной	1	1
601	художественные произведения	1	1
602	им она	1	1
603	относят к	1	1
604	др и	1	1
605	для нас	1	1
606	а также	1	1
607	художник в	1	1
608	на протяжении	1	1
609	это имеет	1	1
610	таких же	1	1
611	полноту и	1	1
612	и осознает	1	1
613	вообще и	2	1
614	как художественное	1	1
615	и отдельные	2	1
616	следует однако	1	1
617	познания в	4	1
618	сюда относится	1	1
619	быть и	1	1
620	шеллинга гегеля	1	1
621	обе эти	1	1
622	деятельность художника	1	1
623	сомнению что	1	1
624	этот вопрос	3	1
625	и быть	2	1
626	каждый художник	2	1
627	эстетики но	1	1
628	не имеющих	1	1
629	своего свободного	1	1
630	воплощения в	1	1
631	они могут	1	1
632	между этими	1	1
633	в меньшей	1	1
634	есть в	1	1
635	путем преодоления	1	1
636	со своим	2	1
637	уже не	1	1
638	только на	1	1
639	ее а	1	1
640	осмыслить и	1	1
641	и чисто	1	1
642	или даже	1	1
643	право говорить	1	1
644	из них	9	1
645	его и	1	1
646	разума и	3	1
647	чего бы	2	1
648	который как	1	1
649	для него	8	1
650	целом и	1	1
651	сами по	1	1
652	моментов в	3	1
653	не для	1	1
654	к ним	1	1
655	не о	2	1
656	может служить	1	1
657	друг друга	1	1
658	но что	1	1
659	только с	2	1
660	на некоторые	1	1
661	явлений в	1	1
662	склонны понимать	1	1
663	художник не	2	1
664	образом не	3	1
665	следующие моменты	1	1
666	момент в	3	1
667	для художника	5	1
668	если под	1	1
669	до сих	1	1
670	или иначе	1	1
671	этим путем	1	1
672	лирических стихотворений	1	1
673	творчества оно	1	1
674	именно в	2	1
675	а о	2	1
676	человека а	1	1
677	воспоминаний и	1	1
678	художественного воплощения	2	1
679	несколько примеров	1	1
680	оно является	2	1
681	литературное произведение	1	1
682	могут иметь	1	1
683	затем в	1	1
684	только что	4	1
685	связано с	1	1
686	смысла и	1	1
687	не создает	1	1
688	на этот	1	1
689	поскольку она	1	1
690	а наоборот	1	1
691	этой главы	1	1
692	так называемой	1	1
693	и заменяется	1	1
694	эти пределы	1	1
695	о чем	2	1
696	на эту	1	1
697	всех других	3	1
698	что мы	2	1
699	художественного целого	1	1
700	и ему	1	1
701	стороны в	2	1
702	время она	1	1
703	независимыми от	1	1
704	вместе с	7	1
705	так же	3	1
706	и особенно	1	1
707	из мира	1	1
708	происходит в	1	1
709	мы говорим	1	1
710	теперь к	1	1
711	оформление и	1	1
712	без труда	1	1
713	если так	1	1
714	сравнению с	1	1
715	образом и	1	1
716	лицом к	1	1
717	необходимо подчеркнуть	1	1
718	в той	1	1
719	тому как	2	1
720	его работе	1	1
721	и композиционно	1	1
722	ли на	2	1
723	однако отметить	1	1
724	основе теории	1	1
725	как целое	1	1
726	и менее	1	1
727	есть и	1	1
728	в художественную	1	1
729	и формы	2	1
730	как например	2	1
731	быть включены	1	1
732	благодаря этому	1	1
733	аналогии с	1	1
734	значительное число	2	1
735	есть то	1	1
736	сих пор	1	1
737	эмоции и	1	1
738	из ничего	2	1
739	самое существенное	1	1
740	себе все	1	1
741	искусства это	1	1
742	не занимает	1	1
743	как художественная	1	1
744	и может	2	1
745	к тому	4	1
746	не подлежит	2	1
747	или только	1	1
748	в результате	5	1
749	мира и	3	1
750	ее и	1	1
751	у некоторых	2	1
752	целые художественные	1	1
753	искусства для	1	1
754	интуиции в	3	1
755	бы в	3	1
756	еще более	1	1
757	наконец все	1	1
758	и смысл	1	1
759	исследования не	1	1
760	хотя в	1	1
761	к лицу	1	1
762	личность и	1	1
763	в творчестве	3	1
764	не говоря	1	1
765	музыка как	1	1
766	романе война	1	1
767	в материальной	2	1
768	равно как	4	1
769	их он	1	1
770	в характере	1	1
771	чем иным	1	1
772	в которой	2	1
773	быть признана	1	1
774	которой я	1	1
775	жизни и	3	1
776	к этой	1	1
777	при оценке	1	1
778	это в	1	1
779	это понятие	1	1
780	смысле что	1	1
781	которая не	2	1
