N	2gram	Bakhtin_Fr_4	Mirosoze
202	момент в	1	2
203	до сих	1	2
204	у самого	1	2
205	мы еще	1	2
206	и самый	1	2
207	на этот	1	2
208	о чем	2	2
209	он и	5	2
210	по своему	4	2
211	в той	2	2
212	как бы	8	2
213	о мире	2	2
214	в более	1	2
215	и для	2	2
216	была связана	1	2
217	конце концов	4	2
218	жизни в	2	2
219	в свою	1	2
220	сказать что	5	2
221	эти слова	1	2
222	к этому	2	2
223	все что	1	2
224	себя как	1	1
225	ту же	1	1
226	нем нет	1	1
227	повторяются в	1	1
228	а под	1	1
229	и то	2	1
230	людей на	1	1
231	на самом	4	1
232	и до	5	1
233	и людей	1	1
234	мы не	1	1
235	уверен что	1	1
236	этот был	2	1
237	самых замечательных	1	1
238	но она	2	1
239	принадлежит к	1	1
240	не вполне	1	1
241	жизни как	1	1
242	ему в	1	1
243	и самой	1	1
244	и был	1	1
245	одних он	1	1
246	связано и	1	1
247	собой в	1	1
248	еще не	4	1
249	за это	1	1
250	вечности и	1	1
251	что люди	1	1
252	не без	1	1
253	самом деле	1	1
254	всякий раз	1	1
255	если в	2	1
256	отличие от	1	1
257	что они	2	1
258	мира в	1	1
259	в одной	2	1
260	его на	1	1
261	как к	3	1
262	кто уже	1	1
263	природы поэтому	1	1
264	один только	1	1
265	это был	2	1
266	кто не	1	1
267	бога за	1	1
268	его к	2	1
269	в противоположность	1	1
270	он дал	1	1
271	идет не	1	1
272	это единственная	1	1
273	переходит на	1	1
274	роль в	3	1
275	говорят о	1	1
276	ее как	1	1
277	эпохи возрождения	2	1
278	силой и	1	1
279	всех этих	3	1
280	к одному	1	1
281	ним не	1	1
282	в силу	1	1
283	с таким	2	1
284	в плане	4	1
285	который с	1	1
286	которые уже	1	1
287	как они	1	1
288	же не	2	1
289	указывали на	1	1
290	они должны	1	1
291	значение в	1	1
292	том случае	1	1
293	видят и	1	1
294	была в	1	1
295	и чтобы	1	1
296	них не	1	1
297	первый и	1	1
298	знает что	1	1
299	это было	1	1
300	связываются с	1	1
301	с начала	3	1
302	как такие	1	1
303	весь мир	5	1
304	после этого	2	1
305	все внешние	1	1
306	в горниле	1	1
307	все границы	1	1
308	все насыщено	1	1
309	мировой литературы	2	1
310	и вся	1	1
311	еще крепче	1	1
312	во время	10	1
313	что такое	1	1
314	основная тема	1	1
315	и без	1	1
316	эта тема	1	1
317	конечно что	1	1
318	что вся	1	1
319	все и	1	1
320	ведь не	1	1
321	он дает	1	1
322	в отличие	1	1
323	что я	2	1
324	знал и	2	1
325	нельзя было	1	1
326	мир и	2	1
327	делает его	1	1
328	одна а	1	1
329	как от	1	1
330	и почти	1	1
331	вовсе не	9	1
332	сам он	2	1
333	уже был	1	1
334	почти все	3	1
335	ему как	1	1
336	в атмосфере	6	1
337	в отношении	1	1
338	между людьми	1	1
339	с необычайной	1	1
340	бога нет	1	1
341	вплоть до	1	1
342	в обоих	1	1
343	что ему	1	1
344	руку а	1	1
345	замечательных и	1	1
346	в самых	1	1
347	чем не	1	1
348	в гневе	2	1
349	казалось бы	1	1
350	самой жизни	1	1
351	но быть	1	1
352	и такой	1	1
353	во всем	1	1
354	сознанием и	1	1
355	и мысли	1	1
356	же он	1	1
357	хочет быть	1	1
358	и исторического	1	1
359	исторического процесса	2	1
360	старой и	1	1
361	были еще	1	1
362	ведь все	1	1
363	от того	1	1
364	у меня	2	1
365	зле и	1	1
366	и оно	1	1
367	в духе	1	1
368	мира они	1	1
369	людей в	1	1
370	веков в	1	1
371	как человек	1	1
372	почему он	1	1
373	которые шли	1	1
374	и о	5	1
375	город и	1	1
376	на нем	2	1
377	основной мотив	1	1
378	нему не	1	1
379	наказания там	1	1
380	уже с	1	1
381	и этим	2	1
382	так в	1	1
383	не столько	2	1
384	природе своей	1	1
385	и сам	3	1
386	в образе	4	1
387	можно было	1	1
388	так и	11	1
389	было в	2	1
390	по природе	1	1
391	об этой	1	1
392	когда его	1	1
393	она была	1	1
394	подойти к	1	1
395	жизнь и	4	1
396	поэтому в	2	1
397	образов у	2	1
398	в эпоху	15	1
399	и даже	3	1
400	новых и	1	1
401	с утра	1	1
402	об этом	1	1
403	в разных	3	1
404	находится в	1	1
405	но к	1	1
406	истин не	1	1
407	его была	1	1
408	и та	1	1
409	свет он	1	1
410	нас в	1	1
411	раскрывает свою	1	1
412	он готов	1	1
413	и всю	1	1
414	от них	1	1
415	и всякая	1	1
416	исследования о	1	1
417	не видел	1	1
418	не одна	1	1
419	примыкает к	1	1
420	в другой	2	1
421	вообще и	1	1
422	которая и	1	1
423	также в	2	1
424	все время	3	1
425	в описании	1	1
426	и наконец	2	1
427	мы уже	10	1
428	он хочет	1	1
429	быть и	1	1
430	характерна для	1	1
431	одной из	2	1
432	традиции в	1	1
433	в вопросе	1	1
434	мира его	1	1
435	то он	2	1
436	между этими	1	1
437	и ее	1	1
438	с одного	1	1
439	же и	3	1
440	это ни	2	1
441	же она	1	1
442	и исторических	1	1
443	его и	2	1
444	xvi века	1	1
445	что она	1	1
446	в первый	1	1
447	в одном	1	1
448	у нее	1	1
449	ее не	1	1
450	как его	1	1
451	уж тут	2	1
452	и показывает	1	1
453	характерны для	1	1
454	рядом с	5	1
455	их нужно	1	1
456	связан с	4	1
457	конце этой	1	1
458	к которому	2	1
459	чем он	1	1
460	мира это	1	1
461	были в	4	1
462	и др	4	1
463	говорит о	1	1
464	нужно сказать	2	1
465	у других	1	1
466	не на	2	1
467	власти и	2	1
468	жизнь в	1	1
469	разных местах	2	1
470	и тут	1	1
471	ближе к	1	1
472	о зле	1	1
473	но оно	2	1
474	в частности	3	1
475	к его	1	1
476	вопросе о	1	1
477	над ним	1	1
478	влияния на	1	1
479	она есть	1	1
480	связаны с	2	1
481	есть на	1	1
482	не видят	3	1
483	да и	2	1
484	вокруг себя	2	1
485	в это	1	1
486	их было	2	1
487	что мы	1	1
488	было сказано	1	1
489	только для	4	1
490	но это	4	1
491	о его	2	1
492	бог у	1	1
493	это выражение	1	1
494	под влиянием	1	1
495	этой веры	1	1
496	но когда	1	1
497	целый ряд	1	1
498	бы он	1	1
499	еще более	1	1
500	не должен	1	1
501	о двух	1	1
502	ведь как	1	1
503	ведь этот	1	1
504	связью с	1	1
505	процесса как	1	1
506	книгу в	1	1
507	значит конечно	1	1
508	он же	1	1
509	истины и	1	1
510	от всех	2	1
511	но этот	2	1
512	ко всему	1	1
513	культуры в	1	1
514	на это	1	1
515	случае если	1	1
516	в своих	2	1
517	и эта	2	1
518	так же	7	1
519	они не	2	1
