N	2gram	Tiupa_Disk_2	Psycholo
111	события в	1	3
112	но не	7	3
113	к которой	2	3
114	в сторону	1	3
115	как в	8	3
116	вот как	1	3
117	что может	1	3
118	на этом	1	3
119	его в	3	3
120	ни в	7	3
121	далеко не	2	3
122	должно быть	2	3
123	несет в	2	3
124	но если	1	3
125	мы в	1	3
126	в которых	1	3
127	бы мы	1	3
128	их в	2	3
129	что этот	1	3
130	этих событий	1	3
131	тем самым	6	3
132	она не	1	3
133	в то	5	3
134	в основе	4	3
135	мы все	1	3
136	в самых	1	3
137	и для	2	3
138	с ее	2	3
139	в пределах	4	3
140	в мире	11	3
141	так и	9	3
142	и здесь	1	3
143	что и	2	3
144	с одной	4	3
145	для рассказа	2	3
146	всяком случае	1	3
147	могло бы	1	3
148	в одном	4	3
149	не для	1	3
150	тем что	1	3
151	но и	11	3
152	на этот	1	3
153	здесь в	3	3
154	не было	3	3
155	одной стороны	4	3
156	из которых	1	3
157	в той	2	3
158	рассказа в	2	3
159	да и	1	3
160	указывает на	1	3
161	почему он	1	3
162	бы его	1	3
163	в своих	6	3
164	во всяком	1	3
165	также и	3	2
166	и то	4	2
167	на две	1	2
168	с таким	2	2
169	всей ее	1	2
170	мы имеем	2	2
171	принадлежит к	3	2
172	и ее	3	2
173	это время	1	2
174	не был	1	2
175	столь же	3	2
176	бы то	1	2
177	с его	6	2
178	во всех	1	2
179	точка зрения	1	2
180	со стороны	10	2
181	характера героя	1	2
182	в одной	1	2
183	что касается	1	2
184	однако не	1	2
185	в круг	1	2
186	и наконец	3	2
187	не в	3	2
188	но в	11	2
189	тому как	2	2
190	представляет собой	11	2
191	бы не	1	2
192	автором как	1	2
193	из этих	3	2
194	по словам	2	2
195	при этом	17	2
196	читателя в	1	2
197	одной и	1	2
198	что ни	2	2
199	то чтобы	1	2
200	в них	3	2
201	иначе говоря	3	2
202	такой же	2	2
203	которую он	1	2
204	в такой	1	2
205	в котором	3	2
206	место в	2	2
207	вопрос о	1	2
208	содержание рассказа	2	2
209	и той	1	2
210	другом и	1	2
211	даже в	1	2
212	в русской	3	2
213	и именно	1	2
214	же время	5	2
215	новеллы в	1	2
216	во всем	1	2
217	свидетельствуют о	1	2
218	перед ним	1	2
219	но все	1	2
220	о них	1	2
221	ни одно	2	2
222	в ее	1	2
223	действия и	1	2
224	времени и	2	2
225	и с	2	2
226	пьесы в	1	2
227	ничего не	1	2
228	мире в	3	2
229	можно сказать	3	2
230	о ней	1	2
231	все дело	1	2
232	сводится к	2	2
233	внимание на	1	2
234	рассказ не	2	2
235	должно было	1	2
236	один из	1	2
237	нужно и	1	2
238	одно из	4	2
239	двух противоположных	1	2
240	к самому	1	2
241	на примере	2	2
242	с другой	5	2
243	именно в	2	2
244	с той	2	2
245	а с	5	2
246	прежде всего	7	2
247	не на	2	2
248	с конца	1	2
249	в это	1	2
250	на пути	1	2
251	со всей	1	2
252	не является	4	2
253	и от	1	2
254	в результате	2	2
255	его не	1	2
256	конечно же	1	2
257	слово в	1	2
258	другой стороны	2	2
259	в искусстве	1	2
260	который не	2	2
261	которых не	2	1
262	себя как	1	1
263	художественного произведения	1	1
264	переходит к	1	1
265	есть мы	1	1
266	того же	2	1
267	на деле	1	1
268	в первом	1	1
269	к другому	1	1
270	своего повествования	1	1
271	сторону от	1	1
272	не имеют	1	1
273	к рассказу	1	1
274	к созданию	1	1
275	в рассказ	1	1
276	есть не	1	1
277	для своего	1	1
278	не была	1	1
279	он как	1	1
280	это всегда	1	1
281	благодаря тому	1	1
282	требует от	1	1
283	но даже	1	1
284	и со	1	1
285	во мне	1	1
286	еще не	6	1
287	в сюжете	1	1
288	тем как	1	1
289	сохраняет и	1	1
290	чем это	1	1
291	легко может	2	1
292	если в	1	1
293	конечном счете	1	1
294	по отношению	4	1
295	человеческих отношений	1	1
296	а через	1	1
297	несмотря на	1	1
298	за пределы	1	1
299	связи и	1	1
300	в истории	1	1
301	более чем	2	1
302	первый взгляд	2	1
303	стороны и	2	1
304	такого рода	9	1
305	в полном	2	1
306	всего повествования	1	1
307	в этот	1	1
308	со своей	1	1
309	из той	1	1
310	в нашем	1	1
311	но без	1	1
312	ни одна	1	1
313	рассказ о	2	1
314	говорят о	1	1
315	так сказать	1	1
316	к выводу	1	1
317	в поэтике	1	1
318	этого рассказа?	1	1
319	он должен	1	1
320	и сам	1	1
321	его от	1	1
322	подобно тому	2	1
323	то ни	1	1
324	в другом	3	1
325	выходить за	1	1
326	не имеющего	1	1
327	еще одно	1	1
328	одной фразы	1	1
329	и смерти	1	1
330	и романа	1	1
331	но уже	2	1
332	она и	1	1
333	пребывает в	1	1
334	рассказу о	1	1
335	рассказ в	2	1
336	и было	1	1
337	и еще	1	1
338	на первый	2	1
339	в этих	3	1
340	для него	5	1
341	рассказа о	1	1
342	где мы	1	1
343	со своего	1	1
344	не столько	3	1
345	жизненный путь	2	1
346	одном из	3	1
347	его жизнь	1	1
348	же жизни	1	1
349	говорит как	1	1
350	и более	1	1
351	необходимо чтобы	1	1
352	любви и	1	1
353	но они	1	1
354	все три	1	1
355	мысли в	1	1
356	того как	1	1
357	к этим	1	1
358	своего героя	1	1
359	которого он	1	1
360	самого по	1	1
361	и всегда	1	1
362	на язык	1	1
363	дело в	2	1
364	с детства	1	1
365	этом так	1	1
366	всего на	1	1
367	показывает как	1	1
368	к ней	1	1
369	своей природе	1	1
370	такая же	1	1
371	из того	1	1
372	был ее	1	1
373	призван к	1	1
374	смысла по	1	1
375	что на	2	1
376	однако это	1	1
377	психологической мотивировки	1	1
378	рассказ от	1	1
379	уже о	1	1
380	начиная с	1	1
381	возникает из	1	1
382	рассказе в	2	1
383	и развития	1	1
384	об одном	3	1
385	жизненный материал	1	1
386	должен быть	1	1
387	его текста	1	1
388	характер и	1	1
389	мысль о	3	1
390	только то	1	1
391	слова а	1	1
392	как с	1	1
393	и каждый	1	1
394	героев или	1	1
395	она была	1	1
396	легенды и	3	1
397	он сам	1	1
398	из другой	1	1
399	раскрывается перед	1	1
400	движения и	1	1
401	в новелле	1	1
402	на их	1	1
403	событий или	1	1
404	произведение написанное	1	1
405	один голос	1	1
406	все необходимые	1	1
407	а также	8	1
408	может не	1	1
409	столкновения двух	1	1
410	и во	1	1
411	заключительная фраза	1	1
412	в конечном	1	1
413	романа как	1	1
414	писателя или	1	1
415	привели к	1	1
416	его с	1	1
417	на одном	1	1
418	ним и	1	1
419	который бы	1	1
420	о рассказе	1	1
421	которое было	1	1
422	но с	1	1
423	следует ли	1	1
424	романа и	2	1
425	с содержанием	1	1
426	одной из	1	1
427	свет и	1	1
428	свой жизненный	2	1
429	фразы как	1	1
430	поэтому и	1	1
431	между тем	2	1
432	отношении эти	1	1
433	с которыми	1	1
434	же и	1	1
435	есть в	2	1
436	только на	1	1
437	ни было	1	1
438	равнодушие к	1	1
439	это требует	1	1
440	автор с	1	1
441	и их	1	1
442	содержания и	1	1
443	начала жизни	2	1
444	он для	1	1
445	в любви	1	1
446	представляют собой	1	1
447	рассказа не	2	1
448	были бы	1	1
449	в особенности	1	1
450	к его	4	1
451	своем значении	1	1
452	ней и	1	1
453	и даже	1	1
454	не следует	3	1
455	эти две	1	1
456	действующих лиц	1	1
457	и между	1	1
458	во второй	1	1
459	позволяет себе	1	1
460	и др	1	1
461	себя и	1	1
462	в некоторых	1	1
463	превращается в	1	1
464	ни о	1	1
465	и своим	1	1
466	только от	1	1
467	и ты	1	1
468	ближе к	1	1
469	так в	1	1
470	того то	1	1
471	и глубоко	1	1
472	в жизнь	1	1
473	в европейской	1	1
474	совершенно иными	1	1
475	самого себя	1	1
476	которые по	1	1
477	характера но	1	1
478	отношению к	4	1
479	это его	1	1
480	там где	1	1
481	вследствие которого	2	1
482	персонажей и	2	1
483	открывается как	1	1
484	в условиях	1	1
485	но это	3	1
486	и действия	1	1
487	отличается от	1	1
488	в чем	1	1
489	им в	1	1
490	но для	1	1
491	к другим	1	1
492	рассматривать как	1	1
493	себя с	2	1
494	ли в	1	1
495	именно это	1	1
496	по схеме	1	1
497	рассказа является	2	1
498	и состоит	2	1
499	формы и	1	1
500	которая в	2	1
501	содержание и	1	1
502	совершенно иной	1	1
503	но об	1	1
504	решающую роль	1	1
505	и ни	1	1
506	на языке	2	1
507	будто бы	1	1
508	мы ничего	1	1
509	по самой	1	1
510	или не	1	1
511	же в	1	1
512	человека не	1	1
513	в новый	1	1
514	жизни в	3	1
515	а о	1	1
516	с ней	2	1
517	не быть	1	1
518	речи и	1	1
519	равно как	1	1
520	их с	1	1
521	внимания к	1	1
522	на практике	1	1
