N	2gram	Tiupa_Disk_1	Komedia
170	и на	5	2
171	во всех	5	2
172	он говорит	1	2
173	конечном счете	1	2
174	отличие от	5	2
175	за пределы	2	2
176	что они	1	2
177	как в	10	2
178	стороны и	2	2
179	в известной	1	2
180	что касается	2	2
181	целый ряд	2	2
182	в результате	1	2
183	всего лишь	1	2
184	не приходится	2	2
185	текста не	2	2
186	на его	4	2
187	состоит в	9	2
188	кто из	1	2
189	в силу	5	2
190	человека в	2	2
191	исходя из	2	2
192	в мире	1	2
193	не с	3	2
194	а как	1	2
195	с другими	1	2
196	это не	3	2
197	который по	1	2
198	не мог	1	2
199	в г	2	2
200	и без	2	2
201	в котором	5	2
202	в их	5	2
203	начиная от	1	2
204	в одном	2	2
205	что с	2	2
206	вплоть до	1	2
207	дело не	2	2
208	в основе	7	2
209	к концу	1	2
210	с участием	1	2
211	в области	1	2
212	одним из	2	2
213	известной степени	2	2
214	ли не	3	2
215	все еще	1	2
216	отказаться от	1	2
217	если же	1	2
218	и это	1	2
219	как мы	2	2
220	и о	4	2
221	в виду	2	2
222	здесь не	1	2
223	роль в	7	2
224	особый интерес	1	2
225	наряду с	1	2
226	в эпоху	5	2
227	от своей	1	2
228	а также	8	2
229	в другом	2	2
230	аналогии с	1	2
231	и во	2	2
232	в конечном	1	2
233	между тем	4	2
234	не как	4	2
235	могло быть	1	2
236	трагедии и	1	2
237	по мнению	1	2
238	и ее	2	2
239	в качестве	34	2
240	уже в	2	2
241	нового времени	1	2
242	за ним	1	2
243	от отца	1	2
244	при всей	3	2
245	этом отношении	1	2
246	в отношениях	1	2
247	от того	1	2
248	к одной	1	2
249	представляют собой	1	2
250	себя и	1	2
251	не было	7	2
252	а сам	2	2
253	ближе к	1	2
254	до этого	1	2
255	его на	1	2
256	в пределах	2	2
257	не могут	1	2
258	для обозначения	3	2
259	для понимания	2	2
260	этом случае	1	2
261	о его	1	2
262	при всем	1	2
263	и все	2	2
264	не будет	1	2
265	а о	2	2
266	другой стороны	3	2
267	в свое	1	2
268	в своих	3	2
269	это в	2	2
270	в таком	1	2
271	же словом	1	1
272	например в	2	1
273	чтобы не	1	1
274	сын и	1	1
275	всего это	1	1
276	представлял собой	1	1
277	в первом	3	1
278	к другому	2	1
279	и до	1	1
280	видеть в	1	1
281	и должен	1	1
282	мы имеем	2	1
283	и само	1	1
284	вопрос о	1	1
285	проблематики в	1	1
286	принадлежит к	1	1
287	требует от	1	1
288	я не	1	1
289	в изложении	1	1
290	не сводится	3	1
291	они были	1	1
292	ему в	2	1
293	первого и	2	1
294	в большинстве	1	1
295	он сам	1	1
296	отождествляет с	1	1
297	не был	1	1
298	говоря уже	2	1
299	взгляде на	1	1
300	я на	1	1
301	в чем	1	1
302	и главное	1	1
303	нем только	1	1
304	но не	11	1
305	но как	2	1
306	и всякий	1	1
307	в сторону	4	1
308	если в	1	1
309	должны были	1	1
310	очевидно что	1	1
311	себе и	1	1
312	действительности а	1	1
313	событий а	2	1
314	в е	2	1
315	к точке	1	1
316	в истории	4	1
317	в одной	3	1
318	независимо от	1	1
319	по содержанию	1	1
320	как к	2	1
321	из вас	1	1
322	перед нами	3	1
323	на земле	1	1
324	как уже	3	1
325	и как	6	1
326	литературного жанра	2	1
327	к числу	1	1
328	более или	2	1
329	в действительности	3	1
330	лицу с	1	1
331	от этого	1	1
332	из жизни	3	1
333	общение с	1	1
334	монолог в	1	1
335	в нашем	1	1
336	из этих	1	1
337	не уступает	1	1
338	право на	1	1
339	значение так	1	1
340	и те	1	1
341	в случае	1	1
342	свою принадлежность	1	1
343	человек не	1	1
344	по крайней	2	1
345	по-видимому в	1	1
346	в разработке	1	1
347	и пришел	1	1
348	в первую	1	1
349	в понимании	1	1
350	данной главы	1	1
351	не являются	1	1
352	к одному	1	1
353	не к	1	1
354	уже говорилось	1	1
355	том чтобы	2	1
356	здесь между	1	1
357	нашего времени	1	1
358	чем она	1	1
359	картины мира	1	1
360	принадлежат к	3	1
361	на этом	2	1
362	имевшие место	1	1
363	в каждом	2	1
364	то чтобы	1	1
365	поскольку все	1	1
366	есть все	1	1
367	значение в	1	1
368	той же	1	1
369	себя не	1	1
370	это было	2	1
371	а позднее	2	1
372	приходит в	1	1
373	и тем	2	1
374	чаще всего	1	1
375	на сцене	2	1
376	его и	1	1
377	существенно меняет	1	1
378	для них	1	1
379	же образом	1	1
380	соответствии с	2	1
381	для своего	2	1
382	со своими	1	1
383	не всегда	2	1
384	представляет себе	2	1
385	с еще	1	1
386	богами и	1	1
387	таким же	1	1
388	с присущими	1	1
389	это делает	1	1
390	человеком и	1	1
391	не столько	1	1
392	не от	2	1
393	в отличие	5	1
394	жанра в	4	1
395	недавнее время	1	1
396	образом и	1	1
397	которые в	1	1
398	том и	1	1
399	и вся	1	1
400	хорошо знали	1	1
401	же сам	1	1
402	в трактовке	1	1
403	как можно	1	1
404	виду что	1	1
405	свое время	1	1
406	то чего	1	1
407	текста и	2	1
408	и притом	1	1
409	древнегреческий поэт	1	1
410	и далеко	1	1
411	которого и	1	1
412	не могло	2	1
413	и по	2	1
414	по своей	11	1
415	во всем	1	1
416	годов в	1	1
417	и теперь	1	1
418	одному и	1	1
419	которое не	1	1
420	что на	1	1
421	это новое	1	1
422	явно не	1	1
423	точке зрения	1	1
424	уже о	2	1
425	жизни которая	1	1
426	выход из	1	1
427	могут быть	4	1
428	числе и	2	1
429	всего в	1	1
430	характеризует как	1	1
431	указывает на	2	1
432	мой взгляд	2	1
433	но сама	1	1
434	о них	1	1
435	однако по	1	1
436	подобно тому	2	1
437	и сами	1	1
438	используется в	1	1
439	здесь также	1	1
440	и от	1	1
441	не принадлежащими	1	1
442	в себя	5	1
443	и может	1	1
444	обращаясь к	1	1
445	те же	1	1
446	времени и	3	1
447	особенно в	1	1
448	живет в	1	1
449	мог бы	1	1
450	к его	2	1
451	своему происхождению	2	1
452	строго говоря	2	1
453	из одного	1	1
454	тем чем	1	1
455	теперь и	1	1
456	быть ни	1	1
457	сводится к	5	1
458	то они	1	1
459	на что	1	1
460	все их	1	1
461	основе своей	2	1
462	там же	1	1
463	нас в	1	1
464	восходит к	1	1
465	первую очередь	1	1
466	она здесь	2	1
467	складывается из	1	1
468	во втором	4	1
469	vi в	1	1
470	крайней мере	2	1
471	вслед за	1	1
472	в греческой	2	1
473	в середине	1	1
474	сказать и	2	1
475	своей природе	2	1
476	не требует	1	1
477	что здесь	1	1
478	ни к	6	1
479	доступна только	1	1
480	он стал	1	1
481	в ситуации	3	1
482	только в	7	1
483	из сторон	1	1
484	необходимость такой	1	1
485	непосредственно из	1	1
486	и кончая	1	1
487	на мой	2	1
488	со всеми	1	1
489	аналогичным образом	1	1
490	события и	1	1
491	с двумя	1	1
492	в построении	2	1
493	мысли что	1	1
494	только на	1	1
495	а напротив	1	1
496	в нашей	1	1
497	принадлежащих к	2	1
498	и других	1	1
499	сходятся в	1	1
500	к своим	1	1
501	к мысли	2	1
502	и их	1	1
503	в новом	2	1
504	в прошлом	1	1
505	речи что	1	1
506	в современном	2	1
507	может служить	1	1
508	как его	2	1
509	не случайно	1	1
510	следует понимать	1	1
511	следует признать	2	1
512	принадлежность к	1	1
513	из двух	2	1
514	выходит за	1	1
515	оценки но	1	1
516	что человек	1	1
517	них в	2	1
518	стороны он	1	1
519	а именно	1	1
520	не наделен	1	1
521	уходит в	1	1
522	с той	1	1
523	чем он	2	1
524	этому времени	1	1
525	было и	1	1
526	а с	5	1
527	то при	1	1
528	из наиболее	2	1
529	говорит о	1	1
530	в соответствии	2	1
531	текста это	1	1
532	на которых	1	1
533	отношения в	1	1
534	не на	1	1
535	однако и	2	1
536	событие о	1	1
537	в слове	1	1
538	в изучении	1	1
539	брат и	1	1
540	действия в	1	1
541	приходит на	1	1
542	было в	2	1
543	ближе всего	1	1
544	или на	3	1
545	он уже	1	1
546	и потому	3	1
547	впрочем не	1	1
548	не удается	1	1
549	из уст	2	1
550	лицом к	1	1
551	такого рода	4	1
552	одновременно с	2	1
553	тому как	3	1
554	в тех	2	1
555	быть только	1	1
556	да и	1	1
557	можно принять	1	1
558	своего времени	2	1
559	и отсутствие	1	1
560	что служит	1	1
561	и тому	1	1
562	можно сказать	5	1
563	в основном	1	1
564	в смысле	1	1
565	писал в	1	1
566	под названием	1	1
567	многие из	1	1
568	текстов не	1	1
569	войти в	1	1
570	произойти в	1	1
571	котором он	2	1
572	или в	2	1
573	о котором	2	1
574	это как	1	1
575	своей собственной	2	1
576	а к	1	1
577	в голову	1	1
578	отличаются от	1	1
579	себя самого	1	1
580	или менее	2	1
581	у них	1	1
582	в этих	1	1
583	мог быть	3	1
584	превратился в	1	1
585	актеров то	1	1
586	хотя в	2	1
587	бы на	1	1
588	отношении к	1	1
589	к лицу	1	1
590	жизни в	2	1
591	сведения о	1	1
592	с ней	1	1
593	не говоря	2	1
594	на смену	3	1
595	сказать что	3	1
596	понимать как	1	1
597	они принадлежат	1	1
598	на своем	1	1
599	том числе	2	1
600	они не	2	1
