N	2gram	Tiupa_Narr_2	Literetu
153	того же	1	2
154	неклассической художественности	1	2
155	как мы	1	2
156	вопрос о	1	2
157	не вполне	2	2
158	на себя	1	2
159	я не	5	2
160	мы и	1	2
161	время в	1	2
162	не могу	2	2
163	во всех	1	2
164	теперь как	2	2
165	отношение к	1	2
166	без другого	1	2
167	стороны и	1	2
168	все же	6	2
169	когда он	1	2
170	могли бы	2	2
171	я к	1	2
172	не знает	1	2
173	так или	1	2
174	представляет собой	16	2
175	большей части	3	2
176	раз в	2	2
177	им в	1	2
178	особое место	3	2
179	на то	2	2
180	в случае	2	2
181	вследствие этого	2	2
182	в нем	5	2
183	о которой	3	2
184	в первой	1	2
185	на жизнь	1	2
186	подобно тому	2	2
187	и с	1	2
188	было бы	2	2
189	и даже	3	2
190	той или	3	2
191	далеко не	5	2
192	со своими	2	2
193	не всегда	1	2
194	несмотря на	2	2
195	еще раз	1	2
196	от себя	1	2
197	всякий раз	2	2
198	об отсутствии	1	2
199	и другого	2	2
200	вплоть до	1	2
201	быть может	2	2
202	в конце	4	2
203	автора и	1	2
204	между людьми	1	2
205	не менее	4	2
206	одновременно со	1	2
207	в принципе	2	2
208	мы были	1	2
209	с которой	1	2
210	художника и	1	2
211	как о	2	2
212	того чтобы	3	2
213	текста и	2	2
214	жизни не	1	2
215	как раз	3	2
216	а лишь	1	2
217	у нас	2	2
218	же самое	1	2
219	следует признать	4	2
220	и напротив	1	2
221	для себя	3	2
222	в ситуации	1	2
223	то она	1	2
224	и сам	3	2
225	что у	2	2
226	не с	1	2
227	во второй	2	2
228	мира и	3	2
229	если бы	4	2
230	о нем	3	2
231	из рассказа	1	2
232	мира а	1	2
233	можно сказать	6	2
234	его существования	1	2
235	что и	2	2
236	во всей	1	2
237	в лице	1	2
238	герой в	1	2
239	но с	1	2
240	здесь не	2	2
241	с ними	3	2
242	субъекта в	1	2
243	собой но	1	2
244	со всеми	2	2
245	связи с	1	2
246	для него	4	2
247	человеческого присутствия	1	2
248	собственного я	2	2
249	тем что	1	2
250	для того	1	2
251	или иной	3	2
252	или иначе	2	2
253	бытия в	2	2
254	по большей	3	2
255	что не	1	2
256	не означает	1	2
257	если не	2	2
258	так же	2	2
259	и потому	1	2
260	xix века	1	2
261	к жизни	1	2
262	быть только	1	2
263	на свете	1	2
264	исходной ситуации	4	2
265	с этой	3	2
266	своей жизни	1	2
267	и адресата	2	2
268	один из	3	2
269	по аналогии	1	2
270	под знаком	1	2
271	читателя и	1	2
272	сознания и	1	2
273	но одновременно	2	2
274	что в	4	2
275	в каждой	2	2
276	внимание на	3	2
277	со второй	1	2
278	ментальный кризис	1	2
279	же в	4	2
280	не я	1	2
281	отношением к	1	2
282	в свою	2	2
283	жизни а	1	2
284	оно не	2	2
285	ее в	1	2
286	в своих	2	2
287	к этому	1	2
288	и т	2	1
289	в личностном	1	1
290	начинается с	1	1
291	с кем	1	1
292	в сердце	2	1
293	на самом	2	1
294	исходя из	1	1
295	это и	1	1
296	я напротив	1	1
297	путем не	1	1
298	между двумя	1	1
299	от самого	1	1
300	по преимуществу	1	1
301	из его	1	1
302	прошлое и	1	1
303	все те	2	1
304	с таким	2	1
305	века в	1	1
306	которое может	1	1
307	по его	2	1
308	всей ее	1	1
309	своего существования	1	1
310	нам открывается	1	1
311	собой как	1	1
312	это означает	1	1
313	исследования в	1	1
314	себя со	1	1
315	в последнем	1	1
316	говорить о	2	1
317	что иное	1	1
318	принадлежит к	1	1
319	жизненной позиции	1	1
320	местам и	1	1
321	к началу	1	1
322	но напротив	1	1
323	пространство и	2	1
324	в причастности	1	1
325	и он	2	1
326	субъектов жизни	2	1
327	в ней	2	1
328	проявляется в	1	1
329	имя и	1	1
330	начало и	1	1
331	в xix	1	1
332	человеческого опыта	2	1
333	он сам	2	1
334	иное как	1	1
335	мысли и	1	1
336	быть в	1	1
337	в чем	2	1
338	как правило	3	1
339	весьма показательна	1	1
340	жизни []	1	1
341	с присущей	1	1
342	сознания не	1	1
343	конечном счете	3	1
344	очевидно что	1	1
345	человеческих отношений	1	1
346	нравственного выбора	1	1
347	не просто	1	1
348	формулирует главную	1	1
349	человеку и	1	1
350	за пределы	1	1
351	определяется не	1	1
352	в центре	2	1
353	первый взгляд	1	1
354	данный момент	1	1
355	встречи с	2	1
356	в своем	6	1
357	ней в	2	1
358	что касается	1	1
359	перед нами	4	1
360	не тождественна	1	1
361	сознания в	1	1
362	говорящего автора	1	1
363	для которой	1	1
364	более или	1	1
365	говорится в	1	1
366	с действительной	1	1
367	за собой	1	1
368	ситуации в	1	1
369	художника перед	1	1
370	жизни так	3	1
371	в нашем	2	1
372	бы не	1	1
373	т п	2	1
374	социального взаимодействия	1	1
375	ее как	1	1
376	как он	2	1
377	еще одна	1	1
378	за рамки	1	1
379	так сказать	3	1
380	в общении	1	1
381	мир но	1	1
382	взаимодействия трех	1	1
383	по словам	2	1
384	личностного бытия	1	1
385	тем не	5	1
386	он не	5	1
387	чтобы обрести	1	1
388	при виде	1	1
389	именно то	2	1
390	надежда на	1	1
391	в силу	4	1
392	жизнью и	2	1
393	силу своей	1	1
394	в акте	1	1
395	писал бахтин	1	1
396	и человеческого	1	1
397	когда на	1	1
398	людей и	1	1
399	слово есть	1	1
400	прежде чем	1	1
401	оно обладает	1	1
402	не бывает	1	1
403	угадывается в	1	1
404	встречаются и	1	1
405	плачут и	1	1
406	здесь мы	1	1
407	слова и	1	1
408	мы его	2	1
409	этом втором	1	1
410	и личного	2	1
411	а то	2	1
412	выражение и	1	1
413	уже достигнутой	1	1
414	должны ее	1	1
415	с позиций	1	1
416	его не	1	1
417	вопрос как	1	1
418	который и	1	1
419	с прошлым	1	1
420	всю свою	1	1
421	матери и	1	1
422	звучат не	1	1
423	в воспринимающем	1	1
424	дискурса о	1	1
425	откровения в	1	1
426	литературного произведения	1	1
427	в самую	2	1
428	словесного творчества	1	1
429	и уже	4	1
430	здесь всего	1	1
431	и читателем	1	1
432	жизни но	1	1
433	интерсубъективной реальностью	1	1
434	ведет к	2	1
435	на этот	1	1
436	этом в	1	1
437	и того	3	1
438	и конец	1	1
439	только тем	1	1
440	на первый	1	1
441	о ком	1	1
442	во время	2	1
443	что создает	1	1
444	трех говорящего	1	1
445	в ходе	1	1
446	она сама	1	1
447	стремится в	1	1
448	вспять к	1	1
449	теперь эта	1	1
450	оставаться самим	1	1
451	не столько	5	1
452	не к	4	1
453	жизни с	2	1
454	духовной реальности	1	1
455	своей не	1	1
456	впадая в	1	1
457	но это	2	1
458	другом и	1	1
459	но он	2	1
460	что было	1	1
461	жизни других	1	1
462	героя где	1	1
463	действительной жизнью	1	1
464	вовсе не	2	1
465	личность в	1	1
466	тому что	3	1
467	его внутреннего	1	1
468	в отношении	1	1
469	она не	1	1
470	извне и	1	1
471	при всей	4	1
472	говорят героя	1	1
473	чтобы в	2	1
474	и притом	1	1
475	организатор коммуникативного	1	1
476	в процессе	2	1
477	и внутренней	2	1
478	в единство	1	1
479	только не	2	1
480	не имеет	2	1
481	с нами	1	1
482	присутствие в	2	1
483	всей жизни	1	1
484	на мой	1	1
485	принципиальная особенность	3	1
486	и теперь	1	1
487	не по	1	1
488	в будущем	2	1
489	в действительности	1	1
490	к той	1	1
491	у меня	2	1
492	свое собственное	1	1
493	xx века	1	1
494	для личности	1	1
495	как только	1	1
496	сходство с	1	1
497	в событии	1	1
498	отсутствии у	1	1
499	того о	1	1
500	чем говорят	1	1
501	чтобы стать	1	1
502	в театре	1	1
503	говорит сам	1	1
504	и о	1	1
505	более не	1	1
506	но по	1	1
507	в виду	1	1
508	но при	4	1
509	без воскресения	1	1
510	события как	1	1
511	и от	1	1
512	эти столь	1	1
513	языка и	1	1
514	шла речь	1	1
515	по сути	1	1
516	имела место	1	1
517	читателя в	4	1
518	на том	3	1
519	природе своей	1	1
520	с собой	1	1
521	времени и	4	1
522	было в	1	1
523	и прочих	1	1
524	здесь нет	1	1
525	участия в	2	1
526	и потому-то	1	1
527	в чужом	1	1
528	продукт социального	1	1
529	том как	2	1
530	как ему	1	1
531	жизнь и	1	1
532	и внешней	1	1
533	лишь то	1	1
534	из точки	1	1
535	о ней	3	1
536	уже никто	1	1
537	тех кто	1	1
538	и т.д	4	1
539	столь же	2	1
540	говорит об	1	1
541	но мы	1	1
542	коммуникативного поведения	3	1
543	дискурс в	2	1
544	такова что	1	1
545	диаметрально противоположны	1	1
546	с того	1	1
547	человеческие отношения	1	1
548	от классического	1	1
549	доктора живаго	1	1
550	как было	2	1
551	аналогии с	1	1
552	времени в	1	1
553	такая позиция	1	1
554	в конечном	3	1
555	а во	2	1
556	не найдя	1	1
557	на нее	1	1
558	восходит к	2	1
559	собственно говоря	2	1
560	по слову	3	1
561	в толпе	1	1
562	не со	1	1
563	возникает и	1	1
564	в ряд	1	1
565	эти два	2	1
566	принадлежности к	2	1
567	бы в	2	1
568	чем и	1	1
569	в бытовой	1	1
570	них в	1	1
571	также в	1	1
572	и иных	1	1
573	человека как	1	1
574	и она	1	1
575	в литературе	4	1
576	к нему	1	1
577	людей а	1	1
578	наиболее существенных	1	1
579	в двух	1	1
580	всем своим	1	1
581	среди других	1	1
582	одной из	1	1
583	и представляет	3	1
584	с каждым	1	1
585	будто бы	1	1
586	к их	1	1
587	обращаться к	1	1
588	может оказаться	2	1
589	являет собой	1	1
590	героя словно	1	1
591	по мнению	1	1
592	уже шла	1	1
593	только часть	1	1
594	с читателем	1	1
595	именно на	1	1
596	так что	1	1
597	этой системе	1	1
598	есть в	1	1
599	изнутри своего	1	1
600	и у	4	1
601	то и	3	1
602	и продукт	1	1
603	в итоге	3	1
604	невозможно быть	1	1
605	на протяжении	5	1
606	или даже	3	1
607	по выражению	1	1
608	две другие	1	1
609	моей души	1	1
610	свой собственный	1	1
611	и их	1	1
612	в прозе	1	1
613	в котором	5	1
614	адресата и	1	1
615	границ их	1	1
616	у него	6	1
617	связано с	1	1
618	нашего восприятия	1	1
619	ему казалось	2	1
620	соотносится с	1	1
621	превращается в	2	1
622	легко можно	1	1
623	в текстах	1	1
624	внутреннего мира	1	1
625	где в	1	1
626	обращением к	1	1
627	только на	2	1
628	центрального героя	1	1
629	нужно было	1	1
630	для художника	1	1
631	даже не	1	1
632	не ведая	1	1
633	как сам	1	1
634	в обращении	1	1
635	есть не	1	1
636	если говорить	1	1
637	что они	3	1
638	очевидным образом	2	1
639	ком или	1	1
640	я был	1	1
641	в психологии	1	1
642	в ряде	1	1
643	чем он	1	1
644	и быть	1	1
645	это все	1	1
646	а с	2	1
647	или о	1	1
648	фундаментальной для	1	1
649	обратиться к	2	1
650	ничем не	1	1
651	к человеку	1	1
652	только по	2	1
653	иначе в	1	1
654	из наиболее	2	1
655	не на	1	1
656	однако его	1	1
657	у такого	1	1
658	человек есть	1	1
659	перекликается с	2	1
660	картин мира	1	1
661	художественного целого	1	1
662	в связи	1	1
663	которого не	1	1
664	на фоне	2	1
665	внимания к	1	1
666	некоторые из	1	1
667	текста в	1	1
668	функционирующего в	1	1
669	в историю	1	1
670	в человеке	1	1
671	к своему	2	1
672	мертвые знаки	1	1
673	в художественных	1	1
674	пространство в	1	1
675	в той	5	1
676	есть только	1	1
677	в точке	1	1
678	не наиболее	1	1
679	воспринимающем сознании	1	1
680	предполагает в	1	1
681	ли не	1	1
682	за которым	2	1
683	явлениям жизни	1	1
684	всякое коммуникативное	1	1
685	события а	1	1
686	все это	1	1
687	этом и	1	1
688	есть выражение	1	1
689	к другим	1	1
690	чем дело	1	1
691	например мы	3	1
692	и более	2	1
693	мой взгляд	1	1
694	героини и	2	1
695	реалистическим романом	1	1
696	потому не	2	1
697	опоры в	1	1
698	личного бытия	2	1
699	жизненное поведение	1	1
700	о котором	3	1
701	не впадая	1	1
702	человек и	1	1
703	в другое	1	1
704	свидетельствует о	4	1
705	себя самого	1	1
706	для нас	2	1
707	или менее	1	1
708	к цели	1	1
709	и все	4	1
710	в этих	1	1
711	еще более	1	1
712	движущей силой	1	1
713	не должен	2	1
714	повествование о	1	1
715	времени все	1	1
716	из существеннейших	1	1
717	хотя бы	2	1
718	жизнь свою	1	1
719	человека не	1	1
720	в заключительном	1	1
721	себе и	2	1
722	в общем	1	1
723	к ее	1	1
724	границу между	1	1
725	может и	1	1
726	мыслит себя	1	1
727	которая на	1	1
728	героя и	2	1
729	картину мира	2	1
730	две стороны	1	1
731	сказать что	3	1
732	на другом	1	1
733	оказывается можно	1	1
734	к его	3	1
735	не что	1	1
736	бы его	1	1
737	из этого	1	1
738	в концовке	2	1
739	себе но	1	1
740	и состоит	2	1
741	в таком	3	1
742	он однако	1	1
743	сознания адресата	2	1
744	небо и	1	1
745	у людей	1	1
746	который не	1	1
747	этой точки	1	1
748	они не	2	1
749	которая не	2	1
