N	2gram	Tiupa_Hudo_1	Marksizm
119	речь в	1	4
120	в душе	8	4
121	как раз	3	4
122	к пониманию	1	4
123	бы в	1	4
124	то что	4	4
125	сказать что	4	4
126	таком случае	1	3
127	и то	4	3
128	в котором	1	3
129	исходит из	1	3
130	еще не	3	3
131	столь же	1	3
132	в ее	5	3
133	для других	1	3
134	как такой	1	3
135	отличие от	7	3
136	за пределы	2	3
137	в истории	1	3
138	перед нами	1	3
139	все эти	2	3
140	в этой	2	3
141	слово в	1	3
142	он не	4	3
143	не как	2	3
144	одно и	3	3
145	здесь мы	1	3
146	не будет	2	3
147	в другом	3	3
148	той же	1	3
149	с другими	4	3
150	по себе	2	3
151	в этих	3	3
152	в своей	5	3
153	в отличие	7	3
154	не имеет	1	3
155	в каком	2	3
156	у нас	1	3
157	языка в	4	3
158	могут быть	4	3
159	не есть	1	3
160	и это	2	3
161	значения и	2	3
162	на основе	2	3
163	о том	2	3
164	что и	2	3
165	одной из	2	3
166	в какой	2	3
167	вступить в	1	3
168	с одной	2	3
169	в качестве	24	3
170	так как	1	3
171	с другой	7	3
172	речи а	2	3
173	не было	1	3
174	одной стороны	2	3
175	языка не	1	3
176	как целого	1	3
177	для понимания	2	3
178	должно быть	1	3
179	и формы	1	3
180	и от	1	3
181	не существует	1	3
182	как система	2	3
183	в различных	1	3
184	а в	12	3
185	языкового сознания	1	3
186	отношения к	2	2
187	одним из	1	2
188	высказывание мы	1	2
189	принадлежит только	2	2
190	от своего	2	2
191	из всего	1	2
192	случае это	1	2
193	всех без	3	2
194	иное как	1	2
195	но как	2	2
196	дело обстоит	1	2
197	оно является	1	2
198	что они	1	2
199	в собственном	1	2
200	в одной	1	2
201	в своем	2	2
202	в противном	2	2
203	слово однако	1	2
204	вступает в	1	2
205	более или	5	2
206	что это	1	2
207	в нашем	2	2
208	бы не	1	2
209	данном контексте	2	2
210	тому же	1	2
211	высказывания не	2	2
212	т.е не	1	2
213	не следует	4	2
214	эта система	1	2
215	в узком	3	2
216	без исключения	4	2
217	одно слово	3	2
218	значительной степени	1	2
219	подход к	1	2
220	то есть	18	2
221	это было	1	2
222	делает его	2	2
223	в жизни	2	2
224	рядом с	1	2
225	далеко не	2	2
226	и потому	2	2
227	он и	1	2
228	перейдем к	1	2
229	или менее	5	2
230	место в	4	2
231	по крайней	1	2
232	на языке	2	2
233	его внешней	8	2
234	в коем	2	2
235	слова как	5	2
236	и является	1	2
237	внутренней и	2	2
238	настоящего времени	1	2
239	разрыв между	1	2
240	должен быть	1	2
241	и о	3	2
242	приводит к	5	2
243	не с	2	2
244	здесь как	1	2
245	все то	1	2
246	и даже	1	2
247	сводится к	7	2
248	из условий	1	2
249	в значительной	1	2
250	крайней мере	1	2
251	соединении с	2	2
252	эти последние	1	2
253	но не	11	2
254	коем случае	2	2
255	они могут	1	2
256	или же	1	2
257	себя в	7	2
258	языка а	1	2
259	свидетельствует о	1	2
260	но для	1	2
261	ведь это	1	2
262	у него	1	2
263	форм высказывания	2	2
264	тем что	1	2
265	внутреннего мира	2	2
266	в особенности	1	2
267	именно в	2	2
268	и прежде	1	2
269	а с	2	2
270	что не	1	2
271	противном случае	2	2
272	во внутренней	2	2
273	они не	1	2
274	не на	3	2
275	однако и	1	2
276	о чем	2	2
277	мы встречаем	1	2
278	вместе с	1	2
279	и особенно	2	2
280	к его	2	2
281	того или	3	2
282	является как	1	2
283	в более	1	2
284	в следующей	1	2
285	говорящего и	1	2
286	историческое становление	1	2
287	или в	2	2
288	имеет дело	1	2
289	себя самого	1	2
290	от него	1	2
291	и внешней	3	2
292	в системе	2	2
293	между ними	4	2
294	не знает	3	2
295	культуры как	1	2
296	или иного	3	2
297	жизни и	1	2
298	что в	6	2
299	можно говорить	1	1
300	также и	1	1
301	например в	3	1
302	для построения	1	1
303	как целому	1	1
304	человека и	1	1
305	то в	2	1
306	между двумя	2	1
307	конечно с	1	1
308	иметь место	1	1
309	не сделав	1	1
310	именно к	1	1
311	не была	1	1
312	является знаком	1	1
313	совпадает с	2	1
314	говорить о	3	1
315	что иное	1	1
316	из того	1	1
317	и со	1	1
318	которое в	1	1
319	как впрочем	1	1
320	языковом сознании	1	1
321	подчеркнуть что	1	1
322	начало и	2	1
323	структура его	1	1
324	между собой	2	1
325	определенное значение	1	1
326	время в	1	1
327	что его	1	1
328	является таким	1	1
329	литературы или	1	1
330	из этих	3	1
331	даже вовсе	1	1
332	а только	4	1
333	только при	1	1
334	не все	2	1
335	группы или	1	1
336	при условии	2	1
337	вступают в	1	1
338	а через	1	1
339	друг от	1	1
340	или иное	1	1
341	и я	1	1
342	в центре	1	1
343	и соответствующих	1	1
344	как в	2	1
345	данный момент	2	1
346	высказывания мы	1	1
347	в художественном	4	1
348	что приводит	1	1
349	языкового знака	2	1
350	и где	1	1
351	чего нет	1	1
352	могли бы	1	1
353	высказывание есть	1	1
354	звука и	1	1
355	которого только	1	1
356	искусство и	1	1
357	добро и	1	1
358	для которого	2	1
359	сливается с	1	1
360	к чему	1	1
361	в которой	2	1
362	как это	5	1
363	всякое понимание	1	1
364	так или	3	1
365	у каждого	1	1
366	с их	2	1
367	ее как	1	1
368	не могла	1	1
369	с языком	3	1
370	что она	2	1
371	в статье	1	1
372	весьма сложного	1	1
373	и синтаксические	1	1
374	и читателя	1	1
375	художественного высказывания	2	1
376	в силу	1	1
377	можно назвать	1	1
378	высказывание принадлежит	1	1
379	бы они	1	1
380	в каждом	1	1
381	ни были	1	1
382	этой внутренней	1	1
383	также является	1	1
384	не сможет	1	1
385	со всеми	1	1
386	сознание не	1	1
387	входит в	4	1
388	заключается в	2	1
389	не совпадает	1	1
390	и последовательное	1	1
391	к миру	1	1
392	национальный язык	1	1
393	к области	3	1
394	однако при	3	1
395	в них	2	1
396	нет в	1	1
397	внутреннее и	1	1
398	все это	2	1
399	и конец	2	1
400	места в	1	1
401	автором и	1	1
402	свою собственную	1	1
403	ее внутренней	1	1
404	или точнее	1	1
405	что такое	1	1
406	сочетании с	1	1
407	с толпой	1	1
408	заключать в	1	1
409	и помимо	1	1
410	мы конечно	1	1
411	только для	1	1
412	к предмету	1	1
413	не столько	3	1
414	себе а	1	1
415	от его	1	1
416	конечном счете	5	1
417	значение для	1	1
418	не менее	3	1
419	высказывания но	1	1
420	особого рода	5	1
421	ситуацией высказывания	1	1
422	но он	3	1
423	но во	2	1
424	друг другу	1	1
425	тем не	3	1
426	не могли	1	1
427	произведения в	1	1
428	их отношении	1	1
429	на один	1	1
430	есть деятельность	1	1
431	до известной	2	1
432	в русской	3	1
433	мышления и	1	1
434	и притом	3	1
435	текста но	1	1
436	и внутренней	1	1
437	но она	2	1
438	восприятия но	1	1
439	ясность и	1	1
440	но только	1	1
441	принадлежит к	3	1
442	в структуре	3	1
443	это еще	1	1
444	не могло	2	1
445	первое слово	1	1
446	однако если	2	1
447	и объективной	1	1
448	в самой	2	1
449	ему и	1	1
450	не принадлежит	2	1
451	в составе	1	1
452	не ее	1	1
453	и делает	1	1
454	в действительности	1	1
455	что можно	3	1
456	места для	1	1
457	поэтому не	1	1
458	искусства и	1	1
459	не могут	1	1
460	когда мы	1	1
461	что все	1	1
462	и такие	1	1
463	ли не	1	1
464	чем-то внешним	1	1
465	и развития	1	1
466	числе и	1	1
467	оно не	1	1
468	время они	1	1
469	этой своей	1	1
470	от друга	1	1
471	того времени	1	1
472	а язык	1	1
473	здесь не	2	1
474	речи ибо	1	1
475	языка лишь	1	1
476	они ни	1	1
477	то или	1	1
478	как знак	1	1
479	в себя	2	1
480	так в	4	1
481	организующая роль	1	1
482	роль в	1	1
483	иной форме	1	1
484	и сам	1	1
485	на нее	1	1
486	в индивидуальную	1	1
487	и религии	1	1
488	чему не	1	1
489	в сочетании	1	1
490	можно только	1	1
491	языке поэтому	1	1
492	к языку	1	1
493	с ним	2	1
494	такой разрыв	1	1
495	до нас	1	1
496	мысль о	1	1
497	ибо всякое	1	1
498	только и	1	1
499	национальные языки	1	1
500	ситуации и	1	1
501	знаков а	1	1
502	и поэтому	1	1
503	внимание на	1	1
504	и что	3	1
505	всеми теми	1	1
506	как ее	1	1
507	всех подобных	2	1
508	для говорящего	1	1
509	можно сказать	5	1
510	жизни если	1	1
511	этих двух	2	1
512	вопросу о	1	1
513	и авторской	1	1
514	мы понимаем	1	1
515	тем или	1	1
516	эта перемена	1	1
517	по типу	1	1
518	русской литературе	2	1
519	речевого целого	1	1
520	лишь путем	1	1
521	в конечном	5	1
522	на границах	1	1
523	эти два	1	1
524	понимание а	1	1
525	нуждается в	1	1
526	полноту и	1	1
527	формы построения	1	1
528	менее широком	1	1
529	во всей	3	1
530	утрачивает свою	1	1
531	в другой	1	1
532	не сводится	5	1
533	в динамике	1	1
534	с чужим	1	1
535	и мир	1	1
536	ни к	2	1
537	но с	1	1
538	знаков в	2	1
539	мы видим	1	1
540	тот же	1	1
541	дело с	1	1
542	языка на	1	1
543	может оказаться	2	1
544	впрочем и	1	1
545	место лишь	1	1
546	или его	1	1
547	язык а	1	1
548	тот или	2	1
549	с которыми	1	1
550	так что	1	1
551	же и	1	1
552	есть в	2	1
553	и др	2	1
554	оказывается в	3	1
555	уже не	4	1
556	же в	1	1
557	сознание как	1	1
558	если в	1	1
559	смысла в	1	1
560	смысл слова	1	1
561	не дает	1	1
562	или даже	3	1
563	автора в	1	1
564	дает ему	1	1
565	из них	1	1
566	в высказывании	1	1
567	одно из	2	1
568	речи может	1	1
569	себе в	1	1
570	говорить об	1	1
571	в одном	2	1
572	у нее	1	1
573	ее не	1	1
574	к ним	1	1
575	случае не	2	1
576	в широком	1	1
577	но из	1	1
578	лишь для	1	1
579	имеет значение	1	1
580	единый смысл	1	1
581	другого в	1	1
582	языка могут	2	1
583	нам уже	1	1
584	со стороны	2	1
585	в данный	2	1
586	между которыми	1	1
587	другим и	2	1
588	или иначе	4	1
589	связаны с	1	1
590	к нашему	2	1
591	утратит свою	1	1
592	внешней речи	2	1
593	а именно	2	1
594	ему не	1	1
595	к которому	4	1
596	соответствии с	1	1
597	с той	1	1
598	еще и	1	1
599	на которые	1	1
600	себя и	2	1
601	больше и	1	1
602	говорит о	1	1
603	равной степени	2	1
604	к более	2	1
605	в соответствии	1	1
606	превращается в	2	1
607	смысла и	1	1
608	а на	5	1
609	литературное произведение	1	1
610	из наиболее	1	1
611	другой стороны	5	1
612	его как	1	1
613	как ни	1	1
614	дело в	1	1
615	если не	1	1
616	как элемент	1	1
617	здесь именно	1	1
618	на фоне	1	1
619	мы говорим	1	1
620	этих случаях	1	1
621	он говорит	1	1
622	к жизни	2	1
623	в художественных	1	1
624	для обозначения	1	1
625	высказывания с	1	1
626	статье о	1	1
627	когда же	1	1
628	этот язык	1	1
629	и формируются	1	1
630	быть не	1	1
631	в это	1	1
632	сказать не	1	1
633	этом случае	1	1
634	и другим	1	1
635	быть признано	1	1
636	в условиях	1	1
637	в целом	3	1
638	на которой	1	1
639	форме определенной	1	1
640	и зло	1	1
641	к вопросу	1	1
642	каждой из	1	1
643	и внешнего	1	1
644	известной степени	3	1
645	что ж	1	1
646	не подлежит	1	1
647	структуре высказывания	1	1
648	соответствующих форм	1	1
649	о котором	1	1
650	хотя и	3	1
651	у достоевского	1	1
652	из своего	1	1
653	и существенно	2	1
654	с формой	1	1
655	зрения в	1	1
656	потому что	3	1
657	все они	1	1
658	в равной	2	1
659	на части	1	1
660	речь о	1	1
661	себе никакого	1	1
662	жизни в	2	1
663	нам не	1	1
664	стороны бытия	1	1
665	героя и	5	1
666	данном отношении	1	1
667	не сами	2	1
668	не что	1	1
669	данном высказывании	1	1
670	это и	1	1
671	из этого	2	1
672	или иным	3	1
673	речи как	1	1
674	ее в	2	1
675	и другие	2	1
676	по поводу	1	1
677	том числе	2	1
