N	2gram	Tiupa_Narr_2	Myslijsy
490	каком она	1	1
491	времени в	1	1
492	мы делаем	1	1
493	в мозгу	1	1
494	всегда может	1	1
495	которой было	1	1
496	в ряд	1	1
497	на одном	2	1
498	в глазах	4	1
499	я вижу	1	1
500	иначе в	1	1
501	ее как	1	1
502	может иметь	1	1
503	к нему	1	1
504	течении жизни	1	1
505	но с	1	1
506	оно и	1	1
507	время когда	1	1
508	дело с	2	1
509	для себя	3	1
510	и быть	1	1
511	как нечто	1	1
512	к их	1	1
513	обращаться к	1	1
514	бы его	1	1
515	по мнению	1	1
516	их жизни	1	1
517	не остаются	1	1
518	именно на	1	1
519	со всеми	2	1
520	в большинстве	1	1
521	правда мы	1	1
522	большинстве случаев	1	1
523	он имеет	1	1
524	свой собственный	1	1
525	никто не	1	1
526	представить себе	3	1
527	могло бы	2	1
528	как произойдет	1	1
529	не для	1	1
530	содержание и	1	1
531	давно уже	2	1
532	нашем сознании	1	1
533	к человеку	1	1
534	не о	1	1
535	может служить	2	1
536	только с	1	1
537	каждый из	1	1
538	каждого слова	1	1
539	то а	1	1
540	следует признать	4	1
541	они становятся	1	1
542	на иных	1	1
543	бы это	1	1
544	на стороне	2	1
545	этом будет	1	1
546	в другой	1	1
547	с другим	2	1
548	мы привыкли	1	1
549	однако что	1	1
550	что человек	1	1
551	именно в	2	1
552	а именно	1	1
553	мысли с	1	1
554	во второй	2	1
555	по всей	1	1
556	тем для	1	1
557	ей не	1	1
558	его как	1	1
559	нашего сознания	1	1
560	когда же	2	1
561	за нею	1	1
562	то она	1	1
563	виде в	1	1
564	не видит	1	1
565	уже давно	1	1
566	все то	2	1
567	с какою	1	1
568	два человека	1	1
569	и ограничивается	1	1
570	некоторые из	1	1
571	же с	1	1
572	например когда	1	1
573	к своему	2	1
574	видит в	2	1
575	сравнению с	1	1
576	в течение	2	1
577	в той	5	1
578	с точкой	1	1
579	что же	1	1
580	а потом	2	1
581	и вполне	1	1
582	в первой	1	1
583	многих других	1	1
584	с этой	3	1
585	и о	1	1
586	той мере	2	1
587	чтобы сделать	1	1
588	этом и	1	1
589	ни для	2	1
590	но для	2	1
591	между собой	3	1
592	сходство с	1	1
593	его внутренняя	1	1
594	мой взгляд	1	1
595	нам более	1	1
596	том виде	1	1
597	человек и	1	1
598	не встречается	1	1
599	собственно говоря	2	1
600	было на	1	1
601	тем более	2	1
602	которой следует	1	1
603	что касается	1	1
604	мог быть	1	1
605	как показывает	2	1
606	бы на	2	1
607	не я	1	1
608	к ее	1	1
609	вопрос как	1	1
610	нем самом	1	1
611	его к	1	1
612	может и	1	1
613	две стороны	1	1
614	в последнем	1	1
615	который не	1	1
616	и представления	1	1
617	время не	1	1
618	просто не	1	1
619	жизни и	4	1
620	это так	1	1
621	ее в	1	1
622	в своих	2	1
623	внутреннее состояние	1	1
624	от которой	1	1
625	в процессе	2	1
626	этой точки	1	1
