N	2gram	Bakhtin_Fr_4	Otkroven
241	указывали на	1	1
242	том случае	1	1
243	его принадлежности	1	1
244	и даже	3	1
245	со стороны	2	1
246	интерес к	1	1
247	с вопросом	1	1
248	к счастью	1	1
249	в жизни	2	1
250	в это	1	1
251	в бытовом	1	1
252	говорит о	1	1
253	в них	7	1
254	этого слова	1	1
255	все насыщено	1	1
256	а с	1	1
257	был в	1	1
258	на этот	1	1
259	и слабые	1	1
260	и самый	1	1
261	человек в	1	1
262	о чем	2	1
263	в мире	1	1
264	и тогда	1	1
265	под влиянием	1	1
266	мира в	1	1
267	он и	5	1
268	обстановка и	1	1
269	видели в	1	1
270	и тут	1	1
271	и без	1	1
272	эта тема	1	1
273	в котором	2	1
274	в строгом	1	1
275	он понимал	1	1
276	всего только	1	1
277	слишком много	1	1
278	смысле этого	1	1
279	мир и	2	1
280	есть на	1	1
281	страха и	1	1
282	тех которые	1	1
283	что было	1	1
284	в конце	9	1
285	бог у	1	1
286	как от	1	1
287	их было	2	1
288	для тех	1	1
289	в отношении	1	1
290	и здесь	3	1
291	но это	4	1
292	дело в	2	1
293	ближе к	1	1
294	со всей	1	1
295	не по	1	1
296	отрешиться от	1	1
297	не случайно	3	1
298	в пределе	3	1
299	в высшее	1	1
300	самой жизни	1	1
301	отправить к	1	1
302	в разных	3	1
303	к одной	1	1
304	и весь	1	1
305	один только	1	1
306	еще более	1	1
307	по своей	3	1
308	во всем	1	1
309	ведь этот	1	1
310	нужно отметить	3	1
311	как будто	2	1
312	и начинается	1	1
313	ведь все	1	1
314	всего мира	1	1
315	у нас	1	1
316	и эта	2	1
317	состоит из	1	1
318	но там	2	1
319	от всех	2	1
320	к его	1	1
321	и человеческих	1	1
322	ко всему	1	1
323	но оно	2	1
324	это конечно	2	1
325	особенно в	3	1
326	людей но	2	1
327	они всегда	1	1
328	жизни и	4	1
329	будто бы	1	1
330	бы он	1	1
331	конца до	1	1
332	случае если	1	1
333	они и	1	1
