N	2gram	Berdyaev_M_2	Literetu
177	тем что	3	2
178	за пределы	1	2
179	сознания для	1	2
180	превращается в	2	2
181	этого не	1	2
182	нет ничего	3	2
183	он один	1	2
184	тому как	2	2
185	не любил	1	2
186	можно было	2	2
187	своем я	1	2
188	своей собственной	1	2
189	для друга	2	2
190	все они	1	2
191	не есть	13	2
192	отношению к	2	2
193	ко всему	1	2
194	по поводу	1	2
195	которая не	1	2
196	которых не	1	1
197	и наказания	1	1
198	же как	3	1
199	о любви	1	1
200	на самом	1	1
201	только потому	1	1
202	перед лицом	1	1
203	между двумя	1	1
204	тайна в	1	1
205	к другому	3	1
206	достоевского в	2	1
207	проникает в	1	1
208	когда это	1	1
209	и за	2	1
210	есть не	5	1
211	мы не	1	1
212	преступления и	1	1
213	был по	1	1
214	вопрос о	6	1
215	не была	1	1
216	самоутверждения с	1	1
217	личности с	1	1
218	и он	11	1
219	в xix	1	1
220	и неизбежен	1	1
221	достоевского с	1	1
222	он был	9	1
223	он сам	6	1
224	быть в	1	1
225	и нигде	1	1
226	в чем	3	1
227	тем как	1	1
228	к которой	3	1
229	сознания не	1	1
230	отношение к	8	1
231	ту сторону	1	1
232	я только	1	1
233	что они	3	1
234	этом есть	1	1
235	обнаруживается что	1	1
236	народа как	2	1
237	которые могли	1	1
238	он переходит	1	1
239	в центре	2	1
240	его на	4	1
241	как к	2	1
242	он целиком	1	1
243	могли бы	1	1
244	и как	1	1
245	в сне	3	1
246	духа и	3	1
247	такой связи	1	1
248	есть ли	2	1
249	на какой	2	1
250	то в	2	1
251	со своей	1	1
252	в которой	2	1
253	как то	2	1
254	он в	3	1
255	в нашем	7	1
256	переходное состояние	1	1
257	право на	1	1
258	а напротив	1	1
259	и двух	1	1
260	говорят о	1	1
261	не приводит	1	1
262	в жертву	1	1
263	на то	1	1
264	он не	10	1
265	потребности в	1	1
266	эту тему	1	1
267	идеи и	3	1
268	к одному	1	1
269	и вот	5	1
270	и более	1	1
271	остается лишь	1	1
272	у пушкина	1	1
273	в плане	1	1
274	в борьбе	1	1
275	свобода которую	1	1
276	имя свободы	1	1
277	не бывает	3	1
278	но все	1	1
279	человека в	14	1
280	же пути	1	1
281	значительной степени	1	1
282	в каждом	3	1
283	и с	3	1
284	говорил что	1	1
285	его личности	1	1
286	из первых	1	1
287	в них	3	1
288	он же	3	1
289	человек который	4	1
290	в ее	1	1
291	с тем	1	1
292	а за	2	1
293	всю жизнь	3	1
294	не всегда	2	1
295	и уже	1	1
296	с такой	1	1
297	как угодно	1	1
298	должно быть	2	1
299	потому и	1	1
300	перед собой	1	1
301	в этих	2	1
302	во второй	1	1
303	в отношении	5	1
304	не от	2	1
305	в которых	1	1
306	тот кто	5	1
307	одном из	1	1
308	если бы	3	1
309	по ту	1	1
310	не могли	1	1
311	сходятся на	1	1
312	человека чем	1	1
313	есть всегда	1	1
314	что есть	2	1
315	а от	2	1
316	она не	8	1
317	человечества и	1	1
318	иной раз	1	1
319	как о	1	1
320	не имеет	4	1
321	тогда когда	2	1
322	нем же	1	1
323	у кого	1	1
324	со свободой	4	1
325	личности к	2	1
326	говорить о	1	1
327	отличное от	1	1
328	есть путь	2	1
329	во всякой	1	1
330	и всегда	3	1
331	к подлинному	1	1
332	и екатерины	2	1
333	как океан	1	1
334	к концу	1	1
335	сознанию но	1	1
336	xix веке	1	1
337	собственной личности	1	1
338	только с	3	1
339	уже и	1	1
340	достоевским в	3	1
341	перед ним	4	1
342	своего я	1	1
343	бог и	1	1
344	в момент	1	1
345	из глубины	2	1
346	искусства от	1	1
347	вл соловьев	1	1
348	отличается от	1	1
349	и другим	1	1
350	жизни это	4	1
351	быть назван	2	1
352	на вопрос	1	1
353	можно и	1	1
354	но по	1	1
355	людей в	2	1
356	средних веков	1	1
357	и от	3	1
358	не имеющим	1	1
359	мысль о	2	1
360	культуры и	1	1
361	как с	1	1
362	на нее	1	1
363	действительности это	1	1
364	на путь	4	1
365	с самим	3	1
366	мог бы	1	1
367	нарастания и	1	1
368	к тем	1	1
369	а все	1	1
370	от слияния	1	1
371	и первые	1	1
372	быть может	2	1
373	в эпоху	1	1
374	в словах	1	1
375	он остается	1	1
376	никогда и	1	1
377	и здесь	6	1
378	не был	2	1
379	и что	2	1
380	и который	1	1
381	в значительной	1	1
382	все в	1	1
383	как теперь	1	1
384	к нему	2	1
385	во всех	2	1
386	путь к	1	1
387	его эмпирической	1	1
388	и во	3	1
389	что же	2	1
390	и других	2	1
391	вслед за	1	1
392	достоевского это	1	1
393	наконец в	1	1
394	душа сама	1	1
395	к личности	1	1
396	интеллигенции и	1	1
397	из моментов	1	1
398	был загадкой	1	1
399	в жизнь	1	1
400	это приводит	1	1
401	как понять	1	1
402	жизни его	1	1
403	и народа	1	1
404	жизнь то	1	1
405	тот же	2	1
406	в какой	1	1
407	любовь есть	5	1
408	бы ни	1	1
409	она лишь	1	1
410	со всеми	1	1
411	в новых	2	1
412	своего собственного	1	1
413	человеческой личности	7	1
414	со своим	2	1
415	и у	1	1
416	не так	3	1
417	постановка проблемы	1	1
418	в котором	1	1
419	гибнет от	1	1
420	никто не	1	1
421	не для	3	1
422	так как	8	1
423	самосознания в	1	1
424	не о	2	1
425	отношении к	3	1
426	человек как	1	1
427	отдельного человека	1	1
428	новый завет	1	1
429	бы это	1	1
430	от страданий	1	1
431	любит и	2	1
432	истины о	1	1
433	в финале	1	1
434	во власти	6	1
435	что и	4	1
436	смысла жизни	1	1
437	до сих	3	1
438	хоть и	1	1
439	отсутствие у	1	1
440	каждый человек	1	1
441	а с	1	1
442	все творчество	2	1
443	человека у	1	1
444	себя и	3	1
445	слияния с	1	1
446	и политического	1	1
447	европы но	1	1
448	до конца	4	1
449	личности в	2	1
450	человек в	3	1
451	он становится	1	1
452	есть лишь	17	1
453	в творчестве	3	1
454	и если	2	1
455	в последней	2	1
456	глубине как	1	1
457	ни на	1	1
458	он уже	2	1
459	что легко	1	1
460	к своему	2	1
461	не знал	3	1
462	которым это	1	1
463	но сам	1	1
464	в той	1	1
465	и на	3	1
466	в чистом	1	1
467	на эту	1	1
468	бунт против	3	1
469	эту мысль	1	1
470	сам не	2	1
471	многих других	1	1
472	человека или	1	1
473	стремления к	1	1
474	не выходит	1	1
475	этот не	1	1
476	свободы в	1	1
477	человек лишь	1	1
478	той мере	1	1
479	сих пор	3	1
480	но для	2	1
481	уже было	1	1
482	которые были	1	1
483	боролся с	1	1
484	и ему	1	1
485	достоевского но	1	1
486	и искусства	1	1
487	сознания и	2	1
488	в силах	1	1
489	а к	1	1
490	и все	5	1
491	у них	4	1
492	ну и	1	1
493	только что	1	1
494	есть бог	2	1
495	могли быть	1	1
496	как человек	1	1
497	целый ряд	1	1
498	жизни в	3	1
499	в свою	4	1
500	между ними	1	1
501	ей форму	1	1
502	с ней	1	1
503	не знает	9	1
504	сказать что	3	1
505	была бы	1	1
506	от всех	1	1
507	свободы а	1	1
508	из этого	1	1
509	друга а	1	1
510	в действительности	2	1
511	но эти	1	1
512	к этой	1	1
513	друга как	1	1
514	вместе с	2	1
515	есть свобода	1	1
516	он лишь	2	1
517	к этому	1	1
518	все что	4	1
519	они не	4	1
520	к построению	1	1
