N	2gram	Propp_Isto_4	DiskursI
405	если бы	2	1
406	собой и	1	1
407	быту и	1	1
408	но здесь	1	1
409	то они	1	1
410	себя не	1	1
411	на что	1	1
412	как наиболее	1	1
413	нас в	1	1
414	к нему	6	1
415	вполне ясным	1	1
416	нет у	1	1
417	этом как	1	1
418	в саду	1	1
419	в середине	1	1
420	в сказаниях	1	1
421	а его	1	1
422	делает это	1	1
423	и мы	1	1
424	это приводит	3	1
425	по содержанию	1	1
426	герой в	3	1
427	что здесь	7	1
428	о двух	2	1
429	с ними	5	1
430	пришел к	1	1
431	сказка как	1	1
432	вступление в	1	1
433	и действительно	3	1
434	до нас	1	1
435	он уже	2	1
436	по мнению	1	1
437	или же	3	1
438	сказки в	1	1
439	отсылают к	1	1
440	эту связь	4	1
441	только при	1	1
442	одни и	1	1
443	чаще всего	1	1
444	с двумя	1	1
445	что сказка	1	1
446	не имеют	1	1
447	свою родину	1	1
448	в большинстве	1	1
449	только на	1	1
450	и сказкой	1	1
451	вернуться к	1	1
452	в нашей	1	1
453	то и	1	1
454	в виде	2	1
455	которых можно	4	1
456	если в	1	1
457	большинстве случаев	1	1
458	его и	2	1
459	но для	2	1
460	он имеет	1	1
461	очевидно что	1	1
462	к чему-то	1	1
463	и их	2	1
464	он весь	1	1
465	представлений о	2	1
466	и один	1	1
467	друг друга	1	1
468	мы можем	6	1
469	не случайно	2	1
470	как раз	1	1
471	представляют собой	4	1
472	момент в	1	1
473	представление о	1	1
474	но эти	1	1
475	в исторической	2	1
476	к рассмотрению	2	1
477	в области	2	1
478	до сих	5	1
479	а именно	3	1
480	лица в	1	1
481	уходит в	1	1
482	а впоследствии	2	1
483	с той	2	1
484	было бы	2	1
485	на которых	1	1
486	эту форму	1	1
487	его из	1	1
488	говорит о	2	1
489	выступает в	1	1
490	связано с	1	1
491	только по	1	1
492	текста это	1	1
493	бы назвать	1	1
494	ничем не	1	1
495	не на	3	1
496	сказка не	2	1
497	что так	1	1
498	объединены в	1	1
499	имеют к	1	1
500	на который	1	1
501	этом случае	3	1
502	в связи	2	1
503	действия в	1	1
504	на передний	1	1
505	с помощью	2	1
506	вместе с	6	1
507	до этого	1	1
508	превращения и	1	1
509	как это	3	1
510	он ее	2	1
511	из трех	3	1
512	в иных	1	1
513	неизбежной для	1	1
514	не удается	1	1
515	наряду с	3	1
516	восходят к	1	1
517	когда она	1	1
518	и другой	1	1
519	в современной	2	1
520	должно происходить	1	1
521	к чему	1	1
522	понимать как	1	1
523	этого слова	2	1
524	на языке	2	1
525	быть и	1	1
526	сих пор	5	1
527	в основном	1	1
528	как предмет	1	1
529	в чем	1	1
530	это явление	1	1
531	много позднее	1	1
532	это уже	2	1
533	случаях когда	3	1
534	указать на	3	1
535	в результате	1	1
536	вопрос о	4	1
537	которая в	1	1
538	а к	1	1
539	у них	1	1
540	здесь по	1	1
541	или нет	1	1
542	это он	2	1
543	от того	2	1
544	тем более	1	1
545	мы должны	5	1
546	в большей	1	1
547	по-видимому в	1	1
548	но это	3	1
549	превратился в	2	1
550	по ходу	1	1
551	исключительно в	1	1
552	или не	1	1
553	в мифе	2	1
554	здесь только	1	1
555	которых герой	1	1
556	цель и	1	1
557	не знает	1	1
558	как нечто	3	1
559	их с	1	1
560	легко заметить	1	1
561	в отдельности	2	1
562	на своем	1	1
563	в голову	1	1
564	собой лишь	1	1
565	и другие	3	1
566	из головы	1	1
567	по свидетельству	2	1
568	есть последнее	1	1
569	который не	1	1
570	им и	1	1
571	в роли	2	1
