N	2gram	Losev_Dial_2	Literetu
275	более и	2	1
276	сам же	1	1
277	однако не	1	1
278	перед нами	2	1
279	совершенно без	1	1
280	мы можем	1	1
281	и слова	3	1
282	и как	10	1
283	на нас	1	1
284	привносит в	1	1
285	если брать	2	1
286	духа и	1	1
287	для которой	1	1
288	не мне	1	1
289	в противоположность	2	1
290	есть ли	5	1
291	то в	1	1
292	еще на	2	1
293	себе как	3	1
294	в которой	2	1
295	он в	1	1
296	если мы	2	1
297	в последнее	1	1
298	однако как	1	1
299	а напротив	1	1
300	для настоящей	1	1
301	в жертву	1	1
302	на то	1	1
303	время у	1	1
304	так сказать	1	1
305	задний план	1	1
306	а скорее	1	1
307	он не	4	1
308	свою собственную	1	1
309	и вот	4	1
310	и более	3	1
311	отрешения от	1	1
312	в зависимости	2	1
313	у пушкина	2	1
314	и по	4	1
315	но дело	1	1
316	не бывает	1	1
317	не должно	2	1
318	но все	2	1
319	в одну	5	1
320	в каждом	2	1
321	оно и	1	1
322	то ни	1	1
323	об этой	2	1
324	и неизбежно	1	1
325	и с	5	1
326	времени если	1	1
327	говорил что	2	1
328	знает что	1	1
329	это было	3	1
330	его личности	2	1
331	может стать	1	1
332	которая как	1	1
333	и мы	3	1
334	в природу	1	1
335	в них	1	1
336	бытие и	2	1
337	но лишь	1	1
338	в ее	4	1
339	мы имеем	3	1
340	с тем	2	1
341	всю жизнь	1	1
342	не всегда	1	1
343	и уже	3	1
344	должно быть	7	1
345	потому и	1	1
346	в один	3	1
347	одного и	1	1
348	своей свободе	1	1
349	на первый	1	1
350	в эту	1	1
351	в этих	3	1
352	бесконечного и	1	1
353	но до	1	1
354	представить себе	1	1
355	характер это	1	1
356	которое бы	1	1
357	не от	1	1
358	сама собой	1	1
359	творчества и	1	1
360	превратиться в	1	1
361	по крайней	9	1
362	тому чтобы	1	1
363	вовсе не	13	1
364	есть всегда	11	1
365	что есть	2	1
366	случае в	1	1
367	она не	8	1
368	иной раз	5	1
369	и начинает	1	1
370	как о	1	1
371	не имеет	1	1
372	самого начала	2	1
373	тогда когда	6	1
374	ее с	1	1
375	во время	2	1
376	и сама	1	1
377	на него	2	1
378	не нуждается	4	1
379	говорить о	5	1
380	когда они	2	1
381	искусство с	2	1
382	о них	1	1
383	иметь в	2	1
384	во всякой	1	1
385	но только	3	1
386	это еще	2	1
387	это мы	2	1
388	и всегда	1	1
389	меня и	1	1
390	в относительной	1	1
391	другой стороны	4	1
392	тех или	2	1
393	именно его	1	1
394	поэзией в	1	1
395	уже и	2	1
396	жизни я	1	1
397	в каком	4	1
398	с другом	1	1
399	в стиле	1	1
400	уже о	2	1
401	из глубины	1	1
402	все то	1	1
403	и времени	5	1
404	отличается от	1	1
405	и другим	1	1
406	существует только	1	1
407	на предмет	1	1
408	из их	1	1
409	можно и	1	1
410	как мы	3	1
411	нечто религиозное	1	1
412	и от	3	1
413	последнее время	1	1
414	мысль о	1	1
415	мы никогда	1	1
416	с самого	2	1
417	культуры и	2	1
418	в дальнейшем	1	1
419	к жизни	1	1
420	бытия которая	1	1
421	на нее	1	1
422	или в	2	1
423	жизнь а	1	1
424	мог бы	1	1
425	по тому	1	1
426	а все	1	1
427	строго говоря	1	1
428	быть может	1	1
429	на всю	2	1
430	он остается	1	1
431	к прошлому	1	1
432	надо в	1	1
433	камня на	1	1
434	и здесь	1	1
435	не был	1	1
436	в состав	1	1
437	возможна только	1	1
438	это вполне	1	1
439	и что	5	1
440	очевидно что	2	1
441	оно остается	1	1
442	есть так	2	1
443	можно сказать	5	1
444	пор пока	1	1
445	все в	2	1
446	не умеет	2	1
447	к нему	4	1
448	во всех	2	1
449	путь к	1	1
450	поэзии тютчева	1	1
451	от них	1	1
452	и во	1	1
453	и всякая	2	1
454	на одном	1	1
455	во всей	1	1
456	что же	2	1
457	крайней мере	9	1
458	тяготения к	1	1
459	наконец в	1	1
460	внешнее и	1	1
461	в художественной	1	1
462	интеллигенции и	4	1
463	внутреннего и	2	1
464	не мешает	5	1
465	в литературе	1	1
466	наконец в-третьих	1	1
467	тот же	1	1
468	в какой	2	1
469	как я	2	1
470	гораздо более	1	1
471	личностного а	1	1
472	было и	1	1
473	к отождествлению	2	1
474	бы ни	2	1
475	но ее	1	1
476	в теле	1	1
477	на мой	1	1
478	со всеми	1	1
479	с какой	1	1
480	мы получим	1	1
481	однако так	1	1
482	в поэзии	7	1
483	оно в	1	1
484	в виде	2	1
485	сознания так	1	1
486	что будет	1	1
487	пока не	1	1
488	в котором	1	1
489	только лишь	2	1
490	в одном	4	1
491	так как	14	1
492	не о	1	1
493	до тех	1	1
494	и всякое	1	1
495	от меня	1	1
496	бы это	3	1
497	из двух	1	1
498	со всем	2	1
499	что и	5	1
500	до сих	2	1
501	может и	2	1
502	сюда же	1	1
503	нельзя сказать	4	1
504	именно в	2	1
505	я был	2	1
506	или студента	1	1
507	не переставая	1	1
508	себя и	1	1
509	резко отличается	1	1
510	в некоторых	2	1
511	личности их	1	1
512	и окончательно	1	1
513	личности в	8	1
514	человек в	1	1
515	воспринимаются как	1	1
516	в бытии	2	1
517	мы знаем	1	1
518	между собою	3	1
519	и если	4	1
520	нами как	2	1
521	ни на	2	1
522	многих его	1	1
523	в акте	2	1
524	себе самому	1	1
525	в особенности	1	1
526	не знал	1	1
527	искусства но	1	1
528	в той	3	1
529	и на	1	1
530	по существу	1	1
531	сам не	2	1
532	на свете	5	1
533	ко мне	2	1
534	в состоянии	2	1
535	тех пор	3	1
536	в это	3	1
537	с ее	2	1
538	выросла в	1	1
539	к новому	1	1
540	и о	1	1
541	сих пор	2	1
542	такова же	1	1
543	только для	1	1
544	но для	1	1
545	можно назвать	1	1
546	из ряда	1	1
547	которые были	2	1
548	и внешнего	2	1
549	и ему	1	1
550	из которых	1	1
551	и искусства	1	1
552	на задний	1	1
553	реализуется в	1	1
554	сознания и	5	1
555	а к	1	1
556	говоря о	1	1
557	себя самого	1	1
558	и все	12	1
559	собственно говоря	2	1
560	это может	2	1
561	не будучи	2	1
562	у которого	1	1
563	угодно но	1	1
564	но зато	1	1
565	от всего	2	1
566	ведь как	1	1
567	только что	5	1
568	только поэзия	1	1
569	или не	2	1
570	как человек	1	1
571	в общем	2	1
572	не знает	1	1
573	сказать что	10	1
574	только как	3	1
575	состоит из	1	1
576	была бы	3	1
577	совершенно не	7	1
578	поэзия есть	1	1
579	сознания на	2	1
580	элементов а	1	1
581	из этого	1	1
582	время не	3	1
583	жизни по	1	1
584	но эти	1	1
585	а я	2	1
586	вместе с	2	1
587	ли на	1	1
588	значение в	1	1
589	все что	1	1
590	они не	3	1
