N	2gram	Vygotskiy__6	slovoVRo
403	но уже	1	1
404	соединение в	1	1
405	все равно	1	1
406	приобретает новый	1	1
407	письменной речи	7	1
408	этим и	1	1
409	несмотря на	2	1
410	рода и	1	1
411	же два	1	1
412	ведет к	1	1
413	похоже на	1	1
414	выйти за	1	1
415	другой к	1	1
416	одного и	4	1
417	и становится	1	1
418	на первый	1	1
419	которая является	2	1
420	слов так	1	1
421	в своей	2	1
422	другим и	2	1
423	при изучении	1	1
424	лежат в	2	1
425	в такой	2	1
426	и без	1	1
427	прийти к	1	1
428	мы говорили	1	1
429	для развития	5	1
430	мысли и	2	1
431	не исчерпывается	1	1
432	от его	1	1
433	своем собственном	1	1
434	основе ее	1	1
435	тем не	1	1
436	возможно только	3	1
437	обнаруживают свое	1	1
438	сознания по	1	1
439	различные отношения	1	1
440	в двух	1	1
441	сторону всякого	1	1
442	до известной	3	1
443	очень похоже	1	1
444	мышление вообще	1	1
445	самого начала	7	1
446	к определенному	2	1
447	и притом	1	1
448	к новым	1	1
449	зависимостей в	1	1
450	понимать его	1	1
451	опираться на	1	1
452	дело не	1	1
453	значение этого	1	1
454	для всего	1	1
455	наиболее полно	1	1
456	действительности но	1	1
457	и существенное	1	1
458	и характер	1	1
459	по своей	3	1
460	самому своему	1	1
461	прежде чем	1	1
462	нам важно	1	1
463	же он	1	1
464	в сознании	4	1
465	или иных	1	1
466	в направлении	1	1
467	с легкостью	1	1
468	языке и	2	1
469	лежит в	3	1
470	и всех	1	1
471	как только	2	1
472	числе и	1	1
473	чем перейти	1	1
474	анализа и	1	1
475	совершенно иной	1	1
476	процессе их	1	1
477	он никогда	1	1
478	что при	4	1
479	этот путь	2	1
480	и это	1	1
481	и самое	1	1
482	как они	2	1
483	языка по	1	1
484	в зоне	8	1
485	как по	4	1
486	научном мышлении	1	1
487	с самого	7	1
488	приводит к	6	1
489	и может	1	1
490	на том	2	1
491	и ту	1	1
492	как между	1	1
493	в научном	1	1
494	еще в	2	1
495	имеет первостепенное	1	1
496	во второй	2	1
497	собой только	1	1
498	это как	1	1
499	с некоторыми	1	1
500	не на	2	1
501	образом в	3	1
502	никак не	1	1
503	с другим	1	1
504	и что	6	1
505	исключительное и	1	1
506	не стоит	1	1
507	можно сказать	6	1
508	самому себе	1	1
509	нас в	2	1
510	в игру	1	1
511	языка его	2	1
512	когда оно	2	1
513	и наших	1	1
514	реальными вещами	1	1
515	во всей	1	1
516	и зависимостей	1	1
517	от этих	1	1
518	представления о	2	1
519	о предмете	2	1
520	и следовательно	4	1
521	говорить только	1	1
522	в лучшем	1	1
523	условия для	1	1
524	того что	24	1
525	этих сфер	2	1
526	среди других	1	1
527	два основных	1	1
528	друг друга	4	1
529	не имеющих	1	1
530	между этими	4	1
531	и ее	1	1
532	вопрос об	1	1
533	в качестве	4	1
534	первостепенное значение	2	1
535	на всем	1	1
536	не можем	1	1
537	только на	2	1
538	своим собственным	1	1
539	все многообразие	1	1
540	оно в	1	1
541	а это	3	1
542	оно всегда	1	1
543	и обратно	4	1
544	постановка вопроса	1	1
545	за ним	2	1
546	представить себе	3	1
547	в известной	1	1
548	слова понятия	1	1
549	сами по	1	1
550	в конце	2	1
551	не для	1	1
552	с этими	1	1
553	на развитие	5	1
554	и конкретности	1	1
555	мы можем	9	1
556	из которого	2	1
557	как раз	6	1
558	тем что	8	1
559	речью в	1	1
560	в других	2	1
561	ближайшим образом	1	1
562	перейти к	2	1
563	которое может	1	1
564	глубине и	1	1
565	развитии и	3	1
566	оно способно	1	1
567	к совершенно	1	1
568	для правильного	1	1
569	как у	1	1
570	с той	1	1
571	и образов	1	1
572	говорит о	1	1
573	к сожалению	1	1
574	а на	1	1
575	овладения и	1	1
576	принимает за	1	1
577	мышления которые	1	1
578	зависит от	3	1
579	и осуществляется	1	1
580	другой стороны	2	1
581	слово из	1	1
582	все время	3	1
583	отнюдь не	1	1
584	процесс их	2	1
585	ближе к	1	1
586	абстракции и	2	1
587	все более	2	1
588	в частности	4	1
589	только его	1	1
590	с общей	1	1
591	оно только	1	1
592	влияния на	1	1
593	который мы	4	1
594	всех других	1	1
595	и всей	1	1
596	их отношение	1	1
597	этого слова	2	1
598	этого факта	2	1
599	слова есть	1	1
600	на пути	1	1
601	в систему	1	1
602	приблизиться к	1	1
603	этом и	1	1
604	однако не	1	1
605	слабые стороны	1	1
606	которые были	1	1
607	в наше	1	1
608	тех или	1	1
609	на улице	1	1
610	отсюда следует	1	1
611	тем и	3	1
612	но на	2	1
613	развития и	10	1
614	особого рода	1	1
615	интерес к	2	1
616	речи так	1	1
617	на языке	1	1
618	сказал бы	1	1
619	чтобы прийти	1	1
620	но всегда	1	1
621	в системе	3	1
622	к самому	1	1
623	лучшем случае	1	1
624	при сравнительном	1	1
625	только как	1	1
626	не решенным	1	1
627	относящиеся к	1	1
628	обычно не	1	1
629	но этот	1	1
630	он дан	1	1
631	в отдельности	1	1
632	значение не	1	1
633	кстати сказать	1	1
634	что такое	3	1
635	от слова	1	1
636	изменяются в	1	1
637	в своих	3	1
638	только не	3	1
639	мы всегда	2	1
640	к этому	1	1
641	том числе	1	1
