N	2gram	Potebnia_M_1	VLabPisa
120	при создании	1	3
121	и по	6	3
122	его в	1	3
123	далеко не	1	3
124	что не	10	3
125	с тем	5	3
126	в слове	8	3
127	мы видели	4	3
128	во время	1	3
129	точки зрения	8	3
130	и ее	1	3
131	одном из	1	3
132	например что	1	3
133	в другую	2	3
134	у нас	2	3
135	она не	3	3
136	том как	3	3
137	образом в	1	3
138	в виду	2	3
139	никак не	2	3
140	утверждает что	2	3
141	что и	6	3
142	вслед за	1	3
143	того что	8	3
144	этот вопрос	2	3
145	разума и	1	3
146	и их	3	3
147	даже и	2	3
148	именно в	1	3
149	в творчестве	1	3
150	так же	5	3
151	по поводу	3	3
152	всех других	1	3
153	при всем	1	3
154	и от	3	3
155	или в	2	3
156	видно из	1	3
157	бы в	4	3
158	только что	2	3
159	жизни и	2	3
160	как на	3	3
161	чтобы не	2	2
162	он может	1	2
163	видеть в	2	2
164	и этот	1	2
165	уже по	1	2
166	по его	7	2
167	а как	2	2
168	мы имеем	1	2
169	же как	1	2
170	в которой	2	2
171	из своих	1	2
172	на эти	1	2
173	то это	5	2
174	в ней	7	2
175	еще не	6	2
176	что его	1	2
177	в различных	1	2
178	в чем	1	2
179	свои произведения	1	2
180	бы не	6	2
181	но не	8	2
182	одном и	2	2
183	если в	1	2
184	относится к	3	2
185	стороны и	2	2
186	и слова	2	2
187	хотя и	3	2
188	но в	9	2
189	с нею	4	2
190	от разума	1	2
191	он в	1	2
192	ни одна	2	2
193	лица и	2	2
194	как он	1	2
195	этот процесс	1	2
196	что она	1	2
197	после этого	2	2
198	он не	3	2
199	подобно тому	3	2
200	что ни	1	2
201	так например	3	2
202	в каждом	4	2
203	им как	1	2
204	в другом	1	2
205	нам остается	1	2
206	заключается в	3	2
207	с другими	1	2
208	и отдельные	2	2
209	в жизни	3	2
210	только о	1	2
211	само собою	2	2
212	не всегда	1	2
213	между собою	6	2
214	и для	5	2
215	восприятия и	3	2
216	что такое	1	2
217	могут не	2	2
218	всяком случае	1	2
219	не столько	1	2
220	начнем с	3	2
221	по крайней	2	2
222	если бы	14	2
223	что например	3	2
224	по себе	10	2
225	не менее	6	2
226	тогда когда	9	2
227	в науке	1	2
228	к этим	1	2
229	не по	4	2
230	того чтобы	2	2
231	только не	2	2
232	на язык	7	2
233	не вполне	1	2
234	и весь	1	2
235	связанное с	2	2
236	в сознании	3	2
237	в области	1	2
238	от того	4	2
239	должны быть	7	2
240	что оно	2	2
241	в самых	1	2
242	для того	3	2
243	что при	5	2
244	на это	1	2
245	мысль о	2	2
246	только то	2	2
247	и может	2	2
248	роль в	1	2
249	если они	1	2
250	в образе	1	2
251	произведения не	1	2
252	и даже	4	2
253	остановимся на	1	2
254	из основных	2	2
255	во всяком	3	2
256	на вопрос	1	2
257	лишь в	1	2
258	из себя	5	2
259	от них	1	2
260	во всей	1	2
261	крайней мере	2	2
262	каждом отдельном	1	2
263	значит что	1	2
264	но с	2	2
265	о его	2	2
266	справедливо говорит	1	2
267	что даже	2	2
268	но то	1	2
269	с одной	3	2
270	слова не	2	2
271	при помощи	2	2
272	чего бы	2	2
273	могло бы	3	2
274	вовсе не	5	2
275	к ним	2	2
276	эти явления	3	2
277	одной стороны	3	2
278	до сих	1	2
279	еще и	1	2
280	показывает что	3	2
281	что для	3	2
282	к сожалению	1	2
283	идеи в	1	2
284	зависит от	5	2
285	и непосредственно	1	2
286	и том	2	2
287	что мы	4	2
288	тому как	4	2
289	с а	2	2
290	стороны в	1	2
291	было в	1	2
292	начиная с	1	2
293	и потому	5	2
294	нашего познания	1	2
295	в течение	2	2
296	самого себя	4	2
297	и формы	1	2
298	как например	2	2
299	сих пор	1	2
300	того или	1	2
301	между прочим	2	2
302	но для	1	2
303	можно было	1	2
304	вне его	1	2
305	не подлежит	1	2
306	по одному	1	2
307	например не	1	2
308	будто бы	1	2
309	все они	2	2
310	а в	5	2
311	между ними	1	2
312	в представлении	1	2
313	в своих	4	2
314	явления в	1	2
315	этой точки	1	2
316	они не	1	2
317	а между	3	1
318	вряд ли	1	1
319	говоря о	1	1
320	доказывается тем	1	1
321	таком случае	2	1
322	начинается с	1	1
323	и без	3	1
324	отсутствие единства	1	1
325	выражения в	1	1
326	самом деле	1	1
327	применении к	2	1
328	силы и	1	1
329	все его	1	1
330	проявляются в	1	1
331	совокупность понятий	1	1
332	этого в	2	1
333	что эти	1	1
334	противном случае	3	1
335	в основании	3	1
336	должна быть	3	1
337	в действие	1	1
338	мыслит и	1	1
339	и связанное	1	1
340	или ее	1	1
341	чувства которые	1	1
342	предмета в	1	1
343	как мы	2	1
344	что совокупность	1	1
345	что если	3	1
346	вопрос о	4	1
347	сливается в	1	1
348	именно к	1	1
349	духовной и	1	1
350	творчества с	1	1
351	по частям	1	1
352	не впасть	1	1
353	из сказанного	1	1
354	на себя	1	1
355	из того	2	1
356	похожи на	1	1
357	и называют	1	1
358	них по	1	1
359	сам по	1	1
360	проявляется в	2	1
361	свою очередь	4	1
362	и то	3	1
363	а другие	1	1
364	сходные с	1	1
365	именно эти	1	1
366	здесь не	1	1
367	служит для	2	1
368	как деятельность	2	1
369	как если	1	1
370	а только	4	1
371	значение и	2	1
372	только тогда	5	1
373	не все	2	1
374	ответ на	1	1
375	а и	1	1
376	уже как	1	1
377	некоторые черты	1	1
378	себе и	1	1
379	сама по	3	1
380	которые не	2	1
381	в известном	1	1
382	лицом к	1	1
383	в истории	7	1
384	связи а	1	1
385	самое понятие	1	1
386	что во	2	1
387	общего с	1	1
388	из следующих	1	1
389	этого развития	1	1
390	бы при	1	1
391	человека вообще	1	1
392	впечатления не	2	1
393	сознания в	2	1
394	говорит что	1	1
395	что по	3	1
396	что этим	1	1
397	это определение	1	1
398	ограничивает и	1	1
399	то в	5	1
400	а во-вторых	1	1
401	быть выражена	1	1
402	таковы например	1	1
403	формы в	1	1
404	уже в	1	1
405	есть для	2	1
406	сущности и	1	1
407	что так	1	1
408	ничего и	1	1
409	связи между	2	1
410	деятельность человека	1	1
411	на то	2	1
412	если он	1	1
413	но на	2	1
414	говоря только	1	1
415	так сказать	2	1
416	и если	2	1
417	на его	1	1
418	очень важную	1	1
419	как оно	1	1
420	да и	1	1
421	всем своем	1	1
422	теории откровения	1	1
423	как увидим	2	1
424	не как	1	1
425	понятий и	1	1
426	то как	1	1
427	к каждому	1	1
428	чувства в	1	1
429	но вместе	2	1
430	свобода есть	1	1
431	творческую деятельность	1	1
432	уже не	2	1
433	данного содержания	2	1
434	его от	1	1
435	на этом	1	1
436	заключает в	2	1
437	в понятие	1	1
438	одно и	1	1
439	а вместе	3	1
440	оно и	3	1
441	и характер	1	1
442	что мысль	4	1
443	то есть	42	1
444	зрения на	1	1
445	не нашел	1	1
446	входит в	1	1
447	это состояние	1	1
448	то все	2	1
449	этом смысле	4	1
450	что один	1	1
451	к области	1	1
452	для них	2	1
453	хотим сказать	1	1
454	как понимает	1	1
455	что нередко	1	1
456	свести все	1	1
457	области не	1	1
458	с этой	2	1
459	несмотря на	5	1
460	смысле что	1	1
461	значит не	1	1
462	на этот	2	1
463	духовной жизни	2	1
464	обратимся к	1	1
465	понятия и	3	1
466	себе все	1	1
467	их на	1	1
468	в этих	7	1
469	обыденной жизни	1	1
470	взгляд на	2	1
471	явления подлежащие	1	1
472	он должен	2	1
473	будет ясно	1	1
474	память рассудок	1	1
475	его мнению	4	1
476	изобретения и	1	1
477	мысль в	2	1
478	как произведение	1	1
479	на свою	1	1
480	это подтверждается	1	1
481	что до	2	1
482	признать что	1	1
483	в памяти	1	1
484	и общие	1	1
485	и той	3	1
486	быть признана	1	1
487	есть его	1	1
488	образом и	2	1
489	но он	2	1
490	друг другу	3	1
491	и эти	1	1
492	так называемое	1	1
493	слова к	1	1
494	себя или	1	1
495	что этот	1	1
496	а мысль	1	1
497	бы быть	4	1
498	задачи и	1	1
499	нет никакого	1	1
500	степень его	1	1
501	что есть	1	1
502	эта мысль	2	1
503	в таких	2	1
504	о значении	1	1
505	как можно	1	1
506	без того	1	1
507	что сущность	1	1
508	начинает с	1	1
509	мысли в	9	1
510	эти формы	2	1
511	и отсюда	1	1
512	уже из	1	1
513	того как	6	1
514	на себе	2	1
515	этими двумя	1	1
516	говорит но	1	1
517	и искусство	1	1
518	но только	1	1
519	не могло	3	1
520	может только	1	1
521	мышления и	1	1
522	не имеет	5	1
523	философской системы	1	1
524	что самое	2	1
525	к ней	2	1
526	от него	4	1
527	друг друга	5	1
528	и чувства	1	1
529	как не	1	1
530	мы бы	1	1
531	следует что	1	1
532	на некоторые	1	1
533	как будто	2	1
534	в каком	6	1
535	он вполне	1	1
536	обособление и	1	1
537	раскрывается в	1	1
538	уже о	1	1
539	все то	2	1
540	лежит в	1	1
541	этой способности	1	1
542	без понятия	1	1
543	в частностях	1	1
544	перейти к	2	1
545	ничего общего	2	1
546	в применении	2	1
547	и это	3	1
548	можно и	1	1
549	своего развития	1	1
550	связанными с	1	1
551	чувственных впечатлений	3	1
552	с ее	2	1
553	не подлежащих	1	1
554	и мысль	1	1
555	и многие	1	1
556	говоря уже	1	1
557	себя до	1	1
558	же не	1	1
559	то время	1	1
560	мнение что	1	1
561	его самого	2	1
562	что у	1	1
563	мы только	1	1
564	в нескольких	1	1
565	и практики	2	1
566	образом уже	1	1
567	остается только	4	1
568	мы в	2	1
569	понятно что	1	1
570	является в	1	1
571	о котором	3	1
572	для этого	2	1
573	по мере	6	1
574	с ним	3	1
575	в математике	1	1
576	связанная с	1	1
577	о нем	1	1
578	во-вторых не	1	1
579	на него	3	1
580	только различные	1	1
581	и миром	2	1
582	и что	10	1
583	после того	1	1
584	для нас	9	1
585	аналогии с	1	1
586	на данном	1	1
587	изучение его	1	1
588	к истине	1	1
589	достаточным основанием	1	1
590	или как	1	1
591	которой мы	1	1
592	общее и	1	1
593	затем в	1	1
594	и во	3	1
595	таких же	1	1
596	говорит он	4	1
597	свое воплощение	1	1
598	хотя оно	1	1
599	даже для	1	1
600	сомнения в	1	1
601	всего этого	1	1
602	в теории	2	1
603	мы хотим	1	1
604	первого акта	1	1
605	к сознанию	2	1
606	для самого	1	1
607	того чего	1	1
608	действительности не	1	1
609	быть при	1	1
610	большею частью	1	1
611	что конечно	1	1
612	душевных сил	1	1
613	в какой	1	1
614	но ни	1	1
615	как нечто	1	1
616	к их	1	1
617	что а	2	1
618	быть сведены	1	1
619	в стороне	4	1
620	между этими	1	1
621	представления понятия	1	1
622	стороны он	1	1
623	но между	1	1
624	без этого	1	1
625	есть в	2	1
626	и насколько	1	1
627	только на	3	1
628	в виде	1	1
629	в начале	2	1
630	по законам	2	1
631	или даже	3	1
632	по выражению	1	1
633	и других	4	1
634	и звука	4	1
635	ни в	1	1
636	к более	1	1
637	ними нет	1	1
638	сами по	1	1
639	не для	1	1
640	в состоянии	3	1
641	но что	1	1
642	и никакой	1	1
643	образом без	1	1
644	заметить что	2	1
645	представлений в	1	1
646	тем что	9	1
647	явлений в	2	1
648	и вместе	2	1
649	в более	4	1
650	к идее	1	1
651	богатство и	1	1
652	развития в	1	1
653	свою историю	1	1
654	этим путем	1	1
655	как общая	1	1
656	в свою	4	1
657	как же	1	1
658	себя и	1	1
659	быть названо	3	1
660	не создает	2	1
661	более легким	1	1
662	наконец в	1	1
663	самого начала	3	1
664	со своими	1	1
665	что из	1	1
666	во-первых не	1	1
667	если не	2	1
668	и обусловливает	1	1
669	к лицу	1	1
670	нет ничего	2	1
671	впасть в	1	1
672	представить себе	3	1
673	относятся к	1	1
674	в духе	1	1
675	как в	10	1
676	приводит в	1	1
677	их к	2	1
678	в данном	1	1
679	в логике	1	1
680	всей духовной	1	1
681	доходят до	2	1
682	познания на	1	1
683	ней не	1	1
684	это значит	1	1
685	том смысле	4	1
686	должно быть	7	1
687	не дело	2	1
688	или другого	1	1
689	до этой	1	1
690	единства в	1	1
691	слова и	4	1
692	вне себя	1	1
693	открытие и	1	1
694	только для	3	1
695	но это	5	1
696	природу и	1	1
697	деятельности человеческого	2	1
698	в противном	3	1
699	слова с	1	1
700	особенностей и	1	1
701	мы видим	4	1
702	к пониманию	1	1
703	которые должны	1	1
704	и оригинальность	1	1
705	не представляет	1	1
706	ее и	1	1
707	в каждой	1	1
708	внимание на	1	1
709	и все	3	1
710	собственно говоря	1	1
711	своих произведений	1	1
712	еще более	2	1
713	потому что	52	1
714	существует ли	1	1
715	и наоборот	6	1
716	одного лица	2	1
717	хотя в	3	1
718	еще в	1	1
719	находит свое	1	1
720	к ее	1	1
721	бы с	1	1
722	не говоря	1	1
723	дело с	1	1
724	видим у	1	1
725	совершенно не	1	1
726	природе и	1	1
727	эти впечатления	4	1
728	ним во	1	1
729	необходимое условие	1	1
730	в последнем	1	1
731	не один	1	1
732	по которой	1	1
733	сущности в	1	1
734	понять откуда	1	1
735	к этой	3	1
736	это было	1	1
737	и другие	1	1
738	в таком	5	1
739	или наоборот	1	1
