N	2gram	Voloshinov_1	Istorich
373	может иметь	2	1
374	утробу матери	1	1
375	хотя бы	4	1
376	словами мы	1	1
377	тот же	1	1
378	позднее время	1	1
379	а часто	1	1
380	на своей	1	1
381	при некоторых	1	1
382	и так	2	1
383	на неудачу	1	1
384	смерти как	1	1
385	по мнению	1	1
386	всяком случае	3	1
387	и ее	4	1
388	потом в	1	1
389	же и	1	1
390	утверждают что	1	1
391	выводам что	1	1
392	еще одно	1	1
393	в нашей	1	1
394	что не	2	1
395	а это	1	1
396	а то	1	1
397	не дает	1	1
398	на две	3	1
399	искать в	1	1
400	для него	6	1
401	ведь это	1	1
402	с этими	1	1
403	ее не	1	1
404	в систему	2	1
405	то наоборот	1	1
406	перейти к	1	1
407	что на	2	1
408	вернулись к	2	1
409	со всем	1	1
410	без всякой	1	1
411	и даже	4	1
412	или иной	1	1
413	имеет и	1	1
414	здесь в	1	1
415	эти две	1	1
416	в каких	1	1
417	а с	1	1
418	мы еще	1	1
419	знакомых нам	1	1
420	что для	1	1
421	можно назвать	2	1
422	то и	1	1
423	не знает	2	1
424	кусок дерева	1	1
425	в руках	1	1
426	и оно	3	1
427	не найдут	1	1
428	нет никаких	2	1
429	нет ничего	1	1
430	что такие	1	1
431	представляет себе	1	1
432	как это	3	1
433	не удается	2	1
434	стороны формы	1	1
435	не сразу	1	1
436	быть это	3	1
437	конечно не	6	1
438	где же	1	1
439	только как	3	1
440	по своему	2	1
441	тому как	1	1
442	и основной	1	1
443	а потом	1	1
444	даже с	1	1
445	матери а	1	1
446	в состоянии	1	1
447	том смысле	1	1
448	к следующему	2	1
449	быть не	1	1
450	есть и	2	1
451	нам из	1	1
452	сейчас же	1	1
453	только для	5	1
454	все остальные	2	1
455	смерти это	1	1
456	к другим	2	1
457	только одна	1	1
458	и часто	1	1
459	потому не	1	1
460	что оно	2	1
461	мира и	3	1
462	заметим что	1	1
463	особого рода	1	1
464	в основе	3	1
465	не говорит	1	1
466	его тянет	1	1
467	только что	1	1
468	хотя в	1	1
469	нам сделать	1	1
470	к ее	1	1
471	и начинается	1	1
472	на другие	1	1
473	но если	1	1
474	истории его	1	1
475	все люди	1	1
476	всех других	2	1
477	и жизнь	1	1
478	в самом	2	1
479	что такое	5	1
480	себе но	1	1
481	в своих	1	1
482	как на	1	1
483	во всяком	3	1
484	все что	4	1
485	этой точки	1	1
