N	2gram	Propp_Isto_4	Problemy
122	отношение к	2	3
123	себе и	1	3
124	в центре	1	3
125	в своем	2	3
126	из этих	3	3
127	в этой	2	3
128	имеем в	2	3
129	как он	6	3
130	на то	3	3
131	не к	2	3
132	их в	7	3
133	на этом	2	3
134	было бы	2	3
135	такой же	1	3
136	но если	1	3
137	и при	3	3
138	и их	2	3
139	в своей	4	3
140	не как	1	3
141	образом и	1	3
142	но он	4	3
143	она не	3	3
144	но здесь	1	3
145	на два	1	3
146	по своей	2	3
147	на него	3	3
148	и несколько	1	3
149	у меня	1	3
150	не могут	2	3
151	с ее	1	3
152	и этим	2	3
153	с собой	5	3
154	здесь нет	1	3
155	если бы	2	3
156	и что	5	3
157	в различных	1	3
158	и во	2	3
159	и только	5	3
160	себя в	2	3
161	только на	1	3
162	что и	9	3
163	тем что	5	3
164	и даже	4	3
165	с другой	4	3
166	с помощью	2	3
167	так же	18	3
168	к своему	3	3
169	жизнь и	1	3
170	что же	1	3
171	по существу	3	3
172	но для	2	3
173	бы в	1	3
174	еще более	1	3
175	другой стороны	4	3
176	но этот	2	3
177	героя в	7	3
178	и другие	3	3
179	же как	13	2
180	а как	2	2
181	вопрос о	4	2
182	не была	1	2
183	себе да	1	2
184	он как	1	2
185	себе что	1	2
186	мы здесь	2	2
187	меньшей степени	1	2
188	он сам	1	2
189	уже нет	3	2
190	мы будем	1	2
191	друг на	1	2
192	если в	1	2
193	в одной	3	2
194	в особом	1	2
195	с этим	2	2
196	вот как	2	2
197	когда он	6	2
198	целый ряд	1	2
199	и как	5	2
200	не было	1	2
201	его к	3	2
202	увидим что	2	2
203	не хочет	2	2
204	так в	4	2
205	на некоторых	2	2
206	но на	1	2
207	широком смысле	1	2
208	должна быть	2	2
209	на том	2	2
210	в узком	1	2
211	никому не	1	2
212	и по	5	2
213	но все	5	2
214	об этом	7	2
215	на все	1	2
216	лишь в	2	2
217	хотя бы	2	2
218	может стать	1	2
219	он есть	1	2
220	и тем	2	2
221	этом мы	1	2
222	на друга	1	2
223	почти не	1	2
224	в которых	4	2
225	могло бы	2	2
226	не менее	2	2
227	речь и	1	2
228	того как	4	2
229	одна из	2	2
230	но она	1	2
231	не могло	2	2
232	ничего не	5	2
233	к ней	1	2
234	и является	1	2
235	этих случаях	8	2
236	то и	1	2
237	у нас	2	2
238	не простой	1	2
239	его служить	1	2
240	могут быть	6	2
241	к тому	1	2
242	указывает на	4	2
243	не случайное	1	2
244	в другом	5	2
245	те же	3	2
246	живет в	2	2
247	с ним	1	2
248	от них	2	2
249	явление в	1	2
250	в языке	2	2
251	здесь в	1	2
252	и следовательно	1	2
253	но с	1	2
254	этот вопрос	2	2
255	отчасти и	1	2
256	и так	1	2
257	он уже	2	2
258	же он	4	2
259	так что	2	2
260	и они	2	2
261	другую сторону	1	2
262	а в	8	2
263	в других	2	2
264	о которых	1	2
265	для этого	1	2
266	предмет и	1	2
267	и пр	11	2
268	на этот	2	2
269	его как	2	2
270	что так	1	2
271	там где	3	2
272	что мы	3	2
273	прямо на	1	2
274	вместе с	6	2
275	в данном	3	2
276	к жизни	1	2
277	этого слова	2	2
278	то будет	1	2
279	узком смысле	1	2
280	в результате	1	2
281	для нас	3	2
282	в большей	1	2
283	не дает	2	2
284	это ничего	1	2
285	здесь только	1	2
286	сказать что	2	2
287	есть и	2	2
288	в античности	4	2
289	все что	4	2
290	они не	1	2
291	предполагает что	1	1
292	и то	6	1
293	он может	2	1
294	к своей	3	1
295	выражения как	1	1
296	в средние	2	1
297	и есть	2	1
298	можно в	1	1
299	смерть в	1	1
300	видеть в	2	1
301	в доме	4	1
302	и могут	1	1
303	на материале	1	1
304	сравнению с	3	1
305	это совершенно	1	1
306	при анализе	1	1
307	по голове	1	1
308	уже более	1	1
309	развитой форме	1	1
310	выходит из	1	1
311	именно к	1	1
312	эта форма	2	1
313	совпадает с	1	1
314	принадлежит к	1	1
315	не вполне	1	1
316	в некотором	2	1
317	и заставляет	1	1
318	в ней	1	1
319	он получает	3	1
320	в брак	2	1
321	между собой	1	1
322	внимательнее к	1	1
323	в широком	1	1
324	со словами	1	1
325	за свое	1	1
326	то мы	2	1
327	как правило	1	1
328	могло быть	1	1
329	но как	1	1
330	а только	1	1
331	же она	1	1
332	вступают в	2	1
333	нельзя дать	1	1
334	себя за	1	1
335	под его	1	1
336	на которое	1	1
337	как к	1	1
338	что как	1	1
339	однако не	1	1
340	приводят к	1	1
341	нами в	1	1
342	выражены в	1	1
343	духа и	1	1
344	сливается с	2	1
345	та же	1	1
346	что это	2	1
347	в целом	2	1
348	еще один	2	1
349	взаимоотношение между	1	1
350	находится на	1	1
351	из его	1	1
352	с новым	1	1
353	существа и	1	1
354	и если	3	1
355	на его	3	1
356	что она	3	1
357	с верой	2	1
358	к миру	1	1
359	одному из	1	1
360	силой и	1	1
361	и социальной	1	1
362	на таком	1	1
363	он должен	3	1
364	в силу	5	1
365	и вот	2	1
366	что у	3	1
367	чтобы их	1	1
368	одно и	1	1
369	корабля в	1	1
370	в одну	2	1
371	здесь мы	2	1
372	глубоко в	1	1
373	указывали на	1	1
374	этом он	1	1
375	быка и	1	1
376	об этой	1	1
377	связанных с	2	1
378	или два	1	1
379	а по	4	1
380	на ту	1	1
381	на этой	1	1
382	его в	9	1
383	знает что	1	1
384	здесь довольно	1	1
385	и мы	1	1
386	отождествляется с	1	1
387	части тела	3	1
388	он является	1	1
389	в них	1	1
390	она и	1	1
391	ни одной	2	1
392	берет на	1	1
393	не всегда	6	1
394	и уже	1	1
395	здесь можно	2	1
396	мы знаем	8	1
397	на одну	1	1
398	и тогда	1	1
399	все как	1	1
400	во время	7	1
401	бы на	1	1
402	что если	1	1
403	во второй	1	1
404	от своего	3	1
405	при изучении	2	1
406	или точнее	1	1
407	и тут	1	1
408	именно и	1	1
409	по сравнению	3	1
410	знает и	2	1
411	дается в	1	1
412	но эта	4	1
413	не будем	1	1
414	поэтому мы	1	1
415	такую же	2	1
416	друг другу	1	1
417	что было	1	1
418	тем самым	1	1
419	однако в	2	1
420	где нет	1	1
421	даже в	4	1
422	тому что	1	1
423	и очень	1	1
424	так он	1	1
425	вплоть до	1	1
426	здесь ничего	1	1
427	дело не	2	1
428	тогда когда	1	1
429	здесь на	2	1
430	а ты	1	1
431	к этим	2	1
432	и имеет	1	1
433	чтобы стать	1	1
434	ты мой	1	1
435	ним а	1	1
436	и весь	1	1
437	в три	1	1
438	связи с	3	1
439	мы бы	1	1
440	в более	1	1
441	только с	2	1
442	как будто	1	1
443	героя а	2	1
444	что на	2	1
445	в области	2	1
446	к отдельным	2	1
447	когда мы	1	1
448	человека в	1	1
449	только еще	1	1
450	мере того	1	1
451	должны быть	1	1
452	они друг	1	1
453	образом между	1	1
454	его с	2	1
455	служить и	1	1
456	для его	1	1
457	все еще	3	1
458	что при	1	1
459	приведем еще	1	1
460	здесь еще	1	1
461	чудо и	1	1
462	правда не	1	1
463	им в	1	1
464	типа может	1	1
465	а затем	3	1
466	не всякая	1	1
467	как не	1	1
468	данном случае	3	1
469	здесь также	1	1
470	и стали	2	1
471	затем его	1	1
472	роль в	1	1
473	на нее	1	1
474	а порой	1	1
475	собой в	2	1
476	иногда в	2	1
477	и функции	1	1
478	еще одного	1	1
479	это только	1	1
480	в последней	1	1
481	его функцией	1	1
482	является в	1	1
483	они становятся	1	1
484	с этого	1	1
485	в эпоху	1	1
486	один человек	1	1
487	преимущественно в	1	1
488	смысле и	1	1
489	собственно в	1	1
490	там в	1	1
491	дать полную	1	1
492	силы и	1	1
493	и герой	1	1
494	или на	2	1
495	на что	1	1
496	после того	2	1
497	все его	1	1
498	на площадь	1	1
499	от него	2	1
500	он его	1	1
501	три раза	2	1
502	это сделать	1	1
503	а у	2	1
504	нем не	1	1
505	или иначе	1	1
506	функций в	1	1
507	он все	1	1
508	из своего	3	1
509	ее как	1	1
510	врывается в	1	1
511	его силы	1	1
512	и она	1	1
513	как некогда	1	1
514	сюда относится	1	1
515	известно что	2	1
516	быть и	1	1
517	но так	1	1
518	на которой	2	1
519	один из	1	1
520	мы видим	6	1
521	должен был	3	1
522	это же	2	1
523	и жизни	1	1
524	и выходит	1	1
525	в эти	1	1
526	человека с	3	1
527	из которого	1	1
528	переходит в	3	1
529	и у	5	1
530	друг за	1	1
531	смерть и	1	1
532	он стремится	1	1
533	его и	2	1
534	же они	1	1
535	с падением	1	1
536	как их	1	1
537	ты меня	3	1
538	здесь перед	1	1
539	свой смысл	1	1
540	только одного	1	1
541	у нее	2	1
542	среди которых	1	1
543	при всей	1	1
544	даже и	2	1
545	в очень	1	1
546	различных направлениях	1	1
547	со стороны	1	1
548	он живет	2	1
549	не обязательно	1	1
550	нельзя сказать	1	1
551	именно в	1	1
552	по своим	1	1
553	а именно	3	1
554	к которому	1	1
555	уходит в	1	1
556	у многих	3	1
557	он во	1	1
558	а с	1	1
559	и др	5	1
560	что не	1	1
561	в некоторых	5	1
562	связано с	1	1
563	что им	1	1
564	ничем не	1	1
565	не на	3	1
566	у его	1	1
567	человек в	1	1
568	их друг	1	1
569	для историка	1	1
570	но есть	2	1
571	этим можно	1	1
572	в связи	2	1
573	уже давно	1	1
574	в кости	1	1
575	до этого	1	1
576	как это	3	1
577	играют в	1	1
578	он ее	2	1
579	за другом	1	1
580	конечно есть	1	1
581	это сделали	1	1
582	не знал	1	1
583	что за	1	1
584	встречается у	1	1
585	но сам	1	1
586	с некоторыми	1	1
587	в тех	4	1
588	и там	2	1
589	и знает	1	1
590	данного типа	1	1
591	в мир	1	1
592	в форме	2	1
593	и другой	1	1
594	как целое	1	1
595	довольно много	1	1
596	в это	1	1
597	этом случае	3	1
598	силу и	1	1
599	берет его	1	1
600	ведет его	1	1
601	которых он	1	1
602	не занимает	1	1
603	связь в	2	1
604	для выражения	1	1
605	в самые	1	1
606	наблюдать что	1	1
607	что делает	1	1
608	образа и	1	1
609	в другой	3	1
610	а к	1	1
611	и перед	1	1
612	в другое	1	1
613	обращается к	1	1
614	к этой	3	1
615	этой форме	1	1
616	причем эта	1	1
617	его функции	1	1
618	не есть	2	1
619	по поводу	1	1
620	ты не	1	1
621	это все	1	1
622	средние века	2	1
623	в частности	2	1
624	же относится	1	1
625	все люди	1	1
626	одновременно и	1	1
627	можно наблюдать	2	1
628	на это	2	1
629	и вместе	1	1
630	на чисто	1	1
631	а я	1	1
632	в своих	1	1
633	это в	1	1
634	часто встречается	1	1
635	который не	1	1
636	к этому	5	1
637	им и	1	1
638	как на	1	1
639	в роли	2	1
