N	3gram	Losev_Vlad_3	Problema
86	и ни в	1	2
87	заключается в том	1	2
88	это и есть	1	2
89	ничего общего с	2	2
90	а не просто	1	2
91	не только не	1	2
92	но никак не	1	2
93	вопрос о том	1	2
94	что же именно	1	2
95	по этому поводу	1	2
96	однако и в	1	1
97	а иной раз	1	1
98	это же самое	2	1
99	себе уже не	1	1
100	не просто только	1	1
101	поводу необходимо сказать	1	1
102	не может не	1	1
103	но как раз	1	1
104	этому поводу необходимо	1	1
105	это совершенно неверно	1	1
106	идет только о	1	1
107	что в этом	2	1
108	как иначе он	1	1
109	мы пользуемся не	1	1
110	то ни стало	2	1
111	чтобы можно было	1	1
112	иметь в виду	2	1
113	отличается от другого	1	1
114	ни в каких	2	1
115	и не вполне	1	1
116	это было бы	1	1
117	возможно только в	1	1
118	но даже и	2	1
119	также и в	2	1
120	внимание на то	1	1
121	свидетельствует о том	2	1
122	наше внимание на	1	1
123	при условии логической	1	1
124	о том как	1	1
125	нет и никакого	1	1
126	же как и	1	1
127	том что это	1	1
128	во что бы	2	1
129	и если мы	1	1
130	с этим мы	1	1
131	и не только	1	1
132	только данного в	1	1
133	он не был	1	1
134	вот оказывается что	1	1
135	в результате чего	1	1
136	том случае если	2	1
137	того что мы	1	1
138	но вот оказывается	1	1
139	едва ли ведь	1	1
140	и только на	1	1
141	на самом же	2	1
142	а так как	1	1
143	в этом отношении	2	1
144	то что в	3	1
145	с тем чтобы	1	1
146	весьма важный для	1	1
147	что в нем	1	1
148	и от всякого	1	1
149	или иначе но	1	1
150	также еще и	1	1
151	собственно говоря только	2	1
152	только при помощи	1	1
153	если оно не	1	1
154	то и другое	1	1
155	вместе с тем	6	1
156	и далеко не	1	1
157	возникает вопрос о	1	1
158	совсем не будет	1	1
159	и тем не	1	1
160	уже не будет	1	1
161	ни в какой	1	1
162	она должна быть	1	1
163	говорить не о	1	1
164	и в то	2	1
165	каком смысле не	1	1
166	этим мы уже	1	1
167	и в своем	1	1
168	что бы то	2	1
169	к учению о	1	1
170	то время как	2	1
171	и сводится к	1	1
172	так же как	2	1
173	и в своих	1	1
174	к нему же	1	1
175	настоящем пункте нашего	1	1
176	то ни было	1	1
177	и еще раз	2	1
178	вовсе не для	1	1
179	а это значит	1	1
180	можно сколько угодно	2	1
181	и то же	1	1
182	о самой обыкновенной	1	1
183	и в отношении	3	1
184	и многое другое	1	1
185	буквальном смысле слова	1	1
186	в известном смысле	1	1
187	самое большее что	1	1
188	том что и	1	1
189	в настоящем пункте	1	1
190	а с другой	2	1
191	отнюдь не все	1	1
192	что оба они	1	1
193	в последнее время	1	1
194	или не существует	1	1
195	который так и	1	1
196	какой бы то	1	1
197	но вместе с	1	1
198	одной из самых	1	1
199	мышление если оно	1	1
200	с такой точки	1	1
201	и слишком уж	1	1
202	и тут тоже	1	1
203	значит есть и	1	1
204	иной раз даже	1	1
205	в каком смысле	1	1
206	даже и вообще	1	1
207	самом же деле	2	1
208	даже вовсе не	1	1
209	потому что они	1	1
210	должны сказать что	2	1
211	вовсе не только	1	1
212	иначе и не	1	1
213	не менее и	1	1
214	а то что	1	1
215	да и не	1	1
216	нельзя сказать что	2	1
217	что такого рода	1	1
218	что даже в	1	1
219	еще и еще	2	1
220	мы не можем	1	1
221	в то время	4	1
222	тоже никуда не	1	1
223	здесь не может	1	1
224	по себе уже	1	1
225	тоже не имел	1	1
226	не в плане	1	1
227	мы должны сказать	1	1
228	именно то что	1	1
229	даже и вовсе	1	1
230	мы не будем	1	1
231	не говорим о	1	1
232	в истории философии	3	1
233	не только на	1	1
234	настоящего раздела нашей	1	1
235	той или иной	1	1
236	вовсе не являются	1	1
237	для себя свое	1	1
238	не будет то	1	1
239	не менее он	1	1
240	прежде всего система	1	1
241	так как здесь	1	1
242	мы бы сказали	3	1
243	в свете этой	1	1
244	после всего этого	1	1
245	в вопросе о	2	1
246	он тоже не	1	1
247	речь идет только	1	1
248	и совсем не	1	1
249	но когда мы	1	1
250	это вовсе не	1	1
251	при условии нашего	1	1
252	взятое само по	1	1
253	иной раз и	2	1
254	и в его	3	1
255	в буквальном смысле	1	1
256	что в науке	1	1
257	том случае когда	1	1
258	если иметь в	1	1
259	пользуемся не только	1	1
260	вовсе не так	1	1
261	мы уже встречались	1	1
262	не годится если	1	1
263	такой точки зрения	1	1
264	не может существовать	1	1
