N	2gram	Bakhtin_Pr_1	Russkaja
561	к которому	1	1
562	как же	4	1
563	возможно большее	1	1
564	что не	1	1
565	быть тем	1	1
566	а на	1	1
567	хоть сколько-нибудь	1	1
568	на этот	2	1
569	на которых	1	1
570	до конца	8	1
571	ничем не	1	1
572	не на	4	1
573	черты в	1	1
574	в свете	4	1
575	не допускает	1	1
576	этот принцип	3	1
577	не об	2	1
578	в одно	1	1
579	как элемент	1	1
580	к сознанию	2	1
581	в руках	1	1
582	о себе	12	1
583	с идеями	1	1
584	в самой	6	1
585	всех элементов	2	1
586	то таким	1	1
587	в чужих	1	1
588	к индивидуальному	1	1
589	понял что	1	1
590	на ней	1	1
591	из отдельных	1	1
592	в состоянии	1	1
593	ложь и	1	1
594	быть не	1	1
595	его творчество	2	1
596	с этой	2	1
597	является для	2	1
598	ничего кроме	1	1
599	сознании и	2	1
600	себе еще	2	1
601	тех или	1	1
602	что позволяет	2	1
603	известной степени	1	1
604	и ярко	1	1
605	привело бы	1	1
606	человек и	2	1
607	единство все	1	1
608	ее и	1	1
609	этой действительности	2	1
610	ибо нет	1	1
611	бы в	3	1
612	случае и	1	1
613	его жизнь	2	1
614	и все	1	1
615	личности и	1	1
616	ибо они	1	1
617	к самому	1	1
618	от ее	2	1
619	нами не	1	1
620	приходится признать	1	1
621	психики и	1	1
622	может и	1	1
623	а о	1	1
624	в свою	1	1
625	в какие	1	1
626	с ней	1	1
627	из тех	2	1
628	и внутренне	3	1
629	была бы	3	1
630	к его	1	1
631	отношению к	8	1
632	есть то	3	1
633	себе но	1	1
634	с внешней	1	1
635	человека является	1	1
636	также может	1	1
637	ни на	1	1
638	для создания	2	1
639	только она	1	1
640	они не	4	1
