N	2gram	Trubetskoy_1	StatiiOP
497	и при	6	1
498	что такая	1	1
499	что такое	1	1
500	представить себе	2	1
501	нас не	1	1
502	оказывается что	5	1
503	от себя	2	1
504	оно стало	1	1
505	что я	1	1
506	которые должны	1	1
507	две стороны	1	1
508	эволюции но	1	1
509	том чтобы	2	1
510	только все	1	1
511	и эти	1	1
512	на другую	1	1
513	том и	2	1
514	однако в	1	1
515	с такими	1	1
516	быть не	1	1
517	вместо а	1	1
518	единственный способ	1	1
519	и общей	2	1
520	так называемого	5	1
521	всех их	1	1
522	каждого отдельного	1	1
523	потому не	1	1
524	с настоящим	1	1
525	из нас	1	1
526	и другое	1	1
527	на котором	1	1
528	тогда когда	3	1
529	одна из	2	1
530	что их	3	1
531	в науке	1	1
532	и притом	1	1
533	я буду	1	1
534	к этим	1	1
535	вопросы является	1	1
536	в процессе	2	1
537	тогда и	1	1
538	в разных	3	1
539	того как	1	1
540	эта традиция	1	1
541	они являются	1	1
542	таким путем	1	1
543	за исключением	1	1
544	письма по	1	1
545	ему и	2	1
546	vi как	1	1
547	уже и	3	1
548	которая по	1	1
549	не потому	2	1
550	всех прочих	2	1
551	данного произведения	1	1
552	не могут	4	1
553	основных положений	1	1
554	отличается от	6	1
555	показывающих что	1	1
556	к тому	8	1
557	такие которые	1	1
558	правда не	1	1
559	то ни	3	1
560	как мы	2	1
561	в виду	2	1
562	но при	1	1
563	и говорить	3	1
564	говоря уже	1	1
565	не могу	1	1
566	некоторые другие	1	1
567	последнее время	1	1
568	мысль о	1	1
569	только то	2	1
570	на той	1	1
571	с самого	1	1
572	не подлежит	3	1
573	являются лишь	1	1
574	на том	2	1
575	итак если	1	1
576	на путь	1	1
577	от частных	1	1
578	образом этот	1	1
579	можно только	1	1
580	смотрели на	1	1
581	образом в	3	1
582	лишь то	1	1
583	потому чтобы	1	1
584	лишь при	4	1
585	люди с	1	1
586	есть немало	1	1
587	и та	1	1
588	язык и	1	1
589	настоящее время	2	1
590	быть приняты	1	1
591	и просто	1	1
592	что его	4	1
593	все его	2	1
594	это была	1	1
595	образом мы	1	1
596	к истине	1	1
597	и всю	1	1
598	за последнее	1	1
599	для той	1	1
600	которые совершенно	1	1
601	во всей	1	1
602	в другой	1	1
603	них в	2	1
604	кто в	1	1
605	принципиальной разницы	1	1
606	тот который	1	1
607	совсем в	1	1
608	что тот	1	1
609	психология и	1	1
610	в современной	1	1
611	лишь о	2	1
612	или нет	1	1
613	что только	2	1
614	приведенных выше	1	1
615	сомнению что	3	1
616	тот же	3	1
617	всю свою	1	1
618	и кажется	1	1
619	пор не	2	1
620	как нечто	1	1
621	те которые	1	1
622	самые разнообразные	1	1
623	бы ни	1	1
624	простое и	1	1
625	и из	2	1
626	не отметить	1	1
627	уже не	1	1
628	ряде случаев	1	1
629	видеть что	1	1
630	если мы	4	1
631	он эту	1	1
632	и других	2	1
633	не так	4	1
634	в прошлом	1	1
635	к ним	2	1
636	всю современную	1	1
637	них даже	1	1
638	естественно что	1	1
639	каждый из	3	1
640	трудно видеть	1	1
641	на долю	2	1
642	которые могут	2	1
643	требованию и	1	1
644	от того	3	1
645	указание на	1	1
646	само собой	1	1
647	что таким	2	1
648	которое на	1	1
649	и научное	1	1
650	были бы	1	1
651	и стремление	1	1
652	с общим	2	1
653	без того	4	1
654	как сильно	1	1
655	не были	1	1
656	отношение в	1	1
657	или иной	1	1
658	с другим	1	1
659	при отсутствии	2	1
660	случаев в	1	1
661	это кажется	1	1
662	одну кучу	1	1
663	из таких	2	1
664	чтобы я	1	1
665	или о	1	1
666	то ее	1	1
667	надо думать	1	1
668	этом у	1	1
669	тут-то и	1	1
670	которых мы	3	1
671	до конца	1	1
672	в руках	1	1
673	долго и	1	1
674	по тем	2	1
675	именно такой	1	1
676	вопросе о	2	1
677	которые по	2	1
678	ближе к	3	1
679	в одно	2	1
680	для этой	1	1
681	себя на	1	1
682	за каждым	1	1
683	себя конечно	1	1
684	правильно и	1	1
685	именно поэтому	1	1
686	а но	1	1
687	голову не	1	1
688	результате которой	1	1
689	вместе с	6	1
690	вопрос можно	1	1
691	чтобы и	1	1
692	такой форме	2	1
693	некоторые из	1	1
694	и гораздо	1	1
695	тот факт	4	1
696	эти примеры	2	1
697	что именно	1	1
698	из которых	4	1
699	к своему	1	1
700	с удовольствием	1	1
701	оно существует	1	1
702	целом ряде	3	1
703	в течение	4	1
704	каждого своя	1	1
705	и там	1	1
706	сам не	1	1
707	и другой	1	1
708	этому требованию	1	1
709	требует еще	1	1
710	должен руководствоваться	1	1
711	него в	2	1
712	все одинаково	1	1
713	при условии	2	1
714	в так	1	1
715	в культуре	1	1
716	этом и	1	1
717	ни для	2	1
718	своих предшественников	1	1
719	говорить что	3	1
720	похоже на	1	1
721	еще для	1	1
722	не говорить	1	1
723	случаях когда	3	1
724	факт что	4	1
725	самое простое	1	1
726	и от	5	1
727	причем в	1	1
728	и самому	1	1
729	в настоящее	2	1
730	в голову	1	1
731	в отдельных	2	1
732	это отсутствие	2	1
733	всего что	1	1
734	это может	2	1
735	у них	6	1
736	виде в	1	1
737	но еще	1	1
738	бы в	3	1
739	конце концов	4	1
740	пришлось бы	2	1
741	преобладают а	1	1
742	я в	2	1
743	впечатление которое	1	1
744	в целях	1	1
745	лишь те	1	1
746	месте в	1	1
747	с ней	1	1
748	не говоря	1	1
749	же будет	1	1
750	это делает	1	1
751	работы и	2	1
752	уже так	1	1
753	на более	2	1
754	не быть	1	1
755	состоит из	4	1
756	от всех	1	1
757	к его	1	1
758	в зрелом	1	1
759	ему самому	1	1
760	из этого	6	1
761	для большинства	1	1
762	большей частью	1	1
763	она исходит	1	1
764	быть признана	2	1
765	просто не	1	1
766	и черты	1	1
767	а может	1	1
768	рассуждения в	1	1
769	и другие	1	1
770	основана на	1	1
771	гораздо ближе	1	1
772	к этому	5	1
773	как на	4	1
774	точно так	1	1
775	они не	2	1
