N	2gram	Potebnia_M_3	Vvedenie
300	произведения и	1	2
301	на котором	2	2
302	того как	4	2
303	например что	1	2
304	стороны своего	1	2
305	ничего не	1	2
306	невозможно но	1	2
307	находятся в	1	2
308	до того	4	2
309	от того	8	2
310	именно оно	1	2
311	деятельности и	2	2
312	когда мы	2	2
313	есть только	5	2
314	говоря уже	1	2
315	из двух	3	2
316	так и	11	2
317	не с	1	2
318	мог бы	1	2
319	для этого	1	2
320	же самое	1	2
321	и здесь	1	2
322	искусства и	3	2
323	вопросу о	1	2
324	связь между	2	2
325	во всех	1	2
326	ее от	1	2
327	однако с	1	2
328	этому поводу	1	2
329	в языке	7	2
330	в форме	2	2
331	язык в	1	2
332	тем более	4	2
333	если это	1	2
334	по содержанию	2	2
335	здесь не	1	2
336	целого и	1	2
337	по этому	1	2
338	по самой	1	2
339	каждый из	1	2
340	только на	3	2
341	чем они	1	2
342	мы можем	3	2
343	могло бы	1	2
344	в соответствующих	1	2
345	и чем	1	2
346	по его	1	2
347	в ряде	1	2
348	не говоря	3	2
349	не было	4	2
350	него в	1	2
351	смысл что	1	2
352	с конца	1	2
353	в разной	1	2
354	с этим	6	2
355	этого слова	11	2
356	тому как	5	2
357	своего содержания	1	2
358	еще раз	2	2
359	но это	6	2
360	этой стороны	2	2
361	в более	1	2
362	и сама	1	2
363	не существует	3	2
364	между ними	1	2
365	это может	1	2
366	или нет	1	2
367	бы в	2	2
368	мы должны	4	2
369	хотя в	1	2
370	нам не	1	2
371	самой своей	1	2
372	жизни и	2	2
373	точно так	12	2
374	это в	2	2
375	я и	3	1
376	например в	6	1
377	до него	1	1
378	словом как	1	1
379	не остается	1	1
380	сам по	5	1
381	себе путь	1	1
382	на самом	1	1
383	значении этого	1	1
384	только потому	3	1
385	человека к	1	1
386	сохранять свое	1	1
387	в стороне	1	1
388	к сказанному	2	1
389	это и	2	1
390	на деле	5	1
391	отношения между	1	1
392	что эти	1	1
393	и последовательные	1	1
394	отношения к	1	1
395	сказанное здесь	1	1
396	прямо а	1	1
397	то для	2	1
398	бы уже	1	1
399	сказанного ясно	1	1
400	нуждаются в	1	1
401	и трудно	1	1
402	весь круг	3	1
403	та же	2	1
404	таком случае	2	1
405	и совсем	1	1
406	к одной	3	1
407	исследования в	1	1
408	есть нечто	4	1
409	который был	1	1
410	именно только	1	1
411	похожи на	1	1
412	мы ее	2	1
413	как известные	1	1
414	слово не	5	1
415	бы например	2	1
416	и говорить	1	1
417	было до	1	1
418	он был	1	1
419	на них	1	1
420	только после	1	1
421	смысле может	1	1
422	самое содержание	1	1
423	это бывает	1	1
424	в область	1	1
425	но как	2	1
426	всего он	1	1
427	только тогда	9	1
428	к слову	2	1
429	понимать что	1	1
430	очевидно что	5	1
431	а и	4	1
432	как в	10	1
433	в новом	2	1
434	а через	1	1
435	существование в	2	1
436	отличие от	1	1
437	нет и	1	1
438	теперь не	2	1
439	что они	2	1
440	уже потому	1	1
441	который хотя	1	1
442	заключено в	1	1
443	всех ее	1	1
444	и я	1	1
445	этим предметом	1	1
446	общего с	1	1
447	от содержания	1	1
448	дает нам	3	1
449	от нашего	4	1
450	что действительно	1	1
451	уже о	1	1
452	средством к	1	1
453	помнить что	1	1
454	на картине	1	1
455	что по	2	1
456	с двумя	1	1
457	показывает что	2	1
458	до тех	1	1
459	для которой	1	1
460	более или	3	1
461	себе не	4	1
462	то в	1	1
463	идея и	1	1
464	духа в	1	1
465	в которой	3	1
466	одно время	1	1
467	действительности а	1	1
468	именно такого	1	1
469	и тот	2	1
470	от простого	1	1
471	только один	2	1
472	тому же	1	1
473	во многих	1	1
474	на то	2	1
475	но на	1	1
476	не могла	2	1
477	заключается не	1	1
478	на его	2	1
479	языке мы	1	1
480	с чем	1	1
481	смотреть как	3	1
482	оно было	1	1
483	время и	2	1
484	идет от	1	1
485	перестает быть	4	1
486	он должен	1	1
487	как увидим	1	1
488	справедливо в	1	1
489	котором мы	2	1
490	именно из	1	1
491	существует и	1	1
492	мысли как	3	1
493	из него	2	1
494	заключает в	5	1
495	его содержании	1	1
496	одно и	5	1
497	сознание но	1	1
498	мы его	1	1
499	что все	3	1
500	слова или	1	1
501	разница между	3	1
502	лишь в	1	1
503	которого не	1	1
504	но совершенно	1	1
505	искусства в	1	1
506	то все	1	1
507	видеть и	1	1
508	были принять	1	1
509	его и	1	1
510	бы только	1	1
511	мысли но	1	1
512	она и	1	1
513	на общие	1	1
514	необходимость в	1	1
515	в слове	32	1
516	не всегда	2	1
517	была уже	1	1
518	из совокупности	1	1
519	от языка	1	1
520	этим в	1	1
521	не сам	1	1
522	или менее	3	1
523	в эту	1	1
524	во время	2	1
525	человеческой природы	1	1
526	что между	1	1
527	что такая	1	1
528	никак не	3	1
529	которая имеет	1	1
530	в такой	1	1
531	и без	7	1
532	и какое	1	1
533	от его	1	1
534	самостоятельное существование	1	1
535	и другого	1	1
536	искусства а	2	1
537	может вызвать	1	1
538	заставляет нас	2	1
539	общий смысл	1	1
540	иначе как	1	1
541	но он	1	1
542	речи в	1	1
543	возможно только	3	1
544	языков и	1	1
545	не должно	1	1
546	что этот	1	1
547	того кто	1	1
548	любовь к	1	1
549	например и	1	1
550	был уже	1	1
551	своего появления	1	1
552	как может	1	1
553	многого другого	1	1
554	в таких	1	1
555	деятельность есть	2	1
556	легко представить	1	1
557	это дает	1	1
558	уже из	1	1
559	нас и	1	1
560	ее с	1	1
561	много общего	1	1
562	тому кто	1	1
563	было не	1	1
564	первая половина	1	1
565	и искусство	1	1
566	и восприятия	1	1
567	не могло	1	1
568	следовательно и	1	1
569	судя по	1	1
570	изображенных на	1	1
571	на язык	1	1
572	что ни	2	1
573	под этим	1	1
574	это то	1	1
575	вопросом об	1	1
576	отсюда ясно	1	1
577	его отношение	1	1
578	во всем	1	1
579	и после	2	1
580	не принадлежит	1	1
581	е не	1	1
582	с пониманием	2	1
583	себе это	1	1
584	в некотором	2	1
585	что на	1	1
586	ему не	2	1
587	в действительности	5	1
588	содержания как	1	1
589	у меня	2	1
590	превращается в	1	1
591	е при	1	1
592	встречается в	1	1
593	относиться к	1	1
594	понимание но	1	1
595	отличается от	1	1
596	того о	1	1
597	со строго	1	1
598	оно не	4	1
599	что при	3	1
600	объем и	1	1
601	быть назван	1	1
602	смысле в	2	1
603	для себя	3	1
604	на нечто	1	1
605	не ограничивается	1	1
606	и которая	1	1
607	приходит к	1	1
608	из всего	1	1
609	и о	2	1
610	значения и	1	1
611	свою очередь	3	1
612	и многие	1	1
613	без всякого	1	1
614	только при	2	1
615	с каким	2	1
616	теории как	1	1
617	даны уже	1	1
618	то или	2	1
619	только то	1	1
620	с самого	1	1
621	говорится что	1	1
622	с языком	1	1
623	что именно	4	1
624	что у	1	1
625	отличная от	1	1
626	двух лиц	1	1
627	можно только	2	1
628	том как	3	1
629	по тому	5	1
630	какой она	1	1
631	жизнь и	1	1
632	в общих	1	1
633	образом в	3	1
634	но здесь	1	1
635	от внутренних	1	1
636	состоять в	1	1
637	сложившиеся в	1	1
638	именно потому	1	1
639	понять как	1	1
640	но нужно	1	1
641	имеет еще	1	1
642	и та	2	1
643	другими словами	1	1
644	одного из	1	1
645	бы то	1	1
646	после того	1	1
647	теперь и	1	1
648	слов с	1	1
649	образом мы	1	1
650	должно было	2	1
651	это было	3	1
652	все в	2	1
653	по слову	1	1
654	места и	1	1
655	если например	2	1
656	различие в	1	1
657	общих чертах	1	1
658	не чувствует	1	1
659	когда оно	1	1
660	но нет	1	1
661	ними в	1	1
662	и содержания	1	1
663	непосредственно в	1	1
664	них в	1	1
665	о единстве	1	1
666	состоянии в	1	1
667	есть содержание	1	1
668	именно идея	1	1
669	общем смысле	1	1
670	исходную точку	1	1
671	как ее	2	1
672	значит что	1	1
673	тех пор	1	1
674	что здесь	1	1
675	хорошо известно	1	1
676	на которой	3	1
677	мы видим	2	1
678	всю ее	1	1
679	ней то	1	1
680	понятно и	1	1
681	и чувства	1	1
682	не видеть	2	1
683	то эти	1	1
684	или же	4	1
685	имеет своим	1	1
686	не мешает	1	1
687	на одно	1	1
688	менее совершенно	1	1
689	содержанию а	1	1
690	не то	3	1
691	без этого	1	1
692	которой оно	1	1
693	себя в	1	1
694	имеет права	1	1
695	есть в	3	1
696	нас с	1	1
697	их понимание	1	1
698	положение что	1	1
699	а это	1	1
700	слова не	2	1
701	есть однако	1	1
702	каким образом	1	1
703	или даже	1	1
704	языка но	1	1
705	способу их	1	1
706	за ним	3	1
707	и свойства	1	1
708	она действительно	1	1
709	что содержание	5	1
710	к мысли	3	1
711	для него	9	1
712	вообще в	1	1
713	есть та	1	1
714	не означает	1	1
715	слова в	7	1
716	е и	1	1
717	ее не	1	1
718	к ним	1	1
719	при всей	1	1
720	и язык	1	1
721	у него	2	1
722	чтобы не	1	1
723	такой точки	1	1
724	более сложной	1	1
725	мало для	1	1
726	значение только	2	1
727	указание на	2	1
728	ближайшим образом	2	1
729	нужно было	1	1
730	одном месте	1	1
731	развития а	1	1
732	и т.п	1	1
733	может ли	1	1
734	этот взгляд	1	1
735	тем мы	1	1
736	язык во	1	1
737	есть язык	1	1
738	бы назвать	1	1
739	все равно	4	1
740	мысль которая	1	1
741	а с	2	1
742	на которые	1	1
743	познанного и	1	1
744	в природе	2	1
745	в настоящем	1	1
746	из таких	1	1
747	предметом и	2	1
748	но есть	1	1
749	что будет	1	1
750	не на	1	1
751	притом не	2	1
752	стремлением к	1	1
753	которые не	1	1
754	цвета и	1	1
755	в картине	1	1
756	слова для	3	1
757	его собственной	1	1
758	в ряду	3	1
759	человека или	1	1
760	на время	1	1
761	в одно	3	1
762	становится для	1	1
763	мы знаем	1	1
764	если не	4	1
765	как именно	1	1
766	не видит	1	1
767	имея в	1	1
768	разной мере	1	1
769	бы оно	1	1
770	входить в	1	1
771	все то	1	1
772	эта идея	1	1
773	и потому	4	1
774	как одно	1	1
775	его содержание	1	1
776	как та	2	1
777	все свое	1	1
778	стороны формы	2	1
779	взгляду на	1	1
780	многих случаях	1	1
781	чем то	1	1
782	к своему	2	1
783	случаях в	1	1
784	а между	2	1
785	деятельность не	1	1
786	раз сколько	1	1
787	быть только	4	1
788	языке и	1	1
789	содержание но	1	1
790	это значит	1	1
791	есть тот	1	1
792	всего остального	1	1
793	том смысле	3	1
794	быть не	2	1
795	о жизни	1	1
796	или с	2	1
797	слова и	5	1
798	заключаться в	1	1
799	впрочем не	1	1
800	содержание этого	1	1
801	каким он	1	1
802	как предмет	1	1
803	каждое из	2	1
804	искусств и	1	1
805	или по	1	1
806	и этому	2	1
807	истории но	1	1
808	содержанием не	1	1
809	к вопросу	1	1
810	этот образ	4	1
811	и более	1	1
812	слова но	2	1
813	от той	1	1
814	не прямо	1	1
815	и от	4	1
816	по поводу	4	1
817	это можно	3	1
818	что оно	11	1
819	которая в	1	1
820	а к	3	1
821	языке не	1	1
822	для нас	20	1
823	всего что	1	1
824	и все	3	1
825	из себя	2	1
826	по одной	1	1
827	на языке	1	1
828	целого круга	1	1
829	ни было	1	1
830	же в	2	1
831	себя не	1	1
832	не дает	2	1
833	самому и	1	1
834	давно уже	1	1
835	отношении к	2	1
836	в системе	2	1
837	может и	1	1
838	чем с	1	1
839	совершенно ошибочно	1	1
840	в свою	3	1
841	от своего	1	1
842	внутреннее единство	2	1
843	первом случае	2	1
844	пока не	1	1
845	это очевидно	1	1
846	есть то	2	1
847	этим объясняется	1	1
848	значило бы	1	1
849	и стало	1	1
850	ее в	1	1
851	и эта	1	1
852	время служит	1	1
853	можно назвать	1	1
854	в таком	3	1
855	все что	4	1
856	которая не	2	1
