N	2gram	Tiupa_Anal_2	Problema
116	тем же	1	3
117	на первом	1	3
118	в виду	1	3
119	и самого	1	3
120	еще не	2	3
121	иное как	1	3
122	что его	1	3
123	в ее	1	3
124	совсем не	1	3
125	что касается	3	3
126	на краю	1	3
127	в противоположность	2	3
128	он в	4	3
129	бы не	1	3
130	поскольку в	1	3
131	с одной	5	3
132	он не	2	3
133	в другом	1	3
134	этом смысле	2	3
135	однако в	1	3
136	в отношении	1	3
137	и другое	1	3
138	что иное	1	3
139	но только	1	3
140	и после	1	3
141	как будто	3	3
142	указывает на	1	3
143	он видит	1	3
144	жизнь и	1	3
145	с ним	2	3
146	только и	1	3
147	внимание на	2	3
148	а также	7	3
149	к нему	1	3
150	же в	1	3
151	того что	2	3
152	тот же	1	3
153	и тем	4	3
154	в начале	1	3
155	в одном	2	3
156	именно в	3	3
157	одной стороны	4	3
158	мира в	1	3
159	быть только	1	3
160	еще более	2	3
161	не что	1	3
162	точно так	1	3
163	и наиболее	1	2
164	таком случае	2	2
165	самом деле	1	2
166	мере в	1	2
167	и до	2	2
168	то же	4	2
169	и за	3	2
170	по его	1	2
171	мы имеем	3	2
172	нечего делать	1	2
173	я не	1	2
174	проявляется в	3	2
175	в таком	2	2
176	все эти	1	2
177	в чем	1	2
178	тем как	1	2
179	не все	1	2
180	по отношению	4	2
181	и речи	1	2
182	на то	2	2
183	как в	4	2
184	когда он	1	2
185	однако на	1	2
186	бы с	1	2
187	другого как	1	2
188	однако как	2	2
189	раз в	1	2
190	если он	1	2
191	борьбы с	3	2
192	на его	3	2
193	а скорее	1	2
194	не к	1	2
195	прежде чем	1	2
196	или иных	2	2
197	по словам	1	2
198	что такой	1	2
199	его не	1	2
200	это не	1	2
201	в них	1	2
202	результате чего	2	2
203	и тогда	1	2
204	со всей	1	2
205	раз и	1	2
206	в котором	2	2
207	борьбу с	1	2
208	и более	1	2
209	в таких	2	2
210	и сама	1	2
211	на него	2	2
212	ничего не	9	2
213	именно она	1	2
214	по своей	1	2
215	и является	4	2
216	тем что	3	2
217	уже и	2	2
218	и другой	1	2
219	ли не	2	2
220	его за	1	2
221	к тому	7	2
222	как мы	3	2
223	данном случае	5	2
224	можно было	3	2
225	он был	2	2
226	нас и	1	2
227	является по	1	2
228	по себе	2	2
229	в значительной	2	2
230	в драме	1	2
231	между тем	2	2
232	от них	1	2
233	борьбе с	2	2
234	вслед за	2	2
235	здесь в	2	2
236	что здесь	1	2
237	ли он	1	2
238	в какой	1	2
239	есть в	3	2
240	уже в	1	2
241	свидетельствует о	2	2
242	из них	3	2
243	людей не	1	2
244	имеется еще	1	2
245	ее в	1	2
246	вообще и	2	2
247	с небом	1	2
248	то и	1	2
249	о себе	2	2
250	однако для	1	2
251	в данном	8	2
252	да и	1	2
253	такого рода	2	2
254	в первой	3	2
255	по существу	2	2
256	с этой	1	2
257	только для	1	2
258	один из	2	2
259	тех или	2	2
260	человек и	1	2
261	себя самого	1	2
262	хотя бы	1	2
263	в свою	1	2
264	из тех	1	2
265	была бы	2	2
266	остается на	1	2
267	отношению к	4	2
268	все того	1	2
269	по поводу	3	2
270	к этому	2	2
271	все что	2	2
272	в роли	2	2
273	я и	3	1
274	отношения к	2	1
275	и т	1	1
276	тех же	1	1
277	так у	4	1
278	к другому	1	1
279	из его	2	1
280	и появляется	1	1
281	то самое	1	1
282	глубине и	1	1
283	в их	3	1
284	тема здесь	1	1
285	мы уже	1	1
286	а как	2	1
287	ощущал свою	1	1
288	на место	1	1
289	из своих	2	1
290	не вполне	1	1
291	на себя	5	1
292	и ее	1	1
293	они были	1	1
294	речи самого	1	1
295	анализа с	1	1
296	собой он	1	1
297	не был	3	1
298	нам представляется	1	1
299	с его	1	1
300	указание на	1	1
301	начале и	1	1
302	не требует	1	1
303	и всего	1	1
304	то он	1	1
305	бы в	3	1
306	и всякий	1	1
307	рассказывает как	1	1
308	в главе	1	1
309	сама по	1	1
310	что хотя	1	1
311	не принимает	1	1
312	для всех	2	1
313	этой стороны	1	1
314	глаза а	1	1
315	перед нами	1	1
316	и наконец	1	1
317	его к	1	1
318	в краткой	1	1
319	слова он	1	1
320	бы и	1	1
321	так или	1	1
322	в нашем	3	1
323	он состоит	1	1
324	из этих	1	1
325	в сновидениях	1	1
326	в тех	1	1
327	вопроса о	1	1
328	и те	1	1
329	рассказ о	1	1
330	говорит не	1	1
331	но на	1	1
332	у а	1	1
333	и если	3	1
334	вообще не	2	1
335	что она	2	1
336	бы от	1	1
337	от которого	2	1
338	всех этих	1	1
339	состоит в	8	1
340	на свободу	1	1
341	содержит в	3	1
342	i в	1	1
343	что ни	1	1
344	никому не	1	1
345	и по	1	1
346	в образе	1	1
347	так например	2	1
348	удивительно что	3	1
349	тут не	1	1
350	оказывается объектом	1	1
351	себя и	1	1
352	их и	1	1
353	времени и	1	1
354	времени в	4	1
355	входит в	1	1
356	по природе	2	1
357	например с	1	1
358	но лишь	1	1
359	сказали мне	1	1
360	такой же	1	1
361	с более	1	1
362	но я	1	1
363	и при	1	1
364	в следующем	1	1
365	в такой	1	1
366	одним и	1	1
367	не столько	3	1
368	не как	1	1
369	своего рода	12	1
370	что я	1	1
371	умом и	1	1
372	никогда он	1	1
373	дается в	1	1
374	все это	4	1
375	его до	1	1
376	в устах	2	1
377	даже в	2	1
378	нас к	2	1
379	тому что	1	1
380	вплоть до	1	1
381	тем самым	4	1
382	во-первых это	1	1
383	с теми	1	1
384	хотелось бы	1	1
385	не имеет	2	1
386	о чем	2	1
387	на котором	2	1
388	чтобы в	1	1
389	которого он	1	1
390	уже содержит	1	1
391	и имеет	1	1
392	для всего	1	1
393	он с	1	1
394	именно с	1	1
395	же время	2	1
396	глядя на	1	1
397	как она	1	1
398	со своим	3	1
399	было не	1	1
400	и оказывается	1	1
401	ему в	3	1
402	а мы	1	1
403	ни о	3	1
404	здесь совершенно	1	1
405	с явным	1	1
406	уже было	1	1
407	той или	3	1
408	как человек	1	1
409	только одно	1	1
410	на это	1	1
411	она не	2	1
412	смысле что	1	1
413	с ее	2	1
414	на основе	2	1
415	отвлечься от	1	1
416	это путь	1	1
417	и исторически	1	1
418	значение в	1	1
419	обращаясь к	2	1
420	он сначала	1	1
421	которая определяет	1	1
422	здесь он	1	1
423	те же	2	1
424	в борьбе	2	1
425	веры в	1	1
426	это только	2	1
427	имеется в	1	1
428	в последней	1	1
429	поэтому в	1	1
430	со стороны	3	1
431	и смерть	2	1
432	весьма существенно	1	1
433	сводится к	3	1
434	и здесь	1	1
435	является весьма	1	1
436	мы могли	1	1
437	но к	1	1
438	они оказываются	1	1
439	все прочие	1	1
440	но одна	1	1
441	среди всех	1	1
442	заключительная фраза	1	1
443	восходит к	1	1
444	и ф	1	1
445	нуждается в	1	1
446	искусство не	1	1
447	это лишь	1	1
448	из одних	1	1
449	которых он	1	1
450	то все	1	1
451	автор этой	1	1
452	что очень	1	1
453	ее уже	1	1
454	в двух	2	1
455	зная что	1	1
456	менее в	1	1
457	одной из	3	1
458	этот вопрос	1	1
459	являет собой	3	1
460	в новелле	4	1
461	во времени	2	1
462	что нам	1	1
463	творца а	1	1
464	же и	1	1
465	только на	3	1
466	больше не	1	1
467	в поэзии	2	1
468	существования и	1	1
469	на этих	1	1
470	по выражению	2	1
471	у того	1	1
472	связывается с	2	1
473	за ним	1	1
474	и называет	1	1
475	который как	1	1
476	одно из	2	1
477	с первым	1	1
478	в диалоге	2	1
479	с настоящим	1	1
480	тому же	4	1
481	к ним	1	1
482	не о	2	1
483	составных частей	1	1
484	как его	1	1
485	этом отношении	3	1
486	характерны для	1	1
487	обращением к	1	1
488	выступает как	1	1
489	или иной	3	1
490	даже не	1	1
491	о своей	2	1
492	и из	1	1
493	которая по	1	1
494	как у	1	1
495	или иначе	1	1
496	к которым	1	1
497	христианин в	1	1
498	но о	1	1
499	не удивительно	3	1
500	снижение не	1	1
501	совмещается с	1	1
502	его из	1	1
503	превращается в	2	1
504	и стал	2	1
505	говорит я	1	1
506	в рассказе	1	1
507	зависит от	1	1
508	ниже в	1	1
509	в третьей	1	1
510	а так	1	1
511	имеется целая	1	1
512	его гибели	1	1
513	на этой	2	1
514	на фоне	3	1
515	но оно	1	1
516	и потому	1	1
517	как это	6	1
518	то можно	1	1
519	к своему	2	1
520	который мы	1	1
521	впрочем еще	2	1
522	и терпит	1	1
523	есть на	1	1
524	могут быть	10	1
525	в ответ	2	1
526	в литературе	1	1
527	для человека	1	1
528	хотя он	1	1
529	я с	1	1
530	поскольку сам	1	1
531	том смысле	1	1
532	и смерти	4	1
533	и черный	1	1
534	но это	1	1
535	между прочим	1	1
536	однако не	1	1
537	в полном	1	1
538	фигуры и	1	1
539	судьбы и	1	1
540	в мировой	1	1
541	была названа	1	1
542	представляется что	1	1
543	а все	1	1
544	и пространстве	1	1
545	по одному	1	1
546	об этих	2	1
547	от него	1	1
548	собственно говоря	2	1
549	или нет	1	1
550	тем более	1	1
551	мы должны	1	1
552	зрения в	1	1
553	не забывает	1	1
554	только что	1	1
555	страсть к	1	1
556	я в	3	1
557	личности и	2	1
558	с ними	3	1
559	а о	1	1
560	в романе	1	1
561	героя и	1	1
562	с ней	1	1
563	от своего	2	1
564	состоит из	1	1
565	к его	2	1
566	но когда	1	1
567	таким же	1	1
568	просто не	1	1
569	того или	3	1
570	это в	1	1
571	этой точки	1	1
