N	2gram	Ircho_Kome_2	Literetu
276	пределах одной	1	1
277	современников в	2	1
278	сам же	1	1
279	однако не	1	1
280	мы можем	3	1
281	и слова	1	1
282	как уже	1	1
283	и как	1	1
284	на нас	1	1
285	имеет в	2	1
286	суда и	1	1
287	за собой	2	1
288	со своей	3	1
289	себе как	1	1
290	в которой	5	1
291	с распростертыми	1	1
292	в нашем	2	1
293	если мы	1	1
294	не приводит	1	1
295	задний план	1	1
296	все тот	1	1
297	он не	2	1
298	игра с	1	1
299	которой не	1	1
300	в диалоге	1	1
301	едва ли	14	1
302	в начале	4	1
303	собой вариант	1	1
304	и более	1	1
305	целого ряда	1	1
306	но все	3	1
307	человека в	3	1
308	в каждом	3	1
309	то ни	2	1
310	а затем	5	1
311	а то	1	1
312	и с	5	1
313	а их	1	1
314	бы быть	1	1
315	а по	1	1
316	полной мере	1	1
317	большинстве случаев	1	1
318	знает что	1	1
319	это было	4	1
320	в глазах	2	1
321	ее появления	1	1
322	и мы	1	1
323	из первых	1	1
324	в них	4	1
325	он же	1	1
326	человек который	1	1
327	соответствии с	1	1
328	в ее	2	1
329	мы имеем	2	1
330	с тем	5	1
331	не всегда	2	1
332	и уже	1	1
333	с такой	1	1
334	и некоторые	1	1
335	автора и	1	1
336	в один	2	1
337	со всей	1	1
338	на первый	1	1
339	в эту	1	1
340	в этих	4	1
341	в г	17	1
342	во второй	1	1
343	этой связи	1	1
344	значительную роль	1	1
345	представить себе	3	1
346	в следующем	2	1
347	происходящие с	1	1
348	из классических	1	1
349	то лишь	1	1
350	в памяти	1	1
351	права на	1	1
352	если бы	9	1
353	ни было	2	1
354	не могли	1	1
355	как от	1	1
356	быть не	1	1
357	человека чем	1	1
358	вовсе не	2	1
359	неизвестен и	1	1
360	на свободу	1	1
361	между людьми	1	1
362	случае в	1	1
363	нет необходимости	2	1
364	значение слова	1	1
365	как о	1	1
366	не имеет	3	1
367	самого начала	1	1
368	у кого	1	1
369	во время	6	1
370	от жизни	1	1
371	говорить о	2	1
372	среди персонажей	1	1
373	в деятельности	1	1
374	его участников	1	1
375	иметь в	1	1
376	лишены возможности	1	1
377	из четырех	2	1
378	имеем дело	1	1
379	показывает нам	1	1
380	в наше	1	1
381	к концу	3	1
382	другой стороны	1	1
383	для нас	3	1
384	с новой	1	1
385	в каком	1	1
386	с другом	2	1
387	вот в	1	1
388	бог и	2	1
389	уже о	2	1
390	отличается от	1	1
391	о собственной	1	1
392	поэт не	1	1
393	отказаться от	1	1
394	из их	1	1
395	очень точно	1	1
396	как мы	4	1
397	свою очередь	1	1
398	слышим как	1	1
399	далекого прошлого	1	1
400	с каким	1	1
401	был уверен	1	1
402	и от	4	1
403	так в	2	1
404	мысль о	1	1
405	с самого	2	1
406	художественного мышления	2	1
407	которая со	1	1
408	в годы	1	1
409	или в	3	1
410	он говорит	1	1
411	каждого из	1	1
412	собой в	1	1
413	что был	1	1
414	мог бы	1	1
415	и первые	1	1
416	в эпоху	1	1
417	с текстом	1	1
418	два десятилетия	1	1
419	и здесь	6	1
420	не был	1	1
421	в состав	2	1
422	возможна только	1	1
423	второй половине	1	1
424	никак не	1	1
425	и что	2	1
426	его жизни	1	1
427	пор пока	1	1
428	никакой тайны	1	1
429	в пользу	2	1
430	на основе	1	1
431	не умеет	1	1
432	к нему	3	1
433	во всех	3	1
434	ему же	1	1
435	от них	1	1
436	и во	2	1
437	во всей	1	1
438	что же	1	1
439	под именем	2	1
440	вслед за	2	1
441	наконец в	2	1
442	дома в	1	1
443	в жизнь	2	1
444	более что	1	1
445	второй план	1	1
446	в литературе	1	1
447	слов или	1	1
448	тот же	2	1
449	среди других	1	1
450	одной из	4	1
451	что даже	1	1
452	в какой	2	1
453	гораздо более	1	1
454	не идет	1	1
455	наше время	1	1
456	впрочем и	2	1
457	в единственном	3	1
458	только при	1	1
459	тот или	1	1
460	и решения	1	1
461	пользу такого	1	1
462	о критериях	1	1
463	со своим	1	1
464	и у	2	1
465	самой жизни	1	1
466	в большинстве	1	1
467	текст а	1	1
468	свидетельствует о	1	1
469	от других	1	1
470	за ним	1	1
471	не так	1	1
472	в котором	3	1
473	в одном	2	1
474	никто не	3	1
475	не для	2	1
476	произведения и	1	1
477	слово как	1	1
478	среди которых	1	1
479	так как	4	1
480	не о	1	1
481	может служить	1	1
482	общения и	1	1
483	тогда в	1	1
484	до тех	3	1
485	значение только	1	1
486	никого не	1	1
487	из двух	1	1
488	во власти	1	1
489	что и	7	1
490	другого и	1	1
491	до сих	2	1
492	хоть и	5	1
493	в общественном	1	1
494	если говорить	1	1
495	нельзя сказать	1	1
496	именно в	1	1
497	стороны он	1	1
498	с той	2	1
499	на чем	1	1
500	а с	1	1
501	него из	1	1
502	культуры такие	1	1
503	в соответствии	1	1
504	на основании	5	1
505	а на	2	1
506	не делает	1	1
507	до конца	1	1
508	и завершает	1	1
509	однако и	1	1
510	исходил из	1	1
511	своих возлюбленных	1	1
512	комедийных ситуаций	1	1
513	становится ясным	1	1
514	мы знаем	3	1
515	если не	2	1
516	для этой	2	1
517	сам себе	1	1
518	в творчестве	1	1
519	и если	2	1
520	него в	1	1
521	по праву	1	1
522	во множестве	1	1
523	никому и	1	1
524	текста в	1	1
525	власть над	1	1
526	к своему	1	1
527	исходные предпосылки	1	1
528	целом ряде	1	1
529	в той	2	1
530	однако эти	1	1
531	и на	7	1
532	одновременно с	2	1
533	в ответ	2	1
534	в обратном	1	1
535	по существу	1	1
536	в состоянии	1	1
537	тех пор	3	1
538	о месте	1	1
539	в это	2	1
540	как например	1	1
541	сих пор	2	1
542	только для	1	1
543	о его	4	1
544	и единственного	1	1
545	общественной жизни	1	1
546	ему кажется	1	1
547	естественно не	2	1
548	см ниже	1	1
549	которые были	1	1
550	под названием	2	1
551	из которых	3	1
552	при таком	1	1
553	на задний	1	1
554	говоря о	1	1
555	и все	2	1
556	скорее всего	1	1
557	не будучи	1	1
558	необходимое для	1	1
559	как человек	1	1
560	в стихах	1	1
561	в общем	1	1
562	целый ряд	2	1
563	жизни в	1	1
564	от первого	1	1
565	в свою	1	1
566	между ними	1	1
567	героя и	1	1
568	не знает	1	1
569	сказать что	1	1
570	только как	1	1
571	была бы	1	1
572	от всех	2	1
573	лишь тогда	1	1
574	из этого	2	1
575	в действительности	2	1
576	пути к	2	1
577	вместе с	9	1
578	событий в	1	1
579	к этому	5	1
580	и особенно	3	1
581	все что	1	1
582	от ее	2	1
583	том числе	3	1
