N	2gram	Losev_Prob_4	Sovremen
175	есть не	6	1
176	здесь нет	3	1
177	мы имеем	6	1
178	элементы и	1	1
179	же как	1	1
180	когда в	1	1
181	действительно если	1	1
182	это только	1	1
183	мы в	1	1
184	что уже	1	1
185	поэтому в	1	1
186	если бы	8	1
187	и вообще	6	1
188	что иное	2	1
189	в будущем	1	1
190	же необходимо	1	1
191	и ни	5	1
192	или как	1	1
193	разобраться в	2	1
194	того же	2	1
195	о том	5	1
196	в ней	7	1
197	чем отличается	2	1
198	красоты в	1	1
199	одного из	1	1
200	на них	1	1
201	все его	1	1
202	иное как	2	1
203	все-таки в	1	1
204	себе очень	1	1
205	бы то	1	1
206	что его	4	1
207	его в	2	1
208	с его	2	1
209	во всех	4	1
210	живых существ	1	1
211	природы и	1	1
212	те или	5	1
213	раз и	1	1
214	более в	1	1
215	данном случае	5	1
216	совсем не	1	1
217	но не	5	1
218	или иные	4	1
219	мы будем	1	1
220	но как	3	1
221	вся эта	2	1
222	и все-таки	1	1
223	уже чисто	2	1
224	только своей	1	1
225	если в	1	1
226	функций в	2	1
227	под ногами	1	1
228	ним и	1	1
229	крайней мере	6	1
230	вообще и	1	1
231	которая и	1	1
232	всю эту	2	1
233	все время	2	1
234	чем же	3	1
235	в гости	1	1
236	независимо от	3	1
237	в самый	1	1
238	стороны и	2	1
239	значит что	8	1
240	к нему	3	1
241	на какое-нибудь	1	1
242	известном смысле	1	1
243	кроме того	4	1
244	с понятием	1	1
245	и критика	1	1
246	одной из	4	1
247	этого можно	1	1
248	это просто	1	1
249	в действительности	1	1
250	только в	23	1
251	для ее	2	1
252	в этот	1	1
253	чего же	1	1
254	на какой	1	1
255	за собой	2	1
256	то он	2	1
257	собой но	1	1
258	к другому	1	1
259	одном случае	2	1
260	но ведь	1	1
261	в известном	2	1
262	остановиться на	1	1
263	явлений и	3	1
264	конечно не	3	1
265	да еще	1	1
266	и у	1	1
267	и те	1	1
268	только на	2	1
269	ни одного	1	1
270	какую бы	1	1
271	в начале	3	1
272	и если	5	1
273	а это	3	1
274	термин этот	1	1
275	жизни вообще	1	1
276	он не	2	1
277	тем легче	1	1
278	и еще	1	1
279	себе в	3	1
280	необходимо сказать	3	1
281	становится его	1	1
282	в корне	2	1
283	сами по	2	1
284	вовсе не	21	1
285	почти у	1	1
286	для них	2	1
287	но что	1	1
288	не случайно	1	1
289	случае не	5	1
290	бы все	1	1
291	поскольку она	1	1
292	в очень	1	1
293	это значит	10	1
294	и только	4	1
295	не будет	2	1
296	структур но	1	1
297	категорический ответ	1	1
298	и может	2	1
299	в совершенно	2	1
300	в другом	3	1
301	одной стороны	1	1
302	чем в	1	1
303	подлежит никакому	1	1
304	до сих	1	1
305	с другой	7	1
306	современная наука	1	1
307	нельзя сказать	1	1
308	именно в	7	1
309	здесь в	5	1
310	по своим	1	1
311	этом смысле	3	1
312	и прежде	2	1
313	своя собственная	1	1
314	развиваться дальше	1	1
315	бы эти	1	1
316	отличать от	1	1
317	весь мир	2	1
318	такое же	1	1
319	то само	1	1
320	в новое	3	1
321	виде и	2	1
322	нам представляются	1	1
323	только к	3	1
324	к области	1	1
325	ни в	17	1
326	но уже	1	1
327	нет в	2	1
328	нужно сказать	1	1
329	не было	3	1
330	рядом с	1	1
331	все равно	3	1
332	этого не	2	1
333	и вся	1	1
334	всегда и	1	1
335	несмотря на	4	1
336	бы ее	1	1
337	жизни но	1	1
338	ведь именно	1	1
339	на эту	1	1
340	для их	1	1
341	должно быть	1	1
342	понятия и	3	1
343	в связи	3	1
344	том что	12	1
345	но если	6	1
346	том как	2	1
347	и при	1	1
348	так же	5	1
349	и особенно	1	1
350	к вечеру	1	1
351	в такой	1	1
352	что дело	1	1
353	она в	2	1
354	что вся	1	1
355	никакому сомнению	1	1
356	и красота	1	1
357	то его	1	1
358	xix века	2	1
359	и значит	1	1
360	от его	1	1
361	в данном	6	1
362	когда и	1	1
363	для объяснения	1	1
364	является только	2	1
365	но эта	2	1
366	которые в	1	1
367	бы так	1	1
368	а потом	1	1
369	по крайней	6	1
370	явления то	1	1
371	именно к	1	1
372	с бесконечным	1	1
373	и более	3	1
374	так называемое	1	1
375	мере в	1	1
376	жизни в	2	1
377	общего и	7	1
378	по себе	11	1
379	в своем	3	1
380	только о	1	1
381	если понимать	1	1
382	и нет	1	1
383	сих пор	1	1
384	лишено всякой	1	1
385	при условии	2	1
386	но они	2	1
387	с ним	4	1
388	что эта	1	1
389	дело если	1	1
390	ряд в	1	1
391	и тогда	2	1
392	но для	1	1
393	в обоих	2	1
394	не имеет	4	1
395	дело в	2	1
396	случае он	1	1
397	это уже	3	1
398	не является	10	1
399	объяснения всех	1	1
400	не думаем	2	1
401	уже на	1	1
402	необходимости возникновения	1	1
403	но только	2	1
404	и от	6	1
405	он с	2	1
406	только не	4	1
407	никогда не	1	1
408	или в	5	1
409	другое дело	2	1
410	человек и	1	1
411	но отнюдь	1	1
412	хотя и	5	1
413	только и	5	1
414	жизни не	1	1
415	это то	1	1
416	или другой	3	1
417	себя самого	1	1
418	же процесс	1	1
419	все они	3	1
420	и его	10	1
421	как всякая	1	1
422	с новой	1	1
423	связи с	3	1
424	ничто не	1	1
425	ни было	2	1
426	наконец все	1	1
427	же в	4	1
428	но это	6	1
429	этой области	1	1
430	на которой	1	1
431	можно взять	1	1
432	между ними	1	1
433	не знает	1	1
434	природы не	1	1
435	сказать что	7	1
436	определяет собою	1	1
437	ни о	4	1
438	не сказано	1	1
439	и для	4	1
440	все данное	1	1
441	но можно	1	1
442	первом же	1	1
443	равно как	1	1
444	не давая	1	1
445	развития и	1	1
446	не что	2	1
447	человека в	3	1
448	в то	4	1
449	есть то	1	1
450	них это	1	1
451	в заключение	1	1
452	новой силой	1	1
453	в какой	4	1
454	той или	14	1
455	в своих	1	1
456	которая не	3	1
457	строится эта	1	1
458	ничего общего	5	1
