N	2gram	Potebnia_M_4	PoTuStor
139	не менее	5	2
140	в науке	3	2
141	никогда не	3	2
142	на два	1	2
143	таким путем	1	2
144	понятия и	1	2
145	что на	2	2
146	в каком	4	2
147	все то	1	2
148	не могут	2	2
149	не будет	3	2
150	как не	1	2
151	на основе	1	2
152	в пределах	1	2
153	о бессознательном	1	2
154	как с	1	2
155	быть может	4	2
156	и вообще	2	2
157	с ним	5	2
158	находится в	5	2
159	о том	8	2
160	другими словами	8	2
161	для нас	14	2
162	какое значение	1	2
163	что и	7	2
164	может иметь	2	2
165	один из	2	2
166	оно и	1	2
167	мы видим	2	2
168	что он	4	2
169	и так	3	2
170	есть в	5	2
171	не имеющие	1	2
172	с нею	3	2
173	не можем	5	2
174	если мы	2	2
175	в душе	1	2
176	и других	3	2
177	эти понятия	1	2
178	для меня	10	2
179	к ним	2	2
180	при всей	1	2
181	у него	1	2
182	оно не	2	2
183	что не	6	2
184	в развитии	1	2
185	что мы	10	2
186	в одно	1	2
187	в частности	1	2
188	так же	4	2
189	чувства и	1	2
190	в свое	1	2
191	в систему	1	2
192	но это	3	2
193	и таким	3	2
194	это последнее	4	2
195	к другим	2	2
196	и для	2	2
197	не существует	2	2
198	сознания и	1	2
199	в голову	2	2
200	не есть	9	2
201	из тех	2	2
202	не знает	1	2
203	есть и	2	2
204	а может	2	2
205	ее в	1	2
206	во сне	2	2
207	можно назвать	2	2
208	потом и	1	1
209	человека и	3	1
210	все остальное	1	1
211	и то	5	1
212	и объясняется	1	1
213	сам язык	1	1
214	он может	1	1
215	науки о	1	1
216	бы очень	1	1
217	явления и	2	1
218	когда человек	4	1
219	что эти	3	1
220	каком отношении	1	1
221	его не	1	1
222	полагает что	1	1
223	со всех	1	1
224	мы имеем	4	1
225	что между	3	1
226	что если	6	1
227	вопрос о	2	1
228	нам в	1	1
229	и новых	1	1
230	а для	1	1
231	оно есть	2	1
232	я не	2	1
233	но даже	2	1
234	же что	2	1
235	зависимости от	1	1
236	о роли	1	1
237	всех сторон	1	1
238	в ней	2	1
239	как один	1	1
240	иное как	2	1
241	не был	1	1
242	столь же	2	1
243	что его	2	1
244	основано на	1	1
245	но не	1	1
246	достаточно для	1	1
247	заметим что	3	1
248	значение и	2	1
249	следующем в	1	1
250	иногда и	1	1
251	в течение	2	1
252	новые отношения	1	1
253	первый взгляд	1	1
254	же с	2	1
255	общего с	1	1
256	дает нам	1	1
257	достигают полной	1	1
258	как нам	1	1
259	все же	1	1
260	однако не	1	1
261	хотя и	5	1
262	из сознания	1	1
263	что по	2	1
264	его к	2	1
265	увидим что	1	1
266	уже не	3	1
267	та же	1	1
268	ступени развития	1	1
269	а во-вторых	1	1
270	сказать о	1	1
271	предметов и	1	1
272	в нашем	2	1
273	не оставляет	1	1
274	то я	1	1
275	было связано	2	1
276	жизнь как	1	1
277	имеем в	1	1
278	во многих	2	1
279	по мнению	1	1
280	человек не	2	1
281	на его	3	1
282	что она	2	1
283	не следует	2	1
284	главным образом	1	1
285	время и	1	1
286	даже тогда	1	1
287	образом и	1	1
288	отношений между	2	1
289	наших глазах	1	1
290	но вместе	1	1
291	свое время	1	1
292	под давлением	2	1
293	из него	2	1
294	приходим к	1	1
295	подобно тому	2	1
296	основные черты	1	1
297	человека в	2	1
298	от нее	1	1
299	а вместе	1	1
300	двух слов	1	1
301	из предшествующего	1	1
302	в мире	2	1
303	той же	3	1
304	то нам	2	1
305	на все	1	1
306	лишь в	3	1
307	образ не	2	1
308	входит в	1	1
309	это было	2	1
310	за собою	2	1
311	может стать	1	1
312	дикаря или	1	1
313	истории и	1	1
314	еще одно	1	1
315	не ясно	1	1
316	слагаются в	1	1
317	с тем	7	1
318	одна и	2	1
319	похоже на	2	1
320	значение как	1	1
321	и того	1	1
322	одного и	1	1
323	и еще	1	1
324	но если	1	1
325	и другом	1	1
326	от своего	1	1
327	что есть	3	1
328	в следующем	1	1
329	как наука	2	1
330	к предмету	1	1
331	уже здесь	2	1
332	приводится в	1	1
333	что до	2	1
334	что я	11	1
335	рождается не	1	1
336	значение для	1	1
337	страх и	1	1
338	но эта	2	1
339	выше мы	2	1
340	которые в	1	1
341	каждое из	1	1
342	друг другу	1	1
343	есть еще	1	1
344	на всю	1	1
345	же мы	2	1
346	существует для	1	1
347	других отношений	1	1
348	или что	2	1
349	можно указать	1	1
350	в смысле	3	1
351	быть очень	1	1
352	тогда когда	8	1
353	дело в	1	1
354	только из	1	1
355	в сущности	2	1
356	к новым	1	1
357	к изучению	1	1
358	в самых	1	1
359	что иное	2	1
360	того чтобы	4	1
361	можно получить	1	1
362	только не	3	1
363	вытекает из	1	1
364	не имеет	5	1
365	если ему	1	1
366	ничего не	1	1
367	этих двух	1	1
368	того в	1	1
369	в ком	1	1
370	во всем	1	1
371	к этим	1	1
372	сознание это	1	1
373	связи с	3	1
374	в сознании	4	1
375	более позднее	2	1
376	в виду	3	1
377	следует что	1	1
378	уже и	2	1
379	мы и	2	1
380	тела и	2	1
381	от того	4	1
382	у меня	1	1
383	или только	1	1
384	и такие	1	1
385	одно только	1	1
386	же самое	4	1
387	должны быть	3	1
388	мы по	1	1
389	одну и	1	1
390	к тому	3	1
391	бы он	1	1
392	той или	1	1
393	определить ее	1	1
394	этот комплекс	1	1
395	что при	1	1
396	она не	2	1
397	ничего общего	1	1
398	в применении	1	1
399	он прежде	1	1
400	но вообще	1	1
401	желание его	1	1
402	говорит и	1	1
403	без всякого	1	1
404	данном случае	2	1
405	потому мы	1	1
406	на нашу	1	1
407	в себя	1	1
408	роль в	1	1
409	и что	7	1
410	и сам	1	1
411	что может	2	1
412	в другом	1	1
413	с первым	1	1
414	и ту	1	1
415	можно было	2	1
416	времени и	1	1
417	к тем	1	1
418	это только	1	1
419	частей тела	1	1
420	если бы	13	1
421	своего происхождения	2	1
422	из одного	3	1
423	в разных	3	1
424	связанная с	3	1
425	о ней	1	1
426	о нем	1	1
427	и здесь	2	1
428	два момента	1	1
429	на вопрос	4	1
430	имеем дело	2	1
431	внимание на	5	1
432	и та	4	1
433	необходим для	1	1
434	любви к	1	1
435	нас в	2	1
436	с нами	1	1
437	но нет	2	1
438	на одном	1	1
439	на чувства	1	1
440	не более	1	1
441	в другой	2	1
442	нельзя сказать	3	1
443	и можно	1	1
444	деле в	1	1
445	происходит только	1	1
446	на наших	1	1
447	и об	1	1
448	для самого	2	1
449	и мир	1	1
450	конечно при	1	1
451	к нему	5	1
452	что здесь	1	1
453	и история	1	1
454	но так	2	1
455	себя с	1	1
456	что только	2	1
457	словами мы	1	1
458	тот же	2	1
459	к делу	1	1
460	на другие	1	1
461	дело с	1	1
462	бы из	1	1
463	сознание в	1	1
464	бы ни	2	1
465	философии но	1	1
466	кроме этого	1	1
467	с одной	1	1
468	в качестве	1	1
469	образов в	1	1
470	душевных явлений	1	1
471	уже в	5	1
472	и они	2	1
473	то и	4	1
474	в нашей	1	1
475	сделать и	1	1
476	это значение	2	1
477	а это	1	1
478	рано или	2	1
479	человека на	1	1
480	не будут	1	1
481	пока не	2	1
482	которое достаточно	1	1
483	в известной	1	1
484	вовсе не	7	1
485	ее не	3	1
486	и им	1	1
487	заметить что	6	1
488	не говорит	1	1
489	этом отношении	1	1
490	даже и	3	1
491	перейти к	1	1
492	для того	6	1
493	уже совершенно	1	1
494	и старается	1	1
495	или поздно	2	1
496	со стороны	3	1
497	деле есть	1	1
498	с другой	2	1
499	в немногих	1	1
500	эта работа	1	1
501	рабочий который	1	1
502	здесь в	1	1
503	и прежде	2	1
504	в свою	2	1
505	и быть	2	1
506	на чем	1	1
507	а с	1	1
508	близко к	1	1
509	у нас	2	1
510	одной стороны	1	1
511	на этот	2	1
512	в ребенке	2	1
513	а не	12	1
514	с которым	2	1
515	именно так	1	1
516	кусок дерева	1	1
517	в руках	1	1
518	из моментов	1	1
519	для человека	4	1
520	не всегда	3	1
521	в связи	1	1
522	бы оно	1	1
523	связь с	1	1
524	вопрос можно	1	1
525	из мира	1	1
526	конечно есть	1	1
527	в человеке	1	1
528	влияния на	1	1
529	предположить что	4	1
530	в данном	4	1
531	проч самый	1	1
532	что рано	1	1
533	тому как	2	1
534	что же	5	1
535	а потом	1	1
536	быть только	1	1
537	из этой	1	1
538	в состоянии	2	1
539	и философии	1	1
540	представлением и	5	1
541	том смысле	2	1
542	быть не	2	1
543	несколько слов	2	1
544	в лицах	1	1
545	есть то	4	1
546	выделяется и	1	1
547	в более	2	1
548	известной степени	3	1
549	жизни когда	1	1
550	в самые	1	1
551	оно более	1	1
552	при таком	1	1
553	потому не	1	1
554	не подлежит	1	1
555	мы только	1	1
556	ли они	1	1
557	которая в	1	1
558	довести до	2	1
559	считаем нужным	1	1
560	в эту	1	1
561	еще более	2	1
562	на других	1	1
563	мы должны	2	1
564	на языке	1	1
565	только что	3	1
566	я в	2	1
567	же в	1	1
568	хотя в	2	1
569	по поводу	4	1
570	здесь только	1	1
571	нет ничего	3	1
572	от всех	1	1
573	что такие	1	1
574	по которой	1	1
575	не что	2	1
576	на свет	1	1
577	чем держится	1	1
578	себе но	1	1
579	и слов	1	1
580	в своих	2	1
581	и эта	1	1
582	это в	1	1
583	как на	1	1
