N	2gram	Berdyaev_M_1	Narrotol
206	вступает в	1	2
207	в свою	2	2
208	в своих	1	2
209	он лишь	2	2
210	можно назвать	1	2
211	они не	1	2
212	эта новая	1	1
213	отношения к	4	1
214	одним из	2	1
215	также и	2	1
216	у гоголя	1	1
217	начинается с	1	1
218	это и	4	1
219	между двумя	1	1
220	он уже	6	1
221	в зависимости	1	1
222	века в	2	1
223	которое может	1	1
224	сказать с	1	1
225	человеческий и	1	1
226	всей ее	1	1
227	их жизни	1	1
228	ни у	1	1
229	мир не	2	1
230	вопрос о	2	1
231	критике он	1	1
232	знанием и	1	1
233	не была	3	1
234	но она	1	1
235	зависимости от	1	1
236	собой в	1	1
237	иное как	1	1
238	во всех	1	1
239	в сторону	1	1
240	человеческих отношений	1	1
241	отношение к	4	1
242	человеку и	2	1
243	за пределы	4	1
244	человека его	3	1
245	природа в	1	1
246	относится к	2	1
247	не принимает	1	1
248	как говорит	1	1
249	наряду с	1	1
250	в одной	1	1
251	своей жизни	1	1
252	за этим	1	1
253	и нет	2	1
254	кто не	1	1
255	и как	2	1
256	и наконец	1	1
257	его к	1	1
258	за собой	2	1
259	я верю	1	1
260	в которой	6	1
261	бы и	3	1
262	отказывается от	1	1
263	бы не	2	1
264	без этой	1	1
265	с их	2	1
266	есть на	1	1
267	после этого	1	1
268	раз когда	2	1
269	свет во	1	1
270	в плане	1	1
271	из него	1	1
272	на этом	3	1
273	людей и	2	1
274	лишь с	1	1
275	прежде чем	2	1
276	с собой	3	1
277	ее жизни	1	1
278	и характер	1	1
279	его не	3	1
280	входит в	2	1
281	есть не	4	1
282	по природе	1	1
283	который так	3	1
284	всю свою	1	1
285	истории и	2	1
286	делает его	1	1
287	выходя из	1	1
288	в это	1	1
289	любви в	1	1
290	такому пониманию	1	1
291	церковь и	2	1
292	все было	1	1
293	личности не	1	1
294	всю жизнь	4	1
295	и вопреки	1	1
296	и небо	1	1
297	должно быть	3	1
298	эти миры	1	1
299	и ничего	1	1
300	не мог	3	1
301	несет в	1	1
302	образом их	1	1
303	человек и	6	1
304	человека как	2	1
305	в такой	1	1
306	и без	1	1
307	всяком случае	1	1
308	она в	1	1
309	жизнь его	1	1
310	знает и	1	1
311	все и	1	1
312	не от	1	1
313	как будет	1	1
314	в которых	4	1
315	мысли и	2	1
316	и уж	2	1
317	мир и	1	1
318	есть его	1	1
319	трудно было	1	1
320	жизни то	1	1
321	ему как	1	1
322	что есть	5	1
323	в отношении	1	1
324	между людьми	1	1
325	тут было	1	1
326	вплоть до	1	1
327	человека но	4	1
328	с которой	2	1
329	она не	4	1
330	у кого	1	1
331	в основе	2	1
332	время как	2	1
333	что иное	1	1
334	чем не	1	1
335	это еще	1	1
336	жизни не	1	1
337	находятся в	1	1
338	такова что	1	1
339	такая же	1	1
340	у шекспира	1	1
341	а лишь	1	1
342	и после	1	1
343	ничто не	1	1
344	только с	1	1
345	как будто	2	1
346	в каком	2	1
347	может показаться	1	1
348	от ее	1	1
349	свое собственное	1	1
350	раскрывается в	5	1
351	xx века	1	1
352	принадлежит к	1	1
353	не могут	5	1
354	есть только	2	1
355	не хотел	3	1
356	как для	2	1
357	мысли о	2	1
358	от которой	1	1
359	что человек	3	1
360	и о	1	1
361	в виду	2	1
362	обращением к	1	1
363	и исчезает	1	1
364	то время	2	1
365	начало и	1	1
366	приводит к	2	1
367	встреча с	1	1
368	его любовь	1	1
369	сознания в	1	1
370	в подземелье	1	1
371	природе своей	1	1
372	было в	1	1
373	особенно в	3	1
374	когда его	1	1
375	миром с	1	1
376	еще в	2	1
377	как ему	1	1
378	по сравнению	2	1
379	жизнь и	1	1
380	о своей	2	1
381	к прошлому	1	1
382	не на	1	1
383	настаивать на	1	1
384	люди с	1	1
385	в самой	7	1
386	означает что	1	1
387	с того	2	1
388	человеческие отношения	1	1
389	может не	2	1
390	и своей	1	1
391	это было	1	1
392	к нему	7	1
393	нем не	2	1
394	с одним	1	1
395	и во	2	1
396	этот момент	1	1
397	это нужно	1	1
398	который и	2	1
399	во всей	1	1
400	пути и	2	1
401	в другой	1	1
402	в бытовой	1	1
403	также в	1	1
404	ее как	1	1
405	все время	1	1
406	в юности	1	1
407	и она	2	1
408	не несет	1	1
409	быть и	1	1
410	с той	1	1
411	что только	1	1
412	жизнь свою	1	1
413	одной из	1	1
414	этот вопрос	1	1
415	которым он	1	1
416	ли он	1	1
417	не ведет	2	1
418	и кажется	1	1
419	действительной жизни	1	1
420	только художественная	1	1
421	так что	1	1
422	внутренней его	1	1
423	ничего нельзя	1	1
424	в нашей	1	1
425	него и	2	1
426	оно всегда	1	1
427	он осуществляет	1	1
428	мир в	3	1
429	свой собственный	1	1
430	и их	3	1
431	в одном	1	1
432	только одного	1	1
433	никто не	2	1
434	под знаком	1	1
435	к человеку	9	1
436	тем что	4	1
437	в любви	4	1
438	бы это	1	1
439	для того	2	1
440	первая и	1	1
441	лишь для	1	1
442	мир который	1	1
443	нужно было	1	1
444	для художника	1	1
445	смысла жизни	1	1
446	до сих	2	1
447	а именно	1	1
448	чем он	1	1
449	и быть	1	1
450	это все	1	1
451	же о	1	1
452	или о	1	1
453	в темной	1	1
454	что не	1	1
455	но все-таки	1	1
456	связано с	2	1
457	это прежде	1	1
458	на этот	2	1
459	у человека	5	1
460	человеческой жизни	2	1
461	его как	2	1
462	и с	3	1
463	его собственной	2	1
464	когда она	1	1
465	что мы	1	1
466	не видит	1	1
467	мог быть	1	1
468	нет никаких	2	1
469	вместе с	6	1
470	исходит от	1	1
471	и потому	10	1
472	человек есть	4	1
473	завершается же	1	1
474	в человеке	8	1
475	xix века	4	1
476	в столь	1	1
477	к жизни	1	1
478	сравнению с	1	1
479	чтобы за	1	1
480	что же	1	1
481	радость в	1	1
482	в мир	3	1
483	человеке в	2	1
484	него есть	1	1
485	опыта а	1	1
486	том смысле	2	1
487	о своих	2	1
488	и от	2	1
489	сих пор	2	1
490	о его	1	1
491	все это	6	1
492	и оно	1	1
493	для свободы	1	1
494	которых он	4	1
495	в бога	2	1
496	не существует	2	1
497	это он	1	1
498	сознания и	1	1
499	когда он	3	1
500	в этих	4	1
501	еще более	1	1
502	верю в	1	1
503	иначе он	1	1
504	будто бы	3	1
505	хотя в	1	1
506	человека не	4	1
507	к ее	1	1
508	но оно	1	1
509	бытия не	1	1
510	не знает	4	1
511	отношением к	1	1
512	мир но	2	1
513	жизни а	1	1
514	почему он	1	1
515	с такой	1	1
516	не что	1	1
517	суждений о	1	1
518	судьба в	1	1
519	о себе	3	1
520	к этому	2	1
521	кажется и	2	1
522	во всяком	1	1
523	небо и	4	1
