N	2gram	Bakhtin_sl_1	Poddanst
271	рассматривать с	1	1
272	бы оно	1	1
273	речь но	3	1
274	и теми	1	1
275	это ощущение	1	1
276	так же	2	1
277	всяком случае	5	1
278	к предмету	4	1
279	место в	1	1
280	в отличие	1	1
281	бы мы	1	1
282	в данном	3	1
283	исключительно на	1	1
284	рождены и	1	1
285	и эти	2	1
286	как к	2	1
287	и более	1	1
288	там где	4	1
289	друг с	2	1
290	ни были	3	1
291	и вся	1	1
292	простор для	1	1
293	и другим	2	1
294	в основном	3	1
295	всегда существует	1	1
296	xviii века	2	1
297	она не	3	1
298	входят в	1	1
299	которые были	1	1
300	религиозные и	1	1
301	чем шире	1	1
302	и глубины	1	1
303	мнения о	1	1
304	того чтобы	1	1
305	нем в	3	1
306	никогда не	3	1
307	в результате	3	1
308	о котором	1	1
309	находятся в	1	1
310	области поэзии	1	1
311	степени чем	1	1
312	как явление	1	1
313	полноты и	1	1
314	разрыва между	1	1
315	что по	1	1
316	другой стороны	4	1
317	имеет два	1	1
318	в этих	2	1
319	можно рассматривать	1	1
320	помимо воли	1	1
321	всеми его	1	1
322	в просторах	1	1
323	на фоне	7	1
324	нет ничего	1	1
325	в каком	1	1
326	конечно и	2	1
327	отношением к	1	1
328	только как	1	1
329	они как	2	1
330	исходить из	1	1
331	быть различной	1	1
332	когда русские	1	1
333	одновременно и	2	1
334	что все	2	1
335	есть и	1	1
336	в других	3	1
337	единства в	1	1
338	начала в	1	1
339	мы все	2	1
340	пути к	1	1
341	и другие	1	1
342	не есть	2	1
343	вместе с	1	1
344	выработанные в	1	1
345	который не	1	1
346	во всяком	7	1
347	они не	1	1
