N	2gram	Propp_Morf_1	FransuaR
358	вне этих	1	1
359	здесь мы	3	1
360	и совершенно	1	1
361	и когда	1	1
362	в образе	4	1
363	не место	1	1
364	все остальные	1	1
365	с этого	2	1
366	если бы	2	1
367	чтобы им	1	1
368	подземное царство	1	1
369	в коем	1	1
370	которого можно	1	1
371	века тогда	1	1
372	и здесь	5	1
373	настоящее время	3	1
374	или на	3	1
375	подобные же	1	1
376	на что	1	1
377	в различных	2	1
378	того или	1	1
379	положения и	1	1
380	а во	1	1
381	с теми	4	1
382	с насмешкой	1	1
383	раньше чем	3	1
384	ходить на	1	1
385	что и	7	1
386	во всей	1	1
387	лишь к	1	1
388	чтобы его	2	1
389	деле в	1	1
390	как объяснить	1	1
391	первых же	1	1
392	ряд других	1	1
393	если это	3	1
394	и она	1	1
395	этот элемент	4	1
396	все формы	1	1
397	в лице	1	1
398	того что	3	1
399	теми вопросами	1	1
400	что здесь	1	1
401	как например	2	1
402	хотя бы	4	1
403	мы видим	13	1
404	в какой	3	1
405	ясно что	5	1
406	таких моментов	1	1
407	и действительно	1	1
408	еще и	1	1
409	никак нельзя	1	1
410	и ее	3	1
411	все они	1	1
412	в эти	1	1
413	какой степени	1	1
414	не входит	1	1
415	и у	1	1
416	в большинстве	3	1
417	себя и	2	1
418	этого нельзя	2	1
419	в виде	2	1
420	функций в	1	1
421	большинстве случаев	3	1
422	в данной	1	1
423	за ним	1	1
424	не знаешь	2	1
425	перевести на	1	1
426	к xviii	1	1
427	одно из	1	1
428	и их	2	1
429	узнает в	1	1
430	элементов как	1	1
431	носит характер	1	1
432	как раз	1	1
433	время уже	1	1
434	в очень	1	1
435	из основателей	1	1
436	из приведенных	2	1
437	только на	1	1
438	превращаться в	2	1
439	это или	1	1
440	живой и	2	1
441	нас явления	1	1
442	после смерти	1	1
443	как же	2	1
444	что не	1	1
445	всего мира	1	1
446	что вполне	1	1
447	быть названо	3	1
448	на этот	1	1
449	их следует	1	1
450	которые еще	1	1
451	не на	2	1
452	а не	11	1
453	и далее	1	1
454	а по	3	1
455	здесь этот	1	1
456	существу и	1	1
457	не существует	3	1
458	если не	1	1
459	с помощью	1	1
460	все более	1	1
461	вступает в	1	1
462	в частности	2	1
463	более широкого	1	1
464	относятся к	2	1
465	если она	2	1
466	по своему	2	1
467	что за	1	1
468	еще тем	1	1
469	чем в	1	1
470	нашу задачу	1	1
471	не открывать	1	1
472	есть на	1	1
473	и там	1	1
474	это значит	1	1
475	говорил об	1	1
476	действительно не	1	1
477	и самая	1	1
478	не строго	1	1
479	все как	1	1
480	этом случае	8	1
481	о его	1	1
482	видно что	1	1
483	с этими	1	1
484	и где	1	1
485	тому или	1	1
486	это уже	3	1
487	не является	3	1
488	известной степени	1	1
489	и для	2	1
490	случаях когда	2	1
491	в настоящее	3	1
492	и питьем	1	1
493	для нас	2	1
494	не более	1	1
495	и ни	1	1
496	и как	5	1
497	но вот	2	1
498	человеческой природой	1	1
499	за этим	1	1
500	например на	1	1
501	но оно	2	1
502	иначе чем	2	1
503	с ними	1	1
504	состоит из	1	1
505	а ведь	1	1
506	равно как	1	1
507	остается на	1	1
508	отношению к	4	1
509	есть и	4	1
510	на своем	1	1
511	они вступают	1	1
512	к этому	3	1
513	относится ко	1	1
