N	2gram	Savitsky_E_1	Problema
109	с одной	8	5
110	одной стороны	8	5
111	или иной	4	5
112	что не	1	5
113	другой стороны	2	5
114	в частности	5	5
115	так же	9	5
116	кроме того	1	5
117	в связи	1	5
118	и все	2	5
119	или иного	4	5
120	есть то	1	5
121	что если	2	4
122	и тут	2	4
123	но не	5	4
124	в общем	3	4
125	в своем	14	4
126	и как	2	4
127	более или	1	4
128	вообще не	3	4
129	но именно	2	4
130	всех этих	1	4
131	таким образом	2	4
132	заключается в	2	4
133	и тем	3	4
134	далеко не	2	4
135	как таковой	1	4
136	или менее	1	4
137	в этих	2	4
138	но если	5	4
139	в отношении	32	4
140	для каждого	1	4
141	что на	2	4
142	в каком	4	4
143	уже о	1	4
144	стороны и	6	4
145	не могут	2	4
146	все еще	1	4
147	что при	1	4
148	и о	1	4
149	говоря уже	2	4
150	если бы	2	4
151	и только	3	4
152	значит что	1	4
153	значение в	1	4
154	тот же	1	4
155	есть в	2	4
156	не можем	2	4
157	то и	1	4
158	представить себе	1	4
159	как же	2	4
160	тем что	3	4
161	и следовательно	1	4
162	если не	1	4
163	или по	2	4
164	как бы	6	4
165	это значит	2	4
166	слова и	1	4
167	в результате	3	4
168	а в	2	4
169	не говоря	2	4
170	гораздо более	1	4
171	мы здесь	1	3
172	и этот	2	3
173	в их	11	3
174	вопрос о	4	3
175	но даже	4	3
176	то это	1	3
177	не нужно	2	3
178	в нашем	1	3
179	а тем	2	3
180	только тогда	1	3
181	в истории	2	3
182	хотя и	2	3
183	могли бы	1	3
184	не было	1	3
185	не являются	1	3
186	и к	3	3
187	и тот	1	3
188	в случае	2	3
189	при этом	1	3
190	и по	5	3
191	то ни	4	3
192	лишь в	1	3
193	мы обозначили	1	3
194	для них	2	3
195	о которых	1	3
196	с тем	3	3
197	несмотря на	4	3
198	и того	2	3
199	или точнее	2	3
200	тому что	1	3
201	тогда когда	2	3
202	одна из	1	3
203	и притом	4	3
204	в основе	1	3
205	мы все	1	3
206	можно судить	1	3
207	только и	1	3
208	мы бы	1	3
209	оно не	1	3
210	она не	2	3
211	значительной мере	1	3
212	то или	1	3
213	имеется в	1	3
214	он сам	2	3
215	для этого	1	3
216	внимание на	1	3
217	в значительной	2	3
218	нас в	1	3
219	которые мы	1	3
220	и можно	2	3
221	и наконец	2	3
222	один из	1	3
223	ли он	1	3
224	никак нельзя	1	3
225	по этому	1	3
226	уже в	1	3
227	и их	1	3
228	уже и	3	3
229	для того	6	3
230	даже не	1	3
231	что для	1	3
232	и если	2	3
233	относятся к	2	3
234	к тому	8	3
235	и от	3	3
236	о котором	1	3
237	то не	2	3
238	бы в	2	3
239	мы должны	2	3
240	тех или	1	3
241	в своих	2	3
242	все что	1	3
243	речь идет	1	2
244	чтобы не	1	2
245	нам кажется	7	2
246	по преимуществу	2	2
247	ведь и	2	2
248	той же	1	2
249	большую роль	1	2
250	в ней	4	2
251	представляет собой	3	2
252	бы то	4	2
253	во всех	6	2
254	значением и	1	2
255	мы же	1	2
256	друг от	2	2
257	или иное	1	2
258	один и	1	2
259	которые не	1	2
260	в той	5	2
261	независимо от	4	2
262	как нам	5	2
263	значения как	1	2
264	нами в	1	2
265	во многих	4	2
266	все другие	2	2
267	области и	1	2
268	он не	2	2
269	говорили в	1	2
270	не значит	1	2
271	в корне	1	2
272	и ее	1	2
273	но все	1	2
274	как они	1	2
275	то чтобы	1	2
276	об этом	1	2
277	к другу	1	2
278	входит в	1	2
279	и мы	3	2
280	или хотя	2	2
281	в них	3	2
282	она и	1	2
283	должно быть	1	2
284	точки зрения	23	2
285	в такой	1	2
286	которые в	1	2
287	не в	5	2
288	войти в	1	2
289	даже в	4	2
290	что с	1	2
291	в определении	1	2
292	правда в	1	2
293	с и	10	2
294	значит ли	1	2
295	того чтобы	6	2
296	та или	1	2
297	или иная	1	2
298	как на	3	2
299	ли это	3	2
300	настоящего времени	1	2
301	значение только	2	2
302	числе и	1	2
303	что оно	1	2
304	что может	1	2
305	значение как	1	2
306	утверждать что	2	2
307	существует только	1	2
308	эта последняя	1	2
309	от друга	2	2
310	имеет никаких	1	2
311	представим себе	1	2
312	мысль о	1	2
313	ставить и	1	2
314	и сам	1	2
315	том случае	1	2
316	для всякого	1	2
317	во все	3	2
318	еще в	1	2
319	является в	1	2
320	сводится к	1	2
321	при такой	1	2
322	и поэтому	2	2
323	язык и	1	2
324	а также	7	2
325	время не	1	2
326	к нему	2	2
327	что и	3	2
328	друг к	1	2
329	быть и	1	2
330	как нечто	1	2
331	или в	2	2
332	в качестве	14	2
333	для всех	1	2
334	конечно не	1	2
335	это обстоятельство	1	2
336	себе в	3	2
337	случае когда	1	2
338	само по	4	2
339	в состоянии	1	2
340	в последние	6	2
341	и прежде	3	2
342	если даже	1	2
343	что из	1	2
344	входить в	1	2
345	нет ничего	1	2
346	вместе с	2	2
347	поэтому если	1	2
348	относиться к	1	2
349	в тех	1	2
350	они относятся	1	2
351	имеет значение	1	2
352	время для	1	2
353	при таком	1	2
354	еще более	2	2
355	хотели бы	1	2
356	чтобы ее	1	2
357	частности в	2	2
358	случае если	1	2
359	это в	1	2
360	том числе	1	2
361	же как	5	1
362	и связанного	1	1
363	многих отношениях	1	1
364	но тем	1	1
365	в чисто	1	1
366	ту же	1	1
367	и до	1	1
368	что эти	2	1
369	от которых	1	1
370	должна быть	2	1
371	с таким	1	1
372	исторические периоды	1	1
373	виде некоторого	1	1
374	на тех	1	1
375	что между	1	1
376	которую мы	5	1
377	это что	1	1
378	на такие	1	1
379	именно к	2	1
380	время как	1	1
381	на себя	3	1
382	на практике	1	1
383	более нет	1	1
384	и другая	2	1
385	в некотором	4	1
386	на них	2	1
387	столь же	5	1
388	время в	3	1
389	что его	1	1
390	с его	1	1
391	тем как	1	1
392	то мы	1	1
393	различия между	1	1
394	самих себя	1	1
395	в ту	1	1
396	мы будем	1	1
397	на язык	2	1
398	к которой	1	1
399	которые они	2	1
400	можно производить	2	1
401	что во	1	1
402	в рамках	1	1
403	как в	3	1
404	поскольку они	2	1
405	дает нам	1	1
406	последнее время	1	1
407	с такими	1	1
408	с их	1	1
409	что нет	1	1
410	вполне понятно	1	1
411	есть ли	2	1
412	или иную	3	1
413	то нет	1	1
414	что это	2	1
415	мы получаем	1	1
416	еще далеко	1	1
417	связанного с	1	1
418	думать что	8	1
419	в известном	3	1
420	значение так	1	1
421	бы только	1	1
422	и те	1	1
423	претендовать на	1	1
424	имеет для	1	1
425	к выводу	1	1
426	в нем	1	1
427	значительная часть	3	1
428	возникающих в	1	1
429	на одну	2	1
430	и еще	2	1
431	получила свое	1	1
432	отношений между	2	1
433	в силу	2	1
434	же язык	1	1
435	для понимания	2	1
436	на земле	1	1
437	или вовсе	1	1
438	и будет	1	1
439	на этом	1	1
440	для человеческого	1	1
441	мы устанавливаем	1	1
442	а для	1	1
443	в глубине	1	1
444	и категорий	1	1
445	говорить не	1	1
446	входя в	1	1
447	дать ей	1	1
448	сейчас в	1	1
449	которая как	1	1
450	если при	1	1
451	своя собственная	1	1
452	ведь в	1	1
453	отражение в	1	1
454	толковать как	1	1
455	кажется что	2	1
456	земной поверхности	1	1
457	то как	1	1
458	является более	1	1
459	осуществляется в	1	1
460	ту или	3	1
461	чем все	1	1
462	мы хотели	1	1
463	или из	1	1
464	с такой	1	1
465	не вообще	1	1
466	потому и	1	1
467	такой же	2	1
468	и различие	1	1
469	весьма часто	1	1
470	бы на	1	1
471	если и	1	1
472	даже при	2	1
473	сам и	1	1
474	если можно	1	1
475	мы говорили	1	1
476	место в	3	1
477	которые лежат	1	1
478	в которых	3	1
479	выше мы	1	1
480	простое и	1	1
481	отношений или	1	1
482	ни было	4	1
483	и наоборот	1	1
484	тому чтобы	2	1
485	в предыдущем	4	1
486	бы нас	1	1
487	отношении содержания	1	1
488	нас к	2	1
489	но они	1	1
490	что эта	1	1
491	имеет свое	1	1
492	и другое	1	1
493	если в	2	1
494	на себе	1	1
495	какой бы	2	1
496	никогда не	3	1
497	области где	1	1
498	бы сказали	1	1
499	мира и	3	1
500	можно усмотреть	1	1
501	совершенно неправильно	1	1
502	во всей	2	1
503	по своей	2	1
504	бы значение	1	1
505	как не	2	1
506	и его	1	1
507	и теперь	2	1
508	бы по	1	1
509	со своим	1	1
510	этом отношении	3	1
511	такие же	1	1
512	и далее	1	1
513	свое собственное	1	1
514	гораздо сложнее	1	1
515	по нашему	3	1
516	должны быть	1	1
517	для мышления	1	1
518	от нее	1	1
519	мы отнюдь	1	1
520	но какой	1	1
521	отличных от	1	1
522	констатировать в	1	1
523	отказаться от	1	1
524	и число	1	1
525	всегда в	1	1
526	но по	2	1
527	бы дать	1	1
528	которого мы	2	1
529	то она	1	1
530	с ее	1	1
531	всего этого	1	1
532	указывать на	1	1
533	что само	1	1
534	то время	1	1
535	они должны	1	1
536	от того	1	1
537	будет существовать	1	1
538	литературы и	1	1
539	и когда	1	1
540	даже помимо	1	1
541	котором мы	1	1
542	самом понятии	1	1
543	с собой	1	1
544	которыми мы	1	1
545	xix и	1	1
546	каждого из	1	1
547	во многом	2	1
548	наше внимание	2	1
549	которое оно	1	1
550	поэтому в	1	1
551	в некоторой	1	1
552	был не	1	1
553	она есть	1	1
554	с ним	1	1
555	будет уже	1	1
556	из более	1	1
557	могут стать	2	1
558	в порядке	2	1
559	в состав	1	1
560	не означает	2	1
561	и та	2	1
562	с разных	1	1
563	находятся в	1	1
564	одного из	1	1
565	или на	1	1
566	это должно	1	1
567	может не	1	1
568	времени в	1	1
569	и во	2	1
570	нельзя ни	1	1
571	являются в	1	1
572	между тем	8	1
573	однако с	1	1
574	переходит в	1	1
575	и всякая	1	1
576	действию и	1	1
577	к установлению	1	1
578	эти два	1	1
579	которые можно	1	1
580	ее элементов	1	1
581	каких бы	2	1
582	по количеству	1	1
583	роль но	1	1
584	насколько можно	1	1
585	но с	2	1
586	одной из	5	1
587	этот вопрос	2	1
588	дело с	1	1
589	именно о	1	1
590	что даже	1	1
591	в какой	2	1
592	то в	4	1
593	которое мы	1	1
594	имеются не	1	1
595	нужно и	1	1
596	даже вовсе	1	1
597	нужно понимать	1	1
598	число их	1	1
599	различия в	3	1
600	от других	1	1
601	в данной	3	1
602	но от	1	1
603	не будут	1	1
604	в известной	3	1
605	как область	1	1
606	в одном	2	1
607	и со	3	1
608	много раз	1	1
609	непосредственным образом	1	1
610	перед собой	1	1
611	мыслящего человека	1	1
612	и искусства	1	1
613	к ним	3	1
614	или это	1	1
615	существовать в	1	1
616	в сфере	3	1
617	со стороны	5	1
618	и чем	2	1
619	нельзя сказать	1	1
620	именно в	4	1
621	которых мы	1	1
622	не относится	1	1
623	будет ли	2	1
624	в каких	1	1
625	в последнее	1	1
626	она является	1	1
627	говорит о	3	1
628	каком смысле	1	1
629	те кто	1	1
630	от этого	5	1
631	их можно	1	1
632	а на	1	1
633	нашему мнению	2	1
634	не на	4	1
635	воды и	1	1
636	мира в	4	1
637	этого можно	1	1
638	все более	9	1
639	только к	2	1
640	ни на	3	1
641	и потому	5	1
642	как это	4	1
643	некоторые из	1	1
644	имеются в	1	1
645	скажем прямо	1	1
646	его на	2	1
647	мы занимаемся	1	1
648	в пределах	25	1
649	а если	1	1
650	средней температуры	1	1
651	чем в	4	1
652	лежат в	4	1
653	это различие	1	1
654	это есть	1	1
655	возможна ли	1	1
656	даже с	1	1
657	т е	9	1
658	думать не	1	1
659	действительно ли	1	1
660	в человеческом	1	1
661	мыслится как	1	1
662	мы сказали	1	1
663	на пути	1	1
664	этих отношений	1	1
665	известном смысле	3	1
666	сложнее чем	1	1
667	и таким	2	1
668	между прочим	7	1
669	в аспекте	1	1
670	ближе к	1	1
671	в смысле	9	1
672	в более	1	1
673	многие из	1	1
674	этих случаях	1	1
675	то можно	1	1
676	в точном	1	1
677	не получит	1	1
678	которая в	1	1
679	в отдельных	1	1
680	есть область	2	1
681	но когда	1	1
682	особого рода	1	1
683	сознания что	1	1
684	это может	1	1
685	возникает вопрос	1	1
686	сказать даже	1	1
687	же к	2	1
688	было только	1	1
689	пришлось бы	1	1
690	значении но	1	1
691	же в	2	1
692	обстоит дело	3	1
693	всего мира	1	1
694	понимать как	1	1
695	не быть	1	1
696	что такие	1	1
697	но этот	1	1
698	в свое	1	1
699	к этой	1	1
700	ее в	3	1
701	и эта	2	1
702	понимать что	1	1
703	который не	1	1
704	которыми и	1	1
705	можно назвать	1	1
