N	2gram	Trubetskoy_1	Myslijsy
381	великое дело	1	1
382	имеет свою	1	1
383	на эти	1	1
384	не была	1	1
385	не столько	1	1
386	всегда быть	1	1
387	на себя	2	1
388	они были	1	1
389	которое в	1	1
390	все виды	1	1
391	а другие	1	1
392	и на	5	1
393	на них	1	1
394	и многие	1	1
395	что его	1	1
396	в различных	1	1
397	смотрят на	2	1
398	имеют между	1	1
399	природы и	1	1
400	на самом	6	1
401	сущности и	1	1
402	нею в	1	1
403	на народ	1	1
404	если в	6	1
405	есть по	1	1
406	себе и	4	1
407	что они	3	1
408	во что	3	1
409	каждая из	1	1
410	для создания	1	1
411	есть цель	1	1
412	что первое	1	1
413	перед нами	1	1
414	что когда	1	1
415	когда он	1	1
416	себе на	1	1
417	более или	4	1
418	от этого	1	1
419	своими средствами	1	1
420	еще на	1	1
421	каждый народ	1	1
422	а во-вторых	2	1
423	чем больше	1	1
424	все эти	2	1
425	в гармонически	1	1
426	что так	1	1
427	приводит к	4	1
428	что ничего	2	1
429	если он	1	1
430	говоря только	1	1
431	вследствие этого	1	1
432	на его	1	1
433	как оно	1	1
434	смотреть как	1	1
435	представляются в	1	1
436	от которого	1	1
437	только такой	1	1
438	ему лично	1	1
439	что ни	1	1
440	народов которые	1	1
441	касается до	2	1
442	тем в	1	1
443	от некоторых	1	1
444	лишь в	3	1
445	его в	4	1
446	больше в	1	1
447	входит в	1	1
448	того или	2	1
449	всех народов	2	1
450	общая жизнь	1	1
451	и мы	1	1
452	части одной	1	1
453	совершенно ясно	1	1
454	всю свою	2	1
455	такое соединение	2	1
456	вызывать в	1	1
457	он на	1	1
458	из нее	1	1
459	же образом	2	1
460	этого слова	1	1
461	все равно	1	1
462	ли может	1	1
463	со своими	1	1
464	не всегда	1	1
465	жизни но	1	1
466	как сказано	1	1
467	не доходят	1	1
468	остается в	2	1
469	любви и	1	1
470	или менее	4	1
471	во время	2	1
472	привело к	1	1
473	от своего	1	1
474	другим и	1	1
475	что такое	2	1
476	в такой	1	1
477	в котором	2	1
478	возможностью и	1	1
479	духу и	1	1
480	на свою	1	1
481	он принимает	1	1
482	в которых	1	1
483	признать что	6	1
484	должны были	1	1
485	своей жизни	1	1
486	народов а	1	1
487	с большею	1	1
488	когда эти	1	1
489	и эти	1	1
490	на другую	1	1
491	такое решение	1	1
492	их в	2	1
493	ее части	1	1
494	себя к	1	1
495	же может	1	1
496	даже в	1	1
497	задачи и	1	1
498	всех их	1	1
499	случае эта	1	1
500	или что	1	1
501	а на	1	1
502	что с	2	1
503	она могла	1	1
504	результаты этой	1	1
505	исторической и	1	1
506	отличное от	1	1
507	и проч	1	1
508	но только	1	1
509	себе самом	1	1
510	может только	3	1
511	наука и	1	1
512	принадлежат к	2	1
513	возможно и	1	1
514	что весьма	1	1
515	именно с	1	1
516	и весь	1	1
517	может в	1	1
518	по своей	1	1
519	и теперь	1	1
520	доказать что	1	1
521	этом отношении	1	1
522	в области	2	1
523	свое собственное	2	1
524	в духе	1	1
525	как только	1	1
526	по возможности	1	1
527	на такую	2	1
528	указывает на	2	1
529	в полной	1	1
530	быть назван	1	1
531	народа точно	1	1
532	самостоятельно и	1	1
533	им в	1	1
534	из всего	1	1
535	изменений в	1	1
536	вступая в	1	1
537	как не	1	1
538	людей в	1	1
539	всего этого	1	1
540	в ее	1	1
541	живущие в	1	1
542	ни стало	3	1
543	которые как	1	1
544	внутренние противоречия	1	1
545	и логически	1	1
546	такой взгляд	1	1
547	роль в	1	1
548	существовать и	1	1
549	стремление достигнуть	1	1
550	отказаться от	4	1
551	на том	3	1
552	если они	2	1
553	что у	1	1
554	можно было	4	1
555	те же	1	1
556	сказано выше	1	1
557	в результате	2	1
558	быть может	1	1
559	отрицать что	1	1
560	и постоянно	1	1
561	не будучи	1	1
562	которому принадлежит	1	1
563	только средствами	1	1
564	образом в	1	1
565	есть истины	1	1
566	движения и	1	1
567	и деятельности	2	1
568	может видеть	1	1
569	таким путем	1	1
570	стороны их	1	1
571	с тою	1	1
572	в другом	3	1
573	делает возможным	1	1
574	это потому	2	1
575	невозможно без	1	1
576	если признать	1	1
577	там в	1	1
578	в вопросах	3	1
579	к нему	2	1
580	с другими	1	1
581	может принести	1	1
582	переходит в	1	1
583	должно было	1	1
584	чтобы все	1	1
585	могла стать	1	1
586	одна не	1	1
587	себя однако	1	1
588	нельзя считать	2	1
589	движения в	1	1
590	видят не	1	1
591	свои личные	1	1
592	мы хотим	1	1
593	которая как	1	1
594	в лице	1	1
595	эти последние	1	1
596	на которой	2	1
597	один из	1	1
598	образом как	1	1
599	себе еще	1	1
600	ее к	1	1
601	время когда	2	1
602	условий жизни	1	1
603	с ними	1	1
604	что он	6	1
605	мы верим	1	1
606	это стремление	1	1
607	во-вторых что	1	1
608	в обществе	1	1
609	всяком случае	6	1
610	от них	1	1
611	земного шара	1	1
612	протестом против	1	1
613	совершиться только	1	1
614	нами и	1	1
615	себя в	4	1
616	в виде	3	1
617	когда оно	1	1
618	из них	3	1
619	разума и	1	1
620	признать за	1	1
621	он принадлежит	1	1
622	ни в	2	1
623	в прошлом	1	1
624	чтобы она	2	1
625	не для	1	1
626	от тех	1	1
627	ее не	1	1
628	у него	2	1
629	деятельности для	1	1
630	случае не	1	1
631	формы в	1	1
632	другом в	1	1
633	где есть	1	1
634	с общим	1	1
635	видно из	1	1
636	без того	1	1
637	насколько это	1	1
638	до сих	5	1
639	каждый человек	1	1
640	говорить и	1	1
641	именно в	3	1
642	себе внутренние	1	1
643	будет ли	2	1
644	как же	1	1
645	еще и	1	1
646	человек может	1	1
647	себя и	5	1
648	на ней	1	1
649	только к	3	1
650	противоречие между	1	1
651	их не	2	1
652	превращается в	1	1
653	представляется в	1	1
654	на такой	2	1
655	ничем не	1	1
656	не на	1	1
657	человеческой жизни	1	1
658	именно так	1	1
659	к стремлению	1	1
660	то по	1	1
661	понятие о	1	1
662	а следовательно	3	1
663	в связи	1	1
664	следовало бы	1	1
665	различия национальных	1	1
666	в одной	1	1
667	как та	1	1
668	без помощи	1	1
669	многих случаях	1	1
670	сил если	1	1
671	чем то	1	1
672	ни от	2	1
673	в данном	7	1
674	который мы	1	1
675	между нами	1	1
676	всех других	1	1
677	смысле этого	1	1
678	когда же	1	1
679	ко всему	1	1
680	по которому	1	1
681	да и	3	1
682	как средства	1	1
683	время вполне	1	1
684	есть много	1	1
685	выше что	1	1
686	сил которые	1	1
687	сих пор	5	1
688	все это	6	1
689	и таким	1	1
690	что касается	1	1
691	ничего кроме	1	1
692	но для	2	1
693	говорить что	1	1
694	может совершиться	1	1
695	то будет	1	1
696	решить вопрос	1	1
697	не подлежит	2	1
698	том виде	1	1
699	ее и	1	1
700	необходимых для	1	1
701	не должен	2	1
702	случае и	1	1
703	должны верить	1	1
704	к ее	1	1
705	на другие	1	1
706	же будет	1	1
707	но можно	1	1
708	совершенно не	2	1
709	с часто	1	1
710	на это	2	1
711	собственной природы	1	1
712	нас не	1	1
713	к этому	1	1
714	они не	1	1
