N	2gram	Bakhtin_Pr_4	Tragedij
387	по сравнению	1	1
388	в последней	1	1
389	в диалог	1	1
390	образа князя	1	1
391	в эпоху	1	1
392	стремление к	1	1
393	но может	1	1
394	а по	1	1
395	часто и	1	1
396	себя а	1	1
397	мире достоевского	2	1
398	знает но	1	1
399	достоевского все	3	1
400	в смерти	2	1
401	в рассказчике	1	1
402	после того	1	1
403	это должно	1	1
404	чтобы не	1	1
405	от него	1	1
406	все в	2	1
407	между тем	2	1
408	отметить что	1	1
409	в форме	1	1
410	в настоящей	1	1
411	какой-то мере	1	1
412	все время	2	1
413	и она	1	1
414	что вот	2	1
415	в жизнь	1	1
416	в литературе	1	1
417	он есть	2	1
418	его собственная	1	1
419	селе степанчикове	1	1
420	мы видим	1	1
421	только в	6	1
422	во всем	4	1
423	приходит в	1	1
424	этой линии	1	1
425	что ж	7	1
426	петербургские сновидения	1	1
427	с одной	1	1
428	борьба двух	1	1
429	именно на	1	1
430	устной речи	3	1
431	первостепенное значение	3	1
432	есть в	6	1
433	характер ее	1	1
434	он очень	1	1
435	так можно	1	1
436	мы бы	1	1
437	только на	3	1
438	героя с	2	1
439	не знать	1	1
440	но самое	1	1
441	рассказывает о	1	1
442	в общем	2	1
443	характерно что	1	1
444	и их	3	1
445	всяком случае	1	1
446	могло бы	2	1
447	слова в	13	1
448	ее не	1	1
449	к ним	4	1
450	братьях карамазовых	2	1
451	в xx	1	1
452	в карты	1	1
453	и вместе	1	1
454	рядом с	5	1
455	чувствует себя	1	1
456	никого не	1	1
457	даже не	1	1
458	с другим	1	1
459	именно в	1	1
460	в каких	1	1
461	и знает	1	1
462	что не	1	1
463	так мне	1	1
464	не было	2	1
465	и стал	1	1
466	на этот	2	1
467	а не	11	1
468	его как	2	1
469	не я	1	1
470	с рассказом	1	1
471	xx веке	1	1
472	этом случае	1	1
473	в связи	1	1
474	себя на	2	1
475	иван карамазов	1	1
476	с помощью	3	1
477	i прежде	1	1
478	о себе	5	1
479	вместе с	2	1
480	и особенно	1	1
481	до этого	1	1
482	и потому	1	1
483	своего слова	1	1
484	в духе	2	1
485	она даже	1	1
486	не знал	1	1
487	сравнению с	1	1
488	искусства но	1	1
489	в романах	5	1
490	в той	3	1
491	слова он	1	1
492	столкновение с	1	1
493	для понимания	2	1
494	и судьбы	1	1
495	этого слова	2	1
496	романе бесы	1	1
497	в условиях	3	1
498	так ли	2	1
499	формы по	1	1
500	не любил	1	1
501	в книге	1	1
502	любовь к	4	1
503	я знаю	1	1
504	известной степени	1	1
505	достоевского но	3	1
506	как своего	1	1
507	всегда будет	1	1
508	самое главное	1	1
509	причем в	2	1
510	за свое	1	1
511	в результате	2	1
512	а к	1	1
513	в двух	1	1
514	о нем	6	1
515	бы в	3	1
516	и совершенно	2	1
517	конце концов	1	1
518	хотя бы	2	1
519	я в	1	1
520	обстоит дело	1	1
521	очень хорошо	1	1
522	жизни в	1	1
523	контекст в	1	1
524	героя и	4	1
525	опять к	1	1
526	совершенно не	4	1
527	но этот	3	1
528	и жизнь	2	1
529	есть и	2	1
530	всегда была	1	1
531	к этой	1	1
532	заключенным в	1	1
533	и эта	1	1
534	это в	1	1
535	во всяком	2	1
