N	2gram	Tiupa_Anal_3	FransuaR
253	на них	1	1
254	время в	1	1
255	характерная для	1	1
256	мы будем	1	1
257	в противовес	2	1
258	по отношению	7	1
259	в общем	2	1
260	вступают в	1	1
261	обращении к	1	1
262	так что	1	1
263	независимо от	1	1
264	как в	3	1
265	бы действительно	1	1
266	первых двух	1	1
267	перед нами	4	1
268	тех случаях	1	1
269	еще больше	1	1
270	не будем	1	1
271	а и	4	1
272	что по	4	1
273	от этого	1	1
274	со своей	8	1
275	к чему	1	1
276	в целом	3	1
277	сливается с	1	1
278	вытесненные из	1	1
279	без учета	1	1
280	бы не	1	1
281	всего к	1	1
282	и тот	1	1
283	не могла	2	1
284	так сказать	2	1
285	теми же	1	1
286	переодеваниями и	1	1
287	к миру	1	1
288	он не	6	1
289	же году	1	1
290	в силу	1	1
291	том чтобы	1	1
292	однозначности и	1	1
293	одной и	2	1
294	и по	2	1
295	всех своих	1	1
296	его можно	1	1
297	в большой	1	1
298	в борьбе	2	1
299	в нее	1	1
300	однако все	1	1
301	могла бы	2	1
302	выходит далеко	1	1
303	к г	1	1
304	с циклом	1	1
305	об этом	2	1
306	его в	3	1
307	входит в	2	1
308	дать ей	1	1
309	это не	2	1
310	он есть	1	1
311	по мысли	1	1
312	в итоге	4	1
313	о которых	2	1
314	в самую	1	1
315	но лишь	1	1
316	с этой	1	1
317	место и	1	1
318	не всегда	3	1
319	кладет начало	1	1
320	года и	1	1
321	в один	1	1
322	не мог	2	1
323	со всей	1	1
324	с еще	1	1
325	места в	1	1
326	но если	1	1
327	таким же	1	1
328	не становится	1	1
329	внутренняя граница	2	1
330	и момент	1	1
331	самый момент	1	1
332	далеки от	1	1
333	должны были	1	1
334	не менее	4	1
335	и той	2	1
336	стороне его	1	1
337	не в	6	1
338	времени не	1	1
339	лично для	2	1
340	имени в	1	1
341	он выступает	1	1
342	мог иметь	1	1
343	же мы	1	1
344	и есть	1	1
345	свободой и	1	1
346	из которых	1	1
347	до известной	3	1
348	как можно	1	1
349	все три	2	1
350	как о	1	1
351	дело в	2	1
352	не нуждается	1	1
353	свободы и	1	1
354	можно судить	1	1
355	для всего	1	1
356	только не	3	1
357	к тебе	1	1
358	как формы	2	1
359	или как	1	1
360	преимущественно на	1	1
361	я не	1	1
362	у шекспира	1	1
363	прибегать к	1	1
364	потому что	1	1
365	и теперь	1	1
366	с новой	1	1
367	смысл этой	1	1
368	более серьезную	1	1
369	не столь	1	1
370	достаточно напомнить	1	1
371	с тем	2	1
372	к однозначности	1	1
373	тему в	1	1
374	доверие к	1	1
375	к себе	1	1
376	это по	2	1
377	не могут	1	1
378	далеко за	1	1
379	и сам	4	1
380	принципиальный и	1	1
381	к тому	6	1
382	служить и	1	1
383	что уже	1	1
384	указывает на	3	1
385	не есть	4	1
386	бы это	1	1
387	слова с	1	1
388	для того	1	1
389	отношении он	1	1
390	оно не	1	1
391	правда не	1	1
392	литературного творчества	1	1
393	с некоторой	1	1
394	этого целого	1	1
395	то она	1	1
396	нуждающимся в	1	1
397	романе в	1	1
398	в средневековой	1	1
399	него самого	1	1
400	здесь мы	1	1
401	шекспира и	4	1
402	имею в	1	1
403	с иными	2	1
404	во второй	7	1
405	поэтому в	2	1
406	с этого	1	1
407	если бы	1	1
408	для этого	1	1
409	и внешней	1	1
410	путем перевода	1	1
411	могла не	1	1
412	образом в	1	1
413	и здесь	2	1
414	на их	1	1
415	должно было	1	1
416	того или	1	1
417	на всех	1	1
418	с теми	1	1
419	что и	5	1
420	отметить что	1	1
421	или напротив	1	1
422	во всей	1	1
423	лишь к	1	1
424	первых же	1	1
425	как если	1	1
426	о своих	2	1
427	в сферу	1	1
428	того что	1	1
429	к роману	1	1
430	хотя бы	1	1
431	и одновременно	1	1
432	и дело	1	1
433	для себя	1	1
434	субъективного сознания	1	1
435	еще и	3	1
436	в литературу	2	1
437	проявляется в	1	1
438	они могут	1	1
439	и ее	2	1
440	литературе и	1	1
441	все они	2	1
442	и новое	1	1
443	с нею	2	1
444	и у	1	1
445	своего рода	8	1
446	этом что	1	1
447	в большинстве	2	1
448	ни одного	1	1
449	себя и	1	1
450	что во	1	1
451	бог не	1	1
452	большинстве случаев	1	1
453	важнейшие события	1	1
454	мы знаем	1	1
455	т.п все	1	1
456	который как	2	1
457	одно из	1	1
458	и их	1	1
459	слова в	1	1
460	к ним	1	1
461	не о	1	1
462	жизни на	1	1
463	как раз	7	1
464	их можно	1	1
465	о своей	2	1
466	и вступает	1	1
467	с мотивом	1	1
468	а о	1	1
469	не слышит	1	1
470	к которому	1	1
471	веселым и	1	1
472	один и	1	1
473	целым рядом	1	1
474	что не	3	1
475	говорит о	2	1
476	на этот	1	1
477	занимает в	1	1
478	а не	9	1
479	и далее	1	1
480	только как	1	1
481	есть лишь	1	1
482	а по	1	1
483	литература в	1	1
484	он становится	1	1
485	он и	3	1
486	с помощью	1	1
487	вступает в	3	1
488	в частности	12	1
489	в старом	1	1
490	по своему	2	1
491	есть на	1	1
492	говорил об	1	1
493	этом случае	1	1
494	своей жизни	1	1
495	его за	2	1
496	о его	2	1
497	работы по	1	1
498	неотделимо от	1	1
499	с этими	1	1
500	это уже	1	1
501	не является	5	1
502	известной степени	3	1
503	и для	2	1
504	картине мира	2	1
505	случаях когда	1	1
506	и от	2	1
507	текстов и	1	1
508	а все	1	1
509	одного текста	1	1
510	есть система	1	1
511	бы в	1	1
512	не более	2	1
513	и как	4	1
514	из существеннейших	2	1
515	от всего	1	1
516	будто бы	1	1
517	частной жизни	1	1
518	с таким	1	1
519	и позволило	1	1
520	утверждал что	1	1
521	в стихах	1	1
522	чем свидетельствует	1	1
523	к самому	1	1
524	с ними	1	1
525	на смену	1	1
526	теперь в	1	1
527	в свою	5	1
528	или иного	1	1
529	отношению к	7	1
530	есть и	1	1
531	матери в	1	1
532	к этому	3	1
