N	2gram	Savitsky_E_1	Formalny
106	по себе	4	4
107	она не	2	4
108	в смысле	9	4
109	тогда когда	2	4
110	мы можем	3	4
111	могут быть	2	4
112	к тому	8	4
113	о том	3	4
114	связь между	1	4
115	конечно не	1	4
116	уже в	1	4
117	в большинстве	2	4
118	следует что	1	4
119	для того	6	4
120	со стороны	5	4
121	прежде всего	9	4
122	в связи	1	4
123	мы видели	3	4
124	как это	4	4
125	слова и	1	4
126	между собой	2	4
127	обстоит дело	3	4
128	жизни и	2	4
129	же как	5	3
130	того же	3	3
131	должна быть	2	3
132	той же	1	3
133	литературы и	1	3
134	и на	6	3
135	в которых	3	3
136	столь же	5	3
137	время в	3	3
138	во всех	6	3
139	то мы	1	3
140	иначе обстоит	2	3
141	бы и	3	3
142	что это	2	3
143	в себе	9	3
144	этот процесс	2	3
145	и с	2	3
146	те же	1	3
147	и тем	3	3
148	ее в	3	3
149	как таковой	1	3
150	в этих	2	3
151	творчества и	1	3
152	и более	2	3
153	по отношению	1	3
154	тому что	1	3
155	в основе	1	3
156	для нас	4	3
157	исторического процесса	1	3
158	этом отношении	3	3
159	оно не	1	3
160	еще в	1	3
161	и что	2	3
162	можно сказать	4	3
163	в них	3	3
164	и следовательно	1	3
165	дело с	1	3
166	в какой	2	3
167	уже не	1	3
168	не о	1	3
169	у нас	1	3
170	не на	4	3
171	она есть	1	3
172	в той	5	3
173	того что	7	3
174	дело идет	2	3
175	жизни в	3	3
176	сказать что	4	3
177	имеет место	2	3
178	и эта	2	3
179	ту же	1	2
180	он считает	1	2
181	чтобы не	1	2
182	в такой	1	2
183	нам кажется	7	2
184	в котором	2	2
185	отдельных элементов	1	2
186	с таким	1	2
187	говорить о	1	2
188	в полной	4	2
189	и со	3	2
190	социальной группы	1	2
191	и сами	1	2
192	оценок и	1	2
193	с его	1	2
194	конечно это	1	2
195	к нулю	2	2
196	видели что	1	2
197	россии и	3	2
198	в сторону	2	2
199	в общем	3	2
200	очевидно что	3	2
201	отличие от	1	2
202	или иное	1	2
203	за пределы	1	2
204	в своем	14	2
205	стороны и	6	2
206	не являются	1	2
207	увидим что	1	2
208	от этого	5	2
209	то в	4	2
210	это можно	1	2
211	в этой	2	2
212	жизнью и	1	2
213	вообще не	3	2
214	главным образом	2	2
215	всех этих	1	2
216	не значит	1	2
217	пределах одного	1	2
218	не как	1	2
219	в россии	5	2
220	на земле	1	2
221	какой бы	2	2
222	на этом	1	2
223	это значит	2	2
224	в чисто	1	2
225	входя в	1	2
226	этом смысле	3	2
227	даже что	2	2
228	кажется что	2	2
229	такой же	2	2
230	в эту	2	2
231	или точнее	2	2
232	как совокупность	4	2
233	то его	1	2
234	в отличие	1	2
235	друг другу	1	2
236	даже в	4	2
237	в отношении	32	2
238	принадлежат к	1	2
239	правда в	1	2
240	дело в	3	2
241	одна из	1	2
242	и притом	4	2
243	находятся в	1	2
244	в каком	4	2
245	этих областей	5	2
246	и это	1	2
247	и художественное	1	2
248	как совокупности	2	2
249	с ее	1	2
250	как не	2	2
251	то или	1	2
252	в рамки	1	2
253	был бы	1	2
254	является в	1	2
255	поэтому в	1	2
256	для этого	1	2
257	ними и	2	2
258	в самой	1	2
259	притом в	2	2
260	или на	1	2
261	ее и	1	2
262	и во	2	2
263	переходит в	1	2
264	что и	3	2
265	и только	3	2
266	нем и	1	2
267	в каждую	1	2
268	в формах	1	2
269	но так	1	2
270	мы увидим	1	2
271	не можем	2	2
272	от других	1	2
273	в данной	3	2
274	из них	3	2
275	ту или	3	2
276	бы тот	1	2
277	как их	2	2
278	от того	1	2
279	и даже	6	2
280	или иной	4	2
281	в области	11	2
282	в каких	1	2
283	к которому	1	2
284	связано с	3	2
285	а на	1	2
286	с такой	1	2
287	смысле этого	1	2
288	этого слова	1	2
289	а к	1	2
290	но это	1	2
291	ни для	1	2
292	известной степени	3	2
293	в точном	1	2
294	такое предположение	2	2
295	мы должны	2	2
296	одной из	5	2
297	но если	5	2
298	именно потому	2	2
299	в последнем	1	2
300	в таком	3	2
301	также что	1	1
302	не дала	1	1
303	и то	2	1
304	тех же	1	1
305	значения она	1	1
306	от своей	1	1
307	и до	1	1
308	ведь и	2	1
309	к созданию	1	1
310	и этот	2	1
311	с в	2	1
312	есть не	2	1
313	значения как	1	1
314	или наоборот	1	1
315	с более	3	1
316	среды и	1	1
317	историческое явление	1	1
318	а для	1	1
319	из того	2	1
320	в масштабе	2	1
321	то это	1	1
322	в каждой	1	1
323	оно может	1	1
324	к противопоставлению	1	1
325	бы еще	1	1
326	и человеческой	2	1
327	тем как	1	1
328	эпохи мы	1	1
329	значение и	1	1
330	только тогда	1	1
331	постановка проблемы	1	1
332	других областей	1	1
333	значение имеет	1	1
334	же обстоит	1	1
335	и чем	2	1
336	значение для	1	1
337	один и	1	1
338	явление которое	1	1
339	ответ и	1	1
340	его на	2	1
341	с этим	2	1
342	совершенно очевидно	2	1
343	значение его	1	1
344	что как	1	1
345	в противном	1	1
346	кроме того	1	1
347	существенно различные	1	1
348	скажем на	1	1
349	хотя и	2	1
350	ценностей в	2	1
351	было только	1	1
352	или иную	3	1
353	в идеологической	1	1
354	та же	1	1
355	чем больше	2	1
356	в нашем	1	1
357	в последнее	1	1
358	с их	1	1
359	и тот	1	1
360	на то	6	1
361	и если	2	1
362	мы совершенно	1	1
363	противном случае	1	1
364	все другие	2	1
365	он не	2	1
366	говорили в	1	1
367	реальность есть	1	1
368	в принципе	1	1
369	не к	2	1
370	котором мы	1	1
371	определяется в	1	1
372	проблемы и	2	1
373	и по	5	1
374	или иных	1	1
375	бы от	2	1
376	мы обнаруживаем	1	1
377	но все	1	1
378	значительной степени	1	1
379	не будет	3	1
380	в определенном	3	1
381	значение в	1	1
382	же касается	1	1
383	в мире	2	1
384	того или	4	1
385	с другими	2	1
386	с так	1	1
387	и творчества	2	1
388	роли и	1	1
389	о которых	1	1
390	освободиться от	1	1
391	с этой	6	1
392	всегда и	1	1
393	или из	1	1
394	чем в	4	1
395	в развитии	2	1
396	можно считать	3	1
397	если данный	1	1
398	должно быть	1	1
399	и того	2	1
400	одного и	1	1
401	что между	1	1
402	именно и	1	1
403	в их	11	1
404	она в	3	1
405	мы говорили	1	1
406	дальнейшее развитие	1	1
407	эволюции он	1	1
408	для всякого	1	1
409	ни была	1	1
410	в другие	1	1
411	конечно то	1	1
412	творчества без	1	1
413	при условии	2	1
414	бы о	2	1
415	тому чтобы	2	1
416	том же	1	1
417	можем сказать	2	1
418	и необходимость	1	1
419	на рубеже	1	1
420	с ним	1	1
421	тем самым	5	1
422	что эта	1	1
423	она никогда	1	1
424	на себе	1	1
425	из их	1	1
426	та или	1	1
427	для всего	1	1
428	в разных	1	1
429	больше чем	1	1
430	таковой не	1	1
431	действительности но	1	1
432	и политически	1	1
433	совершенно неправильно	1	1
434	связь и	1	1
435	за исключением	1	1
436	можно рассматривать	1	1
437	в сознании	1	1
438	е не	1	1
439	от конкретных	1	1
440	в осознании	1	1
441	с другом	3	1
442	того обстоятельства	1	1
443	к единому	1	1
444	его для	1	1
445	действуют в	1	1
446	во все	3	1
447	числе и	1	1
448	с полной	1	1
449	могут происходить	1	1
450	той или	4	1
451	свое значение	1	1
452	что при	1	1
453	утверждать что	2	1
454	как известно	1	1
455	можно толковать	1	1
456	своего развития	1	1
457	но по	2	1
458	людей в	1	1
459	всего этого	1	1
460	эти последние	2	1
461	на основе	2	1
462	как по	1	1
463	последнее время	1	1
464	можно было	3	1
465	представителей данного	2	1
466	для него	1	1
467	бы признать	1	1
468	данного народа	3	1
469	и вообще	1	1
470	и существенно	2	1
471	выходит за	1	1
472	об этом	1	1
473	в построении	1	1
474	и та	2	1
475	язык и	1	1
476	говорит об	1	1
477	одного из	1	1
478	можно утверждать	2	1
479	что его	1	1
480	в значительной	2	1
481	не выходит	1	1
482	нас в	1	1
483	положения и	1	1
484	существования в	3	1
485	возможности и	1	1
486	от них	3	1
487	самом процессе	1	1
488	того в	1	1
489	не сводится	1	1
490	в ту	1	1
491	и иных	1	1
492	каких бы	2	1
493	в лучшем	1	1
494	совершенно прав	2	1
495	быть и	1	1
496	но с	2	1
497	в двух	1	1
498	мы видим	2	1
499	тот же	1	1
500	может произойти	1	1
501	именно о	1	1
502	которое мы	1	1
503	который в	1	1
504	являются в	1	1
505	одних и	1	1
506	и видим	1	1
507	случаи когда	1	1
508	играет роль	1	1
509	в общий	1	1
510	с одной	8	1
511	в качестве	14	1
512	для всех	1	1
513	есть в	2	1
514	эпохи действительно	1	1
515	то и	1	1
516	же в	2	1
517	завершения в	1	1
518	в начале	1	1
519	не из	3	1
520	и других	2	1
521	конкретных условий	1	1
522	условии если	1	1
523	одно из	1	1
524	говорит о	3	1
525	себе в	3	1
526	в одном	2	1
527	и должна	1	1
528	и продолжает	1	1
529	в случаях	1	1
530	современности и	1	1
531	в других	2	1
532	в границах	1	1
533	и научное	1	1
534	где в	1	1
535	даже не	1	1
536	другую сторону	1	1
537	или иначе	1	1
538	именно в	4	1
539	на определенные	1	1
540	оно будет	1	1
541	предположению что	1	1
542	с той	1	1
543	точнее в	1	1
544	и затем	1	1
545	необходимо понять	1	1
546	только к	2	1
547	что для	1	1
548	к сожалению	1	1
549	не было	1	1
550	настоящего времени	1	1
551	одной стороны	8	1
552	не делает	1	1
553	зависит от	1	1
554	она является	1	1
555	действительности как	1	1
556	мы все	1	1
557	совершенно одинаково	1	1
558	в пределы	3	1
559	нужно иметь	2	1
560	что мы	1	1
561	бы нас	1	1
562	мира в	4	1
563	его понимает	1	1
564	стороны в	2	1
565	все более	9	1
566	нет ничего	1	1
567	и теми	1	1
568	в частности	5	1
569	этих случаях	1	1
570	до настоящего	1	1
571	не дают	2	1
572	в течение	5	1
573	и впредь	1	1
574	одновременно с	1	1
575	в положении	1	1
576	и всей	1	1
577	происходит в	2	1
578	для понимания	2	1
579	друг с	3	1
580	действительно ли	1	1
581	но даже	4	1
582	не служит	4	1
583	реальном осуществлении	1	1
584	и о	1	1
585	лучшем случае	1	1
586	пришлось бы	1	1
587	один из	1	1
588	и новой	1	1
589	тех или	1	1
590	каждой из	1	1
591	при таком	1	1
592	она может	1	1
593	мира и	3	1
594	о котором	1	1
595	бы сделать	1	1
596	это так	3	1
597	возникает вопрос	1	1
598	еще более	2	1
599	в ином	1	1
600	такое явление	1	1
601	же к	2	1
602	на такой	1	1
603	групп и	1	1
604	а в	2	1
605	отношении к	15	1
606	поскольку это	1	1
607	ее между	1	1
608	вступать в	1	1
609	существование и	1	1
610	и дальнейшее	1	1
611	но этот	1	1
612	или иного	4	1
613	время не	1	1
614	можно назвать	1	1
615	частности в	2	1
616	собой это	1	1
617	о характере	1	1
618	вполне понятно	1	1
619	это в	1	1
620	этой точки	5	1
621	том числе	1	1
622	ее место	1	1
