N	2gram	Tiupa_Hudo_2	SlovoVZh
115	настоящее время	1	2
116	с его	5	2
117	но мы	1	2
118	и что	1	2
119	между собой	1	2
120	тем как	2	2
121	данном случае	2	2
122	в данном	2	2
123	для других	3	2
124	в его	11	2
125	что и	4	2
126	независимо от	1	2
127	поскольку они	1	2
128	в своем	5	2
129	как уже	2	2
130	его к	1	2
131	дело с	2	2
132	и потому	1	2
133	и так	1	2
134	в самое	1	2
135	в настоящее	1	2
136	бы не	3	2
137	с одной	3	2
138	уже в	1	2
139	тому же	2	2
140	жизнью и	1	2
141	в душе	8	2
142	он не	4	2
143	в корне	1	2
144	общей для	1	2
145	но все	1	2
146	на примере	1	2
147	с другими	3	2
148	это не	6	2
149	как же	2	2
150	оно не	2	2
151	делает его	1	2
152	себя и	2	2
153	более того	1	2
154	одной стороны	3	2
155	до конца	1	2
156	другой стороны	1	2
157	была бы	3	2
158	там где	1	2
159	автора и	2	2
160	я ты	1	2
161	в момент	1	2
162	в комнате	1	2
163	нет ничего	2	2
164	разрыв между	1	2
165	ни на	1	2
166	вместе с	2	2
167	но не	4	2
168	место в	2	2
169	быть только	1	2
170	вместе со	2	2
171	с этой	1	2
172	она не	5	2
173	еще раз	1	2
174	автором и	2	2
175	с точки	2	2
176	в атмосфере	1	2
177	в условиях	1	2
178	в то	6	2
179	и притом	1	2
180	на него	3	2
181	за его	1	2
182	слова но	1	2
183	ничего не	5	2
184	этих двух	1	2
185	и все	7	2
186	но зато	1	2
187	все они	3	2
188	в этих	3	2
189	но это	1	2
190	бы оно	1	2
191	между ними	2	2
192	как только	3	2
193	же самое	3	2
194	на это	1	2
195	что в	5	2
196	как на	2	2
197	бы даже	1	2
198	и другие	5	2
199	к этому	1	2
200	а между	4	1
201	и это	3	1
202	на нечто	1	1
203	например в	1	1
204	же как	2	1
205	как мы	2	1
206	и о	4	1
207	чтобы не	3	1
208	с ее	5	1
209	есть форма	1	1
210	бытия именно	1	1
211	это и	1	1
212	характер и	2	1
213	показать что	1	1
214	с самого	1	1
215	то время	1	1
216	по преимуществу	3	1
217	высшей степени	1	1
218	переходя в	1	1
219	произведении не	1	1
220	можно было	3	1
221	бы эта	1	1
222	обойтись без	1	1
223	мы уже	3	1
224	себе как	1	1
225	между их	1	1
226	это только	1	1
227	жизнь и	1	1
228	та же	2	1
229	является в	1	1
230	и всякого	1	1
231	на что	1	1
232	на себя	3	1
233	сводится к	6	1
234	но то	1	1
235	и он	3	1
236	автором с	1	1
237	на какой-нибудь	1	1
238	но при	3	1
239	и умирает	1	1
240	не нужно	1	1
241	на них	1	1
242	в поэтической	1	1
243	заключена в	1	1
244	установку на	1	1
245	и который	1	1
246	столь же	3	1
247	со словами	1	1
248	в значительной	1	1
249	во всех	1	1
250	в конечном	4	1
251	все в	1	1
252	жизни он	2	1
253	этого бытия	1	1
254	то в	4	1
255	от его	1	1
256	важный для	1	1
257	к которой	1	1
258	конечном счете	3	1
259	в общем	1	1
260	искусства в	1	1
261	себе и	1	1
262	произведение не	1	1
263	в свои	1	1
264	того в	1	1
265	что они	4	1
266	именно в	2	1
267	уже во	1	1
268	природы это	1	1
269	и уж	1	1
270	и она	1	1
271	в одной	1	1
272	не зная	2	1
273	она как	1	1
274	как например	1	1
275	предметы и	1	1
276	оно возникает	1	1
277	героя определяется	1	1
278	перед нами	11	1
279	в новой	1	1
280	хотя и	1	1
281	в двух	2	1
282	на другие	1	1
283	ли он	2	1
284	себе не	1	1
285	следующим образом	3	1
286	о самом	1	1
287	по мнению	1	1
288	тому как	4	1
289	может дать	1	1
290	во времени	1	1
291	отношения между	1	1
292	что это	5	1
293	из лексикона	1	1
294	это же	1	1
295	осознает себя	1	1
296	не то	1	1
297	сюда и	1	1
298	себя в	8	1
299	героя с	1	1
300	в виде	2	1
301	различает в	1	1
302	своим содержанием	1	1
303	что она	7	1
304	слова не	1	1
305	ей в	2	1
306	обращение к	1	1
307	в поэтике	1	1
308	или даже	1	1
309	его и	2	1
310	одно из	5	1
311	себе в	2	1
312	ведь это	1	1
313	не как	2	1
314	пор мы	1	1
315	в одном	3	1
316	вовсе не	2	1
317	у нее	10	1
318	близости с	1	1
319	чувства в	2	1
320	у него	5	1
321	какой бы	1	1
322	этими словами	2	1
323	подобно тому	4	1
324	кто же	1	1
325	на этом	2	1
326	не бывает	1	1
327	это по	1	1
328	комнате в	1	1
329	значительной степени	1	1
330	том же	1	1
331	бы это	1	1
332	здесь мы	1	1
333	и только	2	1
334	что все	3	1
335	в другом	2	1
336	без того	1	1
337	другого и	2	1
338	и т.п	1	1
339	зрения на	2	1
340	формы ее	1	1
341	длинный ряд	1	1
342	который и	2	1
343	и тех	3	1
344	и иных	1	1
345	было бы	3	1
346	к которому	1	1
347	и тем	1	1
348	почти единственным	1	1
349	один и	1	1
350	определяется тем	1	1
351	говорит о	4	1
352	от нее	1	1
353	не было	6	1
354	рядом с	5	1
355	а с	3	1
356	это прежде	1	1
357	не знает	1	1
358	берет на	1	1
359	в ее	18	1
360	в слове	1	1
361	не всегда	1	1
362	которой он	1	1
363	наконец просто	1	1
364	несмотря на	3	1
365	во взаимоотношениях	1	1
366	легче всего	1	1
367	историческая поэтика	1	1
368	о чем	8	1
369	такою же	1	1
370	мнений и	1	1
371	и было	2	1
372	же не	2	1
373	обратимся к	2	1
374	и тогда	2	1
375	со всей	2	1
376	и становится	2	1
377	комнате и	1	1
378	все более	1	1
379	вступает в	1	1
380	в частности	7	1
381	ее внутренней	1	1
382	то он	1	1
383	два человека	2	1
384	как одно	1	1
385	всего тем	1	1
386	то есть	1	1
387	она в	2	1
388	стремится найти	1	1
389	подробнее на	1	1
390	ее социальной	1	1
391	только об	1	1
392	с уверенностью	1	1
393	что я	2	1
394	признать что	1	1
395	он будет	2	1
396	и другого	1	1
397	наряду с	5	1
398	однако он	1	1
399	для обоих	1	1
400	нельзя было	2	1
401	и тот	1	1
402	с такою	2	1
403	из этой	1	1
404	не должно	1	1
405	в словах	1	1
406	может идти	1	1
407	для нее	4	1
408	зрения и	1	1
409	тенденция к	1	1
410	же мы	1	1
411	случае мы	1	1
412	на другое	1	1
413	позицию в	1	1
414	только для	2	1
415	и таким	1	1
416	пусто и	1	1
417	она могла	1	1
418	самого начала	1	1
419	как о	3	1
420	только из	1	1
421	более и	1	1
422	и остается	1	1
423	своего героя	1	1
424	не является	2	1
425	в основе	2	1
426	время как	1	1
427	именно этого	1	1
428	потому не	1	1
429	того чтобы	4	1
430	чем не	1	1
431	не существует	1	1
432	лицо и	2	1
433	для всего	1	1
434	понять ее	1	1
435	всей его	1	1
436	найти в	1	1
437	человек и	1	1
438	в качестве	4	1
439	имеем дело	1	1
440	же время	4	1
441	это часто	1	1
442	и внешней	2	1
443	было на	2	1
444	еще более	1	1
445	к внешнему	1	1
446	внешнем определении	1	1
447	по своей	1	1
448	а лишь	1	1
449	всей жизни	1	1
450	участие в	1	1
451	обстоит дело	1	1
452	в искусстве	1	1
453	это уже	2	1
454	как будто	4	1
455	этом отношении	1	1
456	не нуждается	1	1
457	жизни в	7	1
458	себе с	1	1
459	нам не	1	1
460	в области	1	1
461	образом не	1	1
462	с ней	1	1
463	только как	1	1
464	что можно	1	1
465	его внутренней	1	1
466	поэтому не	1	1
467	теперь когда	1	1
468	когда мы	1	1
469	есть только	1	1
470	или иного	2	1
471	и героем	1	1
472	героя в	1	1
473	я и	6	1
474	и эта	2	1
475	каждое слово	1	1
476	в таком	1	1
477	к тому	7	1
