N	2gram	Losev_Vesc_1	Istorich
269	и эта	3	2
270	ту же	2	1
271	связана с	1	1
272	случае есть	1	1
273	самом деле	4	1
274	только потому	1	1
275	силы и	1	1
276	кто хочет	1	1
277	между двумя	1	1
278	чего не	2	1
279	в чисто	1	1
280	из его	2	1
281	должна быть	4	1
282	и больше	9	1
283	или ее	2	1
284	есть не	14	1
285	можно и	2	1
286	это совершенно	4	1
287	что если	1	1
288	бы что	2	1
289	и новые	1	1
290	еще до	1	1
291	в возможности	1	1
292	но она	3	1
293	что иное	7	1
294	их имена	1	1
295	я не	4	1
296	как я	4	1
297	ему в	1	1
298	зависимости от	1	1
299	это значит?	2	1
300	с большим	1	1
301	в ней	12	1
302	большей частью	1	1
303	более или	1	1
304	бывает так	1	1
305	и этого	2	1
306	между собой	1	1
307	до другого	1	1
308	что то	2	1
309	бы то	4	1
310	которое он	1	1
311	и действительностью	1	1
312	заключается не	1	1
313	ее к	2	1
314	видели что	1	1
315	то он	1	1
316	нет не	1	1
317	и всякий	1	1
318	же она	1	1
319	только тогда	3	1
320	искусство в	1	1
321	тут же	2	1
322	ничуть не	1	1
323	сама по	3	1
324	из которого	1	1
325	независимо от	5	1
326	что именно	1	1
327	части в	1	1
328	в своем	6	1
329	к иному	1	1
330	и как	8	1
331	это тоже	1	1
332	и к	1	1
333	самом начале	1	1
334	есть ли	6	1
335	или иную	2	1
336	потом уже	1	1
337	образом и	1	1
338	чем бы	2	1
339	не один	1	1
340	в этой	3	1
341	однако как	1	1
342	не могла	1	1
343	бы ни	2	1
344	является сам	1	1
345	но именно	2	1
346	всего предыдущего	1	1
347	стану я	1	1
348	станет ясным	1	1
349	и вот	2	1
350	только те	1	1
351	ни было	4	1
352	быть с	1	1
353	в зависимости	1	1
354	из него	1	1
355	всех своих	1	1
356	этим самым	1	1
357	то ни	4	1
358	могла бы	3	1
359	же не	1	1
360	имеют в	1	1
361	в другом	2	1
362	же а	1	1
363	надо не	1	1
364	этого мы	1	1
365	что надо	1	1
366	знает что	2	1
367	это одна	1	1
368	сила и	1	1
369	не простое	1	1
370	в новое	1	1
371	духа в	1	1
372	но уже	3	1
373	о которых	1	1
374	и делает	2	1
375	она и	1	1
376	если я	6	1
377	далеко не	1	1
378	для своего	1	1
379	с тем	5	1
380	со своими	1	1
381	новые формы	1	1
382	и уже	1	1
383	есть явление	1	1
384	и вне	2	1
385	уже есть	1	1
386	должно быть	6	1
387	не мог	1	1
388	или менее	1	1
389	бы на	1	1
390	но если	8	1
391	в своей	5	1
392	которую мы	1	1
393	я его	1	1
394	и без	3	1
395	с точки	3	1
396	еще нет	1	1
397	нет или	1	1
398	знает и	2	1
399	случай что	1	1
400	может сделать	2	1
401	от себя	1	1
402	что я	24	1
403	от его	2	1
404	пор мы	1	1
405	себе свои	1	1
406	нельзя было	4	1
407	силу и	1	1
408	и более	1	1
409	чем собственно	1	1
410	и то	10	1
411	из такого	1	1
412	по себе	13	1
413	что эта	1	1
414	же мы	1	1
415	уже был	1	1
416	и есть	26	1
417	то с	3	1
418	можно ли	7	1
419	чистом виде	1	1
420	тем самым	1	1
421	как можно	3	1
422	мышления и	1	1
423	дело в	4	1
424	в науке	1	1
425	из их	1	1
426	все одинаковы	1	1
427	для всего	1	1
428	он с	1	1
429	того и	2	1
430	его от	1	1
431	но надо	1	1
432	имеем дело	3	1
433	о ней	2	1
434	находятся в	1	1
435	и весь	1	1
436	оно есть	9	1
437	она должна	2	1
438	и цель	1	1
439	как она	4	1
440	ее с	5	1
441	правда это	1	1
442	в окно	1	1
443	прямо в	1	1
444	то этот	1	1
445	до того	1	1
446	как будто	1	1
447	мы и	1	1
448	ли это	7	1
449	однако это	2	1
450	ему не	1	1
451	в руки	2	1
452	мы встречаем	1	1
453	можно формулировать	1	1
454	отвечает на	1	1
455	есть признак	1	1
456	же самое	1	1
457	к тому	3	1
458	а что	1	1
459	они и	1	1
460	а ее	2	1
461	оно не	3	1
462	утверждать что	1	1
463	только одну	1	1
464	должен быть	2	1
465	для себя	5	1
466	оно может	2	1
467	и которая	1	1
468	как не	1	1
469	самых распространенных	1	1
470	на основе	1	1
471	сводится к	2	1
472	него самого	1	1
473	но мы	1	1
474	оно же	1	1
475	и может	2	1
476	как ее	2	1
477	достаточно чтобы	1	1
478	можно было	2	1
479	только тот	1	1
480	действительности это	1	1
481	не с	7	1
482	ясно что	8	1
483	и мертвые	1	1
484	а этот	1	1
485	мог бы	5	1
486	подойти к	1	1
487	можно только	4	1
488	том как	1	1
489	и с	8	1
490	формулировать так	1	1
491	если бы	5	1
492	теперь уже	1	1
493	в разных	4	1
494	находится в	3	1
495	себя не	2	1
496	никак не	3	1
497	ясным что	1	1
498	самому себе	1	1
499	в которое	1	1
500	можно сказать	6	1
501	а также	1	1
502	мы понимаем	1	1
503	и во	3	1
504	жрецов и	1	1
505	один момент	1	1
506	видим таким	1	1
507	в его	2	1
508	в третьем	1	1
509	другие формы	1	1
510	во всей	1	1
511	и только	3	1
512	е если	2	1
513	кто в	1	1
514	именно в	1	1
515	у всех	3	1
516	знания и	1	1
517	другие виды	1	1
518	который бы	1	1
519	но тут	2	1
520	значит что	24	1
521	в современной	1	1
522	тех пор	1	1
523	но так	1	1
524	но с	2	1
525	или ничем	1	1
526	только одной	1	1
527	с ними	3	1
528	и потому	5	1
529	и кончая	1	1
530	жизни и	2	1
531	а только	3	1
532	палку и	1	1
533	есть более	1	1
534	так можно	1	1
535	или не	2	1
536	в жизни	3	1
537	в виде	1	1
538	не дает	1	1
539	ту или	2	1
540	очевидно что	1	1
541	и значения	1	1
542	него нет	1	1
543	себе в	3	1
544	и их	7	1
545	никто не	1	1
546	не о	1	1
547	ту сторону	1	1
548	но что	2	1
549	есть условие	2	1
550	не говорит	2	1
551	от того	3	1
552	с искусством	1	1
553	без внимания	1	1
554	образом что	1	1
555	мы возьмем	2	1
556	даже и	4	1
557	но из	1	1
558	для того	2	1
559	вот у	1	1
560	это будет	3	1
561	кажется мне	1	1
562	только у	1	1
563	все новые	1	1
564	на ее	3	1
565	эти две	4	1
566	для этого	4	1
567	а с	3	1
568	мы еще	2	1
569	чтобы я	1	1
570	д то	1	1
571	и пр	6	1
572	что им	1	1
573	смысла и	5	1
574	от этого	2	1
575	она еще	2	1
576	его как	1	1
577	как видно	1	1
578	а так	2	1
579	о чем	1	1
580	совершенно одинаково	1	1
581	могут служить	1	1
582	свое внимание	1	1
583	него не	1	1
584	именно так	1	1
585	есть момент	2	1
586	знаков и	1	1
587	является его	1	1
588	в темноте	1	1
589	всей той	1	1
590	в самой	2	1
591	в него	1	1
592	просто как	1	1
593	то можно	1	1
594	этом по	1	1
595	из которых	1	1
596	интересен и	1	1
597	мы опять	1	1
598	к другому	1	1
599	магическую силу	1	1
600	и пусть	1	1
601	что же	8	1
602	таких условиях	1	1
603	и появление	1	1
604	вокруг себя	1	1
605	дома есть	1	1
606	и формы	2	1
607	для тех	3	1
608	проявляется и	1	1
609	отдельно от	1	1
610	ум и	1	1
611	от нас	1	1
612	дает возможность	1	1
613	происходит не	1	1
614	д и	5	1
615	вообще говоря	1	1
616	только одна	1	1
617	и ему	1	1
618	ли в	3	1
619	к пониманию	3	1
620	формы и	1	1
621	это дает	1	1
622	его с	1	1
623	о той	1	1
624	с уже	1	1
625	исторической действительности	1	1
626	еще более	2	1
627	для его	1	1
628	и смысл	1	1
629	от всего	12	1
630	хотя бы	6	1
631	только что	2	1
632	я в	2	1
633	же в	1	1
634	к самому	1	1
635	требует чтобы	4	1
636	нам не	2	1
637	может и	1	1
638	все еще	3	1
639	этот дом	1	1
640	две стороны	1	1
641	только как	1	1
642	относящиеся к	1	1
643	но этот	1	1
644	из этого	1	1
645	в свое	2	1
646	а я	1	1
647	все что	1	1
648	также не	1	1
649	в частности	1	1
650	это в	1	1
651	можно назвать	1	1
