N	2gram	Berdyaev_M_1	Hudozhes
145	сострадания к	1	2
146	жизни так	1	2
147	так в	1	2
148	как он	2	2
149	ключ к	1	2
150	заключает в	3	2
151	значительной степени	1	2
152	не умеет	1	2
153	его личности	3	2
154	особенно в	3	2
155	живет в	2	2
156	одной из	1	2
157	впервые в	1	2
158	должно быть	3	2
159	в такой	1	2
160	не столько	1	2
161	в первый	1	2
162	что я	1	2
163	сих пор	2	2
164	все это	6	2
165	как от	1	2
166	они не	1	2
167	не раз	1	2
168	не имеет	3	2
169	мышления и	1	2
170	про себя	1	2
171	мысли о	2	2
172	все еще	1	2
173	в землю	1	2
174	при котором	1	2
175	и каждый	1	2
176	о своей	2	2
177	и поэтому	1	2
178	и что	2	2
179	до сих	2	2
180	с того	2	2
181	в значительной	1	2
182	говорить об	1	2
183	в него	3	2
184	о двух	1	2
185	и потому	10	2
186	так что	1	2
187	в начале	2	2
188	не стал	2	2
189	участие в	1	2
190	у нее	1	2
191	на том	3	2
192	в бытовой	1	2
193	влияние на	1	2
194	это прежде	1	2
195	с той	1	2
196	действующих лиц	1	2
197	себя и	3	2
198	что не	1	2
199	также в	1	2
200	до конца	14	2
201	человек в	9	2
202	ближе к	1	2
203	эти слова	2	2
204	в человеке	8	2
205	этих словах	1	2
206	что же	1	2
207	о человеке	23	2
208	покое о	1	2
209	да и	1	2
210	в это	1	2
211	и не	11	2
212	с этой	4	2
213	своей жизни	1	2
214	только для	1	2
215	нет ничего	7	2
216	отказ от	1	2
217	перед собой	1	2
218	своих героев	2	2
219	ни к	1	2
220	личности и	1	2
221	человека не	4	2
222	не знает	4	2
223	этот момент	1	2
224	проникнуть в	1	2
225	которая не	1	2
226	смысле слова	4	1
227	обращено к	1	1
228	человеку в	1	1
229	человека и	14	1
230	достоевского у	2	1
231	связана с	2	1
232	и то	1	1
233	и др	1	1
234	утра до	1	1
235	лишь во	2	1
236	тех же	1	1
237	многих отношениях	1	1
238	им о	1	1
239	это и	4	1
240	за собой	2	1
241	в иных	3	1
242	достоевского в	9	1
243	и до	1	1
244	проникает в	2	1
245	жизни ее	1	1
246	этим вихрем	1	1
247	высшей степени	2	1
248	века в	2	1
249	долгое время	2	1
250	также и	2	1
251	его не	3	1
252	не во	1	1
253	ни у	1	1
254	ответить на	1	1
255	среды и	1	1
256	но она	1	1
257	принадлежит к	1	1
258	исторической эпохи	1	1
259	я не	1	1
260	хотя бы	3	1
261	ему в	1	1
262	писал о	1	1
263	культурной традиции	1	1
264	начало и	1	1
265	литературы и	2	1
266	мы еще	2	1
267	иных случаях	1	1
268	и л	1	1
269	бы в	2	1
270	в сторону	1	1
271	же она	1	1
272	не все	2	1
273	ответ на	1	1
274	отношение к	4	1
275	нет и	5	1
276	в свои	1	1
277	в романах	1	1
278	относится к	2	1
279	писатель в	1	1
280	и я	5	1
281	его на	1	1
282	о жизни	1	1
283	к форме	1	1
284	человека вообще	1	1
285	на человека	2	1
286	сознания в	1	1
287	и как	2	1
288	писателя как	1	1
289	жизни нет	1	1
290	от этого	2	1
291	в этот	2	1
292	есть на	1	1
293	к чему	2	1
294	в которой	6	1
295	точку зрения	1	1
296	жизни еще	1	1
297	отказывается от	1	1
298	говорит герой	1	1
299	он в	2	1
300	бы не	2	1
301	мировой жизни	1	1
302	только один	2	1
303	во многих	1	1
304	но ведь	1	1
305	имеет для	1	1
306	вообще не	2	1
307	в мир	3	1
308	всех этих	1	1
309	с именем	1	1
310	он должен	3	1
311	свободу человеческого	3	1
312	к одному	1	1
313	не как	4	1
314	в силу	1	1
315	и вот	3	1
316	с таким	1	1
317	бытия это	1	1
318	на земле	2	1
319	его от	1	1
320	и этот	4	1
321	все с	1	1
322	истину и	2	1
323	от нее	5	1
324	думал что	1	1
325	этом он	2	1
326	том случае	1	1
327	была в	1	1
328	из самой	1	1
329	еще большей	1	1
330	а как	2	1
331	входит в	2	1
332	который так	3	1
333	роль в	1	1
334	истории и	2	1
335	всю его	1	1
336	весь мир	1	1
337	он все	1	1
338	которым он	1	1
339	к области	1	1
340	для них	3	1
341	он же	1	1
342	достоевского и	10	1
343	в высшей	2	1
344	в самую	5	1
345	жизни то	1	1
346	личности не	1	1
347	его было	1	1
348	с тем	9	1
349	и вопреки	1	1
350	которой он	1	1
351	он и	2	1
352	духовной жизни	3	1
353	он от	1	1
354	человеческого счастья	1	1
355	это внутренняя	1	1
356	нисколько не	1	1
357	смысл и	1	1
358	дома с	1	1
359	лучше всего	1	1
360	в еще	1	1
361	и без	1	1
362	с достоевским	2	1
363	эта жизнь	1	1
364	критике он	1	1
365	место в	2	1
366	склонялся к	1	1
367	было очень	1	1
368	себе а	1	1
369	в отличие	1	1
370	в которых	4	1
371	мысли и	2	1
372	и уж	2	1
373	нельзя было	1	1
374	есть его	1	1
375	в одном	1	1
376	это сознание	1	1
377	и более	1	1
378	и наоборот	1	1
379	не должно	1	1
380	тому чтобы	2	1
381	бы быть	1	1
382	бы но	1	1
383	сам он	1	1
384	к мировому	1	1
385	вовсе не	1	1
386	в отношении	1	1
387	между людьми	1	1
388	так как	3	1
389	вплоть до	1	1
390	человека есть	3	1
391	мира не	3	1
392	таков был	1	1
393	этими двумя	1	1
394	хотелось бы	1	1
395	мысли в	1	1
396	что их	1	1
397	у кого	1	1
398	в плане	1	1
399	в основе	2	1
400	в самых	1	1
401	xx век	1	1
402	это еще	1	1
403	не могло	1	1
404	человека если	1	1
405	так много	1	1
406	жизни не	1	1
407	в самой	7	1
408	может уже	1	1
409	такая же	1	1
410	людей не	1	1
411	был и	1	1
412	же он	1	1
413	ничто не	1	1
414	не до	1	1
415	традиций и	1	1
416	ведь все	1	1
417	не потому	1	1
418	в движении	3	1
419	бытия как	1	1
420	только от	1	1
421	xx века	1	1
422	не могут	5	1
423	когда мы	2	1
424	такова что	1	1
425	могут быть	2	1
426	духовному опыту	1	1
427	потом с	1	1
428	всего в	2	1
429	как для	2	1
430	но также	1	1
431	и исследует	1	1
432	было уже	1	1
433	но из	1	1
434	обращение к	1	1
435	на это	1	1
436	говорит о	1	1
437	разные стороны	1	1
438	приходит к	1	1
439	из всего	1	1
440	обращенный к	1	1
441	чем не	1	1
442	в виду	2	1
443	же не	1	1
444	своей судьбе	1	1
445	моя книга	1	1
446	очень существенно	1	1
447	встреча с	1	1
448	различие между	2	1
449	в образе	1	1
450	что ведь	2	1
451	мог бы	4	1
452	чем у	4	1
453	но у	1	1
454	жизнь и	1	1
455	ценность в	1	1
456	он сам	6	1
457	с утра	1	1
458	означает что	1	1
459	находится в	1	1
460	может не	2	1
461	смысла жизни	1	1
462	он живет	2	1
463	в символическом	1	1
464	одного из	1	1
465	самому себе	2	1
466	все его	3	1
467	для нас	3	1
468	толстой и	3	1
469	нас в	1	1
470	как у	1	1
471	и своей	1	1
472	а во	1	1
473	восходит к	1	1
474	все в	6	1
475	на мгновение	1	1
476	во всех	1	1
477	путь к	1	1
478	нем не	2	1
479	переходит в	15	1
480	творчества в	1	1
481	на одном	1	1
482	находит свое	1	1
483	не видел	1	1
484	и только	1	1
485	в другой	1	1
486	а новый	1	1
487	до вечера	1	1
488	во внутренней	1	1
489	к концу	4	1
490	новый момент	2	1
491	и она	2	1
492	духовную глубину	2	1
493	к исчезновению	2	1
494	сразу же	1	1
495	и кажется	1	1
496	это очень	3	1
497	всяком случае	1	1
498	между этими	1	1
499	и ее	1	1
500	человека с	2	1
501	с какой	1	1
502	человеческой личности	4	1
503	же и	1	1
504	литературы в	1	1
505	я в	1	1
506	и у	2	1
507	уже в	4	1
508	в жизни	3	1
509	не принимает	1	1
510	него и	2	1
511	оно всегда	1	1
512	жизни ему	1	1
513	то чего	1	1
514	его и	1	1
515	человека на	5	1
516	ни с	4	1
517	одно из	3	1
518	и та	1	1
519	произведения и	1	1
520	себя от	1	1
521	ее не	1	1
522	когда его	1	1
523	и никогда	1	1
524	отличие от	1	1
525	что они	1	1
526	рядом с	1	1
527	пафос его	3	1
528	существовании этого	1	1
529	и из	1	1
530	каждый человек	1	1
531	по своим	1	1
532	человека а	3	1
533	же о	1	1
534	в темной	1	1
535	все было	1	1
536	обратиться к	1	1
537	можно назвать	1	1
538	к человеку	9	1
539	связано с	2	1
540	которой нет	1	1
541	человека но	4	1
542	не на	1	1
543	устремлен к	2	1
544	существенно для	1	1
545	вопросе о	1	1
546	для человека	3	1
547	что мы	1	1
548	одна и	1	1
549	жизнь в	1	1
550	с л	1	1
551	не видит	1	1
552	вступает в	1	1
553	о себе	3	1
554	русской литературы	5	1
555	или человек	1	1
556	подхода к	1	1
557	даже до	1	1
558	xix века	4	1
559	о чем	2	1
560	в столь	1	1
561	своей души	2	1
562	все внимание	1	1
563	он будет	1	1
564	она есть	1	1
565	город и	1	1
566	вот я	1	1
567	чтобы за	1	1
568	пишет в	1	1
569	и там	4	1
570	вокруг себя	1	1
571	в ряду	1	1
572	человек с	1	1
573	и менее	1	1
574	том смысле	2	1
575	быть не	2	1
576	бытия с	2	1
577	на пути	4	1
578	является для	1	1
579	было сказано	1	1
580	но это	1	1
581	это был	1	1
582	форме к	1	1
583	в смысле	1	1
584	в существовании	1	1
585	не мог	3	1
586	он видел	1	1
587	уже на	1	1
588	его творчества	2	1
589	себя на	1	1
590	его нет	1	1
591	когда он	3	1
592	но когда	1	1
593	русского писателя	1	1
594	со своей	1	1
595	тем более	1	1
596	конце концов	2	1
597	вел к	1	1
598	всякий раз	1	1
599	хотя в	1	1
600	давно уже	1	1
601	к ее	1	1
602	еще ничего	1	1
603	но быстро	1	1
604	своем он	1	1
605	от своего	1	1
606	сказать что	2	1
607	а ведь	1	1
608	в свою	2	1
609	к его	1	1
610	с такой	1	1
611	культуры в	1	1
612	который он	1	1
613	и состоит	1	1
614	пути к	1	1
615	человеку и	2	1
616	случае если	1	1
617	и эта	1	1
618	в состояние	1	1
619	во всяком	1	1
620	все что	2	1
