N	2gram	Tiupa_Lite_1	Problemy
353	себя лишь	1	1
354	есть нечто	1	1
355	оно вообще	1	1
356	как я	1	1
357	но даже	1	1
358	ему в	1	1
359	то это	2	1
360	или нет?	2	1
361	зависимости от	1	1
362	того же	2	1
363	его позднем	1	1
364	свою очередь	1	1
365	более глубокий	1	1
366	и самого	2	1
367	разумеется не	1	1
368	собой в	1	1
369	я рад	1	1
370	он был	1	1
371	он строит	1	1
372	отказ от	7	1
373	то он	2	1
374	с самой	1	1
375	к которой	1	1
376	тех же	3	1
377	его сознания	2	1
378	в качестве	17	1
379	xix столетия	3	1
380	тут же	1	1
381	герой как	1	1
382	отнюдь не	2	1
383	его я	2	1
384	в центре	1	1
385	без другого	1	1
386	тем более	2	1
387	того не	1	1
388	в различные	1	1
389	как нам	1	1
390	перед нами	1	1
391	всему свету	1	1
392	бы я	2	1
393	могли бы	1	1
394	собственное слово	1	1
395	а во-вторых	1	1
396	не вследствие	1	1
397	в ответ	1	1
398	это придает	1	1
399	в этой	4	1
400	не приводит	1	1
401	роль в	2	1
402	мы чувствуем	1	1
403	продолжением и	1	1
404	во многих	2	1
405	вследствие этого	1	1
406	в статье	1	1
407	идеи и	1	1
408	и если	1	1
409	ни были	1	1
410	к собственному	1	1
411	чтобы в	1	1
412	так например	1	1
413	не бывает	1	1
414	человека в	1	1
415	о явлениях	1	1
416	авторского замысла	1	1
417	говорил что	1	1
418	бы два	1	1
419	его личности	1	1
420	новые идеи	1	1
421	может стать	1	1
422	пока он	1	1
423	и мы	1	1
424	как иван	1	1
425	как другого	1	1
426	в итоге	1	1
427	мне это	1	1
428	само собою	1	1
429	далеко не	3	1
430	освободиться от	2	1
431	эту тему	1	1
432	и само	2	1
433	сознания по	1	1
434	звучать как	1	1
435	все произведение	1	1
436	в один	1	1
437	одного и	1	1
438	перед собой	1	1
439	в г	1	1
440	ему во	1	1
441	бы на	2	1
442	что такое	2	1
443	рассказа о	1	1
444	явления это	1	1
445	же это	2	1
446	случае в	1	1
447	он искал	1	1
448	лишает его	1	1
449	призыв к	1	1
450	знал и	1	1
451	своим отражением	1	1
452	ко всему	2	1
453	тем не	2	1
454	по крайней	1	1
455	по ту	1	1
456	и более	1	1
457	том же	3	1
458	радости и	1	1
459	бы быть	1	1
460	для нее	2	1
461	а вот	1	1
462	глядит на	1	1
463	весь в	1	1
464	она не	1	1
465	иной раз	1	1
466	ту сторону	1	1
467	на котором	1	1
468	дело в	3	1
469	одна из	3	1
470	у кого	1	1
471	в основе	3	1
472	к изучению	1	1
473	во всякой	1	1
474	это еще	1	1
475	к тебе	1	1
476	и всегда	1	1
477	в форму	1	1
478	это именно	1	1
479	с читателем	2	1
480	и решения	1	1
481	связи с	6	1
482	в эпилоге	1	1
483	этом отношении	2	1
484	перед ним	1	1
485	вот в	1	1
486	свое собственное	3	1
487	полный простор	1	1
488	отличается от	1	1
489	всего в	3	1
490	значительной степени	1	1
491	и другим	1	1
492	свои мечты	1	1
493	ведь человек	1	1
494	можно и	1	1
495	но по	1	1
496	каждому из	1	1
497	в некоторых	1	1
498	данном случае	4	1
499	для читателя	2	1
500	реальной действительности	1	1
501	в особенности	1	1
502	в себя	2	1
503	другого героя	1	1
504	обращаясь к	2	1
505	друг для	2	1
506	с известными	1	1
507	что может	1	1
508	становится лишь	1	1
509	больше в	1	1
510	здесь как	2	1
511	участия в	1	1
512	слова у	1	1
513	в последней	1	1
514	в диалог	1	1
515	если бы	1	1
516	его романов	1	1
517	он остается	1	1
518	другой не	1	1
519	никогда и	1	1
520	реакция на	2	1
521	исканий и	1	1
522	никак не	1	1
523	самому себе	1	1
524	в значительной	1	1
525	совсем новое	1	1
526	не выходит	1	1
527	других людей	1	1
528	такими же	1	1
529	все в	1	1
530	отражением в	1	1
531	о ты	1	1
532	это может	1	1
533	письма где	1	1
534	том или	1	1
535	от них	1	1
536	во втором	2	1
537	них дает	1	1
538	на одном	1	1
539	ним и	1	1
540	да в	1	1
541	во всей	1	1
542	и только	2	1
543	крайней мере	1	1
544	этот последний	1	1
545	достоевского всегда	1	1
546	глаза на	1	1
547	из моментов	1	1
548	бы вполне	1	1
549	у которого	1	1
550	как например	1	1
551	в формах	4	1
552	что будет	1	1
553	один из	3	1
554	значение в	1	1
555	поэтому для	1	1
556	и развитием	1	1
557	будь то	2	1
558	меня и	1	1
559	свои записки	1	1
560	и весьма	2	1
561	еще и	3	1
562	действительной жизни	1	1
563	впрочем и	1	1
564	между этими	1	1
565	бы ни	1	1
566	не сказать	1	1
567	другого что	1	1
568	с одной	2	1
569	этого рассказа	1	1
570	для всех	1	1
571	я только	1	1
572	то и	2	1
573	всем его	1	1
574	или не	1	1
575	героя с	2	1
576	оно в	1	1
577	бы вне	1	1
578	а то	1	1
579	чужое сознание	1	1
580	и других	1	1
581	ответ на	1	1
582	мастерства в	1	1
583	себе в	2	1
584	которая может	1	1
585	это теперь	1	1
586	не для	1	1
587	слово как	1	1
588	среди которых	1	1
589	записки из	1	1
590	говорил он	1	1
591	человек как	1	1
592	или ином	1	1
593	со всем	1	1
594	на второй	2	1
595	до сих	1	1
596	каждый человек	1	1
597	и сложнее	1	1
598	человека а	1	1
599	чем он	1	1
600	при всей	3	1
601	в сознание	3	1
602	впервые становится	2	1
603	в банке	1	1
604	резко отличается	1	1
605	слияния с	1	1
606	а прежде	1	1
607	превращается в	2	1
608	достоевского с	1	1
609	и дуня	1	1
610	не на	2	1
611	есть лишь	1	1
612	сам себе	1	1
613	а вы	2	1
614	произведение в	2	1
615	или с	1	1
616	если не	1	1
617	автора а	2	1
618	все более	2	1
619	нет ничего	2	1
620	человек в	1	1
621	чувствуем что	1	1
622	него в	1	1
623	третьем лице	1	1
624	и особенно	1	1
625	в москве	2	1
626	речь не	1	1
627	из которых	1	1
628	он говорит	1	1
629	в данном	5	1
630	если оно	2	1
631	самого себя	3	1
632	художественного мира	1	1
633	в мир	1	1
634	в первой	1	1
635	слова все	1	1
636	ко мне	1	1
637	тенденцию к	1	1
638	более и	1	1
639	в любом	2	1
640	художественное произведение	2	1
641	и некоторые	1	1
642	можно сказать	1	1
643	сих пор	1	1
644	только для	1	1
645	о его	1	1
646	имел в	1	1
647	при всем	3	1
648	под названием	1	1
649	и позволяет	1	1
650	не является	2	1
651	совершается в	1	1
652	между ними	1	1
653	которая в	2	1
654	своей собственной	2	1
655	в отдельных	1	1
656	мысль о	1	1
657	в третьем	1	1
658	в романе	1	1
659	не должен	3	1
660	диалога но	1	1
661	необходимое для	1	1
662	для друга	2	1
663	своей внутренней	2	1
664	самоопределения но	1	1
665	же в	5	1
666	себе как	1	1
667	может и	1	1
668	в свою	1	1
669	с ней	1	1
670	они все	1	1
671	есть своего	1	1
672	роли в	1	1
673	не мыслит	1	1
674	в кругу	1	1
675	и духовных	1	1
676	души человеческой	1	1
677	в своих	4	1
678	к этому	1	1
