N	2gram	Bakhtin_Pr_3	Analitik
301	не можем	1	1
302	позволяет говорить	1	1
303	и у	7	1
304	так или	1	1
305	но без	1	1
306	на могиле	1	1
307	это тот	1	1
308	неразрывно связана	1	1
309	обычной жизненной	1	1
310	и тот	3	1
311	ведет себя	1	1
312	во многих	1	1
313	на смену	1	1
314	всеми остальными	1	1
315	в записках	1	1
316	время и	1	1
317	ходе жизни	1	1
318	все другие	1	1
319	и еще	1	1
320	в силу	1	1
321	именно такова	1	1
322	как момент	1	1
323	ярко выраженный	1	1
324	в нее	1	1
325	ни был	1	1
326	человека в	3	1
327	здесь мы	2	1
328	бы дать	1	1
329	а затем	4	1
330	и может	1	1
331	связанных с	1	1
332	бы быть	1	1
333	слов о	3	1
334	этой традиции	1	1
335	большинстве случаев	4	1
336	это было	3	1
337	заключается в	1	1
338	с другими	3	1
339	сюжетных ситуаций	1	1
340	этом смысле	1	1
341	напротив в	1	1
342	есть и	2	1
343	чаще всего	1	1
344	реальности и	1	1
345	рядом с	1	1
346	в общей	1	1
347	мировой литературы	3	1
348	потому и	1	1
349	и себя	1	1
350	в один	2	1
351	всех этих	1	1
352	в эту	3	1
353	и сейчас	1	1
354	в своей	3	1
355	таким же	1	1
356	как все	1	1
357	и творческие	1	1
358	всей мировой	3	1
359	себе никакой	1	1
360	иного типа	1	1
361	разного рода	1	1
362	место в	2	1
363	далее в	1	1
364	мысли и	1	1
365	от себя	1	1
366	что было	1	1
367	менять свою	1	1
368	из виду	1	1
369	относительно самостоятельных	1	1
370	для этого	1	1
371	и последующее	1	1
372	он как	1	1
373	с ним	2	1
374	как можно	1	1
375	нечто смешное	1	1
376	автора он	1	1
377	всех последующих	1	1
378	принадлежат к	1	1
379	случаев мы	1	1
380	на него	1	1
381	своего героя	1	1
382	в основе	5	1
383	отрешиться от	1	1
384	у него	1	1
385	философская сказка	2	1
386	каждый из	1	1
387	служить как	1	1
388	через него	1	1
389	казалось бы	3	1
390	под углом	3	1
391	у шекспира	1	1
392	а лишь	1	1
393	потому что	5	1
394	и теперь	1	1
395	связи с	1	1
396	жанровой формы	1	1
397	всей своей	2	1
398	как будто	2	1
399	достаточно напомнить	1	1
400	ему в	1	1
401	в стиле	1	1
402	и далее	1	1
403	очень часто	1	1
404	до полного	1	1
405	к самому	4	1
406	встречается в	1	1
407	не вызывает	1	1
408	с полной	1	1
409	бы он	1	1
410	что уже	2	1
411	все еще	3	1
412	своего отца	1	1
413	дальнейшем мы	1	1
414	в применении	1	1
415	как мы	5	1
416	в жанровом	4	1
417	от друга	1	1
418	самим собою	4	1
419	формы и	3	1
420	и будем	1	1
421	романе в	1	1
422	в средневековой	1	1
423	человека я	1	1
424	жизни на	2	1
425	наиболее отчетливо	1	1
426	здесь как	3	1
427	особенно в	4	1
428	всех героев	1	1
429	живет в	2	1
430	мог бы	1	1
431	иногда в	1	1
432	ко всему	1	1
433	строго говоря	1	1
434	на них	1	1
435	жанра в	2	1
436	и всякого	1	1
437	и трагической	2	1
438	образом в	2	1
439	самим собой	1	1
440	именно потому	1	1
441	церкви в	1	1
442	его художественной	1	1
443	в самой	1	1
444	при котором	1	1
445	все его	2	1
446	потом к	1	1
447	целостности и	1	1
448	этих двух	2	1
449	одного произведения	1	1
450	каждом из	3	1
451	в центральной	1	1
452	а у	2	1
453	от них	1	1
454	а потому	1	1
455	возникающие на	1	1
456	отметить что	2	1
457	во всей	4	1
458	на всех	1	1
459	тем более	2	1
460	целого а	1	1
461	стихи и	1	1
462	хочу и	1	1
463	вытекают из	1	1
464	на почве	1	1
465	и одновременно	4	1
466	всякого рода	3	1
467	тот же	2	1
468	одной из	4	1
469	с ними	1	1
470	и так	3	1
471	все той	1	1
472	они могут	1	1
473	человека с	1	1
474	так что	1	1
475	сцены и	1	1
476	есть в	3	1
477	литературы в	3	1
478	его совесть	1	1
479	жанра это	1	1
480	этого я	2	1
481	смерть и	1	1
482	или даже	1	1
483	все названные	1	1
484	характерно что	2	1
485	и их	2	1
486	ведь это	1	1
487	вовсе не	3	1
488	литературу в	1	1
489	с этими	1	1
490	и утверждение	1	1
491	к ним	1	1
492	при всей	2	1
493	не о	2	1
494	она будет	1	1
495	и никогда	1	1
496	жанровом отношении	4	1
497	в широком	1	1
498	и делает	1	1
499	к той	1	1
500	и строго	1	1
501	для того	1	1
502	правом на	1	1
503	что на	1	1
504	до сих	5	1
505	его сущности	1	1
506	как у	5	1
507	или иначе	1	1
508	он ничего	1	1
509	связаны с	3	1
510	было два	1	1
511	ее в	3	1
512	и вступает	1	1
513	характерная для	4	1
514	данного жанра	5	1
515	в предисловии	1	1
516	это все	1	1
517	наконец в	2	1
518	и др	14	1
519	себя и	2	1
520	превращается в	1	1
521	не знает	4	1
522	что жанр	1	1
523	с помощью	1	1
524	ни за	1	1
525	из трех	1	1
526	к себе	6	1
527	в предыдущей	1	1
528	из которых	1	1
529	литературу то	1	1
530	в область	1	1
531	литература в	1	1
532	ведет к	1	1
533	в европейской	2	1
534	применении к	1	1
535	начале рассказа	1	1
536	нашего анализа	1	1
537	в литературе	5	1
538	хотя он	1	1
539	из многочисленных	1	1
540	и всех	1	1
541	с этой	1	1
542	и формы	1	1
543	литературные жанры	1	1
544	сих пор	5	1
545	своей жизни	1	1
546	не будем	3	1
547	но это	3	1
548	и тогда	1	1
549	т.п все	1	1
550	это уже	1	1
551	и позволяет	1	1
552	уже на	2	1
553	в связи	2	1
554	уж я	1	1
555	которого до	1	1
556	как на	1	1
557	своей природе	1	1
558	в отдельных	1	1
559	себя самого	3	1
560	от него	3	1
561	мы должны	4	1
562	хотя бы	2	1
563	и позволило	1	1
564	с собственно	1	1
565	но если	1	1
566	в стихах	1	1
567	над собою	2	1
568	жизни в	3	1
569	корней и	1	1
570	а о	1	1
571	я стал	1	1
572	между ними	2	1
573	свободой и	1	1
574	от всех	1	1
575	к его	1	1
576	по одному	1	1
577	не что	1	1
578	героя в	1	1
579	аллюзия на	1	1
580	жизнь в	2	1
581	жизни и	9	1
582	к этой	1	1
583	и другие	9	1
584	в своих	2	1
585	они не	3	1
