N	2gram	Tiupa_Anal_2	VerxiiNi
488	к ее	1	1
489	с людьми	2	1
490	может и	1	1
491	существования и	1	1
492	состоит из	1	1
493	совершенно не	1	1
494	по одному	1	1
495	в свое	1	1
496	есть то	1	1
497	к этой	1	1
498	они относятся	1	1
499	значение в	1	1
500	телесной оболочки	1	1
