N	2gram	Tiupa_Anal_3	Problema
126	не в	6	4
127	тем самым	4	4
128	казалось бы	1	4
129	а в	10	4
130	в дальнейшем	2	4
131	не говоря	1	4
132	если бы	1	4
133	никак не	1	4
134	а также	2	4
135	и только	1	4
136	в литературе	1	4
137	один из	2	4
138	д и	1	4
139	литературе и	1	4
140	мы можем	2	4
141	указание на	2	4
142	именно в	3	4
143	не было	3	4
144	в одно	1	4
145	и для	2	4
146	в связи	1	4
147	же в	2	4
148	по поводу	3	4
149	того же	5	3
150	в ее	3	3
151	что они	3	3
152	с этим	3	3
153	учение о	1	3
154	в случае	5	3
155	да и	2	3
156	он не	6	3
157	и еще	1	3
158	в жизни	2	3
159	о которых	2	3
160	как и	14	3
161	несмотря на	2	3
162	или из	2	3
163	на этот	1	3
164	точки зрения	3	3
165	с точки	2	3
166	бы мы	1	3
167	для которого	1	3
168	дело в	2	3
169	только не	3	3
170	в самой	1	3
171	или как	1	3
172	и его	13	3
173	как будто	1	3
174	и делает	1	3
175	к тому	6	3
176	для себя	1	3
177	говорит и	3	3
178	для этого	1	3
179	искусства и	1	3
180	тем или	2	3
181	во всей	1	3
182	по этому	1	3
183	уже не	5	3
184	уже в	3	3
185	говорит о	2	3
186	всяком случае	2	3
187	случае не	1	3
188	до сих	1	3
189	с другой	7	3
190	не обязательно	1	3
191	оно не	1	3
192	что не	3	3
193	обратить внимание	1	3
194	однако и	3	3
195	сих пор	1	3
196	от нас	1	3
197	пока еще	3	3
198	от всего	1	3
199	хотя бы	1	3
200	с ним	1	3
201	хотя в	2	3
202	может и	1	3
203	другой стороны	5	3
204	есть и	1	3
205	себе не	1	3
206	в искусстве	2	3
207	я и	3	2
208	например в	2	2
209	и потому	2	2
210	в первом	2	2
211	по преимуществу	2	2
212	и до	1	2
213	едва ли	3	2
214	по его	3	2
215	мы имеем	5	2
216	мы не	3	2
217	что если	1	2
218	слово о	1	2
219	в сущности	5	2
220	что иное	1	2
221	на себя	2	2
222	он сам	1	2
223	иное как	1	2
224	говоря уже	1	2
225	с его	8	2
226	мы будем	1	2
227	бы мало	1	2
228	так или	1	2
229	из этих	3	2
230	вопроса о	2	2
231	поскольку в	1	2
232	сознания с	1	2
233	во многих	1	2
234	на его	2	2
235	все другие	1	2
236	не будет	3	2
237	и может	1	2
238	это было	1	2
239	с другими	1	2
240	в общей	1	2
241	смысл а	1	2
242	во внимание	1	2
243	должно быть	1	2
244	и того	3	2
245	одного и	3	2
246	в эту	1	2
247	но если	1	2
248	не как	2	2
249	у пушкина	3	2
250	по крайней	4	2
251	однако в	5	2
252	же мы	1	2
253	для всего	1	2
254	не о	1	2
255	пушкина что	2	2
256	которого он	2	2
257	не могут	1	2
258	могут быть	2	2
259	уже на	1	2
260	и своя	1	2
261	подобно тому	3	2
262	нет никакой	1	2
263	особенно в	1	2
264	является в	1	2
265	и должно	1	2
266	то во	1	2
267	того или	1	2
268	между тем	5	2
269	крайней мере	4	2
270	может иметь	1	2
271	и так	1	2
272	а потому	1	2
273	со всеми	2	2
274	в качестве	12	2
275	не можем	1	2
276	от других	1	2
277	одно из	1	2
278	для него	6	2
279	ведь это	1	2
280	не для	2	2
281	с этими	1	2
282	новое качество	1	2
283	или иначе	1	2
284	данного художественного	1	2
285	но о	1	2
286	она является	1	2
287	его как	3	2
288	уже давно	1	2
289	вместе с	2	2
290	а завтра	1	2
291	тому как	2	2
292	поскольку он	3	2
293	этом случае	1	2
294	не будем	1	2
295	о его	2	2
296	между прочим	1	2
297	цветов и	1	2
298	известной степени	3	2
299	сколько бы	1	2
300	в результате	5	2
301	но еще	1	2
302	здесь только	1	2
303	о своем	2	2
304	от всех	1	2
305	к его	1	2
306	или иного	1	2
307	не что	1	2
308	тогда не	2	2
309	ее в	1	2
310	гораздо более	2	2
311	а между	1	1
312	дальнейшем мы	1	1
313	у гоголя	1	1
314	начинается с	1	1
315	не признает	1	1
316	из самых	1	1
317	отношения к	2	1
318	в году	3	1
319	уже по	2	1
320	той же	5	1
321	он ничего	1	1
322	и само	1	1
323	как обычно	1	1
324	однако еще	1	1
325	требует от	1	1
326	оно есть	1	1
327	я не	1	1
328	семи рублей	1	1
329	и самого	6	1
330	на их	1	1
331	нам представляется	2	1
332	то мы	1	1
333	этого героя	1	1
334	о смерти	3	1
335	пройти через	1	1
336	в общем	2	1
337	а если	1	1
338	выделены в	1	1
339	в течение	1	1
340	субъекта и	2	1
341	в акте	1	1
342	имела бы	1	1
343	отгородиться от	1	1
344	все же	4	1
345	чего нет	1	1
346	этом же	1	1
347	достаточно ясно	1	1
348	говорит что	1	1
349	тем же	1	1
350	самом начале	1	1
351	к числу	2	1
352	здесь и	3	1
353	от этого	1	1
354	сливается с	1	1
355	не знает	1	1
356	бы и	2	1
357	как то	1	1
358	тут и	1	1
359	бы не	1	1
360	в известном	1	1
361	тому же	3	1
362	на смену	1	1
363	что каждая	1	1
364	о которой	2	1
365	пушкина и	2	1
366	но само	1	1
367	однако он	1	1
368	в силу	1	1
369	ни были	1	1
370	на дуэль	1	1
371	этой поэмы	1	1
372	его можно	1	1
373	в нее	1	1
374	ни для	2	1
375	человека в	1	1
376	равнодушна к	1	1
377	в одну	1	1
378	в каждом	3	1
379	бы дать	1	1
380	факт что	1	1
381	существующая в	1	1
382	в глубине	2	1
383	а по	1	1
384	лишь в	5	1
385	в художественном	1	1
386	заключается в	1	1
387	дать ей	1	1
388	на почве	1	1
389	же если	1	1
390	закономерно и	1	1
391	даже в	2	1
392	отражение в	1	1
393	еще одно	1	1
394	мог бы	1	1
395	на свои	1	1
396	солнце и	1	1
397	нет в	1	1
398	как об	1	1
399	никак невозможно	1	1
400	или попросту	1	1
401	есть он	1	1
402	с лизой	1	1
403	потому и	1	1
404	мы строим	1	1
405	и тогда	1	1
406	же есть	1	1
407	и становится	1	1
408	на первом	1	1
409	что между	1	1
410	ее внутренней	1	1
411	или точнее	2	1
412	и без	3	1
413	место в	1	1
414	произведение то	1	1
415	далеки от	1	1
416	вопрос о	1	1
417	не путем	1	1
418	на первой	2	1
419	и той	2	1
420	поэтому в	2	1
421	мир и	1	1
422	том чтобы	1	1
423	что было	1	1
424	отнюдь еще	1	1
425	войти в	1	1
426	для нее	1	1
427	события что	1	1
428	случае мы	1	1
429	речь пойдет	2	1
430	чистом виде	2	1
431	вплоть до	2	1
432	сущности говоря	1	1
433	как о	1	1
434	о причине	1	1
435	дело не	3	1
436	если в	3	1
437	сознания однако	1	1
438	в основе	1	1
439	образом в	1	1
440	обстоятельств связанных	1	1
441	через него	1	1
442	одна из	2	1
443	имеем дело	4	1
444	обратим внимание	2	1
445	этих двух	1	1
446	с одним	1	1
447	внутренней и	1	1
448	этом отношении	3	1
449	зрение и	1	1
450	что на	1	1
451	состояние духа	1	1
452	смыкаются в	1	1
453	представляется нам	2	1
454	очень часто	1	1
455	в момент	2	1
456	уже о	1	1
457	мечтает о	1	1
458	сравнении с	2	1
459	в стихотворении	1	1
460	бы он	1	1
461	жизни всегда	1	1
462	все еще	1	1
463	правда не	1	1
464	с ее	3	1
465	были только	1	1
466	быть достаточно	1	1
467	самим собою	1	1
468	для читателя	1	1
469	мысль о	3	1
470	всей своей	1	1
471	в пределах	4	1
472	не возникает	1	1
473	человека с	1	1
474	и сам	4	1
475	по этой	1	1
476	не с	2	1
477	здесь как	1	1
478	с самим	2	1
479	связанных с	1	1
480	он был	1	1
481	эту модель	1	1
482	момента и	1	1
483	и всякого	1	1
484	и внешней	1	1
485	весьма существенно	1	1
486	сводится к	2	1
487	в другом	1	1
488	себя не	1	1
489	внимание на	4	1
490	одного из	1	1
491	основе своей	1	1
492	до известной	3	1
493	смысловую перспективу	1	1
494	во втором	4	1
495	не более	2	1
496	не сводится	1	1
497	выше в	1	1
498	не требует	1	1
499	в самый	1	1
500	отдельности и	1	1
501	ушедших в	1	1
502	известном смысле	1	1
503	по своей	2	1
504	не случайно	8	1
505	но с	2	1
506	всякого рода	1	1
507	этот вопрос	1	1
508	историческую действительность	1	1
509	в стороне	1	1
510	который в	3	1
511	тот или	2	1
512	себя в	4	1
513	для всех	2	1
514	раз в	1	1
515	этом что	1	1
516	не понимаю	1	1
517	ни одного	1	1
518	в начале	6	1
519	чем с	1	1
520	его и	1	1
521	ту или	1	1
522	в собственных	1	1
523	мы знаем	1	1
524	и их	1	1
525	могло бы	1	1
526	с указанием	1	1
527	но всегда	2	1
528	в-третьих это	1	1
529	при всей	1	1
530	из нее	1	1
531	каждый из	1	1
532	она будет	1	1
533	не говорит	1	1
534	к той	1	1
535	и строго	1	1
536	бы это	1	1
537	к самому	1	1
538	являются здесь	1	1
539	со стороны	9	1
540	в записках	1	1
541	на примере	2	1
542	как такая	1	1
543	потом к	1	1
544	каждом отдельном	1	1
545	чем он	1	1
546	было и	1	1
547	в стиле	1	1
548	ей не	1	1
549	он только	1	1
550	он становится	1	1
551	совершенно очевидно	2	1
552	эстетического сознания	1	1
553	предстают перед	1	1
554	к лицу	1	1
555	входить в	1	1
556	вступает в	3	1
557	этого я	1	1
558	из трех	1	1
559	этого момента	1	1
560	из которых	1	1
561	и к	4	1
562	этой последней	1	1
563	никакой возможности	1	1
564	в москве	1	1
565	хотя он	1	1
566	с этой	1	1
567	это нечто	1	1
568	действительности не	1	1
569	во-вторых он	1	1
570	художественное произведение	1	1
571	фактов в	1	1
572	остается в	1	1
573	и от	2	1
574	уж я	1	1
575	а все	1	1
576	есть система	1	1
577	от него	1	1
578	на свою	1	1
579	с художественным	1	1
580	что по	4	1
581	будто бы	1	1
582	все они	2	1
583	утверждал что	1	1
584	тот же	1	1
585	он оказывается	1	1
586	нами не	1	1
587	это все	1	1
588	в романе	2	1
589	только ею	1	1
590	только как	1	1
591	по одному	1	1
592	отношении он	1	1
593	в сравнении	2	1
594	ко всему	1	1
595	в трех	1	1
596	жизни и	1	1
597	к этой	1	1
598	в противоположность	2	1
599	к этому	3	1
600	как на	1	1
