N	2gram	Medvedev_F_3	Tragedij
104	в ее	4	2
105	данном случае	4	2
106	товарном фетишизме	1	2
107	раз он	1	2
108	еще в	3	2
109	как у	1	2
110	а что	3	2
111	ничего не	2	2
112	и здесь	1	2
113	о том	4	2
114	что и	2	2
115	в том	7	2
116	собой но	1	2
117	который в	1	2
118	и ее	6	2
119	уже не	3	2
120	не так	1	2
121	в одном	1	2
122	друг друга	5	2
123	тем что	5	2
124	только к	1	2
125	говорит о	1	2
126	до конца	4	2
127	ничем не	1	2
128	под влиянием	1	2
129	для искусства	1	2
130	в данном	6	2
131	она должна	2	2
132	от всего	1	2
133	потому что	7	2
134	состоит из	1	2
135	в частности	1	2
136	в таком	2	2
137	я и	1	1
138	ту же	2	1
139	также что	1	1
140	и т	11	1
141	одним из	3	1
142	он считает	2	1
143	человека и	2	1
144	сам по	1	1
145	а из	1	1
146	и др	2	1
147	самом деле	16	1
148	это и	2	1
149	прием и	2	1
150	в какой-то	1	1
151	должна быть	3	1
152	высшей степени	2	1
153	объясняется и	1	1
154	той же	3	1
155	связаны между	1	1
156	что уже	2	1
157	замысел романа	1	1
158	ему в	1	1
159	в виду	3	1
160	в ней	5	1
161	литературы и	3	1
162	между собой	4	1
163	или от	1	1
164	это же	1	1
165	во всех	3	1
166	но не	5	1
167	в быту	1	1
168	значение и	1	1
169	друга и	1	1
170	за пределы	2	1
171	к сожалению	1	1
172	чем же	2	1
173	в истории	5	1
174	что именно	5	1
175	вот как	2	1
176	дистанция между	1	1
177	сводится только	1	1
178	стиля и	1	1
179	перескочить через	1	1
180	именно эта	1	1
181	роль играет	1	1
182	то в	2	1
183	со своей	1	1
184	бы не	2	1
185	же слова	2	1
186	только один	2	1
187	как он	2	1
188	если он	1	1
189	не могла	1	1
190	и если	1	1
191	вообще не	2	1
192	три года	1	1
193	так сказать	5	1
194	творца и	1	1
195	перестает быть	2	1
196	роли в	1	1
197	не значит	2	1
198	к одному	1	1
199	не к	1	1
200	не как	2	1
201	душу и	1	1
202	в россии	2	1
203	и по	1	1
204	на этом	2	1
205	таким образом	18	1
206	факт что	1	1
207	распространяется на	1	1
208	же не	1	1
209	из предшествующего	1	1
210	является необходимой	1	1
211	ними как	1	1
212	на все	2	1
213	лишь в	9	1
214	известно что	1	1
215	этом романе	3	1
216	быть не	1	1
217	с начала	1	1
218	но уже	2	1
219	в них	3	1
220	в высшей	2	1
221	и вне	2	1
222	для чего	2	1
223	с такой	2	1
224	в развитии	1	1
225	не выдерживает	1	1
226	но если	2	1
227	и при	1	1
228	в своей	6	1
229	в такой	2	1
230	в котором	2	1
231	должны были	1	1
232	значение для	1	1
233	литературных штампов	1	1
234	но он	1	1
235	тем не	2	1
236	по себе	4	1
237	тому что	3	1
238	не менее	7	1
239	и художественной	2	1
240	xviii века	2	1
241	что эта	1	1
242	она не	4	1
243	на земле	2	1
244	самого начала	1	1
245	того как	1	1
246	как его	9	1
247	облекается в	1	1
248	тогда и	1	1
249	как много	2	1
250	но только	1	1
251	этой схемы	1	1
252	только не	2	1
253	в самой	2	1
254	говорит в	2	1
255	и притом	2	1
256	связь и	1	1
257	камень и	1	1
258	для нас	3	1
259	и теперь	6	1
260	связи с	5	1
261	входят в	1	1
262	в области	2	1
263	в момент	1	1
264	издеваясь над	1	1
265	могут быть	4	1
266	его с	1	1
267	не есть	4	1
268	свое значение	1	1
269	в пьесе	1	1
270	что при	1	1
271	утверждать что	1	1
272	литературы на	1	1
273	как мы	8	1
274	и о	1	1
275	того чтобы	5	1
276	людей в	1	1
277	всего этого	1	1
278	как система	2	1
279	с самого	1	1
280	роль в	4	1
281	человека с	1	1
282	можно было	1	1
283	начала и	1	1
284	в эпоху	3	1
285	она находит	1	1
286	часто и	1	1
287	является по	1	1
288	и должно	1	1
289	это происходит	1	1
290	но мы	1	1
291	и который	1	1
292	чтобы не	2	1
293	роман и	2	1
294	внешней формы	1	1
295	от него	2	1
296	все в	1	1
297	связь между	4	1
298	между тем	7	1
299	нуждается в	3	1
300	соединена с	1	1
301	так нельзя	1	1
302	говорит он	5	1
303	в форме	1	1
304	ее содержание	1	1
305	не сводится	1	1
306	романа в	3	1
307	все время	6	1
308	для самого	1	1
309	в жизнь	1	1
310	х годов	1	1
311	в литературе	6	1
312	того что	3	1
313	как самоцель	1	1
314	мы видим	1	1
315	только в	8	1
316	в самое	2	1
317	приходит в	1	1
318	с одной	1	1
319	борьба двух	1	1
320	именно на	2	1
321	вот что	1	1
322	есть в	1	1
323	едина и	1	1
324	так можно	1	1
325	только на	4	1
326	дело с	3	1
327	завершения в	1	1
328	и чисто	1	1
329	за счет	2	1
330	уже сознательно	1	1
331	в общем	2	1
332	характерно что	2	1
333	одно из	1	1
334	и их	5	1
335	всяком случае	6	1
336	могло бы	1	1
337	слова в	1	1
338	т п	5	1
339	чтобы она	1	1
340	и должна	1	1
341	пустоту и	1	1
342	и вместе	1	1
343	даже не	1	1
344	с другим	1	1
345	именно в	1	1
346	в каких	2	1
347	социальной жизни	4	1
348	объясняется тем	1	1
349	не было	1	1
350	а на	2	1
351	а не	17	1
352	именно так	5	1
353	одну из	2	1
354	этом случае	1	1
355	в связи	4	1
356	с помощью	8	1
357	люди но	1	1
358	вместе с	6	1
359	и потому	5	1
360	эта связь	2	1
361	не из	1	1
362	весь материал	2	1
363	в той	3	1
364	смысле этого	2	1
365	для понимания	1	1
366	который он	1	1
367	распадается на	2	1
368	этого слова	2	1
369	с этой	1	1
370	он использовал	1	1
371	и от	11	1
372	в условиях	3	1
373	другой факт	1	1
374	романа с	1	1
375	не является	5	1
376	известной степени	2	1
377	тем и	1	1
378	при таком	1	1
379	в результате	5	1
380	а к	2	1
381	в двух	1	1
382	о нем	3	1
383	романе это	1	1
384	бы в	6	1
385	и совершенно	1	1
386	конце концов	2	1
387	хотя бы	6	1
388	обстоит дело	4	1
389	очень хорошо	1	1
390	класса но	1	1
391	в стихах	2	1
392	жизни в	3	1
393	оставаться за	1	1
394	героя и	2	1
395	совершенно не	7	1
396	но этот	1	1
397	т е	32	1
398	в кругу	1	1
399	что под	1	1
400	и эта	3	1
401	это в	1	1
402	это понятие	2	1
403	во всяком	6	1
