N	2gram	Berdyaev_M_1	Vvedenie
216	мысли и	2	2
217	произведения и	1	2
218	и истории	1	2
219	в отношении	1	2
220	культурной жизни	1	2
221	это еще	1	2
222	науку о	1	2
223	никогда не	14	2
224	казалось бы	1	2
225	ничего не	3	2
226	находятся в	1	2
227	не до	1	2
228	от того	1	2
229	у нас	5	2
230	когда мы	2	2
231	есть только	2	2
232	лежит в	1	2
233	рядом с	1	2
234	значение в	1	2
235	и сам	1	2
236	так и	1	2
237	с русским	1	2
238	собой в	1	2
239	мог бы	4	2
240	в содержании	1	2
241	в значительной	1	2
242	во всех	1	2
243	своему значению	2	2
244	вообще и	1	2
245	тем более	1	2
246	все время	1	2
247	быть и	1	2
248	к какому	1	2
249	литературы в	1	2
250	когда говорил	1	2
251	нужно знать	1	2
252	и др	1	2
253	не было	18	2
254	есть лишь	9	2
255	было сказано	1	2
256	ближе к	1	2
257	все более	1	2
258	мы говорим	1	2
259	с этим	3	2
260	истории в	2	2
261	это есть	3	2
262	был в	4	2
263	самой идеи	1	2
264	но это	1	2
265	романов достоевского	3	2
266	в более	2	2
267	в идеале	2	2
268	и сама	2	2
269	не существует	2	2
270	или нет	1	2
271	бы в	2	2
272	конце концов	2	2
273	ни к	1	2
274	будто бы	3	2
275	хотя в	1	2
276	с ней	2	2
277	самой своей	1	2
278	он и	2	2
279	жизни и	2	2
280	я и	1	1
281	также что	1	1
282	не остается	2	1
283	не свободен	1	1
284	выражения в	1	1
285	на самом	1	1
286	человека к	2	1
287	это и	4	1
288	вся она	1	1
289	был и	1	1
290	в зависимости	1	1
291	отношения к	4	1
292	долгое время	2	1
293	бы уже	1	1
294	и ничего	1	1
295	и трудно	1	1
296	уже более	1	1
297	та же	1	1
298	который был	2	1
299	для исторического	1	1
300	нем все	2	1
301	он был	14	1
302	вопрос нужно	1	1
303	смотрят на	1	1
304	чему в	1	1
305	то мы	1	1
306	в сторону	1	1
307	как в	2	1
308	отличие от	1	1
309	нет и	5	1
310	и речи	1	1
311	глубине человеческой	1	1
312	что они	1	1
313	и я	5	1
314	пор это	1	1
315	как к	1	1
316	разного рода	2	1
317	склонность к	1	1
318	говорит что	1	1
319	в необходимости	2	1
320	духа в	3	1
321	из самых	8	1
322	в которой	6	1
323	с какой	1	1
324	не совпадает	1	1
325	он в	2	1
326	достоевского в	9	1
327	опыт и	1	1
328	только один	2	1
329	говорят о	1	1
330	имеем в	1	1
331	во многих	1	1
332	если он	5	1
333	движении к	1	1
334	с чем	1	1
335	идей и	3	1
336	слова а	1	1
337	действительности о	1	1
338	с именем	1	1
339	не значит	2	1
340	он должен	3	1
341	истории на	1	1
342	античного мира	1	1
343	есть один	1	1
344	европейской культуры	1	1
345	из него	1	1
346	его от	1	1
347	в содержание	1	1
348	лишь с	1	1
349	культуры что	1	1
350	заключает в	3	1
351	которого был	1	1
352	подход к	1	1
353	как они	1	1
354	бы кажется	1	1
355	они должны	1	1
356	различие между	2	1
357	нем есть	1	1
358	говорил что	1	1
359	в глубине	8	1
360	к превращению	1	1
361	лишь в	6	1
362	с обычным	1	1
363	искусства в	1	1
364	выходя из	1	1
365	к области	1	1
366	его и	1	1
367	были в	1	1
368	тесно связано	1	1
369	сторон в	2	1
370	место у	1	1
371	не сам	1	1
372	не больше	1	1
373	перед собой	1	1
374	веков в	1	1
375	его нельзя	1	1
376	одно дело	1	1
377	во время	1	1
378	человеческой природы	20	1
379	по внешности	1	1
380	в такой	1	1
381	и без	1	1
382	прийти к	2	1
383	не от	1	1
384	в отличие	1	1
385	лишь средством	1	1
386	от его	2	1
387	должны были	1	1
388	литературой и	1	1
389	точку зрения	1	1
390	но он	9	1
391	но во	1	1
392	в россии	2	1
393	с разных	2	1
394	зависимости от	1	1
395	его время	1	1
396	и эти	1	1
397	не должно	1	1
398	в духовной	2	1
399	любовь к	2	1
400	не была	3	1
401	это особенно	2	1
402	если и	1	1
403	в атмосфере	1	1
404	а от	1	1
405	как будет	1	1
406	для познания	1	1
407	не раз	1	1
408	в обоих	1	1
409	мысли в	1	1
410	истории с	1	1
411	мышления и	1	1
412	к этим	2	1
413	в идее	2	1
414	начинает с	2	1
415	в самых	1	1
416	не могло	1	1
417	так много	1	1
418	в самой	7	1
419	том только	1	1
420	показывает как	2	1
421	к концу	4	1
422	во всем	1	1
423	и после	1	1
424	что русский	1	1
425	не принадлежит	2	1
426	всякий кто	1	1
427	не потому	1	1
428	содержания как	1	1
429	у меня	1	1
430	в духе	1	1
431	человека в	13	1
432	отличается от	2	1
433	всего в	2	1
434	оно не	1	1
435	быть назван	1	1
436	в эпоху	1	1
437	смысле в	2	1
438	очень не	1	1
439	приходит к	1	1
440	можно и	1	1
441	из всего	1	1
442	отношений все	1	1
443	и о	1	1
444	из сторон	1	1
445	и вряд	2	1
446	коренным образом	1	1
447	и этим	1	1
448	на той	1	1
449	культуры и	1	1
450	дать его	1	1
451	к исследованию	1	1
452	человека можно	1	1
453	еще в	2	1
454	жизнь и	1	1
455	интересом к	1	1
456	историческая судьба	1	1
457	нет уже	1	1
458	и нужно	2	1
459	именно потому	1	1
460	понять как	1	1
461	но нужно	1	1
462	люди с	1	1
463	и та	1	1
464	и из	1	1
465	одного из	1	1
466	быть человек	2	1
467	может не	2	1
468	это было	1	1
469	все в	6	1
470	русской литературы	5	1
471	этом пути	2	1
472	существенное в	1	1
473	путь к	1	1
474	нем не	2	1
475	но нет	1	1
476	во всей	1	1
477	тему о	4	1
478	действительно в	1	1
479	которая должна	1	1
480	и можно	1	1
481	также в	1	1
482	в свете	3	1
483	значит что	4	1
484	на которой	1	1
485	в новой	1	1
486	мы видим	2	1
487	миросозерцания и	1	1
488	а лишь	1	1
489	от идей	1	1
490	что написано	1	1
491	себя в	3	1
492	человеческой личности	4	1
493	книгу о	1	1
494	и у	2	1
495	одном отношении	1	1
496	человеческого духа	26	1
497	участие в	1	1
498	человека на	5	1
499	это отрицание	1	1
500	обратиться к	1	1
501	свой собственный	1	1
502	истории для	1	1
503	для него	11	1
504	есть та	1	1
505	ведь это	2	1
506	ее не	1	1
507	к ним	1	1
508	у него	17	1
509	и никогда	1	1
510	чтобы не	2	1
511	нее не	1	1
512	момент в	2	1
513	быть названа	1	1
514	нужно было	1	1
515	знает не	1	1
516	бытом с	1	1
517	но одно	1	1
518	может ли	1	1
519	к которому	1	1
520	с той	1	1
521	русской истории	1	1
522	этом учении	1	1
523	к человеку	9	1
524	связано с	2	1
525	не на	1	1
526	притом не	1	1
527	нужно сказать	1	1
528	и образом	1	1
529	которые не	1	1
530	к идеям	1	1
531	человек в	9	1
532	его собственной	2	1
533	в ряду	1	1
534	всегда и	1	1
535	жизнь в	1	1
536	мира в	1	1
537	если не	1	1
538	не видит	1	1
539	в момент	3	1
540	имея в	1	1
541	в антропологическом	1	1
542	все то	1	1
543	с первого	1	1
544	что раньше	1	1
545	и потому	10	1
546	в европе	1	1
547	что почва	1	1
548	для нашего	1	1
549	не одно	1	1
550	знать что	1	1
551	наряду с	1	1
552	и границы	2	1
553	понимается как	1	1
554	это значит	3	1
555	том смысле	2	1
556	быть не	2	1
557	о жизни	1	1
558	и живая	1	1
559	имел в	1	1
560	на одной	1	1
561	принять участие	1	1
562	и часто	1	1
563	и более	1	1
564	и от	2	1
565	что иной	1	1
566	она может	2	1
567	а к	1	1
568	для нас	3	1
569	всего что	2	1
570	и все	10	1
571	из себя	1	1
572	находит свое	1	1
573	культуры он	1	1
574	еще более	1	1
575	не должен	1	1
576	как явление	1	1
577	достоевский как	1	1
578	потребность в	1	1
579	разных сторон	1	1
580	нельзя было	1	1
581	давно уже	1	1
582	отношении к	2	1
583	страсть к	1	1
584	них нет	2	1
585	в свою	2	1
586	от своего	1	1
587	не быть	1	1
588	впервые в	1	1
589	о духе	1	1
590	жизни а	1	1
591	ко всему	1	1
592	от природы	3	1
593	есть то	1	1
594	только одна	1	1
595	в своих	1	1
596	и эта	1	1
597	можно назвать	1	1
598	все что	2	1
599	они не	1	1
600	которая не	1	1
