N	2gram	Potebnia_M_3	VerxiiNi
309	мы читаем	1	1
310	на бытие	1	1
311	быть в	1	1
312	страданием и	1	1
313	в чем	3	1
314	что становится	1	1
315	общих чертах	1	1
316	природы и	2	1
317	сказать и	1	1
318	так для	1	1
319	к нам	1	1
320	своей души	1	1
321	эта особенность	1	1
322	по отношению	5	1
323	а и	4	1
324	а через	1	1
325	его разными	1	1
326	отличие от	1	1
327	к своей	1	1
328	что они	2	1
329	себя в	1	1
330	смотрел на	1	1
331	человек может	2	1
332	один и	1	1
333	к связи	1	1
334	как по	1	1
335	одном смысле	1	1
336	в одной	1	1
337	так называемом	1	1
338	как в	10	1
339	некоторое время	1	1
340	его души	1	1
341	это был	1	1
342	что касается	1	1
343	на человека	2	1
344	могли бы	1	1
345	его к	2	1
346	себе не	4	1
347	следует сказать	1	1
348	от этого	2	1
349	то в	1	1
350	к чему	1	1
351	та же	2	1
352	внешней природы	2	1
353	формы в	1	1
354	бы с	1	1
355	то время	4	1
356	связь ее	1	1
357	не обнаруживает	4	1
358	тоже не	1	1
359	думать что	5	1
360	что к	1	1
361	и тот	2	1
362	имеет для	3	1
363	так сказать	2	1
364	на его	2	1
365	человек сознает	1	1
366	и таких	1	1
367	на создание	1	1
368	время и	2	1
369	но именно	1	1
370	и горе	1	1
371	именно то	2	1
372	он должен	1	1
373	к одному	5	1
374	в корне	1	1
375	и более	1	1
376	такую силу	1	1
377	существует и	1	1
378	прежде чем	2	1
379	что она	3	1
380	от нее	2	1
381	не следует	5	1
382	этом последнем	2	1
383	том же	2	1
384	касается до	1	1
385	что мир	1	1
386	в старину	1	1
387	бы быть	2	1
388	себя не	1	1
389	говорить не	1	1
390	его в	3	1
391	входит в	2	1
392	это было	3	1
393	заключается в	1	1
394	было в	1	1
395	есть не	7	1
396	это не	1	1
397	было бы	9	1
398	этой силы	1	1
399	в свой	2	1
400	в жизни	1	1
401	ни в	2	1
402	в минуту	1	1
403	есть сам	1	1
404	друга что	1	1
405	она и	1	1
406	жизни то	1	1
407	в слове	32	1
408	как и	10	1
409	оно имеет	3	1
410	ни с	1	1
411	такою же	1	1
412	должно быть	5	1
413	себе под	1	1
414	целое но	1	1
415	к тем	2	1
416	от своего	1	1
417	в своей	2	1
418	что среди	1	1
419	что такое	2	1
420	таким же	1	1
421	никто не	3	1
422	в такой	1	1
423	в их	2	1
424	то для	2	1
425	место в	3	1
426	на каждом	1	1
427	впечатлений которые	1	1
428	жизни с	1	1
429	но эта	1	1
430	их в	2	1
431	однако в	1	1
432	не должно	1	1
433	по себе	16	1
434	даже в	2	1
435	мало нам	1	1
436	что происходит	1	1
437	что с	2	1
438	того как	4	1
439	на себе	1	1
440	многие не	2	1
441	из предыдущего	1	1
442	народа к	1	1
443	искусству и	1	1
444	иметь в	2	1
445	занять место	1	1
446	следовательно и	1	1
447	судя по	1	1
448	этому что	1	1
449	в общих	1	1
450	них только	1	1
451	ничего не	1	1
452	под этим	1	1
453	невозможно но	1	1
454	понимание которое	1	1
455	не принадлежат	1	1
456	очень редких	1	1
457	в предшествующем	1	1
458	другой стороны	4	1
459	это слово	4	1
460	не нужен	1	1
461	в сознании	15	1
462	в каком	5	1
463	может показаться	1	1
464	образ получает	1	1
465	настоящего времени	1	1
466	и далее	1	1
467	над другими	1	1
468	когда мы	2	1
469	могут быть	3	1
470	не знаем	3	1
471	следует заметить	1	1
472	и другим	1	1
473	всего что	1	1
474	смерти и	1	1
475	о происхождении	1	1
476	а вместе	1	1
477	мысли о	2	1
478	и конечно	1	1
479	не есть	17	1
480	слова с	3	1
481	в строгом	1	1
482	собственное имя	1	1
483	на это	4	1
484	в каждой	4	1
485	для себя	3	1
486	на нечто	1	1
487	разные стороны	1	1
488	значения и	1	1
489	свою очередь	3	1
490	здесь не	1	1
491	без всякого	1	1
492	в ее	2	1
493	данном случае	1	1
494	в понятие	1	1
495	какое содержание	1	1
496	только то	1	1
497	до самого	1	1
498	нужно было	1	1
499	том как	3	1
500	всей вероятности	1	1
501	или что	3	1
502	он сам	1	1
503	из одного	1	1
504	по мере	4	1
505	с ним	6	1
506	хотя это	1	1
507	именно потому	1	1
508	первом случае	2	1
509	души есть	1	1
510	другими словами	1	1
511	в глаза	1	1
512	одного из	1	1
513	после того	1	1
514	все в	2	1
515	связь между	2	1
516	в которую	1	1
517	этих слов	2	1
518	видели выше	1	1
519	творчества в	1	1
520	эти два	1	1
521	а потому	6	1
522	стоит и	1	1
523	на одном	1	1
524	что человек	2	1
525	ними в	1	1
526	именно тем	1	1
527	язык в	1	1
528	них в	1	1
529	в ту	1	1
530	и следовательно	3	1
531	к сознанию	2	1
532	происходит в	1	1
533	эти последние	2	1
534	что здесь	1	1
535	совсем не	1	1
536	мы видим	2	1
537	при всяком	1	1
538	с ними	1	1
539	что даже	4	1
540	друг друга	3	1
541	как нечто	1	1
542	целого и	1	1
543	еще и	1	1
544	каждом шагу	1	1
545	субстанции к	1	1
546	и ее	1	1
547	или его	1	1
548	из коих	6	1
549	и его	4	1
550	чтобы найти	1	1
551	по всей	1	1
552	обо всем	1	1
553	не можем	3	1
554	указания на	1	1
555	только на	3	1
556	только тогда	9	1
557	чем с	1	1
558	при помощи	1	1
559	в душе	10	1
560	но совершенно	1	1
561	сходства в	1	1
562	первобытного человека	1	1
563	наоборот что	2	1
564	не связанных	1	1
565	мы знаем	1	1
566	к мысли	3	1
567	силы природы	1	1
568	этому последнему	1	1
569	представить себе	3	1
570	не означает	1	1
571	могло бы	1	1
572	иначе как	1	1
573	сами по	1	1
574	на душу	1	1
575	у него	2	1
576	менее совершенно	1	1
577	заметить что	3	1
578	тем что	7	1
579	тогда как	2	1
580	явления природы	1	1
581	теперь при	1	1
582	в очень	1	1
583	на стороне	2	1
584	смотря по	2	1
585	из двух	3	1
586	не были	2	1
587	со всем	1	1
588	нельзя сказать	3	1
589	существование и	1	1
590	ко многим	1	1
591	личной жизни	1	1
592	такое же	3	1
593	на людей	1	1
594	души и	2	1
595	из таких	1	1
596	в самую	1	1
597	на словах	1	1
598	притом не	2	1
599	которой нет	1	1
600	зависит от	6	1
601	друга а	1	1
602	стремление человека	1	1
603	человеческой жизни	3	1
604	себе сознание	1	1
605	только от	3	1
606	нашей точки	1	1
607	мы поймем	1	1
608	именно не	1	1
609	людьми и	1	1
610	с нашей	1	1
611	него в	1	1
612	и любовью	1	1
613	эти слова	2	1
614	с конца	1	1
615	тождество с	1	1
616	с этим	6	1
617	так называемая	1	1
618	то по	1	1
619	в данном	1	1
620	смысле этого	7	1
621	души на	1	1
622	таких условиях	1	1
623	да и	1	1
624	отношения к	1	1
625	как средство	2	1
626	под сенью	1	1
627	думать о	1	1
628	там где	3	1
629	человека и	5	1
630	многих других	1	1
631	есть тот	1	1
632	этого слова	11	1
633	как из	1	1
634	на которой	3	1
635	но это	6	1
636	этом следует	1	1
637	которое тоже	1	1
638	помнить что	1	1
639	понятия и	2	1
640	это отличие	1	1
641	не является	1	1
642	не существует	3	1
643	его с	2	1
644	то не	2	1
645	души в	1	1
646	бы в	2	1
647	тем более	4	1
648	вспомнить что	1	1
649	указывает на	6	1
650	же в	2	1
651	в связь	1	1
652	давно уже	1	1
653	к ее	1	1
654	а можно	1	1
655	с людьми	1	1
656	человека то	2	1
657	может и	1	1
658	только как	5	1
659	а образ	2	1
660	по одному	1	1
661	в свое	2	1
662	есть то	2	1
663	доску с	1	1
664	и содержанием	2	1
