N	2gram	Medvedev_F_3	Literetu
216	не на	3	2
217	одну из	2	2
218	не тот	1	2
219	все более	1	2
220	нет ничего	1	2
221	тому как	5	2
222	для понимания	1	2
223	произведение в	4	2
224	художественное произведение	11	2
225	можно было	1	2
226	не является	5	2
227	все они	1	2
228	не есть	4	2
229	а произведение	1	2
230	отношению к	3	2
231	в искусстве	7	2
232	этого романа	2	1
233	в объективном	1	1
234	как известно	1	1
235	конструктивный фактор	1	1
236	же как	3	1
237	на самом	14	1
238	художественных произведений	1	1
239	между двумя	1	1
240	к другому	2	1
241	установка на	4	1
242	оно было	1	1
243	определяется в	1	1
244	и этот	1	1
245	ни были	1	1
246	который в	1	1
247	есть не	1	1
248	мы не	4	1
249	эпохи а	2	1
250	нам в	1	1
251	этом не	1	1
252	не была	1	1
253	художественного произведения	7	1
254	в полной	2	1
255	но даже	1	1
256	же само	1	1
257	ему в	1	1
258	и самой	1	1
259	зависимости от	5	1
260	не кончается	1	1
261	это время	1	1
262	произведение и	1	1
263	он был	4	1
264	бы то	4	1
265	предполагать что	1	1
266	тем как	1	1
267	всего является	1	1
268	средств и	2	1
269	русскую литературу	1	1
270	в сторону	2	1
271	по тем	1	1
272	не просто	1	1
273	что они	5	1
274	произведения могут	1	1
275	из таких	1	1
276	один и	1	1
277	исторически и	2	1
278	в одной	5	1
279	его на	1	1
280	для всех	1	1
281	пределах одной	2	1
282	в различные	1	1
283	более и	1	1
284	на человека	1	1
285	мы можем	4	1
286	и как	4	1
287	реальной действительности	3	1
288	и художественного	1	1
289	как таковое	1	1
290	такой связи	1	1
291	то в	2	1
292	оно ориентировано	1	1
293	со своей	1	1
294	взаимоотношений между	1	1
295	воспитания и	1	1
296	в нашем	1	1
297	если мы	7	1
298	в последнее	1	1
299	традиция в	2	1
300	и событие	1	1
301	говорят о	2	1
302	на то	1	1
303	обнаруживает в	1	1
304	в концепции	1	1
305	вследствие этого	3	1
306	так сказать	5	1
307	роли в	1	1
308	в разрешении	1	1
309	в поэтике	1	1
310	он не	1	1
311	же именно	1	1
312	игра с	1	1
313	ключ к	1	1
314	к одному	1	1
315	в начале	1	1
316	и более	3	1
317	остается лишь	1	1
318	в зависимости	5	1
319	очевидным что	1	1
320	какой бы	2	1
321	целого ряда	1	1
322	и по	1	1
323	художественное творчество	1	1
324	так например	1	1
325	или иных	1	1
326	ни был	1	1
327	но все	1	1
328	человека в	2	1
329	значительной степени	1	1
330	в одну	1	1
331	в каждом	5	1
332	то ни	4	1
333	а то	1	1
334	и с	3	1
335	бы быть	2	1
336	материала и	3	1
337	большинстве случаев	5	1
338	знает что	1	1
339	искусства в	3	1
340	может стать	3	1
341	с начала	1	1
342	чаще всего	1	1
343	произведение как	6	1
344	в них	3	1
345	людей эти	1	1
346	в ее	4	1
347	мы имеем	1	1
348	с тем	7	1
349	с такой	2	1
350	художественном восприятии	1	1
351	должно быть	1	1
352	такой же	2	1
353	автора и	1	1
354	который как	1	1
355	одного и	1	1
356	с более	1	1
357	на первый	1	1
358	в эту	2	1
359	в этих	3	1
360	как некоторое	1	1
361	в отношении	2	1
362	к предмету	1	1
363	основе всех	1	1
364	то было	1	1
365	в условиях	3	1
366	не от	2	1
367	в которых	3	1
368	искусства а	1	1
369	остается вне	1	1
370	творчества и	3	1
371	выходом из	1	1
372	если бы	12	1
373	ни было	5	1
374	как от	3	1
375	быть не	1	1
376	тому чтобы	1	1
377	вовсе не	28	1
378	есть всегда	1	1
379	этом от	1	1
380	как проблема	1	1
381	между людьми	3	1
382	случае в	3	1
383	а от	1	1
384	произведения как	6	1
385	чистом виде	1	1
386	литературы как	1	1
387	она не	4	1
388	как о	2	1
389	художника не	1	1
390	самого начала	1	1
391	тогда когда	4	1
392	на него	1	1
393	как следует	2	1
394	не нуждается	3	1
395	говорить о	2	1
396	когда они	1	1
397	для кого	1	1
398	иметь в	1	1
399	но только	1	1
400	ценностный центр	4	1
401	эпохи в	2	1
402	не ставит	1	1
403	другой стороны	5	1
404	тех или	1	1
405	для нас	3	1
406	с категорией	1	1
407	же слова	2	1
408	о нем	3	1
409	в каком	2	1
410	в осознании	1	1
411	с другом	1	1
412	поэзии а	1	1
413	участники художественного	1	1
414	искусства что	1	1
415	в момент	1	1
416	все то	1	1
417	и времени	1	1
418	для литературы	1	1
419	одного сознания	1	1
420	отличается от	2	1
421	от реального	3	1
422	жизни это	1	1
423	имеет место	3	1
424	что при	1	1
425	одним и	2	1
426	из их	1	1
427	литературы на	1	1
428	можно и	1	1
429	как мы	8	1
430	но по	1	1
431	людей в	1	1
432	реальности ибо	1	1
433	и от	11	1
434	последнее время	1	1
435	так в	2	1
436	за счет	2	1
437	в произведении	3	1
438	с самого	1	1
439	не те	1	1
440	в дальнейшем	5	1
441	в произведение	1	1
442	искусство как	1	1
443	понятого как	2	1
444	он говорит	1	1
445	ориентировано на	2	1
446	субъективность но	1	1
447	строго говоря	1	1
448	в эпоху	3	1
449	в словах	1	1
450	как герой	1	1
451	к прошлому	1	1
452	другой не	1	1
453	художника а	1	1
454	и здесь	1	1
455	не был	1	1
456	это вполне	1	1
457	и внутреннее	1	1
458	никак не	3	1
459	и что	3	1
460	очевидно что	2	1
461	как индивидуального	1	1
462	можно сказать	3	1
463	и который	1	1
464	как форма	1	1
465	в значительной	1	1
466	других людей	1	1
467	на основе	1	1
468	все в	1	1
469	каждого элемента	1	1
470	существования в	1	1
471	во всех	3	1
472	том или	1	1
473	путь к	1	1
474	ему же	1	1
475	и воспринимающих	2	1
476	от них	1	1
477	его существования	1	1
478	и во	2	1
479	и взаимодействия	1	1
480	что же	5	1
481	и других	1	1
482	наконец в	1	1
483	внешнее и	1	1
484	в художественной	2	1
485	из моментов	1	1
486	в жизнь	1	1
487	в литературе	6	1
488	как высказывание	1	1
489	но наиболее	1	1
490	тот же	1	1
491	одной из	2	1
492	в какой	3	1
493	те в	1	1
494	может оказаться	1	1
495	и творчество	1	1
496	в литературу	5	1
497	впрочем и	1	1
498	бы ни	4	1
499	в литературоведении	1	1
500	только при	1	1
501	тот или	1	1
502	в новых	1	1
503	оказывается в	1	1
504	не можем	2	1
505	искусства с	1	1
506	нуждался в	1	1
507	и у	1	1
508	значения слов	1	1
509	в большинстве	4	1
510	художественных направлений	2	1
511	в поэзии	3	1
512	языка как	2	1
513	кажется что	2	1
514	от других	2	1
515	за ним	1	1
516	чего бы	1	1
517	не так	1	1
518	постановка проблемы	1	1
519	слова в	1	1
520	художественное восприятие	1	1
521	в котором	2	1
522	в одном	1	1
523	произведения и	3	1
524	слово как	3	1
525	так как	9	1
526	не о	3	1
527	отношении к	1	1
528	и бесконечно	1	1
529	общения и	2	1
530	художник не	1	1
531	или ином	1	1
532	и друзей	1	1
533	и всякое	2	1
534	внутреннего мира	2	1
535	из двух	1	1
536	нужно было	1	1
537	что и	2	1
538	выходит за	1	1
539	невозможно да	1	1
540	до сих	1	1
541	не поддается	1	1
542	может и	3	1
543	это предлагает	1	1
544	сюда же	1	1
545	именно в	1	1
546	человека а	1	1
547	с той	1	1
548	а на	2	1
549	не делает	1	1
550	до конца	4	1
551	более того	6	1
552	и жизни	1	1
553	технических средств	1	1
554	понятие о	1	1
555	он становится	2	1
556	или с	1	1
557	мы знаем	4	1
558	для этой	1	1
559	между собою	1	1
560	в творчестве	1	1
561	и если	1	1
562	нами как	1	1
563	объяснений и	1	1
564	язык а	2	1
565	материала до	1	1
566	к своему	1	1
567	понятую как	1	1
568	с познанием	1	1
569	установкой на	2	1
570	создается не	1	1
571	в художественных	1	1
572	не обнажает	1	1
573	в той	3	1
574	восприятия а	1	1
575	и на	3	1
576	в чистом	1	1
577	одновременно с	1	1
578	по существу	1	1
579	в это	1	1
580	с ее	2	1
581	не выходит	1	1
582	тем отчетливее	1	1
583	места и	1	1
584	как например	1	1
585	к новому	1	1
586	и о	1	1
587	той мере	1	1
588	сих пор	1	1
589	только для	1	1
590	при условии	1	1
591	лучшем случае	1	1
592	романа с	1	1
593	но для	2	1
594	можно назвать	1	1
595	материалом поэзии	3	1
596	конструкции по	1	1
597	на читателя	1	1
598	совершается в	3	1
599	при таком	1	1
600	сознания и	2	1
601	слова у	1	1
602	об искусстве	1	1
603	а к	2	1
604	от него	2	1
605	и все	8	1
606	у них	2	1
607	из существеннейших	1	1
608	от всего	1	1
609	или не	1	1
610	в стихах	2	1
611	в общем	2	1
612	жизни в	3	1
613	в лучшем	1	1
614	его действительности	1	1
615	в романе	4	1
616	между ними	15	1
617	героя и	2	1
618	не знает	1	1
619	сказать что	3	1
620	состоит из	1	1
621	была бы	2	1
622	от всех	4	1
623	лишь тогда	2	1
624	совершенно не	7	1
625	понимается как	1	1
626	языка на	1	1
627	о литературе	1	1
628	в кругу	1	1
629	из этого	4	1
630	время не	1	1
631	самое и	1	1
632	в действительности	9	1
633	осознании и	1	1
634	к действительности	1	1
635	вместе с	6	1
636	к этому	2	1
637	значение в	1	1
638	том числе	1	1
639	они не	4	1
