N	2gram	Ircho_Kome_3	PoTuStor
103	мы не	2	2
104	и о	2	2
105	говорить о	3	2
106	того же	6	2
107	и говорить	1	2
108	на них	3	2
109	между собой	4	2
110	из этих	1	2
111	но как	1	2
112	конечном счете	2	2
113	нет и	4	2
114	за пределы	2	2
115	меньше всего	4	2
116	с этим	3	2
117	в этот	1	2
118	он не	5	2
119	нашего времени	1	2
120	и по	1	2
121	то же	7	2
122	по своему	3	2
123	и мы	3	2
124	было бы	3	2
125	по всему	3	2
126	в них	3	2
127	как и	3	2
128	это нечто	1	2
129	на первый	1	2
130	в своей	5	2
131	знаем что	1	2
132	войти в	1	2
133	и вся	1	2
134	не менее	5	2
135	можем теперь	1	2
136	не нуждается	1	2
137	никогда не	3	2
138	и лишь	1	2
139	таким путем	1	2
140	сводится к	1	2
141	что на	1	2
142	все то	1	2
143	не могут	2	2
144	не будет	2	2
145	и этим	3	2
146	в пределах	2	2
147	как с	1	2
148	для этого	1	2
149	с ним	5	2
150	о том	8	2
151	аналогии с	2	2
152	для нас	1	2
153	путь к	1	2
154	что и	8	2
155	один из	3	2
156	мы видим	1	2
157	что он	8	2
158	со всеми	1	2
159	да еще	1	2
160	если мы	2	2
161	в начале	3	2
162	в душе	1	2
163	и других	1	2
164	к ним	3	2
165	при всей	2	2
166	у него	4	2
167	себя и	2	2
168	что не	3	2
169	а на	2	2
170	не на	1	2
171	в развитии	2	2
172	что мы	2	2
173	с помощью	4	2
174	в частности	3	2
175	так же	4	2
176	в мир	1	2
177	с этой	3	2
178	в свое	2	2
179	человеческого поведения	1	2
180	и таким	1	2
181	и для	4	2
182	моей жизни	1	2
183	в голову	1	2
184	не удается	1	2
185	ни было	2	2
186	нет никаких	2	2
187	это делает	1	2
188	все остальные	2	2
189	не знает	3	2
190	к этому	6	2
191	во сне	1	2
192	можно назвать	1	2
193	они не	1	2
194	человека и	2	1
195	или к	1	1
196	его не	2	1
197	мы имеем	1	1
198	что между	1	1
199	вопрос о	1	1
200	выходит из	2	1
201	не слишком	2	1
202	его современников	1	1
203	и дать	2	1
204	а для	1	1
205	я не	1	1
206	из того	3	1
207	не совсем	2	1
208	же что	1	1
209	зависимости от	1	1
210	первого и	1	1
211	в ней	4	1
212	было до	1	1
213	он был	4	1
214	этим ненависть	1	1
215	первый план	1	1
216	не был	1	1
217	думая что	1	1
218	столь же	3	1
219	его отношение	1	1
220	бы то	2	1
221	что его	5	1
222	при объяснении	1	1
223	одним словом	1	1
224	но не	1	1
225	же на	1	1
226	заметим что	1	1
227	не входит	1	1
228	с сыном	1	1
229	право на	1	1
230	что они	2	1
231	к сожалению	1	1
232	в течение	3	1
233	общего с	1	1
234	некоторое время	1	1
235	сам же	1	1
236	все же	4	1
237	хотя и	5	1
238	когда он	4	1
239	что по	1	1
240	не являются	1	1
241	от этого	1	1
242	в ужас	1	1
243	точку зрения	1	1
244	в нашем	1	1
245	значение так	1	1
246	как он	3	1
247	имеем в	1	1
248	по мнению	2	1
249	человек не	1	1
250	на его	2	1
251	что она	4	1
252	здесь начинается	1	1
253	было с	1	1
254	по-видимому в	1	1
255	образом и	1	1
256	эдипа и	3	1
257	но вместе	1	1
258	свое время	1	1
259	на желание	1	1
260	подобно тому	1	1
261	человека в	2	1
262	от нее	3	1
263	то ни	3	1
264	для всей	1	1
265	а то	1	1
266	в мире	2	1
267	конечно в	1	1
268	той же	1	1
269	как видим	2	1
270	это было	1	1
271	ни разу	1	1
272	в свой	1	1
273	на большой	1	1
274	ведь она	1	1
275	за ней	2	1
276	еще одно	2	1
277	которая была	1	1
278	не ясно	2	1
279	для них	1	1
280	он является	1	1
281	с тем	4	1
282	несмотря на	4	1
283	представляет себе	1	1
284	друга в	1	1
285	и еще	3	1
286	но если	3	1
287	от своего	1	1
288	в следующем	1	1
289	семейных отношений	1	1
290	что я	1	1
291	любовь и	1	1
292	которые в	1	1
293	времени не	1	1
294	друг другу	1	1
295	иным как	1	1
296	вещей и	1	1
297	однако в	4	1
298	любовь к	3	1
299	так называемого	1	1
300	вернемся к	1	1
301	в атмосфере	1	1
302	только здесь	1	1
303	в смысле	1	1
304	жизненной мудрости	1	1
305	в эпоху	2	1
306	почти во	1	1
307	в сущности	2	1
308	к новым	1	1
309	сталкиваемся с	1	1
310	сводится в	1	1
311	в самых	1	1
312	и снова	1	1
313	того чтобы	6	1
314	не имеет	3	1
315	в отношениях	2	1
316	не лучше	1	1
317	ничего не	3	1
318	очень плохо	1	1
319	всего на	1	1
320	того в	1	1
321	во всем	1	1
322	к этим	1	1
323	связи с	5	1
324	в сознании	1	1
325	жизнь во	1	1
326	в виду	2	1
327	следует что	3	1
328	ребенка не	1	1
329	большой дороге	1	1
330	один шаг	2	1
331	с другом	1	1
332	и со	2	1
333	от того	2	1
334	у меня	1	1
335	предположение о	1	1
336	не давая	1	1
337	похож на	1	1
338	же самое	3	1
339	к тому	6	1
340	бы он	3	1
341	что при	1	1
342	на это	3	1
343	она не	2	1
344	ничего общего	1	1
345	бы по	2	1
346	ни одно	1	1
347	без всякого	2	1
348	важно только	1	1
349	в себя	1	1
350	приводит к	3	1
351	роль в	2	1
352	и что	6	1
353	и сам	5	1
354	в другом	2	1
355	можно было	2	1
356	времени и	1	1
357	его жизни	1	1
358	мог бы	1	1
359	полном согласии	1	1
360	это только	1	1
361	если бы	8	1
362	из одного	1	1
363	о действительно	1	1
364	и начало	1	1
365	действия но	1	1
366	и здесь	4	1
367	два момента	1	1
368	на вопрос	2	1
369	и та	1	1
370	ухода за	1	1
371	не позволяет	3	1
372	любви к	5	1
373	откуда у	2	1
374	нас в	1	1
375	этот момент	1	1
376	достаточно назвать	1	1
377	но нет	1	1
378	на одном	1	1
379	в другой	1	1
380	все время	2	1
381	сходство положения	1	1
382	для самого	1	1
383	войдя в	1	1
384	к нему	5	1
385	что здесь	1	1
386	но так	1	1
387	себя с	1	1
388	мы сталкиваемся	1	1
389	тот же	2	1
390	дело с	3	1
391	отцу и	1	1
392	близкое к	1	1
393	на своей	2	1
394	об их	1	1
395	это же	1	1
396	остановиться подробнее	1	1
397	с одной	3	1
398	в качестве	2	1
399	образов в	1	1
400	события и	1	1
401	уже в	2	1
402	в нашей	1	1
403	не дает	4	1
404	его и	1	1
405	пока не	1	1
406	в известной	2	1
407	в конце	7	1
408	вовсе не	4	1
409	с этими	1	1
410	ее не	1	1
411	этого на	1	1
412	как его	1	1
413	не случайно	1	1
414	как раз	6	1
415	этом отношении	2	1
416	внутреннего мира	1	1
417	они становятся	1	1
418	для того	6	1
419	разу не	1	1
420	со стороны	11	1
421	с другой	4	1
422	на ее	3	1
423	эти две	1	1
424	в свою	7	1
425	который до	1	1
426	а с	1	1
427	на которые	3	1
428	мы еще	1	1
429	что для	2	1
430	говорит о	1	1
431	близко к	1	1
432	в некоторых	1	1
433	одной стороны	3	1
434	на этот	3	1
435	а не	4	1
436	с которым	1	1
437	жизнь в	1	1
438	в руках	1	1
439	чем на	1	1
440	не он	3	1
441	для человека	1	1
442	не всегда	1	1
443	у порога	1	1
444	в связи	4	1
445	этой же	1	1
446	и особенно	2	1
447	намек на	1	1
448	в главном	1	1
449	правда он	2	1
450	тому как	1	1
451	а потом	1	1
452	быть только	1	1
453	из этой	2	1
454	друг с	1	1
455	в состоянии	1	1
456	очень важный	1	1
457	в уже	2	1
458	быть не	1	1
459	нам из	1	1
460	человека который	2	1
461	о его	2	1
462	этом и	1	1
463	под названием	1	1
464	задолго до	1	1
465	известной степени	2	1
466	жизни когда	1	1
467	пор еще	1	1
468	формы и	1	1
469	отца с	1	1
470	довести до	1	1
471	скрывать от	1	1
472	это может	1	1
473	только что	7	1
474	с ужасом	1	1
475	хотя в	1	1
476	по поводу	1	1
477	жизни в	1	1
478	нет ничего	2	1
479	с ней	1	1
480	это касается	1	1
481	что угодно	1	1
482	для нашего	1	1
483	взгляда на	1	1
484	на своем	1	1
485	основа всего	1	1
486	в своих	2	1
487	этой точки	1	1
488	и эта	1	1
489	это в	2	1
490	как на	1	1
