N	2gram	Tiupa_Lite_3	EvropaiE
313	поэзии и	2	1
314	в соответствующие	1	1
315	в глубине	2	1
316	лишь в	5	1
317	входит в	4	1
318	и иных	1	1
319	лишь на	2	1
320	весь мир	1	1
321	в жизни	8	1
322	который по	1	1
323	о которых	1	1
324	она и	2	1
325	соответствии с	5	1
326	активности и	1	1
327	жизни но	1	1
328	и было	1	1
329	или менее	1	1
330	рассматривает как	1	1
331	в отличие	5	1
332	от себя	2	1
333	значение для	1	1
334	об их	1	1
335	друг другу	1	1
336	для этого	1	1
337	возвращается к	1	1
338	ли уже	1	1
339	тому что	1	1
340	не менее	2	1
341	вплоть до	2	1
342	почти никогда	1	1
343	чтобы в	1	1
344	революции и	1	1
345	душе и	1	1
346	где в	1	1
347	мы все	1	1
348	он мог	1	1
349	для всего	1	1
350	к концу	1	1
351	за исключением	1	1
352	во всем	1	1
353	мире и	1	1
354	своего существования	1	1
355	и его	6	1
356	бы по	1	1
357	связи с	2	1
358	в основе	5	1
359	у нас	2	1
360	будущее в	1	1
361	числе и	2	1
362	для такого	2	1
363	например по	1	1
364	все еще	3	1
365	но из	1	1
366	обрести свое	1	1
367	для себя	2	1
368	приходит к	1	1
369	и о	1	1
370	то она	2	1
371	людей в	1	1
372	котором мы	1	1
373	и сам	2	1
374	вышла из	1	1
375	с собой	1	1
376	был бы	1	1
377	и другими	1	1
378	одного из	2	1
379	еще в	3	1
380	имеется в	1	1
381	в осуществлении	1	1
382	был не	1	1
383	быть может	2	1
384	которая в	1	1
385	тех кто	1	1
386	на вопрос	1	1
387	внимание на	2	1
388	времени в	1	1
389	нас в	1	1
390	однако с	1	1
391	эти два	1	1
392	способность к	1	1
393	и радикально	1	1
394	в ту	2	1
395	но так	1	1
396	один из	2	1
397	ибо в	1	1
398	в двух	1	1
399	с ними	2	1
400	будь то	1	1
401	являет собой	1	1
402	который в	1	1
403	и ее	2	1
404	xix и	1	1
405	переходит в	1	1
406	конечно не	1	1
407	уже не	3	1
408	уже в	1	1
409	то и	1	1
410	мировой войны	2	1
411	в начале	4	1
412	что не	2	1
413	которая способна	1	1
414	но совершенно	1	1
415	одно из	4	1
416	для него	2	1
417	и их	1	1
418	продолжая в	1	1
419	исторического процесса	1	1
420	в последних	1	1
421	открыт для	1	1
422	бытия и	1	1
423	существовать в	1	1
424	значение имеет	1	1
425	даже не	1	1
426	а на	2	1
427	или иначе	2	1
428	на определенные	1	1
429	в ряде	1	1
430	по большей	2	1
431	одних и	1	1
432	что для	1	1
433	обратиться к	1	1
434	те кто	3	1
435	в соответствии	3	1
436	не было	1	1
437	пока ты	1	1
438	выше и	2	1
439	и далее	1	1
440	власти и	1	1
441	свое собственное	1	1
442	него не	2	1
443	становится ясным	1	1
444	если не	2	1
445	в связи	1	1
446	xx века	1	1
447	его руках	1	1
448	именно поэтому	1	1
449	уже о	3	1
450	нет ничего	1	1
451	поэтому даже	1	1
452	есть собственно	1	1
453	их к	1	1
454	можно быть	2	1
455	к жизни	2	1
456	для всех	1	1
457	что за	1	1
458	есть только	1	1
459	скажем из	1	1
460	уже об	1	1
461	мыслится как	3	1
462	должно быть	4	1
463	вспомним что	1	1
464	с ее	3	1
465	слова и	1	1
466	на пути	1	1
467	аналогии с	1	1
468	и европейской	1	1
469	и где	1	1
470	протеста против	1	1
471	более того	3	1
472	о котором	1	1
473	в индивидуальном	1	1
474	особого рода	5	1
475	и однако	1	1
476	в третьем	3	1
477	родной и	1	1
478	но это	1	1
479	в мировом	1	1
480	с ней	2	1
481	в последнем	1	1
482	оно не	2	1
483	как некая	1	1
484	к этой	1	1
485	который не	1	1
486	том числе	3	1
