N	2gram	Tiupa_Narr_1	OGranits
160	к тому	7	2
161	жизни литературного	1	1
162	оно может	2	1
163	одним из	2	1
164	также и	1	1
165	же как	3	1
166	и через	1	1
167	в виду	1	1
168	того же	1	1
169	и сами	1	1
170	своем составе	1	1
171	но далеко	1	1
172	как известно	2	1
173	только потому	1	1
174	это и	3	1
175	в собственном	2	1
176	и есть	1	1
177	в организации	2	1
178	здесь и	2	1
179	в себя	6	1
180	включает в	2	1
181	взаимодействия людей	1	1
182	и до	2	1
183	с языком	1	1
184	речи которая	1	1
185	на том	3	1
186	едва ли	1	1
187	можно было	2	1
188	особенно в	3	1
189	осуществляется в	1	1
190	мы имеем	2	1
191	когда в	1	1
192	говоря и	1	1
193	быть может	2	1
194	по себе	5	1
195	не отвечает	1	1
196	но может	1	1
197	как то	1	1
198	подхода к	1	1
199	и над	1	1
200	на себя	3	1
201	с ее	3	1
202	и который	1	1
203	сводится к	3	1
204	ему в	2	1
205	есть акт	1	1
206	в мире	9	1
207	и он	3	1
208	всем протяжении	1	1
209	внимание на	1	1
210	следует иметь	1	1
211	не имеем	1	1
212	еще не	7	1
213	хх веке	1	1
214	нам представляется	1	1
215	столь же	3	1
216	время в	2	1
217	времени в	2	1
218	в различных	1	1
219	в конечном	3	1
220	к нему	5	1
221	на самом	1	1
222	совсем не	1	1
223	но не	5	1
224	представляется не	1	1
225	эта особенность	1	1
226	может и	1	1
227	отношение к	2	1
228	отметить что	1	1
229	в едином	1	1
230	нет и	2	1
231	или иное	2	1
232	один и	1	1
233	детей и	1	1
234	полагая что	1	1
235	в своем	2	1
236	то или	3	1
237	по своей	3	1
238	что касается	2	1
239	один из	3	1
240	они хотят	1	1
241	в цепь	1	1
242	явления как	1	1
243	и как	5	1
244	отбора и	1	1
245	одной из	4	1
246	ценностный кругозор	1	1
247	что он	6	1
248	оказывается с	1	1
249	более или	2	1
250	общения то	2	1
251	есть его	1	1
252	или иную	2	1
253	относительно устойчивых	1	1
254	историческом событии	2	1
255	который в	2	1
256	в значительной	2	1
257	или же	1	1
258	звучит один	1	1
259	со всеми	1	1
260	ни одна	1	1
261	в этой	5	1
262	и тот	2	1
263	на всем	1	1
264	сливаются в	1	1
265	и у	1	1
266	себя и	2	1
267	в нашей	1	1
268	общения с	1	1
269	этот момент	1	1
270	или даже	2	1
271	его и	1	1
272	конечном счете	2	1
273	ту или	2	1
274	всем своем	1	1
275	одно из	2	1
276	в понимании	1	1
277	никто не	1	1
278	состоит в	13	1
279	художественного высказывания	2	1
280	внутренней речи	1	1
281	в конце	1	1
282	и должна	1	1
283	или достоевского	1	1
284	картины мира	5	1
285	каждый из	2	1
286	подобно тому	2	1
287	отличие от	5	1
288	на этом	1	1
289	встречаются в	1	1
290	или иных	1	1
291	образом не	1	1
292	выборе и	1	1
293	уже была	1	1
294	в вечности	1	1
295	же не	4	1
296	косвенной речи	1	1
297	в особенности	4	1
298	и голоса	1	1
299	в совершенно	1	1
300	к другому	2	1
301	как несомненно	1	1
302	бы быть	3	1
303	для своей	2	1
304	и здесь	1	1
305	его в	2	1
306	как к	2	1
307	от одного	2	1
308	ко второму	1	1
309	говорить и	1	1
310	и иных	1	1
311	всякое высказывание	1	1
312	к которому	2	1
313	свести к	1	1
314	как же	1	1
315	мира это	1	1
316	что мы	2	1
317	обратиться к	1	1
318	в хх	1	1
319	произведения не	1	1
320	из нее	1	1
321	не было	2	1
322	а на	1	1
323	все равно	1	1
324	далеко не	5	1
325	и определяет	1	1
326	позиции в	1	1
327	сдвиг в	1	1
328	не всегда	2	1
329	он и	1	1
330	как ни	2	1
331	они сводятся	1	1
332	все время	1	1
333	как социальная	1	1
334	отнюдь не	5	1
335	выбора все	1	1
336	разных местах	1	1
337	не смог	1	1
338	и тогда	1	1
339	если не	4	1
340	связаны между	1	1
341	или менее	2	1
342	сводятся к	1	1
343	связь с	1	1
344	нее как	1	1
345	как это	6	1
346	за которым	1	1
347	в субъекте	1	1
348	о возможности	1	1
349	задачу данной	1	1
350	и столь	1	1
351	себе а	1	1
352	в отличие	5	1
353	в которых	1	1
354	мысли и	1	1
355	в столь	1	1
356	такого рода	7	1
357	тому как	2	1
358	объединены в	1	1
359	и там	1	1
360	высказывания и	3	1
361	тем не	3	1
362	и более	1	1
363	их в	1	1
364	но имеется	1	1
365	может идти	1	1
366	проникновению в	1	1
367	быть не	1	1
368	зрения и	2	1
369	времени эта	1	1
370	этого слова	2	1
371	только то	1	1
372	необходимо учитывать	1	1
373	два возможных	1	1
374	быть и	1	1
375	является для	1	1
376	между людьми	1	1
377	вплоть до	2	1
378	но это	1	1
379	и оно	1	1
380	в начале	1	1
381	к двум	1	1
382	обратимся к	3	1
383	истории и	2	1
384	в то	3	1
385	как о	1	1
386	одна из	3	1
387	тех или	1	1
388	которых он	1	1
389	случаях когда	1	1
390	ними и	1	1
391	само по	1	1
392	иметь в	1	1
393	хотя они	1	1
394	не существует	3	1
395	однако если	1	1
396	или в	2	1
397	на одном	1	1
398	в самой	1	1
399	именно с	1	1
400	который является	1	1
401	же время	4	1
402	воспринимающее сознание	1	1
403	в основе	5	1
404	тем более	2	1
405	от него	1	1
406	а лишь	1	1
407	говоря словами	2	1
408	потому что	1	1
409	связи с	4	1
410	которым можно	2	1
411	что вообще	1	1
412	эта категория	1	1
413	носителем и	1	1
414	входя в	1	1
415	в системе	1	1
416	этом отношении	3	1
417	об этом	1	1
418	это все	2	1
419	не знает	1	1
420	сказать что	4	1
421	интонации и	1	1
422	речи и	1	1
423	все то	2	1
424	не входит	1	1
425	когда мы	2	1
426	с его	6	1
427	только о	2	1
428	эта возможность	1	1
429	указать на	1	1
430	же самое	1	1
431	всего в	1	1
432	как для	1	1
433	например в	2	1
434	по поводу	1	1
435	него а	1	1
436	со времен	1	1
437	нет истории	1	1
438	этой точки	2	1
439	они не	2	1
