N	2gram	Bakhtin_Pr_3	DiskursI
481	а напротив	1	1
482	же из	1	1
483	равнодушие к	1	1
484	себя и	8	1
485	определяет и	1	1
486	другим что	2	1
487	большинстве случаев	3	1
488	чего бы	2	1
489	и их	1	1
490	всяком случае	5	1
491	вовсе не	11	1
492	не для	2	1
493	для меня	1	1
494	друг друга	2	1
495	не случайно	1	1
496	случае не	1	1
497	человек как	1	1
498	как такового	3	1
499	тем что	4	1
500	к той	1	1
501	в других	1	1
502	но из	1	1
503	является очевидной	1	1
504	были бы	2	1
505	того что	5	1
506	рассказ достоевского	2	1
507	не были	1	1
508	точек зрения	2	1
509	его при	1	1
510	и тех	1	1
511	о своем	1	1
512	здесь это	1	1
513	и между	1	1
514	в одного	1	1
515	еще и	1	1
516	в романе	1	1
517	между ними	1	1
518	к человеку	1	1
519	в некоторых	1	1
520	уж и	1	1
521	на этот	1	1
522	до конца	3	1
523	сколько в	1	1
524	там где	7	1
525	и слово	8	1
526	с народом	1	1
527	должна была	2	1
528	именно поэтому	1	1
529	к лицу	1	1
530	на фоне	1	1
531	человек в	2	1
532	формы определенного	1	1
533	речь не	1	1
534	в особенности	1	1
535	требует от	1	1
536	из которых	1	1
537	и столь	1	1
538	не одно	1	1
539	что первая	1	1
540	по своему	3	1
541	неожиданно и	1	1
542	лицом к	1	1
543	и там	1	1
544	самого себя	2	1
545	художественного мира	1	1
546	это его	1	1
547	общения с	1	1
548	в мир	1	1
549	да и	4	1
550	сам в	2	1
551	даже в	5	1
552	под названием	1	1
553	слова и	10	1
554	тенденцию к	1	1
555	ведет свою	1	1
556	и от	5	1
557	время от	2	1
558	что касается	1	1
559	но для	3	1
560	один из	2	1
561	о мире	8	1
562	но с	2	1
563	более того	2	1
564	слова но	1	1
565	ли в	1	1
566	его нет	1	1
567	своей собственной	1	1
568	когда он	2	1
569	обращается к	2	1
570	к чужому	4	1
571	еще более	2	1
572	и ни	1	1
573	будто бы	2	1
574	действительной жизни	1	1
575	с ума	1	1
576	ни было	4	1
577	хотя в	1	1
578	ним он	1	1
579	быть и	2	1
580	определяется его	1	1
581	его произведениях	1	1
582	к самому	3	1
583	одной из	1	1
584	слово в	2	1
585	первых двух	1	1
586	не говоря	1	1
587	сказать что	2	1
588	я к	2	1
589	своего мира	1	1
590	реальных и	1	1
591	бы его	4	1
592	из этого	1	1
593	к другим	2	1
594	как слово	2	1
595	во всяком	5	1
