N	2gram	Tiupa_Vved_1	Literetu
135	хх столетия	1	3
136	пастернаковского романа	1	3
137	наконец в	1	3
138	в соответствии	6	3
139	и жизни	1	3
140	о чем	2	3
141	мира в	8	3
142	как это	1	3
143	тому как	2	3
144	в третьем	1	3
145	в романе	6	3
146	на смену	2	3
147	доктор живаго	2	3
148	жизни и	7	3
149	том числе	1	3
150	того же	1	2
151	в первом	2	2
152	неклассической художественности	1	2
153	как мы	3	2
154	не вполне	3	2
155	на себя	1	2
156	жизни как	1	2
157	из того	1	2
158	мы и	2	2
159	предстает как	1	2
160	и на	3	2
161	не могу	1	2
162	во всех	2	2
163	сказать и	1	2
164	с первой	1	2
165	отношение к	2	2
166	еще один	1	2
167	без другого	1	2
168	стороны и	1	2
169	все же	6	2
170	могли бы	1	2
171	в противоположность	1	2
172	ответственности за	1	2
173	не знает	1	2
174	представляет собой	15	2
175	он в	1	2
176	большей части	3	2
177	особое место	1	2
178	на то	1	2
179	в случае	2	2
180	вследствие этого	3	2
181	все они	2	2
182	в нем	5	2
183	о которой	2	2
184	в первой	1	2
185	не как	2	2
186	и вот	1	2
187	том чтобы	2	2
188	на жизнь	1	2
189	подобно тому	2	2
190	человека в	1	2
191	в работе	1	2
192	в совершенно	1	2
193	мире не	1	2
194	и с	2	2
195	было бы	4	2
196	и даже	1	2
197	той или	3	2
198	далеко не	4	2
199	не всегда	2	2
200	он и	2	2
201	несмотря на	1	2
202	и ее	1	2
203	от себя	1	2
204	всякий раз	1	2
205	вплоть до	1	2
206	в конце	1	2
207	и наоборот	1	2
208	по себе	2	2
209	автора и	1	2
210	не менее	4	2
211	в принципе	1	2
212	для меня	1	2
213	с которой	1	2
214	как о	2	2
215	того чтобы	1	2
216	текста и	3	2
217	жизни не	1	2
218	как раз	2	2
219	другой стороны	2	2
220	а лишь	2	2
221	у нас	1	2
222	же самое	1	2
223	следует признать	4	2
224	числе и	1	2
225	и напротив	1	2
226	для себя	1	2
227	он ищет	1	2
228	то она	1	2
229	сознания с	1	2
230	и сам	1	2
231	что у	1	2
232	не с	3	2
233	здесь как	1	2
234	мира и	2	2
235	если бы	7	2
236	одного из	3	2
237	мира а	2	2
238	можно сказать	4	2
239	его существования	1	2
240	во втором	2	2
241	что и	2	2
242	во всей	1	2
243	и только	1	2
244	но с	1	2
245	здесь не	2	2
246	субъекта в	1	2
247	связи с	1	2
248	мировой войны	1	2
249	для него	3	2
250	человеческого присутствия	3	2
251	тем что	2	2
252	это будет	1	2
253	в.т и	1	2
254	или иной	3	2
255	или иначе	2	2
256	бытия в	2	2
257	по большей	3	2
258	что не	1	2
259	а на	2	2
260	объекта и	1	2
261	так же	1	2
262	и потому	1	2
263	быть только	2	2
264	на свете	1	2
265	быть не	4	2
266	исходной ситуации	5	2
267	и адресата	2	2
268	один из	3	2
269	по аналогии	1	2
270	но одновременно	1	2
271	что в	3	2
272	в каждой	1	2
273	внимание на	3	2
274	же в	1	2
275	а со	1	2
276	в свою	4	2
277	жизни а	1	2
278	оно не	1	2
279	еще и	1	2
280	в своих	2	2
281	эстетический субъект	1	2
282	к этому	2	2
283	как известно	1	1
284	обращена к	1	1
285	начинается с	1	1
286	с кем	1	1
287	на самом	4	1
288	тех же	1	1
289	исходя из	2	1
290	идет о	1	1
291	в приведенном	2	1
292	не признает	1	1
293	между двумя	3	1
294	и до	1	1
295	которое может	1	1
296	который в	2	1
297	полагает что	1	1
298	обнаруживается и	1	1
299	эти позиции	1	1
300	оставляя за	1	1
301	это означает	1	1
302	занимающего нас	1	1
303	исследования в	1	1
304	в каждый	1	1
305	говорить о	2	1
306	что иное	1	1
307	принадлежит к	3	1
308	к началу	1	1
309	пространство и	2	1
310	и он	1	1
311	в ней	4	1
312	имя и	1	1
313	начало и	2	1
314	субъекта объекта	1	1
315	человеческого опыта	6	1
316	он сам	1	1
317	иное как	1	1
318	как правило	6	1
319	к которой	1	1
320	если в	2	1
321	конечном счете	1	1
322	друг от	1	1
323	определяется не	1	1
324	к сожалению	1	1
325	что автор	1	1
326	в истории	1	1
327	в центре	2	1
328	первый взгляд	1	1
329	поскольку его	1	1
330	в художественном	1	1
331	встречи с	1	1
332	в своем	5	1
333	что касается	5	1
334	перед нами	6	1
335	сознания в	3	1
336	создает эффект	2	1
337	более или	2	1
338	и автора	1	1
339	в этот	2	1
340	за собой	1	1
341	жизни так	2	1
342	в нашем	6	1
343	бы не	2	1
344	к собеседнику	1	1
345	ни одна	1	1
346	что к	1	1
347	уже в	1	1
348	как он	2	1
349	за рамки	1	1
350	так сказать	2	1
351	мир но	1	1
352	вообще не	1	1
353	тем не	3	1
354	он не	3	1
355	ключ к	1	1
356	именно то	1	1
357	в восприятии	1	1
358	и еще	1	1
359	собой не	1	1
360	художественного высказывания	2	1
361	в силу	2	1
362	в корне	1	1
363	жизнью и	1	1
364	неприемлемой для	1	1
365	содержит в	1	1
366	что без	1	1
367	писал бахтин	2	1
368	целом как	1	1
369	же остается	1	1
370	и человеческого	1	1
371	людей и	1	1
372	к такого	1	1
373	угадывается в	1	1
374	плачут и	2	1
375	здесь мы	1	1
376	слова и	1	1
377	а то	2	1
378	втором случае	1	1
379	должны ее	1	1
380	значение в	1	1
381	с позиций	1	1
382	в лирике	1	1
383	второй половины	1	1
384	сознания к	1	1
385	с другими	1	1
386	например с	1	1
387	в воспринимающем	1	1
388	дискурса о	1	1
389	откровения в	1	1
390	целостности и	1	1
391	кажется что	1	1
392	только одно	1	1
393	литературного произведения	1	1
394	в них	2	1
395	о которых	1	1
396	жизни от	1	1
397	все равно	2	1
398	этого не	1	1
399	говорил в	1	1
400	словесного творчества	1	1
401	говорится о	1	1
402	и читателем	1	1
403	жизни но	1	1
404	интерсубъективной реальностью	1	1
405	как целого	1	1
406	на этот	1	1
407	и готовит	1	1
408	к ситуации	1	1
409	этом в	1	1
410	и нераздельности	1	1
411	и того	2	1
412	говорящего как	1	1
413	и конец	2	1
414	на первый	1	1
415	во время	1	1
416	культура художественного	1	1
417	в ходе	2	1
418	что такое	18	1
419	в их	1	1
420	литературы хх	1	1
421	самая сущность	1	1
422	не столько	4	1
423	и дудоров	1	1
424	не к	4	1
425	сознании другого	1	1
426	но это	3	1
427	но он	1	1
428	жизни других	1	1
429	со многими	1	1
430	бы быть	1	1
431	вовсе не	1	1
432	где каждый	1	1
433	более архаичному	1	1
434	тому что	1	1
435	своих интересов	1	1
436	в отношении	1	1
437	к бытию	1	1
438	открывает в	1	1
439	при всей	2	1
440	чтобы в	1	1
441	и притом	1	1
442	организатор коммуникативного	1	1
443	и сама	1	1
444	в процессе	1	1
445	художественном тексте	1	1
446	несметной толпы	1	1
447	в единство	1	1
448	его участников	2	1
449	в игру	1	1
450	не имеет	2	1
451	здесь может	1	1
452	писателя с	2	1
453	это явление	1	1
454	с нами	1	1
455	что жизнь	1	1
456	во всем	1	1
457	присутствие в	1	1
458	сознанием и	1	1
459	принципиальная особенность	2	1
460	и теперь	1	1
461	не принадлежит	2	1
462	составляющих ее	1	1
463	не по	1	1
464	не столь	1	1
465	шкловского и	1	1
466	точке зрения	1	1
467	начиная с	3	1
468	т.п и	1	1
469	в событии	4	1
470	значительной степени	1	1
471	его с	2	1
472	чтобы стать	2	1
473	на наших	1	1
474	и о	1	1
475	есть одновременно	1	1
476	от друга	1	1
477	в виду	1	1
478	свою очередь	4	1
479	но при	5	1
480	во внутренний	1	1
481	события как	1	1
482	и от	2	1
483	при котором	1	1
484	быть вполне	1	1
485	по сути	2	1
486	так в	4	1
487	читателя в	1	1
488	на том	1	1
489	котором мы	1	1
490	природе своей	1	1
491	с собой	1	1
492	посредника между	1	1
493	времени и	7	1
494	было в	1	1
495	участия в	2	1
496	в чужом	1	1
497	она была	2	1
498	том как	3	1
499	как ему	1	1
500	по мере	1	1
501	о ней	4	1
502	сути своей	1	1
503	и т.д	5	1
504	столь же	1	1
505	в коммуникативное	1	1
506	определенным образом	1	1
507	на художественную	1	1
508	дискурс в	2	1
509	такова что	1	1
510	с того	1	1
511	и который	1	1
512	доктора живаго	1	1
513	аналогии с	1	1
514	в значительной	1	1
515	времени в	3	1
516	в конечном	1	1
517	а во	1	1
518	восходит к	2	1
519	собственно говоря	1	1
520	материал для	1	1
521	по слову	1	1
522	не со	1	1
523	возникает и	2	1
524	переживание как	1	1
525	теперь уже	2	1
526	его герой	1	1
527	принадлежности к	1	1
528	бы в	3	1
529	чем и	1	1
530	в художественной	1	1
531	также в	1	1
532	по своим	3	1
533	и иных	1	1
534	человека как	1	1
535	и она	1	1
536	это точка	1	1
537	в литературе	2	1
538	к нему	1	1
539	жизни его	1	1
540	но так	1	1
541	в искусстве	1	1
542	в двух	1	1
543	день ивана	1	1
544	для современного	1	1
545	с появлением	2	1
546	и представляет	2	1
547	не само	1	1
548	будто бы	3	1
549	к их	1	1
550	обращаться к	1	1
551	может оказаться	1	1
552	его кругозор	1	1
553	являет собой	2	1
554	только часть	1	1
555	с читателем	1	1
556	об их	1	1
557	мире и	1	1
558	жизни однако	1	1
559	так что	1	1
560	этой системе	1	1
561	есть в	2	1
562	и у	1	1
563	то и	2	1
564	в итоге	3	1
565	словно в	1	1
566	оно в	1	1
567	на протяжении	1	1
568	в школе	1	1
569	или даже	1	1
570	по выражению	2	1
571	обнаруживаются в	1	1
572	способ присутствия	1	1
573	ивана денисовича	1	1
574	к единению	1	1
575	роль и	1	1
576	и их	1	1
577	в прозе	1	1
578	в котором	8	1
579	представлений о	1	1
580	адресата и	1	1
581	ее не	2	1
582	границ их	1	1
583	у него	1	1
584	случае не	1	1
585	связано с	3	1
586	нашего восприятия	1	1
587	соотносится с	1	1
588	превращается в	1	1
589	легко можно	1	1
590	осень в	1	1
591	сказать изнутри	1	1
592	в текстах	2	1
593	лишь один	1	1
594	где в	3	1
595	до самого	1	1
596	только на	1	1
597	на уровне	1	1
598	мы воспринимаем	1	1
599	не ведая	1	1
600	не один	2	1
601	если говорить	1	1
602	сюда же	1	1
603	что они	1	1
604	очевидным образом	2	1
605	кино и	1	1
606	и ситуаций	1	1
607	это все	1	1
608	а с	2	1
609	окружающей его	1	1
610	читателя то	1	1
611	что для	1	1
612	обратиться к	2	1
613	к человеку	1	1
614	только по	1	1
615	которое по	1	1
616	не было	2	1
617	иначе в	1	1
618	с тем	1	1
619	не на	1	1
620	однако его	1	1
621	власти и	1	1
622	сквозных мотивов	1	1
623	перекликается с	1	1
624	сближает его	1	1
625	в ряду	2	1
626	картин мира	2	1
627	произведение в	2	1
628	не об	1	1
629	своей индивидуальности	1	1
630	художественного целого	1	1
631	в связи	1	1
632	народов и	1	1
633	в те	1	1
634	с позиции	2	1
635	которого не	1	1
636	стороны в	1	1
637	именно поэтому	1	1
638	на фоне	2	1
639	этот самый	1	1
640	соотносима с	1	1
641	текста в	3	1
642	в москве	1	1
643	в историю	2	1
644	гордон и	1	1
645	к своему	1	1
646	в моей	1	1
647	мертвые знаки	1	1
648	пространство в	2	1
649	в той	4	1
650	есть только	1	1
651	не наиболее	1	1
652	воспринимающем сознании	1	1
653	и было	1	1
654	ли не	2	1
655	один день	1	1
656	в контексте	1	1
657	явлениям жизни	1	1
658	всякое коммуникативное	1	1
659	события а	1	1
660	место принадлежит	1	1
661	все это	1	1
662	этом и	2	1
663	к другим	1	1
664	исторический период	1	1
665	чем дело	1	1
666	это уже	1	1
667	например мы	1	1
668	льва толстого	1	1
669	и более	3	1
670	но такой	1	1
671	с торжеством	1	1
672	о котором	2	1
673	которая в	3	1
674	весьма различно	1	1
675	человек и	1	1
676	свидетельствует о	4	1
677	для нас	2	1
678	или менее	2	1
679	и все	4	1
680	у них	1	1
681	в этих	3	1
682	еще более	1	1
683	движущей силой	1	1
684	из текста	1	1
685	не должен	1	1
686	и позицией	1	1
687	повествование о	1	1
688	хотя бы	1	1
689	м.м бахтина	1	1
690	термин дискурс	1	1
691	субъект эстетический	1	1
692	человека не	1	1
693	отношении к	1	1
694	к ее	3	1
695	границу между	1	1
696	может и	1	1
697	нет ничего	1	1
698	в период	1	1
699	которая на	1	1
700	героя и	3	1
701	картину мира	3	1
702	от своего	1	1
703	сказать что	1	1
704	смысловом поле	1	1
705	к его	3	1
706	не что	1	1
707	культуры в	1	1
708	из этого	1	1
709	в концовке	2	1
710	и состоит	1	1
711	в таком	1	1
712	переросла в	1	1
713	к этой	1	1
714	оказываются своего	1	1
715	сознания адресата	1	1
716	по причине	1	1
717	который не	1	1
718	они не	1	1
719	которая не	2	1
