N	2gram	Vinokur_St_1	Analitik
472	автора является	1	1
473	том как	4	1
474	в отдельных	1	1
475	является в	1	1
476	в диалог	1	1
477	в разных	1	1
478	образом в	1	1
479	быть ни	1	1
480	материала и	2	1
481	внимание на	3	1
482	говорит об	2	1
483	и что	4	1
484	его жизни	3	1
485	себя самого	1	1
486	может не	2	1
487	времени в	1	1
488	на точку	2	1
489	это была	1	1
490	и во	2	1
491	и научной	2	1
492	текста с	2	1
493	однако с	1	1
494	они являются	1	1
495	как могло	1	1
496	во всей	1	1
497	и только	3	1
498	крайней мере	2	1
499	критики как	1	1
500	вплоть до	5	1
501	которой в	1	1
502	и интерпретации	1	1
503	для установления	2	1
504	в современной	1	1
505	быть и	2	1
506	на которой	2	1
507	и дело	1	1
508	тот же	1	1
509	языка на	1	1
510	зрения в	2	1
511	поставить под	1	1
512	как нечто	1	1
513	входит в	1	1
514	самые разнообразные	1	1
515	текст это	1	1
516	ему самому	1	1
517	но то	1	1
518	тот что	1	1
519	так что	6	1
520	если и	1	1
521	языка а	1	1
522	чтобы он	1	1
523	ведь если	2	1
524	слова не	1	1
525	во втором	4	1
526	а то	2	1
527	в пушкинской	1	1
528	в данной	2	1
529	его текст	1	1
530	языка но	1	1
531	только одно	1	1
532	не так	1	1
533	к чему-то	1	1
534	всяком случае	6	1
535	под сомнение	1	1
536	могло бы	2	1
537	слова в	1	1
538	как их	1	1
539	мы находим	4	1
540	в одном	1	1
541	второй части	2	1
542	у него	2	1
543	при отсутствии	1	1
544	ставит себе	3	1
545	как раз	4	1
546	в науке	1	1
547	в целях	1	1
548	само собой	1	1
549	были бы	1	1
550	и даже	5	1
551	даже не	4	1
552	материала а	1	1
553	объяснение в	1	1
554	до сих	7	1
555	или иначе	2	1
556	здесь в	1	1
557	с той	1	1
558	и др	1	1
559	что для	3	1
560	в соответствии	1	1
561	превращается в	2	1
562	всех прочих	1	1
563	не было	4	1
564	не означает	1	1
565	однако и	2	1
566	оппозиции в	1	1
567	и следовало	1	1
568	о чем	1	1
569	его собственной	2	1
570	время оно	1	1
571	если не	2	1
572	виде в	1	1
573	можно утверждать	1	1
574	всех трех	2	1
575	результате которой	1	1
576	ни на	2	1
577	как это	4	1
578	есть такое	1	1
579	к своему	1	1
580	в течение	1	1
581	смысле этого	2	1
582	за рамки	1	1
583	да и	3	1
584	согласно которому	1	1
585	я с	2	1
586	с этой	3	1
587	в науках	1	1
588	текстом в	1	1
589	является для	1	1
590	научное изучение	2	1
591	сих пор	7	1
592	при условии	1	1
593	и таким	1	1
594	перед нами	1	1
595	этом смысле	1	1
596	и для	3	1
597	указать на	1	1
598	при таком	2	1
599	и от	1	1
600	не подлежит	1	1
601	или в	1	1
602	всё что	1	1
603	что оно	3	1
604	в результате	3	1
605	о котором	2	1
606	я не	7	1
607	хотя и	1	1
608	для нас	7	1
609	в литературной	1	1
610	только с	2	1
611	на мое	1	1
612	хотя в	2	1
613	в пушкинском	1	1
614	в своих	2	1
615	бы оно	1	1
616	письма и	3	1
617	но всякий	1	1
618	не знает	2	1
619	совершенно не	5	1
620	к его	1	1
621	из этого	1	1
622	научная критика	1	1
623	что то	2	1
624	включает в	1	1
625	просто не	1	1
626	жизни и	5	1
627	а может	1	1
628	по поводу	7	1
629	они не	1	1
630	бы показаться	1	1
631	который не	2	1
632	во всяком	6	1
