N	2gram	Tiupa_Hudo_1	KulturaY
290	вопросе о	1	2
291	о чем	1	2
292	что мы	1	2
293	чем же	1	2
294	именно поэтому	1	2
295	в частности	5	2
296	эти слова	2	2
297	подхода к	1	2
298	он будет	1	2
299	согласно которому	1	2
300	быть не	1	2
301	иначе говоря	2	2
302	еще раз	2	2
303	как например	1	2
304	только для	2	2
305	все это	2	2
306	главным образом	1	2
307	не знает	2	2
308	первом случае	1	2
309	только о	1	2
310	в свое	1	2
311	это так	2	2
312	как слово	1	2
313	это в	3	2
314	во всяком	1	2
315	всей первой	1	1
316	говорили о	1	1
317	говоря о	2	1
318	например в	2	1
319	же как	2	1
320	и то	1	1
321	жизни есть	1	1
322	не принимая	1	1
323	существенное различие	1	1
324	на две	1	1
325	не имеют	3	1
326	речь здесь	1	1
327	был и	1	1
328	с таким	1	1
329	или с	2	1
330	на тех	3	1
331	да еще	1	1
332	же следует	1	1
333	во времени	1	1
334	именно к	1	1
335	но она	1	1
336	само слово	1	1
337	на себе	2	1
338	связана с	1	1
339	этот как	1	1
340	литературы и	1	1
341	не нужно	2	1
342	и на	3	1
343	ставит проблему	1	1
344	а еще	1	1
345	он сам	1	1
346	это действительно	1	1
347	иных случаях	1	1
348	отказ от	2	1
349	а только	4	1
350	очевидно и	1	1
351	в сторону	1	1
352	к слову	1	1
353	тогда как	7	1
354	тут же	1	1
355	и трагических	1	1
356	нет и	1	1
357	не буду	1	1
358	от основного	1	1
359	стал бы	1	1
360	идет о	3	1
361	оказывается не	1	1
362	в одной	2	1
363	с этим	3	1
364	есть продукт	1	1
365	это был	1	1
366	что касается	1	1
367	перед нами	5	1
368	собственно и	1	1
369	как уже	1	1
370	и какой	1	1
371	пожалуй наиболее	1	1
372	для которой	1	1
373	претендующим на	1	1
374	или иную	2	1
375	за собой	1	1
376	со своей	1	1
377	всего лишь	4	1
378	и конечно	1	1
379	в которой	1	1
380	отказывается от	1	1
381	нет дела	1	1
382	раз в	2	1
383	в общий	1	1
384	и соответствующую	1	1
385	не могла	1	1
386	сколько его	1	1
387	например как	1	1
388	и таких	1	1
389	он все	1	1
390	пушкина и	1	1
391	читателя в	6	1
392	всех этих	1	1
393	материала не	1	1
394	сказал что	1	1
395	наших глазах	1	1
396	действительно так	1	1
397	его от	1	1
398	пример из	1	1
399	смысле как	1	1
400	и наоборот	1	1
401	думал что	1	1
402	отрывке из	1	1
403	же касается	2	1
404	в другом	2	1
405	таком же	1	1
406	ответе на	1	1
407	входит в	1	1
408	не умеет	2	1
409	ничего удивительного	1	1
410	деле в	2	1
411	на вопросе	1	1
412	этом смысле	1	1
413	что-то в	1	1
414	и рассказов	1	1
415	лишь внешнее	1	1
416	самые простые	1	1
417	рядом с	1	1
418	все равно	2	1
419	этого не	1	1
420	и уже	1	1
421	например или	1	1
422	или три	1	1
423	своим результатам	1	1
424	фраза из	1	1
425	можно считать	1	1
426	не мог	1	1
427	истории русской	1	1
428	лучше всего	1	1
429	в г	1	1
430	она сама	1	1
431	таким же	1	1
432	рассказа о	3	1
433	и ее	1	1
434	самих этих	1	1
435	в следующем	2	1
436	в такой	2	1
437	всяком случае	1	1
438	на месте	1	1
439	как вторая	2	1
440	если можно	2	1
441	она в	3	1
442	равной мере	2	1
443	ничего в	1	1
444	они уже	1	1
445	что я	2	1
446	всякий раз	1	1
447	признать что	1	1
448	нельзя было	1	1
449	друг другу	1	1
450	связано с	1	1
451	не должно	1	1
452	в предыдущем	1	1
453	для нее	2	1
454	даже в	3	1
455	как литературным	1	1
456	как можно	1	1
457	в русской	4	1
458	и остается	1	1
459	в основе	1	1
460	без конца	1	1
461	чем не	1	1
462	не могло	1	1
463	для всего	2	1
464	простые и	1	1
465	вопрос который	1	1
466	так много	1	1
467	о природе	3	1
468	казалось бы	7	1
469	это главным	1	1
470	в самой	1	1
471	именно с	1	1
472	же время	8	1
473	а во	1	1
474	не составляла	1	1
475	по своей	4	1
476	и его	5	1
477	положение при	1	1
478	как будто	4	1
479	непосредственное отношение	1	1
480	еще резче	1	1
481	и другой	1	1
482	я сам	1	1
483	же самое	1	1
484	становится возможным	1	1
485	бы лишены	1	1
486	всего в	1	1
487	знание о	1	1
488	как для	1	1
489	в самых	1	1
490	на это	1	1
491	то ни	1	1
492	на наших	1	1
493	приходит к	1	1
494	у себя	2	1
495	от друга	1	1
496	легче чем	1	1
497	свою очередь	1	1
498	город и	1	1
499	на основе	2	1
500	характер и	2	1
501	приводит к	3	1
502	смысла слов	1	1
503	выражения и	1	1
504	никогда не	6	1
505	в течении	1	1
506	по аналогии	1	1
507	каждого из	2	1
508	и прочих	1	1
509	и каждый	2	1
510	чем у	1	1
511	форма но	1	1
512	о котором	2	1
513	остановимся на	2	1
514	означает что	1	1
515	нас и	1	1
516	но здесь	1	1
517	сводится к	1	1
518	о нем	3	1
519	тех кто	2	1
520	в речи	2	1
521	на этой	1	1
522	из рассказа	3	1
523	одного из	1	1
524	с того	2	1
525	в сфере	1	1
526	может не	1	1
527	в конечном	2	1
528	современного состояния	1	1
529	но он	3	1
530	во втором	1	1
531	и хорошо	1	1
532	владеть этими	1	1
533	все внимание	1	1
534	вслед за	1	1
535	что бы	1	1
536	также в	2	1
537	что столь	1	1
538	в лучшем	1	1
539	своему содержанию	1	1
540	в него	2	1
541	быть сказано	1	1
542	но тут	1	1
543	но так	1	1
544	но с	2	1
545	и дело	2	1
546	одной из	2	1
547	с ними	2	1
548	проникнуть в	2	1
549	в себе	11	1
550	в стороне	1	1
551	и так	2	1
552	поэтому и	2	1
553	одних и	1	1
554	метод который	1	1
555	с какой	1	1
556	же и	1	1
557	и др	1	1
558	говорить об	2	1
559	в начале	2	1
560	является не	1	1
561	или даже	1	1
562	конечном счете	2	1
563	не стал	2	1
564	что сама	1	1
565	за ним	2	1
566	с совершенно	1	1
567	ту или	2	1
568	характерно что	1	1
569	мы знаем	2	1
570	для него	10	1
571	представить себе	1	1
572	текста в	1	1
573	иначе как	1	1
574	и политической	1	1
575	уклоняется от	1	1
576	содержания а	1	1
577	самое непосредственное	2	1
578	сказано не	1	1
579	каждый из	1	1
580	при отсутствии	1	1
581	не противоречит	1	1
582	друг от	1	1
583	еще ничего	1	1
584	со стороны	3	1
585	на примере	1	1
586	какое в	1	1
587	сюда же	1	1
588	и тех	1	1
589	по своим	1	1
590	писателя и	1	1
591	против теории	1	1
592	во внешней	1	1
593	следовало бы	1	1
594	что для	1	1
595	обратиться к	1	1
596	элементов и	1	1
597	превращается в	3	1
598	было сказано	1	1
599	здесь очевидно	1	1
600	когда же	1	1
601	и ты	2	1
602	и слово	1	1
603	так называемых	1	1
604	не видит	1	1
605	является его	1	1
606	наше внимание	2	1
607	какая же	1	1
608	и потому	2	1
609	отсюда и	2	1
610	в иных	1	1
611	речь не	1	1
612	не сразу	1	1
613	из которых	1	1
614	к жизни	5	1
615	следует помнить	1	1
616	тургенева в	1	1
617	этих словах	2	1
618	роль принадлежит	1	1
619	а нам	1	1
620	в первой	6	1
621	общая композиция	1	1
622	том смысле	1	1
623	дело здесь	2	1
624	поэтому когда	1	1
625	о достоинствах	1	1
626	в контексте	1	1
627	и вторая	1	1
628	форме к	1	1
629	об одном	2	1
630	в смысле	1	1
631	здесь прежде	1	1
632	форма является	1	1
633	и для	3	1
634	уже на	1	1
635	лишь об	1	1
636	более понятны	1	1
637	лицо и	1	1
638	и от	4	1
639	только теперь	1	1
640	литературных жанров	1	1
641	только у	1	1
642	с пушкина	1	1
643	что делать	1	1
644	от него	3	1
645	же что	1	1
646	к постижению	1	1
647	интерес к	5	1
648	и н	4	1
649	у которого	1	1
650	будто бы	3	1
651	идет об	1	1
652	теперь же	1	1
653	укладывается в	1	1
654	сказано о	1	1
655	же в	3	1
656	в равной	3	1
657	и другие	1	1
658	но вот	1	1
659	давно уже	1	1
660	в целях	1	1
661	было уже	1	1
662	нами не	1	1
663	несмотря на	4	1
664	в свою	1	1
665	письма и	1	1
666	а ведь	1	1
667	имеет ничего	1	1
668	например и	1	1
669	этих отношений	1	1
670	в последнем	1	1
671	одновременно и	5	1
672	культуры в	1	1
673	практических занятиях	1	1
674	к числу	1	1
675	об этих	1	1
676	заметить что	2	1
677	к этой	3	1
678	только не	1	1
679	и эта	1	1
680	который не	1	1
681	русской литературы	1	1
682	все что	1	1
683	уже невозможно	1	1
684	этой точки	1	1
