N	2gram	Tiupa_Anal_1	Russkaja
128	сводится к	5	3
129	может не	1	3
130	но мы	1	3
131	и во	1	3
132	что и	3	3
133	того что	4	3
134	в качестве	31	3
135	в виде	1	3
136	из них	2	3
137	друг друга	1	3
138	именно в	4	3
139	что для	1	3
140	не было	1	3
141	ко всем	1	3
142	и потому	2	3
143	да и	1	3
144	культуры в	2	3
145	при условии	1	3
146	она может	3	3
147	или в	1	3
148	о котором	1	3
149	и как	5	3
150	все они	1	3
151	не есть	8	3
152	из этого	1	3
153	случае если	1	3
154	себя как	1	2
155	речь идет	1	2
156	говоря о	2	2
157	зависимость от	1	2
158	и есть	3	2
159	от своей	1	2
160	должна быть	1	2
161	видеть в	1	2
162	на себя	2	2
163	в ней	1	2
164	в таком	3	2
165	взгляде на	2	2
166	по отношению	6	2
167	тогда как	14	2
168	не просто	2	2
169	что действительно	1	2
170	помнить что	1	2
171	по воле	1	2
172	по соображениям	1	2
173	и наконец	1	2
174	но в	8	2
175	не можем	1	2
176	а во-вторых	1	2
177	все эти	2	2
178	и тот	1	2
179	и те	1	2
180	состоит в	11	2
181	не к	2	2
182	мы уже	1	2
183	того или	3	2
184	по себе	4	2
185	и тем	1	2
186	участие в	1	2
187	одному из	2	2
188	культуры с	1	2
189	и тогда	2	2
190	в этих	1	2
191	весьма часто	1	2
192	во время	1	2
193	в котором	3	2
194	место в	3	2
195	в силу	3	2
196	и более	4	2
197	их в	1	2
198	том и	2	2
199	том же	1	2
200	тому что	1	2
201	только для	2	2
202	для нас	1	2
203	у него	1	2
204	и является	2	2
205	меру его	1	2
206	на которой	1	2
207	как будто	3	2
208	в области	4	2
209	к себе	1	2
210	отличается от	2	2
211	понять что	1	2
212	для себя	2	2
213	и о	2	2
214	культуры и	1	2
215	если они	1	2
216	с самим	1	2
217	даже не	1	2
218	и должно	1	2
219	и что	1	2
220	были бы	1	2
221	от него	1	2
222	к нему	3	2
223	быть и	1	2
224	совершенно не	1	2
225	даже если	1	2
226	проявляется в	1	2
227	бы ни	2	2
228	по этому	1	2
229	так что	1	2
230	уже не	4	2
231	только на	1	2
232	в начале	2	2
233	его и	2	2
234	не так	1	2
235	ни в	4	2
236	не о	2	2
237	только с	1	2
238	при отсутствии	1	2
239	и вместе	1	2
240	и даже	1	2
241	а с	3	2
242	а не	17	2
243	в частности	19	2
244	в течение	1	2
245	или иного	3	2
246	отношения к	2	2
247	однако они	1	2
248	но это	1	2
249	от нас	1	2
250	остается в	1	2
251	если не	1	2
252	и от	1	2
253	не подлежит	1	2
254	в результате	1	2
255	не должен	2	2
256	самом себе	1	2
257	с ним	4	2
258	на это	1	2
259	и состоит	5	2
260	ее в	1	2
261	тем самым	7	2
262	должен быть	6	1
263	того же	4	1
264	он может	2	1
265	тех же	1	1
266	противном случае	1	1
267	этому пути	1	1
268	со своей	1	1
269	в зависимости	1	1
270	то самое	1	1
271	также и	2	1
272	есть не	8	1
273	на тех	1	1
274	такой поворот	1	1
275	для достижения	1	1
276	мы не	1	1
277	такой путь	1	1
278	на место	2	1
279	он как	1	1
280	в сущности	6	1
281	оно есть	1	1
282	в полной	3	1
283	событий и	1	1
284	он был	1	1
285	упускать из	1	1
286	столь же	4	1
287	подходе к	1	1
288	они имеют	1	1
289	но как	1	1
290	а только	1	1
291	только тогда	1	1
292	первый взгляд	1	1
293	данный момент	1	1
294	что ее	1	1
295	что касается	1	1
296	в противном	1	1
297	перед нами	1	1
298	это отнюдь	1	1
299	в полном	1	1
300	по пути	1	1
301	не являются	2	1
302	искусство и	1	1
303	в которой	2	1
304	себя к	1	1
305	свою родину	1	1
306	бы не	2	1
307	быть как	1	1
308	то и	1	1
309	только один	1	1
310	тому же	4	1
311	претендовать на	1	1
312	двух других	1	1
313	если он	1	1
314	вследствие этого	3	1
315	он всегда	1	1
316	на его	2	1
317	не следует	4	1
318	силу и	1	1
319	а скорее	1	1
320	от которого	2	1
321	однако при	1	1
322	творца и	1	1
323	в принципе	8	1
324	войти в	1	1
325	языком и	1	1
326	его можно	1	1
327	и заключается	2	1
328	но все	1	1
329	здесь мы	1	1
330	могла бы	3	1
331	тем в	1	1
332	целое как	1	1
333	полной мере	3	1
334	то есть	11	1
335	говорить не	1	1
336	в будущее	1	1
337	или даже	1	1
338	в данной	1	1
339	входит в	1	1
340	заключается в	1	1
341	аспекта одного	1	1
342	данный человек	1	1
343	может явиться	1	1
344	с другими	4	1
345	чтобы он	1	1
346	это не	6	1
347	этого слова	7	1
348	она и	1	1
349	все равно	1	1
350	и следовало	1	1
351	не всегда	4	1
352	для чего	2	1
353	обозначить как	2	1
354	жизни но	2	1
355	как сказано	1	1
356	нет и	2	1
357	иначе говоря	9	1
358	такой же	2	1
359	не сам	2	1
360	и того	5	1
361	одного и	2	1
362	перед собой	2	1
363	на первый	1	1
364	от своего	2	1
365	может лишь	1	1
366	таком взгляде	1	1
367	в такой	1	1
368	не столько	2	1
369	в которых	1	1
370	собой не	2	1
371	на точке	1	1
372	было проведено	1	1
373	и другого	4	1
374	для данного	2	1
375	по крайней	1	1
376	и эти	1	1
377	ни было	4	1
378	возможно только	1	1
379	ставит себя	1	1
380	не требуется	1	1
381	ним в	1	1
382	вовсе не	2	1
383	даже в	3	1
384	все три	1	1
385	ему как	1	1
386	если и	1	1
387	не менее	1	1
388	в психике	2	1
389	из нас	1	1
390	на него	1	1
391	в основе	6	1
392	при наличности	1	1
393	не вызывает	1	1
394	образом в	1	1
395	только не	2	1
396	однако если	1	1
397	того и	3	1
398	не всякий	1	1
399	в разных	1	1
400	было не	1	1
401	этом отношении	2	1
402	личности к	2	1
403	или иных	2	1
404	исходить из	1	1
405	выход из	1	1
406	могут быть	4	1
407	же самое	2	1
408	всего в	1	1
409	оно может	3	1
410	как мы	2	1
411	но по	1	1
412	как не	1	1
413	свою очередь	1	1
414	но при	1	1
415	на нем	1	1
416	людей в	1	1
417	в ее	1	1
418	таит в	1	1
419	языка и	1	1
420	в собственном	3	1
421	мысль о	2	1
422	лишь две	1	1
423	у разных	1	1
424	в себя	6	1
425	иной культурной	1	1
426	роль в	2	1
427	понимание и	1	1
428	так и	4	1
429	те же	1	1
430	его жизни	1	1
431	том виде	1	1
432	быть может	2	1
433	личности где	1	1
434	к утрате	1	1
435	смысл бытия	1	1
436	иное как	5	1
437	какой это	1	1
438	это рассуждение	1	1
439	в состав	3	1
440	подлежит никакому	1	1
441	и внутреннее	1	1
442	одного из	2	1
443	и просто	2	1
444	можно сказать	2	1
445	в различных	1	1
446	с другой	4	1
447	на точку	1	1
448	под именем	1	1
449	на отдельные	1	1
450	когда оно	1	1
451	крайней мере	1	1
452	чем и	2	1
453	может иметь	2	1
454	индивидуальный характер	1	1
455	в лице	1	1
456	исторически сложившихся	1	1
457	происходит в	1	1
458	по своей	6	1
459	один из	2	1
460	оно и	1	1
461	и дело	1	1
462	только сам	1	1
463	зрения в	1	1
464	в разные	1	1
465	может оказаться	1	1
466	в сторону	1	1
467	вопроса о	3	1
468	или не	2	1
469	а то	1	1
470	дает ему	1	1
471	опасностью и	1	1
472	за ним	1	1
473	к своим	1	1
474	к мысли	1	1
475	могло бы	1	1
476	жизни конечно	1	1
477	от тех	1	1
478	бытия и	2	1
479	случае не	2	1
480	принципиально не	3	1
481	превращается в	1	1
482	само собой	1	1
483	влияние на	1	1
484	не поддается	1	1
485	человека а	1	1
486	а быть	1	1
487	создания и	2	1
488	следовало ожидать	2	1
489	что не	3	1
490	однако и	1	1
491	человеческой жизни	1	1
492	означало бы	1	1
493	для человека	1	1
494	этот принцип	1	1
495	не об	1	1
496	душевной жизни	2	1
497	наличности в	1	1
498	в связи	1	1
499	связь с	1	1
500	свою судьбу	1	1
501	о себе	1	1
502	в самой	1	1
503	как это	1	1
504	человека к	4	1
505	с людьми	1	1
506	по своему	1	1
507	которому оно	1	1
508	смысле этого	1	1
509	к индивидуальному	1	1
510	когда же	1	1
511	содержат в	1	1
512	в тот	1	1
513	с собственным	1	1
514	в состоянии	1	1
515	быть не	3	1
516	или хотя	1	1
517	с некоторым	1	1
518	с этой	1	1
519	является для	1	1
520	на ноги	1	1
521	недостаточно ясно	1	1
522	и таким	1	1
523	открываются перспективы	1	1
524	числе и	1	1
525	к другим	1	1
526	тех или	2	1
527	не является	2	1
528	что позволяет	1	1
529	на все	2	1
530	при таком	1	1
531	к внешней	1	1
532	и постоянно	1	1
533	и представления	1	1
534	это как	2	1
535	которая в	3	1
536	своей собственной	1	1
537	человек и	1	1
538	в отдельных	1	1
539	ее и	1	1
540	тем более	2	1
541	и все	3	1
542	отношению ко	1	1
543	хотя в	1	1
544	личности и	1	1
545	к самому	1	1
546	на роль	2	1
547	может и	1	1
548	а о	1	1
549	в свою	1	1
550	понимать как	2	1
551	была бы	2	1
552	к его	1	1
553	отношению к	5	1
554	что ни	1	1
555	также может	1	1
556	ни на	1	1
557	том числе	3	1
558	они не	1	1
