N	2gram	Losev_Dial_2	OGranits
160	самого начала	2	2
161	не имеет	1	2
162	оценка и	1	2
163	форм и	2	2
164	сознания и	5	2
165	собственно говоря	2	2
166	во всем	1	2
167	а в	4	2
168	еще в	1	2
169	в целях	3	2
170	нет ничего	1	2
171	и к	7	2
172	могут быть	4	2
173	в своих	2	2
174	к тому	2	2
175	и это	5	1
176	оно может	1	1
177	также и	2	1
178	же как	3	1
179	своего развития	1	1
180	даже самые	1	1
181	человека и	2	1
182	в виду	5	1
183	того же	1	1
184	в некоторых	2	1
185	выражения в	1	1
186	как известно	2	1
187	бытия то	1	1
188	только потому	2	1
189	это и	3	1
190	в собственном	1	1
191	последнее время	1	1
192	самый предмет	1	1
193	и есть	4	1
194	и до	1	1
195	или иная	2	1
196	он всегда	2	1
197	ведь и	1	1
198	в образе	1	1
199	для которой	1	1
200	утверждаем что	1	1
201	здесь нет	1	1
202	или на	2	1
203	мы имеем	3	1
204	когда в	1	1
205	остается только	2	1
206	и о	1	1
207	мы в	2	1
208	вопрос о	3	1
209	быть может	1	1
210	и духа	1	1
211	из одного	1	1
212	фактов но	1	1
213	по себе	18	1
214	по мере	1	1
215	с ее	2	1
216	но даже	1	1
217	ему в	1	1
218	этого термина	1	1
219	то это	2	1
220	или только	1	1
221	в мире	2	1
222	и он	1	1
223	внимание на	1	1
224	следовательно в	2	1
225	и являются	1	1
226	и что	5	1
227	утверждаю что	1	1
228	почему же	1	1
229	еще не	4	1
230	поэтическое произведение	2	1
231	к счастью	1	1
232	из литературы	1	1
233	в широком	2	1
234	время в	1	1
235	времени в	2	1
236	в различных	1	1
237	уже самое	1	1
238	не могу	6	1
239	к нему	4	1
240	на самом	2	1
241	совсем не	1	1
242	но не	6	1
243	вещей мы	1	1
244	а у	1	1
245	она осталась	1	1
246	может и	2	1
247	природы и	1	1
248	тут же	4	1
249	нет и	1	1
250	разница в	1	1
251	или иное	4	1
252	в оценке	1	1
253	на то	1	1
254	в художественной	1	1
255	в истории	2	1
256	говоря даже	1	1
257	в одной	4	1
258	в организме	1	1
259	в своем	4	1
260	как из	2	1
261	то или	4	1
262	по своей	4	1
263	что касается	1	1
264	и как	10	1
265	что он	6	1
266	более или	2	1
267	движение может	1	1
268	есть его	1	1
269	или иную	1	1
270	может привести	1	1
271	и оба	1	1
272	процессов в	1	1
273	со всеми	1	1
274	указанные нами	1	1
275	в этой	3	1
276	в последнее	1	1
277	с их	1	1
278	остановиться на	1	1
279	в дальнейшем	1	1
280	конечно не	6	1
281	сливаются в	2	1
282	жизнь как	1	1
283	только на	1	1
284	если он	1	1
285	себя и	1	1
286	общения с	3	1
287	и если	4	1
288	является не	1	1
289	что она	14	1
290	или даже	1	1
291	раз навсегда	1	1
292	его и	1	1
293	превращаются в	1	1
294	ту или	1	1
295	равно и	1	1
296	уже видели	1	1
297	одно из	4	1
298	сознания но	1	1
299	в узком	2	1
300	в виде	2	1
301	ни была	1	1
302	сказал что	1	1
303	в конце	2	1
304	привела к	1	1
305	но что	7	1
306	из него	1	1
307	подобно тому	1	1
308	отличие от	1	1
309	на этом	2	1
310	и вместе	1	1
311	ее на	1	1
312	не должно	2	1
313	это конечно	4	1
314	и всякое	1	1
315	даже и	1	1
316	в вечности	6	1
317	ни о	2	1
318	же не	3	1
319	на всю	2	1
320	в особенности	1	1
321	и характер	1	1
322	живого человеческого	2	1
323	на все	2	1
324	мы это	2	1
325	говорить не	1	1
326	и здесь	1	1
327	его в	3	1
328	которая как	1	1
329	к которому	1	1
330	представляет собою	1	1
331	как же	3	1
332	вопрос возможна	1	1
333	заключается в	4	1
334	привести только	1	1
335	он все	1	1
336	к полной	1	1
337	в живом	1	1
338	что мы	2	1
339	только к	2	1
340	только одно	2	1
341	этом мы	1	1
342	из нее	1	1
343	и во-вторых	1	1
344	не было	3	1
345	она и	2	1
346	которые не	2	1
347	все равно	5	1
348	далеко не	1	1
349	он действительно	1	1
350	не всегда	1	1
351	когда я	2	1
352	и вне	1	1
353	как ни	2	1
354	все время	3	1
355	отнюдь не	6	1
356	выйти за	1	1
357	должно быть	7	1
358	сразу в	1	1
359	и тогда	3	1
360	есть одно	1	1
361	или менее	2	1
362	но при	1	1
363	вступает в	1	1
364	но если	1	1
365	на который	2	1
366	которую мы	1	1
367	как все	1	1
368	как это	7	1
369	то можно	1	1
370	что всякий	1	1
371	или нет?	1	1
372	себе а	1	1
373	бы мы	1	1
374	она есть	9	1
375	человеческого тела	1	1
376	тому как	1	1
377	и вот	4	1
378	времени не	1	1
379	возможна ли	3	1
380	тем не	2	1
381	как средство	1	1
382	и более	3	1
383	их в	2	1
384	необходимо чтобы	2	1
385	зрения и	1	1
386	что такое	3	1
387	только то	4	1
388	тому что	2	1
389	душа и	1	1
390	существует только	1	1
391	нет никакого	2	1
392	быть и	4	1
393	но это	7	1
394	и оно	1	1
395	виду что	2	1
396	истории и	1	1
397	и другое	1	1
398	в то	6	1
399	как о	1	1
400	что могут	1	1
401	она существует	1	1
402	например у	1	1
403	уже из	1	1
404	одна из	1	1
405	в науке	2	1
406	пространство и	1	1
407	она ни	1	1
408	тех или	2	1
409	вопрос в	1	1
410	и структуру	1	1
411	же есть	2	1
412	в самых	1	1
413	само по	2	1
414	иметь в	2	1
415	не существует	1	1
416	в разных	3	1
417	и становится	1	1
418	или в	2	1
419	на одном	1	1
420	выключить из	1	1
421	того как	2	1
422	то не	3	1
423	ее и	1	1
424	же время	5	1
425	лишь как	1	1
426	или как	3	1
427	в основе	1	1
428	тем более	1	1
429	это слово	1	1
430	только что	5	1
431	потому что	14	1
432	бы по	1	1
433	связи с	4	1
434	входя в	1	1
435	в системе	2	1
436	этом отношении	1	1
437	об этом	3	1
438	себе эту	1	1
439	та или	2	1
440	это все	2	1
441	не знает	1	1
442	есть она	1	1
443	сказать что	10	1
444	равно как	1	1
445	все то	1	1
446	которая есть	2	1
447	и часто	2	1
448	когда мы	3	1
449	во все	2	1
450	на очень	2	1
451	с вещами	1	1
452	только о	2	1
453	символика и	1	1
454	же самое	2	1
455	следовательно не	2	1
456	должны быть	3	1
457	вместе с	2	1
458	же только	1	1
459	только они	1	1
460	и языком	1	1
461	раньше не	1	1
462	поэзии же	1	1
463	например в	2	1
464	особенности и	1	1
465	им и	1	1
466	социологическое значение	1	1
467	они не	3	1
