N	2gram	Medvedev_F_1	DiskursI
230	слова в	1	2
231	как их	2	2
232	в одном	2	2
233	сами по	2	2
234	в современном	2	2
235	как его	1	2
236	общения и	2	2
237	никогда не	4	2
238	на ее	1	2
239	здесь в	2	2
240	к которому	2	2
241	и др	5	2
242	более того	3	2
243	а сам	1	2
244	зависит от	1	2
245	однако и	1	2
246	его как	3	2
247	одну из	1	2
248	произведение в	3	2
249	то она	1	2
250	к его	1	2
251	автора в	1	2
252	одновременно с	2	2
253	что же	1	2
254	в ряду	2	2
255	жизни в	2	2
256	смысл в	1	2
257	к другим	2	2
258	процессе становления	1	2
259	за его	1	2
260	или в	1	2
261	особого рода	1	2
262	и все	6	2
263	может и	2	2
264	не говоря	1	2
265	одновременно и	1	2
266	это в	1	2
267	они не	3	2
268	к этому	1	2
269	том числе	1	2
270	новое время	1	1
271	с природой	1	1
272	можно говорить	1	1
273	для построения	1	1
274	чтобы не	2	1
275	исторического существования	1	1
276	этом пункте	2	1
277	самом деле	6	1
278	на самом	7	1
279	науки о	2	1
280	это и	3	1
281	всего это	1	1
282	идет о	2	1
283	а непосредственно	1	1
284	чего не	1	1
285	конструктивного целого	1	1
286	и до	5	1
287	из его	1	1
288	и должен	2	1
289	той же	1	1
290	в и	1	1
291	к предмету	1	1
292	и само	1	1
293	и ложные	1	1
294	смысле можно	1	1
295	ее своеобразие	1	1
296	в становлении	1	1
297	во внутреннем	1	1
298	и изучения	1	1
299	вопросы не	1	1
300	говорить о	1	1
301	но уже	1	1
302	они были	2	1
303	мы и	1	1
304	своего исторического	1	1
305	с предшествующими	1	1
306	как таковая	1	1
307	как целое	1	1
308	ее к	2	1
309	могло быть	1	1
310	а только	2	1
311	и всякий	2	1
312	в противовес	2	1
313	гуманитарных науках	2	1
314	иногда и	1	1
315	эпоху его	1	1
316	нет и	2	1
317	из важнейших	2	1
318	что они	1	1
319	были не	1	1
320	отчасти и	4	1
321	и читатель	3	1
322	вследствие чего	1	1
323	независимо от	4	1
324	из возможных	2	1
325	его на	1	1
326	с их	1	1
327	и различные	1	1
328	в противном	1	1
329	и точность	1	1
330	реальной действительности	1	1
331	литературы не	1	1
332	непосредственно из	2	1
333	в которой	4	1
334	бы и	1	1
335	не был	1	1
336	он в	2	1
337	в нашем	2	1
338	из этих	1	1
339	принадлежит ему	1	1
340	и те	2	1
341	учение о	4	1
342	с литературой	1	1
343	по преимуществу	1	1
344	сознания с	1	1
345	и событие	1	1
346	жизнь как	3	1
347	чувственно воспринимаемого	1	1
348	на то	1	1
349	человек не	3	1
350	выходя за	1	1
351	быть только	1	1
352	этот процесс	1	1
353	противном случае	1	1
354	творчества произведения	1	1
355	время и	1	1
356	он не	3	1
357	с ней	1	1
358	литературных произведений	3	1
359	произведении как	3	1
360	они в	1	1
361	всех этих	3	1
362	какова например	1	1
363	в понимании	5	1
364	к одному	1	1
365	из виду	2	1
366	войти в	2	1
367	нашего времени	1	1
368	литературе в	1	1
369	этих жанровых	1	1
370	как от	1	1
371	или иных	1	1
372	и заключается	2	1
373	но все	2	1
374	подход к	2	1
375	то чтобы	1	1
376	и может	4	1
377	значение в	3	1
378	в мире	4	1
379	их отношении	1	1
380	на все	3	1
381	этих форм	1	1
382	и других	3	1
383	свои специфические	1	1
384	с другими	4	1
385	искусства в	4	1
386	может стать	1	1
387	действительности в	2	1
388	на почве	13	1
389	этом смысле	1	1
390	от остальной	1	1
391	в психологических	1	1
392	своей основе	1	1
393	этот архитектонический	1	1
394	в новое	2	1
395	в жизни	3	1
396	для них	1	1
397	их взаимоотношения	1	1
398	с этой	4	1
399	с тем	2	1
400	в слове	1	1
401	более не	1	1
402	мы видели	2	1
403	фигурирует в	2	1
404	задач в	1	1
405	строгом смысле	2	1
406	мы не	3	1
407	как таковой	6	1
408	не мог	1	1
409	в этих	1	1
410	она сама	1	1
411	что такое	2	1
412	таким же	2	1
413	художественного творчества	1	1
414	в изучении	1	1
415	нами два	1	1
416	а как	2	1
417	не становится	1	1
418	с точки	13	1
419	не столько	1	1
420	в первый	1	1
421	как совокупность	1	1
422	его разновидностях	1	1
423	нельзя понять	3	1
424	от его	1	1
425	произведение есть	1	1
426	своем собственном	1	1
427	искусства не	2	1
428	последующего развития	1	1
429	в россии	3	1
430	что было	2	1
431	тем не	1	1
432	и эти	1	1
433	и более	2	1
434	том и	1	1
435	не должно	1	1
436	не должна	7	1
437	ряд иных	1	1
438	между двумя	1	1
439	и вся	1	1
440	раз и	2	1
441	до конца	7	1
442	литературы как	3	1
443	тем самым	3	1
444	даже не	1	1
445	не случайный	1	1
446	виду что	2	1
447	и художественной	2	1
448	самого начала	1	1
449	собранных в	1	1
450	для каждого	1	1
451	не имеет	1	1
452	и притом	1	1
453	в центр	1	1
454	не по	3	1
455	в русской	1	1
456	можно указать	1	1
457	и слишком	2	1
458	но только	1	1
459	в структуре	1	1
460	для всего	1	1
461	всю область	1	1
462	для всех	1	1
463	действительно в	1	1
464	чисто внешним	1	1
465	и является	2	1
466	во всем	2	1
467	углом зрения	1	1
468	литературного развития	2	1
469	своим следствием	1	1
470	на него	2	1
471	целом и	4	1
472	этом отношении	1	1
473	что на	1	1
474	явно не	1	1
475	составляет его	1	1
476	настоящего времени	2	1
477	разрыв между	1	1
478	не могут	1	1
479	встречается в	1	1
480	и должно	2	1
481	во все	1	1
482	всего в	3	1
483	того о	1	1
484	его с	2	1
485	теории в	1	1
486	если же	2	1
487	но сама	1	1
488	в работе	2	1
489	и это	2	1
490	основываясь на	1	1
491	значения и	2	1
492	и сами	1	1
493	здесь не	3	1
494	и от	7	1
495	так на	1	1
496	с самого	1	1
497	что каждый	1	1
498	только через	1	1
499	по аналогии	3	1
500	произведение искусства	2	1
501	особенно в	3	1
502	мог бы	1	1
503	во второй	1	1
504	если бы	4	1
505	в словах	1	1
506	из одного	1	1
507	образований и	1	1
508	истории литературы	12	1
509	но здесь	1	1
510	о ней	1	1
511	к одной	1	1
512	его структуры	1	1
513	иное значение	1	1
514	понятие и	1	1
515	с соответствующими	1	1
516	как наиболее	1	1
517	по их	1	1
518	должно было	1	1
519	к нему	1	1
520	и всю	1	1
521	творчества в	1	1
522	нет у	1	1
523	вслед за	1	1
524	наконец в	3	1
525	романа в	1	1
526	вне художественной	1	1
527	в формах	4	1
528	которых она	1	1
529	согласиться с	1	1
530	и действительно	1	1
531	по мнению	1	1
532	выбора и	1	1
533	или же	3	1
534	терминов и	1	1
535	только при	1	1
536	времени как	1	1
537	со всеми	3	1
538	в большинстве	3	1
539	только на	5	1
540	в виде	1	1
541	если в	1	1
542	за счет	1	1
543	большинстве случаев	2	1
544	его и	2	1
545	но для	3	1
546	система смыслов	1	1
547	иногда не	1	1
548	и их	10	1
549	всяком случае	4	1
550	нет она	1	1
551	целом его	1	1
552	содержания а	1	1
553	не о	3	1
554	друг друга	4	1
555	литературной эволюции	1	1
556	почвой для	1	1
557	не выходя	1	1
558	как раз	2	1
559	как формулирует	1	1
560	дистанцию по	1	1
561	внутреннем мире	1	1
562	выходит за	1	1
563	самой литературы	6	1
564	в области	3	1
565	до сих	6	1
566	его себе	1	1
567	и чем	3	1
568	а именно	1	1
569	и создает	1	1
570	было бы	6	1
571	общения а	2	1
572	возник и	1	1
573	от литературы	2	1
574	служебной роли	1	1
575	его из	1	1
576	связано с	1	1
577	громадное значение	3	1
578	к литературе	1	1
579	и литературной	1	1
580	от этого	2	1
581	которое как	1	1
582	ничем не	3	1
583	не на	2	1
584	здесь имеет	1	1
585	действителен и	1	1
586	художественного целого	2	1
587	несмотря на	1	1
588	в связи	4	1
589	с помощью	3	1
590	исходить из	4	1
591	по праву	1	1
592	вместе с	2	1
593	как это	6	1
594	требует от	1	1
595	приводит в	1	1
596	до настоящего	2	1
597	целом ряде	2	1
598	если оно	1	1
599	если произведение	1	1
600	его собственной	1	1
601	наряду с	1	1
602	в той	1	1
603	однако эти	1	1
604	научной мысли	2	1
605	ему по	1	1
606	акт его	1	1
607	утверждение в	1	1
608	реальной действительностью	1	1
609	исторической поэтики	3	1
610	в современной	1	1
611	поэтому они	1	1
612	этого слова	3	1
613	направления его	1	1
614	на языке	2	1
615	в контексте	1	1
616	своего труда	1	1
617	быть и	4	1
618	аналогии с	3	1
619	с историей	1	1
620	сих пор	6	1
621	в основном	3	1
622	как предмет	1	1
623	поэтому что	1	1
624	в чем	1	1
625	в смысле	1	1
626	о мире	2	1
627	при всем	1	1
628	тех или	1	1
629	это уже	1	1
630	указать на	2	1
631	при таком	4	1
632	понятно что	1	1
633	в результате	2	1
634	вопрос о	2	1
635	у них	3	1
636	от того	2	1
637	тем более	1	1
638	их становления	1	1
639	но это	3	1
640	лежит в	1	1
641	в мифе	1	1
642	не утрачивает	1	1
643	отношении к	2	1
644	в системе	2	1
645	останется не	1	1
646	цель и	1	1
647	не знает	1	1
648	отношением к	1	1
649	жанровых разновидностей	2	1
650	или иного	3	1
651	литературы это	1	1
652	в отдельности	1	1
653	культуры в	1	1
654	на своем	2	1
655	и состоит	1	1
656	также не	1	1
657	и другие	1	1
658	событий в	1	1
