N	2gram	Medvedev_F_1	Sotsiolo
96	и какие	1	1
97	с ним	2	1
98	лучшем случае	3	1
99	это не	2	1
100	науки о	2	1
101	и лингвистику	1	1
102	именно в	8	1
103	в чем	1	1
104	и история	3	1
105	поэтики и	1	1
106	все же	3	1
107	методов какие	1	1
108	звук слово	1	1
109	в противном	1	1
110	один из	3	1
111	и есть	1	1
112	перед нами	1	1
113	психологии и	1	1
114	в то	9	1
115	это наиболее	1	1
116	мысли в	2	1
117	и наконец	3	1
118	а с	1	1
119	психологию эстетику	1	1
120	эстетику и	1	1
121	и как	3	1
122	в процессе	9	1
123	теоретическая поэтика	3	1
124	история литературы	9	1
125	предварительно изучается	1	1
126	что он	3	1
127	прежде всего	22	1
128	слова но	1	1
129	произведение как	3	1
130	в них	3	1
131	так и	18	1
132	они или	1	1
133	не было	3	1
134	называемым формальным	2	1
135	причинной обусловленности	1	1
136	одной стороны	4	1
137	но только	1	1
138	историю литературы	2	1
139	научной мысли	2	1
140	и не	20	1
141	о художественных	1	1
142	из себя	1	1
143	имманентно с	1	1
144	литературы правда	1	1
145	никогда не	4	1
146	литература как	2	1
147	зависит от	1	1
148	теоретической мысли	2	1
149	мы не	3	1
150	слово образ	2	1
151	тематика художественный	1	1
152	поэтическая тематика	1	1
153	же время	8	1
154	ничего не	2	1
155	переходим к	1	1
156	какие в	1	1
157	систематическое единство	1	1
158	не мешает	1	1
159	и о	1	1
160	формальный метод	9	1
161	наш автор	2	1
162	связь между	1	1
163	все эти	6	1
164	же законы	1	1
165	целом все	1	1
166	как художественный	1	1
167	именно на	1	1
168	как и	11	1
169	между собой	1	1
170	бы в	3	1
171	с помощью	3	1
172	для этого	4	1
173	этом не	1	1
174	в настоящее	10	1
175	она должна	3	1
176	должна стать	1	1
177	их на	2	1
178	пришлось бы	1	1
179	конечно не	4	1
180	в связи	4	1
181	часть нашей	1	1
182	выработала теоретическая	1	1
183	ныне так	1	1
184	иначе и	1	1
185	и его	10	1
186	в этих	1	1
187	место в	7	1
188	литературного развития	2	1
189	связи с	3	1
190	лингвистику и	2	1
191	от друга	2	1
192	в лучшем	3	1
193	хотя бы	5	1
194	вступает в	2	1
195	в целом	6	1
196	не может	16	1
197	в своей	11	1
198	и должно	2	1
199	не от	2	1
200	ритм композиция	1	1
201	стиль в	1	1
202	а в	6	1
203	как совокупность	1	1
204	из путей	1	1
205	развиваться в	1	1
206	его исследования	1	1
207	практикуются ныне	1	1
208	не дает	2	1
209	в области	3	1
210	к изучению	1	1
211	и потому	9	1
212	настоящее время	10	1
213	представить себе	1	1
214	в него	2	1
215	какие выработала	1	1
216	в котором	1	1
217	в строгом	2	1
218	между ними	3	1
219	происходит не	1	1
220	если литература	1	1
221	исторической поэтики	3	1
222	это предварительно	1	1
223	литературе и	2	1
224	положения в	2	1
225	помощью тех	1	1
226	исторического изучения	2	1
227	единства и	2	1
228	все то	1	1
229	литературы на	3	1
230	может не	1	1
231	время в	3	1
232	всяком случае	4	1
233	нет а	1	1
234	каждом своем	1	1
235	материализма для	1	1
236	не выходит	2	1
237	в силу	1	1
238	на психологию	2	1
239	ценная часть	1	1
240	поэтика опираясь	1	1
241	ни на	3	1
242	элементы поэтической	1	1
243	должно было	1	1
244	вовсе не	10	1
245	ни были	2	1
246	на отдельные	1	1
247	методом по	1	1
248	социологическому методу	1	1
249	с одной	4	1
250	что без	1	1
251	тех методов	1	1
252	а между	1	1
253	формы звук	1	1
254	но не	3	1
255	художественный стиль	1	1
256	у него	1	1
257	в систему	3	1
258	в виде	1	1
259	в данном	1	1
260	между тем	2	1
261	существу это	1	1
262	базируются на	1	1
263	и по	1	1
264	что на	1	1
265	и человеком	1	1
266	образ ритм	1	1
267	не меняет	1	1
268	бы о	1	1
269	не один	1	1
270	и более	2	1
271	том и	1	1
272	наиболее ценная	1	1
273	изучается имманентно	1	1
274	во всяком	4	1
275	перейти к	2	1
276	в каждом	3	1
277	они не	3	1
278	и понятие	1	1
279	композиция жанр	1	1
280	это значит	1	1
