N	2gram	Tiupa_Narr_1	Tvorches
186	протяжении всего	1	2
187	где он	1	2
188	году в	1	2
189	более не	2	2
190	в виду	1	2
191	данном случае	4	2
192	мысль о	1	2
193	в себя	6	2
194	приводит к	2	2
195	на том	3	2
196	и когда	2	2
197	так и	9	2
198	живет в	1	2
199	об этом	1	2
200	во второй	2	2
201	быть может	2	2
202	можно сказать	5	2
203	может не	3	2
204	одного из	4	2
205	что и	1	2
206	во всей	2	2
207	крайней мере	1	2
208	вслед за	4	2
209	в литературе	2	2
210	герой в	1	2
211	в двух	2	2
212	тот же	1	2
213	в качестве	21	2
214	человека с	1	2
215	в россию	1	2
216	и у	1	2
217	от других	1	2
218	из них	3	2
219	под сомнение	1	2
220	этой проблемы	1	2
221	именно в	6	2
222	что не	4	2
223	зависит от	2	2
224	с которым	1	2
225	его как	2	2
226	мира в	5	2
227	человека как	1	2
228	было в	2	2
229	в частности	14	2
230	в него	1	2
231	времени а	1	2
232	намек на	1	2
233	пространства и	1	2
234	надо было	1	2
235	к жизни	1	2
236	общения с	1	2
237	в мир	1	2
238	перед нами	4	2
239	не мог	4	2
240	для автора	2	2
241	или в	2	2
242	который является	1	2
243	между вещами	1	2
244	прошлого и	2	2
245	не знает	1	2
246	сказать что	4	2
247	себе не	2	2
248	точно так	2	2
249	литературы а	1	1
250	как известно	2	1
251	к их	1	1
252	же как	3	1
253	эта позиция	1	1
254	и через	1	1
255	в комнате	1	1
256	переход от	4	1
257	говорилось выше	1	1
258	и есть	1	1
259	не признает	1	1
260	чего не	1	1
261	на историю	1	1
262	и до	2	1
263	видения мира	1	1
264	уже по	1	1
265	также и	1	1
266	мы уже	1	1
267	мы имеем	2	1
268	что если	1	1
269	он как	1	1
270	в сущности	3	1
271	одной только	1	1
272	говорить о	2	1
273	что иное	2	1
274	литературе нового	1	1
275	и самого	3	1
276	себе а	1	1
277	одно из	2	1
278	еще не	7	1
279	между собой	2	1
280	иное как	2	1
281	нам представляется	1	1
282	столь же	3	1
283	бы то	3	1
284	во всех	1	1
285	как правило	4	1
286	совсем не	1	1
287	видит в	1	1
288	наряду с	2	1
289	по отношению	7	1
290	как справедливо	2	1
291	тогда как	12	1
292	ни слова	1	1
293	как говорит	3	1
294	первый взгляд	2	1
295	из уст	1	1
296	в художественном	1	1
297	вспомним что	1	1
298	о жизни	1	1
299	и где	1	1
300	в цепь	1	1
301	сознания в	1	1
302	как уже	1	1
303	что по	2	1
304	писателя как	1	1
305	и к	1	1
306	в действительности	1	1
307	или иную	2	1
308	за собой	4	1
309	всего лишь	2	1
310	он идет	2	1
311	из жизни	1	1
312	что это	3	1
313	формы в	1	1
314	европейского романа	1	1
315	все эти	2	1
316	между настоящим	1	1
317	в известном	2	1
318	особое место	1	1
319	смысла но	1	1
320	стал меньше	1	1
321	сливаются в	1	1
322	зависим от	1	1
323	тому же	5	1
324	в терминах	1	1
325	героя к	3	1
326	человек не	1	1
327	наш взгляд	1	1
328	больше всего	1	1
329	да и	4	1
330	но само	1	1
331	в первую	1	1
332	к одному	1	1
333	собой не	2	1
334	в четвертом	1	1
335	у читателя	1	1
336	выглядит как	1	1
337	на наш	1	1
338	на этом	1	1
339	подход к	2	1
340	то ни	3	1
341	же не	4	1
342	на ту	1	1
343	его в	2	1
344	это было	1	1
345	это состояние	1	1
346	который и	1	1
347	в глазах	1	1
348	было бы	4	1
349	роль в	2	1
350	движение сюжета	1	1
351	по мысли	3	1
352	ни в	3	1
353	в них	1	1
354	героя или	1	1
355	в душах	1	1
356	все равно	1	1
357	с этой	1	1
358	и уже	1	1
359	нельзя признать	1	1
360	он и	1	1
361	друга в	1	1
362	жизни но	2	1
363	в не	1	1
364	ключ к	2	1
365	и было	1	1
366	их на	1	1
367	одного и	1	1
368	читателя то	1	1
369	на первый	2	1
370	или другому	1	1
371	в спальню	1	1
372	отрыве от	1	1
373	рассказа о	2	1
374	и ее	2	1
375	к предмету	1	1
376	вспять к	1	1
377	не от	2	1
378	всякий раз	1	1
379	образом и	1	1
380	мы были	1	1
381	и более	1	1
382	как от	1	1
383	том же	1	1
384	что этот	1	1
385	его персонажем	1	1
386	по себе	5	1
387	в историческом	1	1
388	а от	1	1
389	вплоть до	2	1
390	быть без	1	1
391	в смысле	1	1
392	в разрезе	1	1
393	не имеет	2	1
394	писал он	2	1
395	кого из	1	1
396	к этим	1	1
397	на него	3	1
398	в процессе	1	1
399	в плане	1	1
400	это еще	1	1
401	все без	1	1
402	для всего	1	1
403	преимущественно в	1	1
404	как формы	2	1
405	жизни не	1	1
406	в самой	1	1
407	на себя	3	1
408	жить можно	1	1
409	анекдота не	1	1
410	на некоторые	1	1
411	одним словом	1	1
412	и делает	1	1
413	и служба	1	1
414	в области	2	1
415	ли это	1	1
416	события но	2	1
417	всю ночь	1	1
418	у нас	1	1
419	сюжета в	2	1
420	рассчитан на	1	1
421	начиная с	1	1
422	к себе	5	1
423	не могут	1	1
424	мы узнаем	1	1
425	но все	4	1
426	вокруг него	2	1
427	что оно	1	1
428	бы он	1	1
429	что на	2	1
430	мысли о	1	1
431	не есть	3	1
432	имеет место	4	1
433	оно не	2	1
434	если же	1	1
435	она не	2	1
436	время они	1	1
437	опираясь на	1	1
438	действия к	1	1
439	в конце	1	1
440	но по	1	1
441	свою очередь	3	1
442	внимание на	1	1
443	анекдот но	1	1
444	в ее	3	1
445	для характеристики	1	1
446	другой стороны	4	1
447	в собственном	2	1
448	закономерно приводит	1	1
449	только то	1	1
450	обычно предполагают	1	1
451	однако эта	1	1
452	что у	2	1
453	особенно в	3	1
454	смысл рассказа	1	1
455	мире не	1	1
456	главного персонажа	2	1
457	которая в	2	1
458	к языку	1	1
459	эпизод в	1	1
460	в таком	2	1
461	составляет один	1	1
462	при такой	1	1
463	и здесь	1	1
464	хронологической последовательности	1	1
465	он живет	1	1
466	обращается к	1	1
467	что каждый	1	1
468	все та	2	1
469	как было	3	1
470	нас в	1	1
471	как у	1	1
472	к нему	5	1
473	в отрыве	1	1
474	том или	2	1
475	и всю	1	1
476	между тем	3	1
477	складывается из	2	1
478	нуждается в	5	1
479	стало причиной	1	1
480	восходит к	3	1
481	чем и	1	1
482	резко отличается	1	1
483	все время	1	1
484	главному герою	1	1
485	в современной	1	1
486	известном смысле	2	1
487	себя с	1	1
488	с ними	1	1
489	эту форму	1	1
490	своих прежних	1	1
491	принимает форму	1	1
492	в разные	1	1
493	грань между	1	1
494	должен был	1	1
495	даже если	1	1
496	всех его	2	1
497	занимает особое	1	1
498	делает его	1	1
499	с одной	7	1
500	по всей	2	1
501	человека к	1	1
502	себя в	5	1
503	от одной	2	1
504	трактуют как	1	1
505	то и	1	1
506	не все	5	1
507	слова не	1	1
508	то у	1	1
509	его и	1	1
510	ту или	2	1
511	сами по	2	1
512	и со	1	1
513	у нее	2	1
514	когда рассказчик	1	1
515	далек от	1	1
516	отметить что	1	1
517	жизни на	1	1
518	тем что	3	1
519	не противоречит	1	1
520	представляют собой	2	1
521	не было	2	1
522	до сих	1	1
523	к которому	2	1
524	чем он	1	1
525	восприятие и	1	1
526	по выражению	2	1
527	на чем	2	1
528	наконец в	2	1
529	было и	1	1
530	а с	3	1
531	мира это	1	1
532	себя и	2	1
533	имя которого	2	1
534	одной стороны	7	1
535	связи с	4	1
536	а на	1	1
537	не на	2	1
538	о чем	2	1
539	когда же	1	1
540	когда она	1	1
541	ставит под	1	1
542	связь с	1	1
543	как это	6	1
544	свой опыт	1	1
545	о возможности	1	1
546	не сразу	1	1
547	по своему	1	1
548	в область	2	1
549	а если	2	1
550	является причиной	1	1
551	подробностями и	1	1
552	художественное время	1	1
553	событий в	2	1
554	человек с	1	1
555	финале рассказа	1	1
556	сих пор	1	1
557	о его	1	1
558	в какую	1	1
559	отличается от	4	1
560	же самое	1	1
561	является как	1	1
562	и тогда	1	1
563	как раз	2	1
564	в полном	2	1
565	пока еще	4	1
566	и сам	1	1
567	картине мира	1	1
568	и времени	1	1
569	всего они	1	1
570	искусства как	1	1
571	в связи	2	1
572	но на	1	1
573	как омовение	1	1
574	начала и	1	1
575	еще раз	1	1
576	человек и	1	1
577	и перед	1	1
578	в другое	1	1
579	от него	1	1
580	тем более	2	1
581	понимал и	1	1
582	настоящим и	1	1
583	ни было	3	1
584	или исторические	1	1
585	же в	4	1
586	хотя в	2	1
587	мы переходим	1	1
588	смыкается с	1	1
589	может и	1	1
590	служба и	1	1
591	это все	2	1
592	картину мира	2	1
593	от всех	2	1
594	к его	1	1
595	жизни а	2	1
596	он далек	1	1
597	не что	2	1
598	отношению к	6	1
599	этот момент	1	1
600	героя в	8	1
601	первую очередь	1	1
602	в какой	2	1
603	о нем	4	1
604	а может	1	1
605	во сне	1	1
606	как результат	1	1
607	в герое	1	1
