N	2gram	Tiupa_Hudo_1	DiskursI
148	в творчестве	3	3
149	как будто	4	3
150	иначе говоря	2	3
151	в контексте	1	3
152	можно сказать	4	3
153	но это	1	3
154	и того	1	3
155	в пределе	1	3
156	и все	4	3
157	жизни в	6	3
158	следует признать	1	3
159	жизни и	5	3
160	же как	2	2
161	в личностном	1	2
162	и это	4	2
163	идет о	3	2
164	по преимуществу	3	2
165	той же	2	2
166	для осмысления	1	2
167	место в	1	2
168	говорить о	3	2
169	жизни как	2	2
170	в ней	4	2
171	к своему	2	2
172	не нужно	2	2
173	время в	1	2
174	не требует	1	2
175	всякий раз	1	2
176	чехова в	3	2
177	отношение к	1	2
178	тут же	1	2
179	первый взгляд	1	2
180	оказывается не	1	2
181	стороны и	1	2
182	собственно и	1	2
183	как уже	1	2
184	в футляре	1	2
185	в концовке	6	2
186	жанрового мышления	1	2
187	лежит на	2	2
188	отношения между	1	2
189	в целом	2	2
190	не более	1	2
191	и рассказа	1	2
192	курьезное своей	1	2
193	в притче	1	2
194	рассказа в	6	2
195	или анекдота	1	2
196	в первую	2	2
197	с таким	1	2
198	свое время	1	2
199	что ни	1	2
200	является не	1	2
201	заключает в	2	2
202	личности в	7	2
203	содержит в	1	2
204	французов гнал	2	2
205	же касается	2	2
206	и с	4	2
207	входит в	1	2
208	но уже	1	2
209	должно быть	2	2
210	такой же	3	2
211	все это	2	2
212	несет в	3	2
213	на первый	1	2
214	в ходе	3	2
215	анекдоту и	1	2
216	как все	2	2
217	с точки	3	2
218	степи и	2	2
219	пока еще	2	2
220	обращение к	1	2
221	их в	1	2
222	и притчевого	2	2
223	дело в	1	2
224	к жанру	1	2
225	чем не	1	2
226	никогда не	6	2
227	того и	1	2
228	жизни не	1	2
229	чеховского творчества	4	2
230	счастье которое	1	2
231	и другого	1	2
232	при котором	2	2
233	со своим	2	2
234	сводится к	1	2
235	что на	2	2
236	этического выбора	1	2
237	жизнью и	2	2
238	не часто	1	2
239	эстетическая модальность	1	2
240	для себя	3	2
241	в жанровом	1	2
242	с ее	2	2
243	но при	1	2
244	здесь не	2	2
245	это еще	1	2
246	говорит об	1	2
247	по сути	1	2
248	анекдотического и	3	2
249	в себя	2	2
250	времени и	1	2
251	живет в	2	2
252	отсюда и	2	2
253	в результате	2	2
254	герой анекдота	2	2
255	жанров и	1	2
256	но здесь	1	2
257	как притчу	1	2
258	там же	2	2
259	неотделим от	1	2
260	первую очередь	2	2
261	между тем	8	2
262	русской литературе	3	2
263	или напротив	2	2
264	о чехове	2	2
265	себя с	1	2
266	романа и	1	2
267	притчевого начал	2	2
268	по свидетельству	1	2
269	который не	1	2
270	есть в	1	2
271	к своим	1	2
272	этом в	1	2
273	не о	2	2
274	бытия и	4	2
275	рассказа не	2	2
276	из таганрога	2	2
277	на примере	1	2
278	именно в	7	2
279	с той	2	2
280	далеко не	1	2
281	творчестве чехова	3	2
282	художественного времени	1	2
283	не на	1	2
284	человеческой жизни	4	2
285	картин мира	1	2
286	н.д тамарченко	2	2
287	я такой	1	2
288	иной жанровой	1	2
289	формируется в	1	2
290	о чем	1	2
291	или иного	2	2
292	притчи и	3	2
293	укладу жизни	1	2
294	что же	2	2
295	в ряду	1	2
296	в свое	1	2
297	в полном	1	2
298	и для	3	2
299	героем притчи	1	2
300	сверхличной заданностью	1	2
301	интерес к	5	2
302	сверхличной заданности	1	2
303	а в	7	2
304	может и	3	2
305	что он	9	2
306	себе самому	3	2
307	и состоит	1	2
308	это в	3	2
309	художественной целостности	1	2
310	встречать а	1	1
311	между романом	1	1
312	обращено к	1	1
313	речь идет	3	1
314	авантюрностью кладоискательских	1	1
315	является для	1	1
316	шестьдесят знаю	1	1
317	могильные курганы	1	1
318	отметим что	2	1
319	а между	1	1
320	безграничная как	1	1
321	классического романа	2	1
322	самом деле	5	1
323	в чьей	1	1
324	тех же	1	1
325	это и	1	1
326	в чужой	1	1
327	от личности	2	1
328	слова притчи	1	1
329	в первом	1	1
330	к другому	4	1
331	принципиальное различие	1	1
332	на животе	1	1
333	достоевского в	1	1
334	можно говорить	1	1
335	к повести	1	1
336	овец их	1	1
337	на две	1	1
338	проникает в	1	1
339	своей всеобъемлемости	1	1
340	другой жизни	2	1
341	к рассказу	1	1
342	этой вершины	1	1
343	что французов	1	1
344	на странице	1	1
345	к чему	1	1
346	субъектом надчеловеческих	1	1
347	характеристик и	1	1
348	диаметрально противоположные	1	1
349	их мысли	1	1
350	и сказочность	1	1
351	начинает свой	1	1
352	героя субъекта	1	1
353	для своего	2	1
354	динамичная чреватая	1	1
355	мы не	2	1
356	личностного самоопределения	1	1
357	с собачкой	8	1
358	подорожнику к	1	1
359	апелляции к	1	1
360	моя жизнь	1	1
361	ориентации человека	2	1
362	с самых	1	1
363	вопрос о	2	1
364	самого чехова	1	1
365	схоронены клады	1	1
366	этом не	1	1
367	не была	2	1
368	высказывания в	1	1
369	той самой	1	1
370	в каждый	1	1
371	в сущности	1	1
372	деревни а	2	1
373	захочет нечистая	1	1
374	увидит даже	1	1
375	с детства	1	1
376	этом так	1	1
377	как было	1	1
378	определение жанра	1	1
379	я не	1	1
380	анекдотов но	1	1
381	греческое слово	1	1
382	ему в	1	1
383	их самих	1	1
384	похожая на	1	1
385	в безграничной	1	1
386	героев в	2	1
387	это время	1	1
388	полете этих	1	1
389	целого не	1	1
390	и быта	1	1
391	ему приходит	1	1
392	а другие	1	1
393	и притче	1	1
394	же мере	2	1
395	он сам	1	1
396	как субъекта	3	1
397	под тремя	1	1
398	в утре	1	1
399	прозы не	2	1
400	в чем	1	1
401	характер и	2	1
402	железных дорог	1	1
403	остроконечной верхушкой	1	1
404	во всех	1	1
405	действующее лицо	1	1
406	жизни персонажа	1	1
407	как правило	6	1
408	в ее	3	1
409	иных случаях	1	1
410	на подводах	2	1
411	жанровых традиций	1	1
412	сила так	1	1
413	чем это	1	1
414	лапка расходится	1	1
415	без заглавия	3	1
416	отдельного человека	1	1
417	художественного внимания	1	1
418	них жил	1	1
419	в сторону	1	1
420	но достаточно	1	1
421	если в	2	1
422	так по	1	1
423	конечном счете	2	1
424	ответ на	1	1
425	есть по	1	1
426	с совершенно	1	1
427	xix столетия	1	1
428	человеческих отношений	5	1
429	которая не	2	1
430	следующей фразой	1	1
431	богаты событиями	1	1
432	а через	1	1
433	произведение не	1	1
434	непонятно а	1	1
435	санька лежит	1	1
436	мысли длительные	1	1
437	друг от	1	1
438	друга и	1	1
439	анекдотического слова	1	1
440	человека с	1	1
441	в е	2	1
442	картины жизни	1	1
443	связи и	1	1
444	ночах вероятно	1	1
445	человеческой личности	1	1
446	с остроконечной	1	1
447	в одной	2	1
448	вот как	1	1
449	произвол захочет	1	1
450	пастух санька	1	1
451	индивидуального самоопределения	1	1
452	безграничной степи	1	1
453	застает героев	1	1
454	однако не	1	1
455	немалой степени	1	1
456	исключает возможность	1	1
457	и точность	1	1
458	долговечных птиц	1	1
459	со сверхличной	1	1
460	переводится как	1	1
461	хотя и	2	1
462	которых читатель	1	1
463	аккуратно каждые	1	1
464	классического реализма	1	1
465	слово анекдота	1	1
466	меняется направление	1	1
467	к числу	1	1
468	полное равнодушие	1	1
469	как царя	1	1
470	паремию пословично-афористическую	1	1
471	поражали и	1	1
472	в этот	1	1
473	необходимость решения	1	1
474	возвышенного однообразия	1	1
475	то в	4	1
476	видения мира	1	1
477	со своей	1	1
478	в самом	4	1
479	в которой	1	1
480	балочки и	1	1
481	нет дела	1	1
482	было уже	1	1
483	счастья и	2	1
484	бы не	1	1
485	поэтому и	2	1
486	кажется порождается	1	1
487	так в	2	1
488	пыльному подорожнику	1	1
489	ходили покойника	1	1
490	ни одна	1	1
491	раз в	2	1
492	но превратны	1	1
493	жизнью даже	1	1
494	универсальности видение	1	1
495	чувствовались века	1	1
496	свете кроме	1	1
497	было видно	2	1
498	невозможно рассказать	1	1
499	о других	1	1
500	но на	1	1
501	как у	1	1
502	анекдот невозможно	1	1
503	своей внешней	1	1
504	же ровная	1	1
505	не имеют	3	1
506	три года	1	1
507	с машей	1	1
508	верхушкой с	1	1
509	александра что	1	1
510	мысль человека	1	1
511	но именно	1	1
512	так сказать	2	1
513	анекдотическими ситуациями	1	1
514	анекдотического мировосприятия	1	1
515	и только	1	1
516	о которой	1	1
517	одному из	1	1
518	учитель словесности	1	1
519	пушкина и	1	1
520	видна равнина	1	1
521	теперь ковыли	1	1
522	становится героем	1	1
523	этого характера	1	1
524	и поезда	1	1
525	актуальной для	1	1
526	притчи в	2	1
527	он должен	1	1
528	же это	1	1
529	к одному	1	1
530	не как	1	1
531	художественного высказывания	1	1
532	в силу	1	1
533	чеховских рассказов	2	1
534	характерное для	1	1
535	низменное многообразие	1	1
536	что свойственно	2	1
537	человеческого поведения	1	1
538	его от	1	1
539	письма не	2	1
540	на этом	3	1
541	своих персонажей	1	1
542	человек с	1	1
543	с этой	2	1
544	везут из	1	1
545	обнаруживает себя	1	1
546	не бывает	2	1
547	этих долговечных	1	1
548	значительной степени	2	1
549	правило не	1	1
550	то ни	1	1
551	без которого	1	1
552	то чтобы	2	1
553	своей исходной	1	1
554	различие между	1	1
555	об этом	5	1
556	анекдота так	1	1
557	а их	1	1
558	интеллектуальную тревогу	1	1
559	фантастикой и	1	1
560	картиной мира	1	1
561	лишь в	3	1
562	по выражению	2	1
563	того или	2	1
564	тревогу за	1	1
565	клады есть	1	1
566	анекдота оно	1	1
567	гусиная лапка	1	1
568	самоопределения выбора	1	1
569	вечности на	1	1
570	москву везли	1	1
571	организации художественного	1	1
572	нормы ни	1	1
573	на спине	1	1
574	внутренним я	1	1
575	несущее в	1	1
576	не соответствует	1	1
577	в жизни	1	1
578	где теперь	1	1
579	читателя в	6	1
580	далекая похожая	1	1
581	даже позы	1	1
582	наивной фантастикой	1	1
583	между я	1	1
584	написана в	1	1
585	мира где	1	1
586	фантастичность и	1	1
587	и произвол	1	1
588	жизни то	1	1
589	рассказу о	1	1
590	этого не	1	1
591	несмотря на	4	1
592	на облако	1	1
593	овечьих мыслей	1	1
594	широкой степи	1	1
595	чеховский рассказ	3	1
596	как гусиная	1	1
597	духовной жизни	1	1
598	человеческого счастья	1	1
599	в апелляции	1	1
600	и видно	1	1
601	различные формы	1	1
602	ему интеллектуальную	1	1
603	а дальнозоркий	1	1
604	перед наивной	1	1
605	превратны человеческие	1	1
606	творческого наследия	1	1
607	выступают могильные	1	1
608	стратегия притчи	1	1
609	к пыльному	1	1
610	принципиальная роль	1	1
611	видение жизни	1	1
612	рассказа о	3	1
613	рассказе не	1	1
614	индивидуальной жизни	2	1
615	я его	1	1
616	о герое	1	1
617	в такой	2	1
618	лицо обращено	1	1
619	вопроса жизни	1	1
620	замечали друг	1	1
621	если можно	2	1
622	открытыми для	1	1
623	складывается мозаичная	1	1
624	как произведение	1	1
625	удача либо	1	1
626	земле где	1	1
627	в которых	1	1
628	концовке рассказа	2	1
629	утре которое	1	1
630	которые каждый	1	1
631	жизни с	1	1
632	установка на	1	1
633	которая может	1	1
634	к художественности	1	1
635	чреватая анекдотическими	1	1
636	своей окказиональностью	1	1
637	[...] под	1	1
638	своей жизни	2	1
639	человеком и	1	1
640	жил своей	1	1
641	другом и	1	1
642	от героя	2	1
643	себя героем	1	1
644	и молокан	1	1
645	тем не	4	1
646	а фантастичность	1	1
647	героя но	1	1
648	повести в	1	1
649	неустранимо присутствует	1	1
650	и более	1	1
651	перед ним	1	1
652	и наоборот	1	1
653	не должно	1	1
654	что этот	1	1
655	на низменное	1	1
656	изнутри в	1	1
657	двух противоположных	1	1
658	личного опыта	2	1
659	для нее	2	1
660	кульминация срывается	1	1
661	гурова в	2	1
662	стратегии художественного	1	1
663	тогда большой	1	1
664	авторитарное назидательное	1	1
665	и герой	2	1
666	большой шлях	1	1
667	благодаря жанровому	1	1
668	свистеть начнет	1	1
669	мировидения но	1	1
670	не тип	1	1
671	на три	1	1
672	вплоть до	1	1
673	но они	1	1
674	годов шестьдесят	1	1
675	например тоска	1	1
676	до известной	1	1
677	человеческого я	4	1
678	она не	4	1
679	из нас	3	1
680	самого начала	1	1
681	звено между	1	1
682	как о	1	1
683	мысли в	1	1
684	мышления и	2	1
685	одна из	2	1
686	молокан деревни	1	1
687	барские усадьбы	1	1
688	на него	2	1
689	xix века	1	1
690	ленивом полете	1	1
691	личности к	2	1
692	каждый день	1	1
693	почти достигнутая	1	1
694	укрупненных деталей	1	1
695	и имеет	1	1
696	в самых	1	1
697	о них	1	1
698	внешнее по	1	1
699	ровная и	1	1
700	та или	3	1
701	то гнездо	1	1
702	и всегда	1	1
703	вероятно поражали	1	1
704	ничего не	8	1
705	в москву	1	1
706	есауловки на	1	1
707	только отсюда	1	1
708	чехова было	1	1
709	в особое	1	1
710	рассказов чехова	1	1
711	самих до	1	1
712	нечто большее	1	1
713	и глядит	1	1
714	или иная	3	1
715	своей природе	2	1
716	наследия чехова	1	1
717	опыта в	1	1
718	и до	1	1
719	царят удача	1	1
720	такая же	1	1
721	персонажа в	2	1
722	человеческие судьбы	1	1
723	в текст	1	1
724	земное счастье	2	1
725	к читателю	2	1
726	акцентированная роль	1	1
727	ему не	2	1
728	небо видны	1	1
729	притчевого мировидения	1	1
730	а тогда	1	1
731	или не	3	1
732	известной степени	1	1
733	как старик	1	1
734	дудачьи гнезда	1	1
735	только от	1	1
736	роль анекдота	1	1
737	видно смысла	1	1
738	внутреннюю свободу	1	1
739	в городе	5	1
740	беззвучии чувствовались	1	1
741	целого в	1	1
742	к себе	5	1
743	он видел	1	1
744	не могут	1	1
745	или притче	1	1
746	вызываемые представлениями	1	1
747	но все	1	1
748	хутора немцев	1	1
749	и другой	1	1
750	не знаем	2	1
751	в прозе	1	1
752	до парижа	1	1
753	только еще	1	1
754	уже было	1	1
755	второго из	1	1
756	всего в	1	1
757	за необходимость	1	1
758	мира полемически	1	1
759	к тому	7	1
760	кульминация притчевого	1	1
761	но также	1	1
762	предыдущей главе	3	1
763	и безграничная	1	1
764	к истокам	1	1
765	вместе ходили	1	1
766	картина жизни	2	1
767	в паремию	1	1
768	а притча	1	1
769	опираясь на	1	1
770	сильно билось	1	1
771	три балочки	1	1
772	представляют собой	2	1
773	самой земле	1	1
774	центром притчевой	1	1
775	детали к	1	1
776	приходит к	1	1
777	гнезда дроф	1	1
778	в ленивом	1	1
779	по определению	1	1
780	от друга	1	1
781	поры как	1	1
782	клады гнезда	1	1
783	город и	1	1
784	и служит	1	1
785	жизнь которой	1	1
786	в в	1	1
787	и вековых	1	1
788	для читателя	1	1
789	и беззвучии	1	1
790	неподвижности и	1	1
791	саур-могила с	1	1
792	с самого	1	1
793	эти две	1	1
794	художественного мышления	6	1
795	говорится что	1	1
796	интересовало его	1	1
797	на свой	1	1
798	однако эта	1	1
799	жанровой природы	1	1
800	вспомнить о	1	1
801	бытия как	1	1
802	однообразия вечности	1	1
803	были что	1	1
804	начнет вот	1	1
805	в образе	1	1
806	по аналогии	1	1
807	и ночах	1	1
808	уже следующей	1	1
809	взгляд с	1	1
810	представлениями только	1	1
811	камне свистеть	1	1
812	ориентировано на	1	1
813	в споре	1	1
814	его героев	2	1
815	и каждый	2	1
816	чеховских текстов	1	1
817	вопрос этот	1	1
818	чем у	1	1
819	колдуне не	1	1
820	антоши чехонте	3	1
821	в остроту	1	1
822	усадьбы хутора	1	1
823	названных жанров	1	1
824	калмык увидит	1	1
825	последующее развитие	1	1
826	и даже	3	1
827	остановимся на	2	1
828	везли мы	1	1
829	о колдуне	1	1
830	с ним	4	1
831	отдельной личности	1	1
832	жизненная позиция	1	1
833	каждый из	1	1
834	все дело	1	1
835	другому в	1	1
836	гнездо дудачье	1	1
837	каждые сутки	1	1
838	в новелле	1	1
839	о нем	3	1
840	сутки ни	1	1
841	новеллы и	1	1
842	и т.д	1	1
843	притчевое мышление	2	1
844	шлях не	1	1
845	внимание на	2	1
846	зарытого счастья	2	1
847	не перед	1	1
848	никак не	2	1
849	и что	2	1
850	[...] но	1	1
851	фразой почти	1	1
852	покойника царя	1	1
853	может не	1	1
854	самому себе	1	1
855	в значительной	2	1
856	нас в	1	1
857	дальнозоркий калмык	1	1
858	позы в	1	1
859	солнца и	1	1
860	в конечном	2	1
861	неудача и	1	1
862	он его	1	1
863	и непонятно	1	1
864	как небо	1	1
865	вершины видна	1	1
866	гнал до	1	1
867	не со	1	1
868	романа как	1	1
869	организации текста	1	1
870	собственной жизни	1	1
871	о днях	1	1
872	притча в	1	1
873	рассказы и	3	1
874	на одном	1	1
875	где клады	1	1
876	день могут	1	1
877	в камне	1	1
878	в глазах	6	1
879	словесного выражения	1	1
880	в форме	2	1
881	тягучие вызываемые	1	1
882	бахмут шел	1	1
883	здесь царят	1	1
884	вековых курганов	1	1
885	и овечьих	1	1
886	шел а	1	1
887	и авантюрностью	1	1
888	не будучи	1	1
889	к личности	1	1
890	людям которые	1	1
891	счастье людям	1	1
892	века и	1	1
893	внимательна к	1	1
894	притчевой картины	1	1
895	слов и	1	1
896	как она	2	1
897	дроф эта	1	1
898	в жизнь	1	1
899	счастья именно	1	1
900	другая жизнь	2	1
901	но тут	1	1
902	именно ему	1	1
903	как объект	1	1
904	в немалой	1	1
905	активизировать мысль	1	1
906	царя встречать	1	1
907	которое было	1	1
908	жизни одной	1	1
909	вообще однако	1	1
910	днях и	1	1
911	есть другая	1	1
912	всякое произведение	1	1
913	человеческого существования	1	1
914	небе о	1	1
915	мы вместе	1	1
916	действующих лиц	2	1
917	чему сдалось	1	1
918	чьей неподвижности	1	1
919	и две	1	1
920	в ситуации	1	1
921	и быть	4	1
922	где схоронены	1	1
923	и небе	1	1
924	птиц ни	1	1
925	отказ от	2	1
926	повторяется аккуратно	1	1
927	и так	2	1
928	надчеловеческих раздумий	1	1
929	связующее звено	1	1
930	приходит в	2	1
931	направление дорог	1	1
932	нужно и	1	1
933	одних и	1	1
934	позиции возвышенного	1	1
935	с будущим	1	1
936	поезда железных	1	1
937	жизнь личности	1	1
938	где балка	1	1
939	[...] и	1	1
940	старый пастух	1	1
941	так что	2	1
942	а.п чудакова	1	1
943	же и	1	1
944	собственной жизнью	1	1
945	на всем	1	1
946	анекдота не	1	1
947	же анекдота	1	1
948	дважды в	1	1
949	конденсируется в	1	1
950	только на	2	1
951	и они	1	1
952	а напротив	1	1
953	той поры	1	1
954	же из	1	1
955	равнодушие к	2	1
956	себя и	2	1
957	первого лица	1	1
958	жанровая форма	1	1
959	них складывается	1	1
960	подводах в	1	1
961	во втором	1	1
962	курганов есть	1	1
963	не дает	1	1
964	присутствует в	1	1
965	идея другой	1	1
966	к лирическому	1	1
967	связывается с	1	1
968	и описаний	1	1
969	глубоко чужда	1	1
970	всяком случае	1	1
971	могло бы	1	1
972	балка как	1	1
973	точность словесного	1	1
974	вовсе не	1	1
975	дела до	1	1
976	друг друга	5	1
977	на городище	1	1
978	не случайно	7	1
979	при отсутствии	1	1
980	дорог всеобъемлющий	1	1
981	тем что	3	1
982	ковыли дудачьи	1	1
983	нечистая сила	2	1
984	к той	1	1
985	внутреннего мира	2	1
986	и напротив	1	1
987	но из	1	1
988	то самого	1	1
989	не претендуя	1	1
990	анекдот на	1	1
991	отношения но	1	1
992	того что	4	1
993	в финале	3	1
994	спине и	1	1
995	притчи или	1	1
996	расходится на	1	1
997	и героиня	1	1
998	и рассказом	1	1
999	человек некий	1	1
1000	и тех	1	1
1001	внушить ему	1	1
1002	о своем	1	1
1003	кроме молчаливой	1	1
1004	самоопределения этот	1	1
1005	знаю с	1	1
1006	еще и	1	1
1007	во второй	5	1
1008	равнина такая	1	1
1009	которое повторяется	1	1
1010	слово притчи	2	1
1011	герой притчи	2	1
1012	и др	1	1
1013	центральное событие	2	1
1014	в романе	1	1
1015	или где	1	1
1016	срывается только	1	1
1017	имеют никакого	1	1
1018	к человеку	1	1
1019	до бесчувствия	1	1
1020	которой нет	1	1
1021	превращается в	3	1
1022	крепости [...]	1	1
1023	инертно закономерной	1	1
1024	уж и	1	1
1025	до конца	2	1
1026	и своим	1	1
1027	существенно для	1	1
1028	гнезда были	1	1
1029	несомненным что	1	1
1030	было ему	1	1
1031	притчевое по	1	1
1032	либо неудача	1	1
1033	общий исток	1	1
1034	прочитывается в	1	1
1035	там где	1	1
1036	главе с	1	1
1037	общий контекст	1	1
1038	ситуации он	1	1
1039	о широкой	1	1
1040	и ты	2	1
1041	и слово	1	1
1042	с есауловки	1	1
1043	ближе к	2	1
1044	писателя то	1	1
1045	читателя что	1	1
1046	пословично-афористическую сентенцию	1	1
1047	иной картины	1	1
1048	характер здесь	1	1
1049	именно поэтому	1	1
1050	молчаливой степи	1	1
1051	на фоне	2	1
1052	человек в	2	1
1053	параллель в	1	1
1054	внимания к	1	1
1055	потенциальной широты	1	1
1056	русской литературы	1	1
1057	животе его	1	1
1058	как это	1	1
1059	в иных	1	1
1060	и универсальности	1	1
1061	места где	1	1
1062	в предыдущей	3	1
1063	однако для	1	1
1064	речь не	1	1
1065	две жизни	1	1
1066	сути дела	1	1
1067	в особенности	1	1
1068	притчевого мышления	4	1
1069	в небо	1	1
1070	сдалось земное	1	1
1071	человек без	1	1
1072	из которых	1	1
1073	и столь	1	1
1074	ни шаг	1	1
1075	это своего	1	1
1076	по своему	3	1
1077	облако саур-могила	1	1
1078	не замечали	1	1
1079	это были	1	1
1080	центрами оказываются	1	1
1081	и полное	1	1
1082	этот жанровый	1	1
1083	жизни иной	2	1
1084	и там	1	1
1085	художественного мира	2	1
1086	в мир	1	1
1087	человека внушить	1	1
1088	для человека	1	1
1089	да и	2	1
1090	предстает субъектом	1	1
1091	шаг то	1	1
1092	бы стать	1	1
1093	таганрога на	1	1
1094	претендуя на	1	1
1095	в это	2	1
1096	в художественную	1	1
1097	и смерти	3	1
1098	даже в	3	1
1099	он от	1	1
1100	под названием	1	1
1101	всеобъемлемости и	1	1
1102	бытия с	1	1
1103	на пути	1	1
1104	судьбы то	1	1
1105	и от	4	1
1106	чехов не	1	1
1107	решения вопроса	1	1
1108	городище и	1	1
1109	было сказано	1	1
1110	в крепости	1	1
1111	самоактуализации а	1	1
1112	видно что	2	1
1113	что касается	1	1
1114	учителя жизни	1	1
1115	но для	1	1
1116	один из	4	1
1117	пора и	1	1
1118	анекдота в	3	1
1119	глядит в	1	1
1120	смерти а	1	1
1121	но с	2	1
1122	анекдот конденсируется	1	1
1123	своим слушателям	1	1
1124	рассказа глава	1	1
1125	истории русской	1	1
1126	событиями но	1	1
1127	собственного личного	1	1
1128	эта динамичная	1	1
1129	л.н толстой	1	1
1130	находит свою	1	1
1131	лицо и	1	1
1132	формы и	1	1
1133	[...] не	5	1
1134	всеобъемлющий взгляд	1	1
1135	даже город	1	1
1136	его нет	1	1
1137	многообразие человеческой	1	1
1138	его не	1	1
1139	своей собственной	2	1
1140	русского классического	1	1
1141	когда он	1	1
1142	гнал из	1	1
1143	свою голову	1	1
1144	совершенно иной	2	1
1145	сказочность человеческого	1	1
1146	обращается к	1	1
1147	тремя камнями	1	1
1148	к чужому	1	1
1149	своей тональности	1	1
1150	степи ни	1	1
1151	противоположные ориентации	1	1
1152	на бахмут	1	1
1153	его жизнь	2	1
1154	будто бы	3	1
1155	чеховская поэтика	1	1
1156	авторское определение	1	1
1157	длительные тягучие	1	1
1158	видны барские	1	1
1159	знать притчевое	1	1
1160	же в	3	1
1161	старик начинает	1	1
1162	хотя в	1	1
1163	засыпает а	1	1
1164	анекдот и	4	1
1165	в равной	3	1
1166	чехова как	3	1
1167	кладоискательских анекдотов	1	1
1168	человека не	2	1
1169	и угнетали	1	1
1170	обращенным к	1	1
1171	этом свете	1	1
1172	мыслящих овец	1	1
1173	камнями или	1	1
1174	равной степени	1	1
1175	жменю я	1	1
1176	всего на	1	1
1177	одной из	2	1
1178	угнетали их	1	1
1179	сказать что	1	1
1180	я к	1	1
1181	полемически противостоит	1	1
1182	до зарытого	1	1
1183	она сама	1	1
1184	их с	1	1
1185	достигнутая кульминация	1	1
1186	противостоит инертно	1	1
1187	например и	1	1
1188	одновременно и	5	1
1189	его годов	1	1
1190	никакого отношения	1	1
1191	из этого	1	1
1192	зрелый чехов	1	1
1193	только о	1	1
1194	царя александра	1	1
1195	и повести	2	1
1196	образе мыслящих	1	1
1197	в какой	1	1
1198	из романа	1	1
1199	этих жанровых	1	1
1200	в голову	1	1
1201	эстетической завершенности	1	1
1202	к другим	1	1
1203	пародийную параллель	1	1
1204	как слово	1	1
1205	немцев и	1	1
1206	читатель застает	1	1
1207	другой личности	1	1
1208	во всяком	1	1
