N	2gram	Bakhtin_Pr_5	SlovoVZh
230	момент в	1	1
231	мы здесь	1	1
232	сам по	2	1
233	свою очередь	1	1
234	друг о	1	1
235	миром и	1	1
236	ее до	1	1
237	это и	3	1
238	характер и	2	1
239	показать что	2	1
240	в приведенном	1	1
241	нам кажется	1	1
242	он находится	1	1
243	вообще по	1	1
244	с первого	1	1
245	в произведении	2	1
246	не хочет	2	1
247	с самого	8	1
248	то время	1	1
249	по преимуществу	1	1
250	нем но	1	1
251	из его	2	1
252	проникает в	2	1
253	дано в	1	1
254	являются лишь	1	1
255	и больше	1	1
256	высшей степени	3	1
257	с таким	2	1
258	становится лишь	1	1
259	можно было	2	1
260	обойтись без	3	1
261	этом направлении	1	1
262	мы уже	8	1
263	было в	2	1
264	исповеди ставрогина	3	1
265	а уж	1	1
266	бы слово	1	1
267	себе как	1	1
268	остаться в	1	1
269	жизнь и	2	1
270	та же	4	1
271	герою а	1	1
272	я знаю	1	1
273	что уже	1	1
274	является в	1	1
275	стиля в	2	1
276	без интонации	1	1
277	для этого	2	1
278	к другу	3	1
279	он как	4	1
280	в содержании	1	1
281	и развивает	1	1
282	сводится к	3	1
283	является поэтому	1	1
284	и он	2	1
285	с большим	1	1
286	всех сторон	1	1
287	слово не	2	1
288	что каждый	1	1
289	на них	7	1
290	не найдем	1	1
291	столь же	2	1
292	со словами	2	1
293	в значительной	1	1
294	создает в	1	1
295	во всех	3	1
296	и во	3	1
297	о друге	1	1
298	все в	1	1
299	друг к	3	1
300	то в	2	1
301	к которой	1	1
302	но установка	1	1
303	в общем	3	1
304	менее всего	1	1
305	всего определяется	1	1
306	себе и	7	1
307	явлениями и	1	1
308	отметить что	1	1
309	крайней мере	1	1
310	того в	1	1
311	что они	6	1
312	они действительно	2	1
313	сама по	1	1
314	нем и	1	1
315	слов и	3	1
316	герою и	3	1
317	в кругозор	2	1
318	и она	1	1
319	в одной	3	1
320	и мир	2	1
321	я он	1	1
322	оставаясь в	1	1
323	может овладеть	2	1
324	что здесь	1	1
325	как например	1	1
326	на которой	2	1
327	перед нами	1	1
328	и точность	1	1
329	виду и	2	1
330	хотя и	2	1
331	в двух	1	1
332	тот же	4	1
333	мы увидим	2	1
334	ипполита в	1	1
335	себе не	1	1
336	стиля и	1	1
337	увидим что	2	1
338	остается конечно	1	1
339	именно эта	1	1
340	чего же	1	1
341	должно найти	1	1
342	первого же	1	1
343	внутренней речью	1	1
344	тому как	2	1
345	что это	4	1
346	в целом	3	1
347	в эти	2	1
348	не то	1	1
349	близости к	1	1
350	где они	1	1
351	себя в	2	1
352	определяет с	1	1
353	еще один	2	1
354	он думает	1	1
355	есть в	1	1
356	им в	2	1
357	определяет его	1	1
358	он то	2	1
359	бы только	1	1
360	мы обратимся	1	1
361	во многих	1	1
362	в большинстве	2	1
363	героя с	1	1
364	в виде	7	1
365	именно этим	1	1
366	слова не	2	1
367	или даже	1	1
368	и обратно	1	1
369	или просто	1	1
370	его и	3	1
371	интерференция перебой	1	1
372	себе в	1	1
373	и их	1	1
374	творчестве достоевского	7	1
375	всяком случае	4	1
376	ведь это	1	1
377	не как	3	1
378	в одном	6	1
379	и вот	4	1
380	для правильного	1	1
381	перебой в	1	1
382	вовсе не	7	1
383	ни были	1	1
384	зрения другого	1	1
385	друг друга	2	1
386	как его	3	1
387	дело и	1	1
388	у него	4	1
389	из нее	1	1
390	другому это	1	1
391	подобно тому	2	1
392	кто же	2	1
393	на этом	2	1
394	не бывает	1	1
395	героя оно	1	1
396	деле и	1	1
397	и согласно	1	1
398	значительной степени	1	1
399	даже и	3	1
400	оно является	1	1
401	том же	1	1
402	бы они	2	1
403	здесь мы	1	1
404	и только	1	1
405	что все	2	1
406	сознание и	2	1
407	оно способно	1	1
408	в другом	12	1
409	другого и	3	1
410	ни одной	1	1
411	мы это	1	1
412	и т.п	6	1
413	зрения на	1	1
414	и из	1	1
415	эта группа	1	1
416	должно быть	3	1
417	входит в	1	1
418	на протяжении	5	1
419	и тех	1	1
420	и мы	1	1
421	было бы	3	1
422	и создает	1	1
423	к которому	1	1
424	этом смысле	3	1
425	и соответствующие	1	1
426	изнутри как	1	1
427	и прежде	4	1
428	без внутренней	1	1
429	интонация в	1	1
430	отражение в	1	1
431	кажется что	2	1
432	говорит о	2	1
433	само собою	1	1
434	но уже	2	1
435	рядом с	4	1
436	на второй	1	1
437	а с	3	1
438	не знает	6	1
439	все равно	2	1
440	далеко не	1	1
441	разобранные нами	1	1
442	из подполья	35	1
443	не на	1	1
444	понята и	1	1
445	в ее	3	1
446	уверенность и	1	1
447	в слове	6	1
448	которой он	3	1
449	одна и	2	1
450	определяют его	1	1
451	о чем	1	1
452	такою же	1	1
453	и было	1	1
454	него не	1	1
455	же не	4	1
456	и некоторые	1	1
457	в последующем	3	1
458	и того	2	1
459	остается в	1	1
460	выступает здесь	1	1
461	нигде не	1	1
462	себя на	1	1
463	мы видели	2	1
464	места в	2	1
465	все более	1	1
466	вступает в	2	1
467	в идиоте	1	1
468	на который	1	1
469	учитывать его	1	1
470	думает и	1	1
471	третьем лице	1	1
472	то он	1	1
473	все основные	1	1
474	и без	4	1
475	то есть	16	1
476	она в	2	1
477	к одному	3	1
478	свой смысл	1	1
479	не могут	1	1
480	с уверенностью	1	1
481	что я	13	1
482	признать что	1	1
483	если оно	1	1
484	структуре своей	1	1
485	ненависть к	2	1
486	и другого	2	1
487	но эта	2	1
488	выражение этого	1	1
489	которые в	1	1
490	с такою	1	1
491	не поймет	1	1
492	по крайней	1	1
493	слов в	3	1
494	том и	1	1
495	определяется прежде	1	1
496	и почти	1	1
497	мы еще	1	1
498	для нее	1	1
499	материал для	2	1
500	или хотя	1	1
501	тенденция к	1	1
502	эти вопросы	1	1
503	ни единого	1	1
504	в различные	1	1
505	приведенном нами	1	1
506	только для	1	1
507	в высшей	3	1
508	в который	1	1
509	точно и	1	1
510	самого начала	8	1
511	или какое-нибудь	1	1
512	это последнее	1	1
513	более и	1	1
514	слову и	1	1
515	своего героя	2	1
516	не является	1	1
517	в основе	1	1
518	время как	2	1
519	материала в	1	1
520	конечно эта	1	1
521	внутренне определяет	1	1
522	каким бы	1	1
523	того чтобы	1	1
524	чем не	1	1
525	для всего	1	1
526	найти в	1	1
527	в результате	1	1
528	стиля его	1	1
529	человек и	4	1
530	в качестве	1	1
531	герою но	1	1
532	слова как	1	1
533	же время	10	1
534	от него	6	1
535	же степени	2	1
536	еще более	1	1
537	тем более	1	1
538	где ее	1	1
539	не должен	1	1
540	мы должны	3	1
541	по своей	2	1
542	дана в	1	1
543	а лишь	1	1
544	на одно	2	1
545	же он	1	1
546	связи с	1	1
547	и уверенный	1	1
548	участие в	1	1
549	говоря образно	1	1
550	здесь же	1	1
551	в свою	1	1
552	эти три	1	1
553	это уже	2	1
554	входят в	1	1
555	уже и	2	1
556	как будто	4	1
557	этом отношении	1	1
558	и делает	4	1
559	себе с	1	1
560	приближается к	1	1
561	может и	1	1
562	записок из	3	1
563	с ней	1	1
564	в стиле	4	1
565	взаимоотношения говорящих	1	1
566	материала но	1	1
567	стиль и	4	1
568	его внутренней	4	1
569	является и	1	1
570	теперь когда	2	1
571	когда мы	1	1
572	есть только	2	1
573	время не	3	1
574	героя в	5	1
575	я и	2	1
576	можно сравнить	1	1
577	что оно	2	1
578	но эти	2	1
579	внешнюю речь	1	1
580	к другим	2	1
581	мы могли	1	1
582	но из	1	1
583	слова с	2	1
584	и эта	1	1
585	каждое слово	3	1
586	особый тип	1	1
587	во всяком	4	1
588	вполне понятно	2	1
589	существенный момент	2	1
590	к тому	6	1
