N	2gram	Trubetskoy_1	StatiiOP
291	только что	3	2
292	именно поэтому	1	2
293	все более	1	2
294	в свою	2	2
295	в общих	1	2
296	существует в	1	2
297	к сожалению	1	2
298	при оценке	1	2
299	гораздо более	2	2
300	совершенно от	1	1
301	как известно	3	1
302	ту же	2	1
303	одним из	4	1
304	также и	2	1
305	так наз	1	1
306	и то	4	1
307	смысле слова	1	1
308	а из	1	1
309	на самом	7	1
310	показаться что	1	1
311	роль этого	1	1
312	что когда	1	1
313	тем же	2	1
314	и так	2	1
315	дальнейшем же	1	1
316	в первом	1	1
317	смысл этого	1	1
318	и до	3	1
319	должна быть	5	1
320	но те	1	1
321	традиции мы	1	1
322	для этих	1	1
323	элементы в	1	1
324	редких случаях	2	1
325	из всех	5	1
326	есть не	1	1
327	смотреть на	1	1
328	вопрос о	3	1
329	ответить на	2	1
330	из своих	1	1
331	этом не	1	1
332	почти все	2	1
333	от своих	1	1
334	на себя	1	1
335	сложнее и	1	1
336	мы и	2	1
337	похожи на	1	1
338	один общий	2	1
339	с большим	1	1
340	национальную культуру	1	1
341	между собой	4	1
342	себя а	1	1
343	быть в	1	1
344	и среди	1	1
345	не требует	1	1
346	тот или	1	1
347	или иначе	5	1
348	мы будем	3	1
349	и другие	1	1
350	к жизни	1	1
351	в сторону	2	1
352	тех же	2	1
353	культуру и	4	1
354	очевидно что	3	1
355	а и	8	1
356	его душе	1	1
357	не отметить	1	1
358	которые они	1	1
359	из таких	2	1
360	которые не	3	1
361	и я	1	1
362	в истории	3	1
363	что как	4	1
364	в своем	10	1
365	однако не	1	1
366	и где	2	1
367	есть кое-что	1	1
368	целый ряд	4	1
369	и как	1	1
370	не являются	1	1
371	более или	7	1
372	от этого	1	1
373	поэтому и	1	1
374	при таком	2	1
375	так или	5	1
376	бы не	1	1
377	то я	1	1
378	близости к	1	1
379	еще один	1	1
380	непохожи на	1	1
381	в дальнейшем	2	1
382	общий тон	1	1
383	а потом	1	1
384	другом случае	1	1
385	и следа	1	1
386	темы с	1	1
387	о ее	1	1
388	но на	2	1
389	новых путей	1	1
390	чаще и	1	1
391	что она	1	1
392	в нем	3	1
393	в свет	2	1
394	от которого	1	1
395	области не	1	1
396	одно целое	1	1
397	и социальной	2	1
398	он должен	2	1
399	не к	1	1
400	a и	1	1
401	несколько ниже	1	1
402	одной и	2	1
403	что ни	1	1
404	как оно	1	1
405	тем с	1	1
406	а затем	2	1
407	указывали на	1	1
408	что такой	1	1
409	же касается	2	1
410	конечно в	2	1
411	к другу	2	1
412	не трудно	1	1
413	на этой	2	1
414	зрения на	1	1
415	заимствованной у	1	1
416	который у	1	1
417	говорит за	1	1
418	следить за	1	1
419	обе стороны	1	1
420	не делал	1	1
421	делает его	1	1
422	между отдельными	2	1
423	чаще всего	1	1
424	дух который	1	1
425	почти всю	1	1
426	в ином	1	1
427	рядом с	1	1
428	этого не	1	1
429	а за	1	1
430	во внимание	2	1
431	мы видели	2	1
432	мы знаем	10	1
433	чем в	3	1
434	можно считать	1	1
435	и некоторые	2	1
436	и того	3	1
437	их на	1	1
438	или менее	7	1
439	с ума	1	1
440	бы на	1	1
441	и при	6	1
442	не во	1	1
443	на месте	2	1
444	от себя	2	1
445	и той	1	1
446	эта не	1	1
447	друг другу	1	1
448	и эти	1	1
449	том же	4	1
450	того кто	1	1
451	настолько сильна	1	1
452	даже в	3	1
453	свою силу	1	1
454	время из	1	1
455	на современную	1	1
456	первый из	1	1
457	может служить	3	1
458	принадлежат к	1	1
459	дело в	1	1
460	того как	1	1
461	на него	2	1
462	народа к	5	1
463	иметь в	1	1
464	того чтобы	8	1
465	вытекает из	1	1
466	судя по	1	1
467	благодаря тому	1	1
468	в разных	3	1
469	в самой	2	1
470	с нами	1	1
471	мыслей и	1	1
472	ее с	1	1
473	по своей	7	1
474	друг друга	2	1
475	а лишь	2	1
476	со своим	1	1
477	уже очень	1	1
478	и со	1	1
479	становится понятным	1	1
480	всему этому	3	1
481	уже о	1	1
482	все то	2	1
483	над другими	1	1
484	и другой	1	1
485	же самое	1	1
486	под словом	1	1
487	является одним	1	1
488	не случайно	1	1
489	бы он	1	1
490	никакого сомнения	1	1
491	т.е в	1	1
492	всегда в	1	1
493	для себя	2	1
494	приходит к	1	1
495	и оно	1	1
496	н с	1	1
497	потому не	1	1
498	свою очередь	2	1
499	на нем	1	1
500	эта борьба	1	1
501	и говорить	3	1
502	говоря уже	1	1
503	здесь не	1	1
504	только при	2	1
505	совершенно ясно	2	1
506	последнее время	1	1
507	это была	1	1
508	так в	1	1
509	вопрос что	1	1
510	приводит к	1	1
511	как с	1	1
512	на том	2	1
513	и сам	2	1
514	можно было	1	1
515	те же	2	1
516	ясно что	8	1
517	резко отличаются	1	1
518	чем у	8	1
519	именно этот	1	1
520	к первому	1	1
521	часто в	1	1
522	не стоит	2	1
523	основана на	1	1
524	а эта	1	1
525	точно также	1	1
526	о котором	7	1
527	из одного	2	1
528	и вообще	3	1
529	с ним	6	1
530	стремление к	1	1
531	в а	2	1
532	образом в	3	1
533	находится в	1	1
534	все его	2	1
535	все дело	1	1
536	тех кто	5	1
537	и т.д	4	1
538	то они	3	1
539	в раннем	1	1
540	язык и	1	1
541	и берет	1	1
542	может не	3	1
543	по терминологии	1	1
544	в значительной	1	1
545	как у	3	1
546	знает что	1	1
547	жизни он	1	1
548	связь между	1	1
549	этот обман	1	1
550	за эту	1	1
551	он принужден	2	1
552	это имеет	1	1
553	примеры показывают	1	1
554	ним и	1	1
555	что и	7	1
556	сил и	2	1
557	именно в	5	1
558	выше в	1	1
559	из одних	1	1
560	у одного	1	1
561	в лучшем	1	1
562	для самого	2	1
563	показывают что	2	1
564	но так	2	1
565	его в	5	1
566	менее в	1	1
567	очень слабо	1	1
568	случае пока	1	1
569	но позднее	1	1
570	как нечто	1	1
571	самые разнообразные	1	1
572	европе и	1	1
573	являются в	1	1
574	между этими	2	1
575	основанные на	3	1
576	сильна что	1	1
577	для всех	1	1
578	конечно не	3	1
579	с нею	1	1
580	точно и	1	1
581	окрашенных в	1	1
582	он эту	1	1
583	целого ряда	1	1
584	а это	2	1
585	на пути	1	1
586	из них	5	1
587	он принадлежит	1	1
588	только одно	2	1
589	это обстоятельство	2	1
590	свои силы	2	1
591	и их	5	1
592	идет в	1	1
593	во всей	1	1
594	но совершенно	1	1
595	современности и	1	1
596	к той	2	1
597	в других	1	1
598	указание на	1	1
599	следует признать	1	1
600	даже и	1	1
601	не противоречит	1	1
602	из приведенных	1	1
603	с общим	2	1
604	из двух	2	1
605	не были	1	1
606	возможно что	1	1
607	ней и	1	1
608	отношение в	1	1
609	в данный	1	1
610	и из	2	1
611	то это	1	1
612	для культуры	2	1
613	связаны с	1	1
614	а именно	1	1
615	более резкой	1	1
616	еще и	1	1
617	на которые	1	1
618	кто в	1	1
619	являются лишь	1	1
620	окружающей его	1	1
621	на русском	1	1
622	не говоря	1	1
623	по тем	2	1
624	здесь дело	1	1
625	перед которой	1	1
626	что несмотря	2	1
627	долгое время	1	1
628	речь из	1	1
629	принять во	2	1
630	на время	1	1
631	в одно	2	1
632	для этой	1	1
633	виде в	1	1
634	вступает в	1	1
635	нет ничего	1	1
636	в частности	2	1
637	эти слова	1	1
638	такой характер	1	1
639	чтобы и	1	1
640	из трех	1	1
641	в историю	1	1
642	эти примеры	2	1
643	те специальные	1	1
644	являются ли	1	1
645	народа так	1	1
646	в данном	3	1
647	что за	2	1
648	наряду с	1	1
649	смысле этого	1	1
650	не получится	1	1
651	что же	2	1
652	которые по	2	1
653	когда она	1	1
654	по существу	6	1
655	качествами которые	1	1
656	идея была	1	1
657	из отдельных	1	1
658	в состоянии	4	1
659	должно быть	4	1
660	действительно как	1	1
661	эти вопросы	1	1
662	лучшем случае	1	1
663	этом и	1	1
664	ни для	2	1
665	но для	2	1
666	говорить что	3	1
667	похоже на	1	1
668	с большой	1	1
669	этими тремя	1	1
670	много но	1	1
671	основаны на	3	1
672	об отношении	1	1
673	причем в	1	1
674	том виде	2	1
675	лишь о	2	1
676	своей собственной	1	1
677	а к	2	1
678	совершенно иной	2	1
679	для нас	3	1
680	и все	7	1
681	у них	6	1
682	или нет	1	1
683	бы в	3	1
684	что народ	2	1
685	восстания против	1	1
686	хотя бы	4	1
687	находим в	1	1
688	впечатление которое	1	1
689	на такой	1	1
690	пришла к	1	1
691	как человек	1	1
692	давно уже	2	1
693	гораздо больше	3	1
694	посмотрим какое	1	1
695	не знает	2	1
696	состоит из	4	1
697	лишь только	4	1
698	работы и	2	1
699	и возникает	1	1
700	но этот	1	1
701	ко всему	2	1
702	и еще	1	1
703	сильно что	1	1
704	нас но	1	1
705	они возникли	1	1
706	жизни и	2	1
707	пути к	1	1
708	вполне понятно	1	1
709	языке а	1	1
710	этой точки	1	1
711	только не	2	1
712	и эта	1	1
713	так же	8	1
714	все что	9	1
715	они не	2	1
